Hydrogen_Trip_ID,Tank_Storage_Pressure_Bar,Ambient_Temp_C,PEM_Membrane_Humidity_pct,Fuel_Cell_Stack_Voltage_V,Anode_Purge_Interval_s,Fuel_Cell_Status
IVECO-H2-1892,120.1,-3.7,80.1,1.137,174,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1893,212.6,4.7,82.5,1.131,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1894,278.9,13.4,85.3,1.15,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1895,349.6,31.0,75.4,1.021,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1896,281.7,0.9,79.7,1.171,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1897,446.6,7.7,90.0,1.117,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1898,656.5,11.9,94.4,1.055,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1899,340.9,29.0,83.2,1.143,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1900,221.5,18.1,83.8,1.14,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1901,495.0,2.4,89.2,1.138,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1902,375.9,30.6,88.6,1.092,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1903,608.1,19.7,93.3,1.08,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1904,428.1,3.9,82.7,1.135,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1905,133.8,24.3,81.8,1.122,169,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1906,474.7,-4.7,86.5,1.137,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1907,249.1,7.9,77.8,1.094,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1908,314.6,4.4,85.8,1.117,162,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1909,139.6,27.5,77.2,1.072,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1910,692.9,11.8,94.9,1.006,87,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1911,317.8,29.6,84.9,1.152,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1912,353.5,29.5,87.5,1.138,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1913,184.6,34.2,82.3,1.144,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1914,218.7,30.5,85.2,1.172,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1915,310.7,21.5,80.3,1.129,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1916,431.5,10.4,84.0,1.125,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1917,294.5,23.6,80.7,1.125,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1918,379.4,20.0,81.6,1.169,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1919,632.4,30.5,90.3,1.136,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1920,353.3,18.5,81.0,1.122,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1921,412.2,-9.6,86.9,1.119,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1922,632.3,14.9,90.4,1.13,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1923,543.1,14.2,89.2,1.152,106,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1924,278.2,18.6,80.3,1.136,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1925,559.8,-1.2,83.4,1.126,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1926,277.8,-6.2,86.7,1.147,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1927,313.2,4.7,85.7,1.159,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1928,480.5,31.7,87.5,1.167,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1929,413.5,31.4,87.6,1.15,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1930,291.2,10.1,79.0,1.077,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1931,307.8,-1.9,79.3,1.117,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1932,569.5,1.5,89.2,1.129,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1933,363.7,12.8,87.8,1.149,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1934,189.5,28.9,83.7,1.14,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1935,302.1,29.1,84.5,1.148,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1936,675.8,1.9,94.0,1.033,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1937,665.7,10.4,93.1,1.038,95,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1938,655.3,21.3,90.6,1.11,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1939,306.8,7.5,81.6,1.136,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1940,191.4,13.6,74.2,0.961,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1941,321.6,21.0,89.5,1.105,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1942,626.6,7.6,92.3,1.106,97,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1943,651.4,24.9,92.4,1.091,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1944,526.0,-6.2,85.7,1.137,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1945,130.7,-3.6,79.2,1.129,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1946,318.9,17.3,86.8,1.135,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1947,364.4,19.8,84.4,1.1,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1948,338.3,8.8,85.0,1.126,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1949,263.3,1.3,82.8,1.138,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1950,520.8,0.9,87.7,1.116,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1951,595.5,2.1,91.1,1.072,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1952,670.1,-3.4,94.8,1.06,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1953,445.9,32.1,89.8,1.158,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1954,567.5,18.7,90.9,1.115,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1955,580.3,9.9,92.8,1.077,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1956,270.0,-8.0,83.9,1.133,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1957,603.7,29.0,89.8,1.126,96,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1958,269.3,10.4,77.1,1.083,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1959,595.8,10.4,90.4,1.131,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1960,661.6,31.2,94.2,1.037,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1961,638.4,9.2,92.9,1.067,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1962,364.0,28.3,85.6,1.171,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1963,537.9,22.5,88.6,1.168,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1964,584.5,7.8,88.6,1.124,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1965,408.5,30.7,84.1,1.175,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1966,532.1,11.6,90.1,1.111,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1967,267.6,11.8,81.6,1.169,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1968,270.7,23.5,84.9,1.157,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1969,684.7,-4.6,94.2,1.047,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1970,190.6,5.5,72.6,0.974,170,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1971,441.7,31.8,85.9,1.148,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1972,288.7,-2.1,80.8,1.123,142,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1973,391.2,20.6,87.4,1.116,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1974,297.2,-2.5,78.7,1.14,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1975,352.2,24.0,82.6,1.142,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1976,261.2,33.9,83.6,1.104,151,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1977,444.0,26.4,84.0,1.145,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1978,588.5,32.5,92.5,1.057,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1979,396.3,4.5,86.1,1.134,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1980,555.1,27.4,92.4,1.089,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1981,525.7,11.8,87.2,1.156,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1982,412.6,12.0,85.2,1.131,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1983,605.8,19.2,85.9,1.157,118,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1984,213.2,10.8,78.2,1.119,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1985,323.5,10.6,82.8,1.19,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1986,183.6,3.1,80.2,1.118,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1987,126.7,-2.9,84.2,1.156,181,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1988,330.5,-3.1,80.9,1.144,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1989,571.1,32.4,90.8,1.1,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1990,448.7,33.9,86.4,1.144,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1991,373.4,7.8,78.3,1.075,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1992,496.6,27.0,91.0,1.079,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1993,378.9,22.1,83.1,1.153,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1994,450.6,25.0,89.7,1.12,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1995,622.9,-5.8,92.2,1.093,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1996,279.0,24.6,76.1,1.075,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1997,339.5,-6.3,86.8,1.135,156,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1998,672.7,17.1,92.4,1.082,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-1999,462.4,9.9,91.1,1.094,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2000,424.3,12.4,84.5,1.138,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2001,403.3,-6.1,85.3,1.102,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2002,198.7,22.0,83.1,1.122,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2003,551.7,9.8,92.5,1.106,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2004,166.9,-1.0,80.6,1.171,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2005,471.6,9.4,87.8,1.134,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2006,686.9,13.4,96.6,0.967,118,Membrane Flooding / Dryout Alert
IVECO-H2-2007,195.8,-0.4,83.4,1.171,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2008,188.5,18.4,82.2,1.146,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2009,433.5,21.4,90.7,1.116,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2010,628.4,15.4,84.7,1.148,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2011,120.3,27.3,77.8,1.138,172,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2012,250.1,22.3,83.0,1.157,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2013,403.7,-7.4,84.9,1.167,131,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2014,518.2,-8.3,85.2,1.128,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2015,191.8,13.6,75.5,1.05,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2016,208.9,24.5,79.2,1.137,154,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2017,297.8,5.2,83.5,1.144,157,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2018,557.8,33.2,87.0,1.132,102,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2019,335.6,27.2,83.1,1.146,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2020,156.3,-7.7,77.0,1.062,169,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2021,332.4,24.2,87.5,1.153,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2022,516.9,30.7,89.6,1.124,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2023,615.0,24.6,91.3,1.102,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2024,693.8,3.7,91.3,1.1,108,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2025,315.2,28.0,85.8,1.151,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2026,276.8,13.8,83.0,1.152,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2027,178.6,4.0,79.0,1.098,167,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2028,459.8,17.7,90.8,1.115,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2029,355.5,26.7,87.6,1.113,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2030,381.0,19.7,84.3,1.168,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2031,184.7,10.0,82.8,1.128,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2032,600.4,29.4,90.0,1.137,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2033,199.4,15.9,82.5,1.129,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2034,646.4,30.4,89.0,1.136,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2035,327.9,-3.0,84.3,1.145,143,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2036,521.1,10.4,92.5,1.054,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2037,320.6,22.9,83.0,1.113,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2038,521.5,13.1,92.3,1.071,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2039,430.1,25.8,89.8,1.132,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2040,643.8,0.9,93.7,1.047,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2041,518.2,32.1,85.8,1.127,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2042,174.2,28.1,77.1,1.105,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2043,665.7,29.8,97.0,0.974,105,Membrane Flooding / Dryout Alert
IVECO-H2-2044,689.6,15.9,93.9,1.057,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2045,481.7,2.8,89.5,1.14,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2046,355.8,0.9,88.2,1.178,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2047,682.6,16.2,88.7,1.139,96,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2048,144.0,33.2,81.2,1.13,160,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2049,433.9,-4.4,80.9,1.13,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2050,258.0,-0.8,81.0,1.169,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2051,197.2,22.4,84.1,1.163,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2052,637.6,15.6,94.5,1.027,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2053,391.2,31.2,87.3,1.131,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2054,607.4,2.4,89.6,1.142,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2055,656.3,-5.5,91.0,1.135,113,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2056,501.9,26.5,81.8,1.144,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2057,323.4,-3.2,82.8,1.137,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2058,622.3,7.4,90.5,1.124,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2059,443.2,-3.3,80.8,1.142,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2060,548.5,17.4,88.3,1.145,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2061,241.6,1.7,81.2,1.17,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2062,547.1,0.6,88.8,1.132,127,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2063,512.5,1.9,89.1,1.127,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2064,344.7,-2.9,83.7,1.172,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2065,124.1,-8.8,80.3,1.117,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2066,311.2,3.9,80.8,1.113,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2067,301.2,22.1,81.0,1.143,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2068,495.8,5.4,86.8,1.186,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2069,187.3,18.0,75.3,1.019,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2070,208.4,-5.6,81.4,1.134,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2071,235.9,-7.2,80.7,1.155,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2072,285.7,-0.3,77.6,1.125,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2073,621.3,6.4,93.7,1.039,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2074,467.5,5.7,87.9,1.141,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2075,281.0,12.0,81.9,1.174,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2076,454.5,-9.7,80.3,1.096,126,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2077,340.1,20.5,81.4,1.136,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2078,619.7,-7.3,90.3,1.116,125,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2079,506.1,27.0,90.6,1.102,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2080,136.5,23.5,83.4,1.134,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2081,678.6,17.9,93.8,1.065,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2082,322.5,26.8,84.7,1.136,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2083,302.1,-1.4,80.2,1.125,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2084,669.2,-0.2,91.2,1.082,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2085,120.1,27.2,76.3,1.05,168,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2086,506.1,3.3,86.8,1.15,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2087,152.4,6.8,84.2,1.14,155,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2088,191.1,17.5,75.8,1.044,163,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2089,401.5,27.1,86.5,1.161,129,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2090,581.3,13.7,88.5,1.128,112,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2091,635.3,-1.7,87.3,1.129,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2092,612.6,-9.6,90.5,1.127,119,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2093,428.7,5.3,82.9,1.099,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2094,308.1,-5.4,80.3,1.139,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2095,137.8,8.2,71.1,0.924,165,Membrane Flooding / Dryout Alert
IVECO-H2-2096,393.6,7.5,83.5,1.164,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2097,488.0,29.0,84.8,1.146,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2098,282.6,24.6,86.0,1.169,158,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2099,221.4,2.9,76.6,1.079,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2100,639.0,2.3,90.8,1.087,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2101,659.7,23.2,92.1,1.127,115,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2102,256.9,26.0,76.6,1.069,150,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2103,623.2,7.0,93.7,1.044,99,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2104,536.3,16.2,92.4,1.089,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2105,343.2,0.6,89.7,1.137,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2106,317.1,8.1,79.3,1.132,140,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2107,518.6,3.5,90.3,1.104,121,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2108,524.7,-2.4,85.5,1.13,107,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2109,288.0,-6.8,77.7,1.061,149,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2110,221.2,-1.6,77.4,1.107,167,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2111,218.9,34.4,80.1,1.136,167,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2112,658.2,8.9,93.7,1.064,95,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2113,202.8,32.5,78.4,1.101,159,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2114,256.7,-4.5,81.4,1.106,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2115,389.6,-2.1,85.7,1.129,138,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2116,364.4,-6.8,81.2,1.157,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2117,637.4,22.7,95.6,1.029,100,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2118,519.8,33.4,86.0,1.172,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2119,193.3,-9.6,78.7,1.098,170,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2120,577.7,0.7,91.9,1.073,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2121,132.1,3.6,75.9,1.055,174,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2122,457.5,29.3,87.9,1.166,132,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2123,520.8,-0.4,86.5,1.138,120,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2124,628.8,24.7,90.9,1.072,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2125,441.7,29.1,88.2,1.147,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2126,594.0,5.0,87.8,1.131,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2127,200.4,5.5,78.1,1.084,167,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2128,636.9,7.9,98.5,0.964,115,Membrane Flooding / Dryout Alert
IVECO-H2-2129,528.8,32.3,87.9,1.152,130,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2130,691.5,23.9,95.5,1.031,77,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2131,502.0,-8.5,88.8,1.124,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2132,474.8,19.8,84.5,1.188,124,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2133,380.9,13.6,84.9,1.161,145,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2134,253.8,1.5,80.0,1.113,153,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2135,354.1,33.2,86.3,1.157,136,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2136,694.8,15.6,93.2,1.066,83,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2137,641.6,26.5,93.3,1.08,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2138,184.7,0.9,78.1,1.121,165,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2139,221.2,13.3,83.5,1.108,161,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2140,610.8,25.7,87.5,1.152,104,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2141,393.6,18.5,84.9,1.156,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2142,380.6,23.9,75.8,1.043,135,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2143,446.2,28.8,88.2,1.141,133,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2144,564.5,24.1,84.1,1.136,101,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2145,652.8,0.6,93.6,1.017,114,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2146,251.0,32.1,79.8,1.111,152,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2147,692.2,-7.1,98.3,0.95,107,Membrane Flooding / Dryout Alert
IVECO-H2-2148,600.6,12.5,86.8,1.146,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2149,692.5,-7.1,87.6,1.165,103,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2150,285.7,30.1,87.0,1.175,139,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2151,589.9,-2.9,91.7,1.117,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2152,403.6,10.3,87.6,1.141,134,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2153,184.2,-0.9,78.2,1.1,164,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2154,605.9,-7.7,90.1,1.136,111,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2155,567.3,29.7,89.9,1.119,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2156,303.9,32.3,82.0,1.105,144,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2157,319.9,-6.8,84.1,1.141,137,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2158,688.4,24.3,96.1,1.028,113,Membrane Flooding / Dryout Alert
IVECO-H2-2159,231.1,2.0,76.6,1.078,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2160,489.4,30.2,86.4,1.145,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2161,502.7,13.9,87.2,1.132,110,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2162,574.4,0.1,90.1,1.124,123,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2163,510.6,4.1,87.4,1.16,109,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2164,246.9,-6.4,84.3,1.146,148,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2165,349.7,-5.8,88.3,1.162,146,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2166,233.4,8.3,84.1,1.135,147,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2167,352.9,16.9,81.9,1.134,128,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2168,411.6,23.4,84.1,1.167,141,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2169,609.9,10.3,90.3,1.101,122,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2170,124.7,-8.7,79.8,1.075,174,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2171,577.7,33.9,90.6,1.113,116,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2172,411.8,2.7,89.5,1.111,117,Optimal Fuel Cell Proton Conductivity
IVECO-H2-2173,666.7,15.7,90.8,1.093,103,Optimal Fuel Cell Proton Conductivity
