Platoon_Trip_ID,Trucks_in_Platoon,Inter_Vehicle_Spacing_m,Highway_Speed_kmh,Aerodynamic_Drag_Reduction_pct,Diesel_Fuel_Savings_pct,Platooning_Status
SCANIA-PLT-2584,2,23.3,80.8,20.7,11.5,Standard Extended Following
SCANIA-PLT-2585,2,14.5,78.9,24.1,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2586,4,36.1,78.8,18.8,10.4,Standard Extended Following
SCANIA-PLT-2587,2,34.7,83.5,16.0,7.8,Standard Extended Following
SCANIA-PLT-2588,3,22.8,87.1,25.5,13.7,Standard Extended Following
SCANIA-PLT-2589,3,26.7,83.1,23.3,12.3,Standard Extended Following
SCANIA-PLT-2590,3,11.8,86.7,30.7,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2591,4,11.4,81.2,32.2,17.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2592,2,12.1,79.3,25.9,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2593,2,9.4,92.2,24.2,12.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2594,2,13.9,94.5,23.2,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2595,2,35.4,81.2,15.7,8.0,Standard Extended Following
SCANIA-PLT-2596,4,40.5,93.4,22.0,12.0,Standard Extended Following
SCANIA-PLT-2597,4,25.4,82.0,25.3,14.5,Standard Extended Following
SCANIA-PLT-2598,4,38.8,93.3,20.8,11.2,Standard Extended Following
SCANIA-PLT-2599,3,13.8,84.8,27.3,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2600,2,25.2,94.7,18.4,10.4,Standard Extended Following
SCANIA-PLT-2601,3,11.9,81.4,31.3,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2602,2,29.1,91.1,17.2,9.4,Standard Extended Following
SCANIA-PLT-2603,4,28.3,82.3,24.4,13.7,Standard Extended Following
SCANIA-PLT-2604,3,34.3,90.3,19.2,10.6,Standard Extended Following
SCANIA-PLT-2605,2,26.1,88.9,16.8,10.2,Standard Extended Following
SCANIA-PLT-2606,3,31.8,77.0,19.9,10.4,Standard Extended Following
SCANIA-PLT-2607,3,21.9,94.4,25.4,14.7,Standard Extended Following
SCANIA-PLT-2608,2,37.5,81.9,17.2,9.0,Standard Extended Following
SCANIA-PLT-2609,3,20.3,92.3,26.3,13.8,Standard Extended Following
SCANIA-PLT-2610,3,41.6,90.3,13.7,8.2,Standard Extended Following
SCANIA-PLT-2611,2,16.3,83.0,26.7,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2612,3,38.9,86.4,16.7,8.9,Standard Extended Following
SCANIA-PLT-2613,2,28.6,93.3,19.4,9.9,Standard Extended Following
SCANIA-PLT-2614,2,26.6,80.2,17.3,9.0,Standard Extended Following
SCANIA-PLT-2615,4,23.2,81.5,26.1,14.9,Standard Extended Following
SCANIA-PLT-2616,2,31.8,89.8,17.0,8.5,Standard Extended Following
SCANIA-PLT-2617,3,11.5,82.3,31.1,16.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2618,2,12.9,77.4,22.3,12.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2619,3,44.9,82.5,15.4,8.5,Standard Extended Following
SCANIA-PLT-2620,2,23.7,83.0,19.8,10.1,Standard Extended Following
SCANIA-PLT-2621,2,42.8,79.3,12.6,5.9,Standard Extended Following
SCANIA-PLT-2622,3,18.9,85.0,25.2,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2623,2,40.4,82.2,12.1,6.0,Standard Extended Following
SCANIA-PLT-2624,4,15.6,93.6,33.7,17.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2625,4,40.0,89.0,19.1,10.8,Standard Extended Following
SCANIA-PLT-2626,3,26.7,94.0,20.9,12.6,Standard Extended Following
SCANIA-PLT-2627,2,10.3,78.3,23.7,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2628,3,19.5,83.1,25.2,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2629,2,14.0,77.1,24.6,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2630,4,34.1,89.2,23.5,12.1,Standard Extended Following
SCANIA-PLT-2631,2,21.3,92.4,20.7,12.2,Standard Extended Following
SCANIA-PLT-2632,3,10.7,81.8,32.1,16.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2633,2,16.8,83.5,26.6,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2634,2,12.7,93.4,25.4,13.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2635,4,16.1,89.2,31.9,16.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2636,2,33.3,80.3,13.0,7.0,Standard Extended Following
SCANIA-PLT-2637,2,31.5,88.5,18.9,9.3,Standard Extended Following
SCANIA-PLT-2638,3,36.0,88.7,19.2,10.4,Standard Extended Following
SCANIA-PLT-2639,3,8.7,75.8,27.6,15.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2640,3,32.9,91.3,19.7,9.3,Standard Extended Following
SCANIA-PLT-2641,3,43.5,89.0,18.4,8.2,Standard Extended Following
SCANIA-PLT-2642,3,29.6,75.5,24.7,12.8,Standard Extended Following
SCANIA-PLT-2643,2,41.9,90.7,13.2,6.6,Standard Extended Following
SCANIA-PLT-2644,3,28.1,86.5,24.4,13.8,Standard Extended Following
SCANIA-PLT-2645,3,13.8,76.2,26.0,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2646,2,23.3,78.5,24.9,12.0,Standard Extended Following
SCANIA-PLT-2647,3,24.9,81.4,24.2,13.0,Standard Extended Following
SCANIA-PLT-2648,2,28.9,81.4,17.6,8.7,Standard Extended Following
SCANIA-PLT-2649,2,39.8,89.5,11.5,6.7,Standard Extended Following
SCANIA-PLT-2650,2,21.5,79.0,17.7,10.4,Standard Extended Following
SCANIA-PLT-2651,2,9.1,80.0,23.6,13.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2652,2,38.5,80.1,13.3,7.3,Standard Extended Following
SCANIA-PLT-2653,3,8.4,91.0,27.8,16.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2654,2,23.6,82.5,20.5,11.5,Standard Extended Following
SCANIA-PLT-2655,3,41.6,93.2,16.9,8.2,Standard Extended Following
SCANIA-PLT-2656,2,23.5,84.3,17.9,10.6,Standard Extended Following
SCANIA-PLT-2657,2,38.2,83.4,10.8,6.3,Standard Extended Following
SCANIA-PLT-2658,3,34.9,85.9,18.6,9.2,Standard Extended Following
SCANIA-PLT-2659,3,23.2,90.5,20.7,12.1,Standard Extended Following
SCANIA-PLT-2660,2,36.7,78.7,11.8,6.9,Standard Extended Following
SCANIA-PLT-2661,2,33.5,89.2,14.5,7.7,Standard Extended Following
SCANIA-PLT-2662,2,34.2,75.7,13.3,8.6,Standard Extended Following
SCANIA-PLT-2663,2,18.9,78.9,23.2,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2664,3,18.4,78.4,27.4,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2665,2,31.6,79.3,16.6,8.9,Standard Extended Following
SCANIA-PLT-2666,2,43.8,75.5,9.3,5.7,Standard Extended Following
SCANIA-PLT-2667,3,42.8,80.0,17.5,8.7,Standard Extended Following
SCANIA-PLT-2668,3,39.8,75.7,16.4,9.4,Standard Extended Following
SCANIA-PLT-2669,3,19.4,92.2,21.1,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2670,2,35.5,87.1,13.4,7.4,Standard Extended Following
SCANIA-PLT-2671,2,8.8,84.3,26.9,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2672,2,38.6,83.5,8.2,5.7,Standard Extended Following
SCANIA-PLT-2673,3,39.8,82.4,17.2,9.3,Standard Extended Following
SCANIA-PLT-2674,3,38.0,89.0,19.5,9.5,Standard Extended Following
SCANIA-PLT-2675,3,29.4,89.0,21.8,12.7,Standard Extended Following
SCANIA-PLT-2676,2,32.1,84.3,19.0,9.5,Standard Extended Following
SCANIA-PLT-2677,3,34.9,87.0,18.0,10.6,Standard Extended Following
SCANIA-PLT-2678,3,43.5,84.0,13.9,6.7,Standard Extended Following
SCANIA-PLT-2679,2,17.1,84.4,20.7,11.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2680,2,39.8,89.4,14.6,6.7,Standard Extended Following
SCANIA-PLT-2681,2,28.4,85.4,18.0,9.0,Standard Extended Following
SCANIA-PLT-2682,2,13.6,91.2,22.4,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2683,4,28.4,82.6,24.2,12.9,Standard Extended Following
SCANIA-PLT-2684,2,8.7,92.4,26.4,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2685,3,13.0,84.1,29.9,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2686,2,35.9,82.2,15.0,8.4,Standard Extended Following
SCANIA-PLT-2687,4,18.5,90.1,30.0,16.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2688,2,8.5,85.9,28.7,15.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2689,4,24.4,90.5,26.5,14.6,Standard Extended Following
SCANIA-PLT-2690,2,41.3,89.6,11.1,6.2,Standard Extended Following
SCANIA-PLT-2691,2,41.5,78.6,12.5,6.6,Standard Extended Following
SCANIA-PLT-2692,2,24.6,92.1,19.3,11.0,Standard Extended Following
SCANIA-PLT-2693,2,26.4,75.8,16.8,10.4,Standard Extended Following
SCANIA-PLT-2694,4,11.8,90.0,30.9,17.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2695,2,14.3,90.6,25.6,13.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2696,2,20.4,94.0,22.0,11.7,Standard Extended Following
SCANIA-PLT-2697,2,34.0,92.4,17.5,8.9,Standard Extended Following
SCANIA-PLT-2698,3,11.4,89.0,28.7,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2699,2,16.5,86.1,21.8,12.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2700,2,12.5,94.1,22.5,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2701,2,32.4,81.3,14.2,7.9,Standard Extended Following
SCANIA-PLT-2702,3,11.8,93.1,29.0,15.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2703,4,34.8,94.5,24.8,13.0,Standard Extended Following
SCANIA-PLT-2704,2,20.6,78.4,21.1,11.4,Standard Extended Following
SCANIA-PLT-2705,4,40.3,79.4,19.7,10.5,Standard Extended Following
SCANIA-PLT-2706,2,41.9,87.1,10.9,5.9,Standard Extended Following
SCANIA-PLT-2707,2,38.9,85.2,10.3,6.0,Standard Extended Following
SCANIA-PLT-2708,2,19.9,81.0,22.4,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2709,4,9.5,75.4,34.4,19.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2710,3,23.2,79.8,26.1,14.2,Standard Extended Following
SCANIA-PLT-2711,2,29.8,84.1,18.2,9.4,Standard Extended Following
SCANIA-PLT-2712,2,31.0,89.2,19.1,10.3,Standard Extended Following
SCANIA-PLT-2713,4,15.9,92.0,30.3,17.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2714,2,24.4,82.7,18.6,10.7,Standard Extended Following
SCANIA-PLT-2715,2,41.0,91.2,12.7,8.2,Standard Extended Following
SCANIA-PLT-2716,2,22.0,81.1,18.5,10.4,Standard Extended Following
SCANIA-PLT-2717,2,16.5,81.5,21.9,12.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2718,3,29.5,85.7,20.6,11.4,Standard Extended Following
SCANIA-PLT-2719,2,24.7,78.2,19.8,10.5,Standard Extended Following
SCANIA-PLT-2720,2,29.2,84.1,19.0,10.4,Standard Extended Following
SCANIA-PLT-2721,2,36.4,84.0,13.5,7.8,Standard Extended Following
SCANIA-PLT-2722,2,35.7,91.1,16.8,8.9,Standard Extended Following
SCANIA-PLT-2723,3,11.6,91.6,31.5,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2724,2,10.5,89.2,27.4,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2725,3,42.4,80.6,18.4,9.6,Standard Extended Following
SCANIA-PLT-2726,3,9.6,86.4,29.7,15.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2727,2,32.3,88.5,12.6,7.6,Standard Extended Following
SCANIA-PLT-2728,2,42.5,94.0,8.5,5.1,Standard Extended Following
SCANIA-PLT-2729,2,18.3,79.7,21.1,12.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2730,2,8.4,93.7,27.7,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2731,4,34.3,75.3,20.0,11.1,Standard Extended Following
SCANIA-PLT-2732,2,16.1,89.3,27.0,14.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2733,2,11.5,79.6,24.4,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2734,2,19.9,85.8,18.4,11.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2735,2,14.3,89.7,22.5,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2736,2,21.9,79.1,21.4,12.1,Standard Extended Following
SCANIA-PLT-2737,2,31.2,79.0,15.1,8.0,Standard Extended Following
SCANIA-PLT-2738,2,22.0,91.6,19.8,10.8,Standard Extended Following
SCANIA-PLT-2739,3,37.2,76.3,19.6,10.6,Standard Extended Following
SCANIA-PLT-2740,3,34.6,85.8,17.6,10.0,Standard Extended Following
SCANIA-PLT-2741,2,38.1,92.2,15.0,8.1,Standard Extended Following
SCANIA-PLT-2742,3,26.9,78.9,23.0,12.9,Standard Extended Following
SCANIA-PLT-2743,3,9.7,85.3,32.1,17.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2744,3,30.9,83.7,19.1,10.3,Standard Extended Following
SCANIA-PLT-2745,4,37.6,91.0,24.6,12.7,Standard Extended Following
SCANIA-PLT-2746,3,39.4,86.3,17.7,9.6,Standard Extended Following
SCANIA-PLT-2747,2,20.2,91.5,17.4,11.0,Standard Extended Following
SCANIA-PLT-2748,4,29.4,92.9,28.0,14.3,Standard Extended Following
SCANIA-PLT-2749,3,13.0,90.6,27.4,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2750,2,26.9,87.2,17.8,9.4,Standard Extended Following
SCANIA-PLT-2751,3,15.2,83.7,26.7,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2752,4,16.0,85.0,30.1,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2753,2,17.6,79.9,21.0,11.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2754,4,33.9,78.1,23.2,13.0,Standard Extended Following
SCANIA-PLT-2755,3,13.3,80.3,28.0,15.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2756,3,26.5,84.4,21.2,12.8,Standard Extended Following
SCANIA-PLT-2757,2,35.2,94.9,17.4,8.7,Standard Extended Following
SCANIA-PLT-2758,2,42.6,78.4,12.4,6.6,Standard Extended Following
SCANIA-PLT-2759,2,40.1,93.0,12.9,7.7,Standard Extended Following
SCANIA-PLT-2760,3,15.3,83.9,27.8,14.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2761,2,11.3,94.5,25.4,14.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2762,2,14.9,86.5,23.6,13.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2763,3,38.9,93.2,18.0,9.2,Standard Extended Following
SCANIA-PLT-2764,3,40.6,78.1,20.7,10.2,Standard Extended Following
SCANIA-PLT-2765,4,28.3,82.7,21.9,12.3,Standard Extended Following
SCANIA-PLT-2766,4,8.9,89.0,31.1,17.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2767,4,36.6,76.9,22.4,13.1,Standard Extended Following
SCANIA-PLT-2768,2,9.7,78.7,24.2,12.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2769,4,39.5,83.0,20.1,10.3,Standard Extended Following
SCANIA-PLT-2770,2,25.6,77.2,16.6,9.2,Standard Extended Following
SCANIA-PLT-2771,2,14.5,84.8,24.6,12.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2772,2,18.9,75.7,20.5,11.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2773,2,32.8,91.7,14.9,7.8,Standard Extended Following
SCANIA-PLT-2774,4,24.2,91.0,33.4,17.2,Standard Extended Following
SCANIA-PLT-2775,3,11.2,76.7,29.3,16.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2776,3,43.4,87.8,13.5,7.1,Standard Extended Following
SCANIA-PLT-2777,2,27.3,79.1,17.7,9.9,Standard Extended Following
SCANIA-PLT-2778,2,19.5,86.8,22.6,12.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2779,3,21.5,91.8,25.3,13.4,Standard Extended Following
SCANIA-PLT-2780,4,20.7,83.2,28.2,15.5,Standard Extended Following
SCANIA-PLT-2781,3,18.2,86.6,27.1,15.1,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2782,3,11.9,84.1,33.0,17.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2783,3,37.1,92.8,16.5,9.7,Standard Extended Following
SCANIA-PLT-2784,2,35.0,80.6,15.4,8.2,Standard Extended Following
SCANIA-PLT-2785,2,8.1,75.0,25.1,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2786,2,39.0,81.1,15.5,7.0,Standard Extended Following
SCANIA-PLT-2787,3,16.0,86.9,23.8,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2788,2,34.4,83.1,16.9,8.8,Standard Extended Following
SCANIA-PLT-2789,2,29.9,83.6,17.0,9.2,Standard Extended Following
SCANIA-PLT-2790,2,11.5,80.4,26.9,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2791,4,9.9,83.4,34.2,18.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2792,3,15.5,90.3,26.7,14.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2793,2,22.7,90.6,22.6,10.8,Standard Extended Following
SCANIA-PLT-2794,2,24.4,84.5,19.0,9.5,Standard Extended Following
SCANIA-PLT-2795,2,24.3,87.1,21.1,10.6,Standard Extended Following
SCANIA-PLT-2796,3,19.7,77.7,24.1,13.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2797,3,32.2,76.4,21.8,11.5,Standard Extended Following
SCANIA-PLT-2798,2,22.2,89.7,15.8,9.2,Standard Extended Following
SCANIA-PLT-2799,2,34.2,85.0,15.4,8.6,Standard Extended Following
SCANIA-PLT-2800,3,15.7,93.8,27.4,15.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2801,4,32.9,80.5,23.6,12.0,Standard Extended Following
SCANIA-PLT-2802,3,23.9,77.2,26.1,13.0,Standard Extended Following
SCANIA-PLT-2803,3,13.1,91.1,28.0,15.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2804,3,20.5,78.5,28.0,14.7,Standard Extended Following
SCANIA-PLT-2805,2,17.8,90.2,24.8,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2806,3,27.3,90.1,20.1,10.8,Standard Extended Following
SCANIA-PLT-2807,2,42.1,88.0,11.2,5.7,Standard Extended Following
SCANIA-PLT-2808,3,42.1,78.3,18.0,10.0,Standard Extended Following
SCANIA-PLT-2809,3,38.3,92.5,18.9,10.3,Standard Extended Following
SCANIA-PLT-2810,3,38.5,78.5,16.1,8.8,Standard Extended Following
SCANIA-PLT-2811,3,35.8,85.2,24.8,12.0,Standard Extended Following
SCANIA-PLT-2812,2,39.9,80.1,10.0,6.6,Standard Extended Following
SCANIA-PLT-2813,2,37.2,84.8,14.8,7.7,Standard Extended Following
SCANIA-PLT-2814,3,26.6,93.4,22.4,13.1,Standard Extended Following
SCANIA-PLT-2815,2,20.7,78.4,21.1,11.1,Standard Extended Following
SCANIA-PLT-2816,2,19.7,87.5,25.9,13.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2817,2,26.1,75.4,16.9,9.0,Standard Extended Following
SCANIA-PLT-2818,2,35.1,85.4,12.0,7.0,Standard Extended Following
SCANIA-PLT-2819,2,42.4,88.5,9.3,5.5,Standard Extended Following
SCANIA-PLT-2820,3,38.0,86.6,16.8,9.5,Standard Extended Following
SCANIA-PLT-2821,2,39.7,89.9,13.0,7.4,Standard Extended Following
SCANIA-PLT-2822,2,25.9,90.4,18.0,8.7,Standard Extended Following
SCANIA-PLT-2823,2,37.6,84.3,11.3,6.6,Standard Extended Following
SCANIA-PLT-2824,3,43.4,87.1,15.3,7.1,Standard Extended Following
SCANIA-PLT-2825,3,32.0,88.5,24.2,12.7,Standard Extended Following
SCANIA-PLT-2826,4,28.9,83.5,23.6,13.3,Standard Extended Following
SCANIA-PLT-2827,2,38.0,83.5,11.4,6.4,Standard Extended Following
SCANIA-PLT-2828,4,30.2,90.3,27.4,15.2,Standard Extended Following
SCANIA-PLT-2829,2,24.5,84.1,18.5,10.0,Standard Extended Following
SCANIA-PLT-2830,4,25.3,78.2,26.9,15.3,Standard Extended Following
SCANIA-PLT-2831,2,11.7,87.5,26.5,14.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2832,2,17.6,84.4,21.3,12.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2833,3,37.5,79.9,21.6,11.5,Standard Extended Following
SCANIA-PLT-2834,2,44.5,79.8,11.1,6.3,Standard Extended Following
SCANIA-PLT-2835,3,22.2,79.6,18.2,11.5,Standard Extended Following
SCANIA-PLT-2836,3,24.5,89.3,21.6,11.4,Standard Extended Following
SCANIA-PLT-2837,2,25.0,94.1,20.6,10.9,Standard Extended Following
SCANIA-PLT-2838,2,42.8,80.7,9.0,5.8,Standard Extended Following
SCANIA-PLT-2839,3,39.3,79.4,15.7,8.6,Standard Extended Following
SCANIA-PLT-2840,3,39.8,79.7,15.2,9.5,Standard Extended Following
SCANIA-PLT-2841,2,35.3,83.1,16.3,7.7,Standard Extended Following
SCANIA-PLT-2842,3,23.5,89.2,18.4,11.6,Standard Extended Following
SCANIA-PLT-2843,2,44.6,81.2,7.1,4.7,Standard Extended Following
SCANIA-PLT-2844,2,25.4,83.0,18.2,9.8,Standard Extended Following
SCANIA-PLT-2845,3,30.0,76.3,24.8,12.7,Standard Extended Following
SCANIA-PLT-2846,3,34.6,77.6,22.2,10.6,Standard Extended Following
SCANIA-PLT-2847,2,23.5,75.6,19.5,9.7,Standard Extended Following
SCANIA-PLT-2848,2,30.4,82.3,17.3,9.3,Standard Extended Following
SCANIA-PLT-2849,2,33.9,80.8,16.8,9.6,Standard Extended Following
SCANIA-PLT-2850,4,21.4,78.2,32.9,17.2,Standard Extended Following
SCANIA-PLT-2851,3,19.0,78.3,25.5,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2852,2,40.6,82.2,9.6,5.9,Standard Extended Following
SCANIA-PLT-2853,4,12.6,81.6,32.5,16.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2854,3,17.6,88.5,27.6,14.3,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2855,2,36.5,85.9,16.4,8.2,Standard Extended Following
SCANIA-PLT-2856,2,34.7,78.8,15.2,8.0,Standard Extended Following
SCANIA-PLT-2857,2,26.1,80.0,20.7,10.7,Standard Extended Following
SCANIA-PLT-2858,2,9.2,81.6,26.3,13.8,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2859,2,41.3,75.6,10.9,6.3,Standard Extended Following
SCANIA-PLT-2860,4,17.0,85.4,30.0,16.7,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2861,3,43.3,92.5,17.2,8.7,Standard Extended Following
SCANIA-PLT-2862,2,16.0,94.1,24.9,12.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2863,3,33.5,93.9,19.2,10.3,Standard Extended Following
SCANIA-PLT-2864,3,31.9,84.9,20.0,11.2,Standard Extended Following
SCANIA-PLT-2865,3,34.0,87.2,20.8,10.8,Standard Extended Following
SCANIA-PLT-2866,4,17.0,84.8,29.5,16.0,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2867,3,27.2,93.6,20.0,11.0,Standard Extended Following
SCANIA-PLT-2868,4,27.2,92.9,28.3,14.6,Standard Extended Following
SCANIA-PLT-2869,3,11.1,78.8,27.8,15.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2870,3,20.5,79.0,28.0,14.0,Standard Extended Following
SCANIA-PLT-2871,2,20.9,88.5,21.1,12.2,Standard Extended Following
SCANIA-PLT-2872,2,42.0,81.7,14.1,7.5,Standard Extended Following
SCANIA-PLT-2873,2,13.4,81.2,25.6,14.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2874,2,40.9,83.5,11.0,6.3,Standard Extended Following
SCANIA-PLT-2875,3,30.9,80.6,19.0,9.9,Standard Extended Following
SCANIA-PLT-2876,3,23.3,85.3,23.6,13.0,Standard Extended Following
SCANIA-PLT-2877,2,12.0,90.2,22.8,12.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2878,2,36.2,92.2,16.3,8.4,Standard Extended Following
SCANIA-PLT-2879,4,20.5,91.7,29.8,15.8,Standard Extended Following
SCANIA-PLT-2880,4,33.1,89.1,22.8,12.2,Standard Extended Following
SCANIA-PLT-2881,2,28.6,81.8,18.9,9.9,Standard Extended Following
SCANIA-PLT-2882,2,34.3,90.1,15.4,8.3,Standard Extended Following
SCANIA-PLT-2883,3,21.5,76.8,24.5,13.3,Standard Extended Following
SCANIA-PLT-2884,3,44.6,86.5,14.8,8.4,Standard Extended Following
SCANIA-PLT-2885,2,42.4,77.8,12.6,6.8,Standard Extended Following
SCANIA-PLT-2886,2,36.1,86.8,15.0,8.8,Standard Extended Following
SCANIA-PLT-2887,2,19.1,75.3,21.4,11.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2888,3,39.9,90.6,14.5,8.0,Standard Extended Following
SCANIA-PLT-2889,2,41.5,91.7,9.4,5.8,Standard Extended Following
SCANIA-PLT-2890,2,14.8,78.7,26.3,13.2,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2891,2,19.1,94.9,23.4,11.5,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2892,4,33.9,76.7,24.7,13.6,Standard Extended Following
SCANIA-PLT-2893,2,32.6,86.1,14.3,7.6,Standard Extended Following
SCANIA-PLT-2894,2,39.1,86.6,12.9,6.7,Standard Extended Following
SCANIA-PLT-2895,2,12.9,76.8,22.7,12.4,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2896,4,23.6,88.2,30.2,16.6,Standard Extended Following
SCANIA-PLT-2897,2,9.1,76.5,25.9,13.9,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2898,2,20.1,87.1,23.0,11.4,Standard Extended Following
SCANIA-PLT-2899,3,17.2,79.0,27.6,14.6,Optimal Aerodynamic Drafting (<20m)
SCANIA-PLT-2900,2,29.2,82.7,22.3,10.4,Standard Extended Following
SCANIA-PLT-2901,2,26.8,77.7,16.6,9.3,Standard Extended Following
