Thermal_Run_ID,Ambient_Temp_C,Refrigerant_Discharge_Bar,Condenser_Subcooling_K,Heating_Coefficient_COP,Cabin_Heat_Range_Penalty_pct,Heat_Pump_State
DENSO-HP-1917,1.1,24.9,9.8,3.8,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1918,-1.5,23.4,9.6,3.8,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1919,-13.5,17.1,9.0,3.2,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1920,-9.1,19.2,8.0,3.31,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1921,-3.9,20.7,3.5,2.68,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1922,-1.9,19.7,7.8,3.51,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1923,10.3,28.7,9.2,3.8,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1924,7.4,25.1,3.9,2.81,17.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1925,7.8,28.0,7.2,3.56,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1926,-16.2,15.8,7.1,2.96,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1927,3.5,24.4,4.2,3.01,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1928,-8.7,18.1,3.6,2.14,23.4,Standard PTC Resistive Assist
DENSO-HP-1929,9.0,27.5,4.3,2.81,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1930,11.4,29.6,5.4,3.12,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1931,-11.8,16.7,6.9,2.85,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1932,-14.9,16.0,5.4,2.51,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1933,-15.5,13.7,6.8,2.83,17.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1934,6.5,25.7,4.3,3.08,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1935,-13.3,15.4,5.1,2.48,18.7,Standard PTC Resistive Assist
DENSO-HP-1936,12.5,31.4,7.6,3.65,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1937,-10.7,17.5,8.5,3.12,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1938,-12.2,17.0,7.2,2.99,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1939,7.6,25.6,3.8,3.1,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1940,-10.8,16.8,8.8,3.29,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1941,12.4,26.4,9.5,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1942,-11.9,18.0,7.1,3.0,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1943,-11.0,19.6,6.7,2.88,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1944,0.5,23.1,3.8,2.69,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1945,-4.0,20.6,9.7,3.77,8.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1946,12.3,27.7,9.3,3.8,8.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1947,5.0,23.9,9.5,3.8,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1948,-1.9,21.9,5.9,3.17,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1949,11.7,27.7,6.5,3.3,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1950,6.4,25.3,4.0,3.0,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1951,0.9,23.2,5.5,3.07,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1952,-16.6,15.7,4.7,2.45,19.2,Standard PTC Resistive Assist
DENSO-HP-1953,-8.8,18.5,4.9,2.5,17.6,Standard PTC Resistive Assist
DENSO-HP-1954,7.9,25.7,8.7,3.75,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1955,5.6,26.1,6.9,3.52,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1956,14.1,30.5,8.4,3.8,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1957,2.2,24.4,7.4,3.41,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1958,0.3,22.3,5.8,3.06,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1959,-3.9,19.9,7.9,3.52,8.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1960,8.5,28.0,8.1,3.75,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1961,3.3,23.6,9.3,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1962,10.1,27.3,3.8,3.02,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1963,6.9,27.4,8.3,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1964,9.3,26.8,5.9,3.47,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1965,-4.7,22.6,6.4,3.05,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1966,-1.1,21.2,4.0,2.68,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1967,2.0,24.1,5.5,2.96,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1968,3.1,24.6,8.1,3.69,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1969,8.2,25.6,9.6,3.8,8.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1970,8.7,27.1,5.8,3.22,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1971,0.6,23.6,5.2,2.91,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1972,-6.4,20.2,4.5,2.73,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1973,11.1,27.9,8.3,3.8,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1974,-8.1,20.8,5.6,2.67,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1975,-4.0,21.7,7.0,3.37,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1976,-4.1,22.1,4.8,2.46,17.8,Standard PTC Resistive Assist
DENSO-HP-1977,-4.4,20.8,7.9,3.6,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1978,7.1,25.8,8.2,3.75,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1979,-13.5,16.4,4.1,2.29,19.2,Standard PTC Resistive Assist
DENSO-HP-1980,-17.7,16.3,5.2,2.3,19.7,Standard PTC Resistive Assist
DENSO-HP-1981,-10.5,17.5,7.2,3.21,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1982,-9.8,19.1,9.6,3.69,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1983,-5.7,21.5,9.7,3.68,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1984,7.0,26.5,3.9,2.77,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1985,5.7,27.0,8.9,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1986,-2.9,21.9,4.7,2.78,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1987,3.0,25.4,6.8,3.49,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1988,-15.2,17.8,3.5,2.27,20.2,Standard PTC Resistive Assist
DENSO-HP-1989,14.9,30.6,7.5,3.8,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1990,-10.0,16.6,6.3,2.87,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1991,12.9,28.5,5.1,3.19,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1992,2.3,22.6,8.6,3.78,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1993,5.3,26.3,7.2,3.8,8.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1994,14.2,30.0,7.8,3.8,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1995,2.5,24.0,7.1,3.56,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1996,-8.4,18.9,4.2,2.34,17.2,Standard PTC Resistive Assist
DENSO-HP-1997,-6.5,22.3,9.6,3.62,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1998,12.9,29.4,6.5,3.58,11.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-1999,-10.9,17.8,4.7,2.61,16.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2000,-8.3,16.3,7.1,3.14,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2001,8.5,24.2,5.2,3.16,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2002,-4.3,22.4,3.8,2.65,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2003,10.5,29.1,9.6,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2004,-16.0,17.4,3.9,2.01,21.2,Standard PTC Resistive Assist
DENSO-HP-2005,3.6,25.0,3.8,3.04,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2006,-5.0,19.6,6.1,2.92,16.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2007,-12.3,16.6,8.6,3.56,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2008,11.8,26.8,6.1,3.4,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2009,-3.0,24.2,9.8,3.78,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2010,3.4,24.4,7.6,3.64,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2011,4.9,23.7,4.0,2.71,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2012,2.2,23.9,5.9,3.12,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2013,-3.7,22.7,4.8,2.69,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2014,8.9,26.5,9.5,3.8,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2015,-1.1,22.5,7.1,3.32,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2016,4.1,24.4,9.3,3.8,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2017,13.8,27.7,4.9,3.24,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2018,7.3,24.7,9.4,3.8,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2019,-17.5,13.4,6.0,2.65,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2020,13.0,28.6,4.8,3.33,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2021,-1.5,21.7,3.9,2.74,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2022,-3.8,22.4,4.7,2.95,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2023,7.6,25.6,4.5,2.94,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2024,-14.1,16.3,9.5,3.45,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2025,-12.3,17.8,5.4,2.67,18.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2026,-1.6,23.1,9.8,3.8,9.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2027,-8.3,20.2,3.9,2.48,17.0,Standard PTC Resistive Assist
DENSO-HP-2028,10.8,29.1,6.5,3.64,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2029,12.2,29.9,3.9,3.02,15.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2030,5.5,25.4,7.5,3.8,11.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2031,-3.1,23.2,9.0,3.67,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2032,0.3,22.1,8.3,3.78,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2033,12.5,28.9,4.6,3.28,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2034,-15.9,16.0,9.9,3.56,13.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2035,-16.3,15.3,4.4,2.54,17.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2036,6.8,27.7,7.0,3.54,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2037,-9.7,18.5,6.6,3.04,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2038,-5.7,19.0,5.7,2.76,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2039,-13.8,17.1,8.5,3.31,14.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2040,-2.8,19.1,7.7,3.42,12.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2041,-12.3,18.0,4.5,2.64,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2042,-1.0,22.5,4.3,2.73,17.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2043,-2.7,21.0,8.7,3.8,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2044,1.3,22.3,6.8,3.4,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2045,-3.6,20.8,4.5,2.99,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2046,0.5,22.4,6.4,3.17,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2047,-13.0,15.4,4.5,2.33,18.2,Standard PTC Resistive Assist
DENSO-HP-2048,-4.1,21.5,6.0,3.04,15.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2049,13.4,30.0,7.9,3.8,8.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2050,-1.9,21.5,4.6,2.77,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2051,-5.8,19.3,3.7,2.33,16.8,Standard PTC Resistive Assist
DENSO-HP-2052,5.5,21.7,10.0,3.8,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2053,-8.2,21.3,4.1,2.65,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2054,0.5,23.4,6.9,3.27,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2055,-3.6,21.5,9.3,3.8,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2056,0.1,22.9,4.7,2.98,15.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2057,-2.7,22.0,9.4,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2058,7.1,26.6,5.1,3.17,13.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2059,5.5,26.5,9.9,3.8,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2060,14.8,30.5,4.3,3.02,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2061,-11.1,18.2,7.5,3.36,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2062,-15.8,14.6,3.6,1.95,20.9,Standard PTC Resistive Assist
DENSO-HP-2063,12.7,28.7,6.3,3.62,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2064,-15.6,15.2,4.9,2.28,19.9,Standard PTC Resistive Assist
DENSO-HP-2065,-1.6,22.1,3.7,2.71,17.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2066,2.7,23.5,6.6,3.33,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2067,0.5,23.3,9.0,3.8,8.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2068,-11.3,19.3,10.0,3.66,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2069,-1.4,23.7,3.5,2.67,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2070,-9.1,19.4,8.1,3.35,12.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2071,-9.6,18.6,9.4,3.67,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2072,10.3,27.9,6.9,3.54,10.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2073,2.5,23.2,3.8,2.61,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2074,10.9,28.2,4.6,3.06,13.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2075,-7.8,18.3,9.1,3.71,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2076,10.7,28.1,6.0,3.56,14.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2077,8.9,26.5,3.5,2.92,12.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2078,11.8,28.2,8.5,3.8,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2079,0.9,23.8,5.9,2.96,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2080,5.1,26.6,8.9,3.8,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2081,-14.5,16.0,9.8,3.58,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2082,4.0,23.5,9.6,3.75,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2083,-9.7,17.5,5.2,2.85,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2084,-11.1,17.9,5.7,2.64,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2085,-8.0,19.2,9.8,3.8,9.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2086,2.9,25.3,6.6,3.38,11.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2087,0.1,23.4,4.4,2.84,16.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2088,4.6,24.1,5.0,3.02,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2089,-11.2,18.4,5.7,2.79,15.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2090,-10.7,17.6,5.9,2.72,17.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2091,-15.2,16.3,8.5,3.11,13.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2092,8.9,25.8,4.4,2.97,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2093,6.9,25.9,7.3,3.48,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2094,-10.8,17.6,4.8,2.41,18.1,Standard PTC Resistive Assist
DENSO-HP-2095,-13.6,18.7,7.6,2.97,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2096,-10.9,18.2,8.3,3.33,14.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2097,-1.1,21.6,8.5,3.74,10.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2098,13.0,29.7,8.4,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2099,13.7,29.0,5.6,3.53,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2100,13.6,28.2,8.2,3.8,8.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2101,-3.7,21.1,4.6,2.57,16.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2102,-15.3,14.7,8.0,3.17,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2103,13.5,27.4,9.6,3.8,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2104,4.1,27.0,9.0,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2105,-0.2,23.3,8.8,3.54,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2106,-6.1,19.7,5.5,3.07,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2107,-5.8,21.8,9.8,3.67,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2108,-4.2,21.0,8.2,3.58,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2109,10.2,27.2,7.0,3.74,9.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2110,-4.1,21.2,9.2,3.72,9.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2111,-13.3,18.3,7.3,2.88,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2112,10.8,28.4,6.3,3.42,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2113,5.6,26.3,4.3,3.12,12.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2114,9.4,27.5,4.1,2.65,15.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2115,-13.6,17.5,4.9,2.37,18.9,Standard PTC Resistive Assist
DENSO-HP-2116,-11.0,18.7,9.0,3.61,13.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2117,3.7,25.1,6.5,3.29,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2118,-1.1,22.9,9.3,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2119,-16.1,15.5,4.8,2.44,18.9,Standard PTC Resistive Assist
DENSO-HP-2120,-12.6,16.4,5.4,2.55,18.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2121,1.9,22.7,4.2,2.69,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2122,5.2,25.3,4.1,2.74,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2123,-10.0,20.5,8.6,3.32,12.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2124,-9.3,17.4,9.0,3.54,10.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2125,-5.5,19.2,8.0,3.48,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2126,10.0,25.7,9.9,3.8,9.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2127,-4.3,21.1,7.2,3.3,12.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2128,7.6,28.3,6.8,3.36,13.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2129,-8.9,19.8,9.9,3.8,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2130,9.8,27.2,9.8,3.8,11.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2131,-10.5,16.4,5.5,2.82,15.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2132,-5.1,22.1,9.1,3.46,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2133,-9.0,19.6,8.4,3.39,11.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2134,12.7,29.4,8.7,3.8,10.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2135,9.9,28.1,9.4,3.8,9.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2136,4.2,22.3,9.8,3.8,12.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2137,-3.5,21.3,5.1,2.7,15.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2138,14.7,27.9,9.2,3.8,8.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2139,0.9,22.4,4.8,2.82,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2140,6.3,26.5,8.4,3.8,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2141,-10.7,19.0,4.0,2.44,16.4,Standard PTC Resistive Assist
DENSO-HP-2142,-4.9,23.5,6.6,3.13,13.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2143,9.6,26.8,8.6,3.8,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2144,-2.4,24.3,9.8,3.62,10.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2145,-15.1,14.9,9.2,3.38,13.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2146,11.9,27.9,4.5,2.96,14.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2147,-15.1,14.8,5.6,2.69,15.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2148,14.7,28.4,8.5,3.8,9.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2149,-11.2,18.1,7.3,3.01,14.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2150,-4.9,21.5,3.9,2.63,17.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2151,8.2,27.4,7.7,3.69,10.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2152,-8.2,18.7,5.0,2.55,17.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2153,-5.7,19.2,8.2,3.56,12.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2154,-15.4,15.9,7.7,3.35,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2155,14.3,31.8,7.3,3.8,11.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2156,-15.1,14.4,3.5,2.33,18.1,Standard PTC Resistive Assist
DENSO-HP-2157,-14.9,14.9,8.1,3.25,13.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2158,5.6,26.4,5.5,3.45,12.0,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2159,-2.9,21.7,3.6,2.53,18.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2160,-8.1,20.3,7.0,3.06,14.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2161,-8.2,20.4,8.0,3.3,11.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2162,3.2,22.9,6.4,3.31,14.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2163,5.9,26.3,8.2,3.8,10.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2164,-1.9,22.3,6.0,3.02,16.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2165,-4.8,19.9,7.2,3.32,14.4,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2166,6.6,28.2,7.2,3.59,11.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2167,13.8,30.3,4.7,3.28,11.5,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2168,-14.4,13.9,5.1,2.26,19.2,Standard PTC Resistive Assist
DENSO-HP-2169,-12.9,17.8,5.2,2.42,17.9,Standard PTC Resistive Assist
DENSO-HP-2170,-11.7,17.1,9.5,3.49,10.3,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2171,-6.1,21.3,9.0,3.57,11.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2172,-1.3,24.6,7.3,3.4,13.1,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2173,-14.9,14.7,8.7,3.64,9.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2174,2.6,25.3,9.8,3.8,7.6,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2175,2.9,24.1,9.6,3.8,10.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2176,0.7,24.4,4.4,2.72,17.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2177,-15.1,16.8,4.8,2.56,16.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2178,1.3,23.5,3.7,2.7,15.2,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2179,3.4,22.8,9.5,3.8,9.9,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2180,7.3,25.6,5.1,3.01,14.8,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2181,12.5,27.9,6.8,3.7,8.7,High-Efficiency Subcooling (COP >2.5)
DENSO-HP-2182,-17.2,16.3,5.3,2.35,15.9,Standard PTC Resistive Assist
DENSO-HP-2183,-3.0,22.7,5.5,3.07,16.0,High-Efficiency Subcooling (COP >2.5)
