Driveline_Run_ID,Driveshaft_Speed_RPM,Driveline_Torque_Nm,Torsional_Vibration_G,Dynamic_Damping_Stiffness,Driveline_Smoothness
ALFA-GIORGIO-1852,6034,559.4,0.438,1293.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1853,3900,211.4,0.325,1410.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1854,4973,590.3,0.391,1336.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1855,5389,298.6,0.364,1323.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1856,3259,198.9,0.21,1590.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1857,3618,170.0,0.202,1571.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1858,3721,357.1,0.26,1558.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1859,3213,273.0,0.274,1485.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1860,2192,269.9,0.201,1533.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1861,3061,566.4,0.279,1433.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1862,3329,199.1,0.27,1472.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1863,1926,429.4,0.236,1535.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1864,3839,345.4,0.329,1385.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1865,2323,191.0,0.261,1480.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1866,1856,240.8,0.218,1513.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1867,2769,323.1,0.253,1587.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1868,4194,497.3,0.308,1366.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1869,2502,238.0,0.201,1627.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1870,4409,411.8,0.352,1404.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1871,3607,301.4,0.282,1365.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1872,5780,226.4,0.307,1415.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1873,7416,587.9,0.477,1212.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1874,2201,323.3,0.242,1560.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1875,6497,328.4,0.333,1353.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1876,7422,584.5,0.458,1286.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1877,6562,552.5,0.481,1211.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1878,2785,291.7,0.198,1539.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1879,3218,275.7,0.24,1473.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1880,2411,456.3,0.334,1314.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1881,7356,256.9,0.406,1305.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1882,6218,326.4,0.392,1267.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1883,4015,292.9,0.252,1455.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1884,1772,184.3,0.179,1600.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1885,4928,263.6,0.328,1466.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1886,5260,201.7,0.399,1368.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1887,6259,505.8,0.403,1352.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1888,5281,403.6,0.334,1416.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1889,5908,517.6,0.489,1199.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1890,4799,234.6,0.293,1387.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1891,6613,225.1,0.337,1350.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1892,4392,312.9,0.31,1418.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1893,7000,202.3,0.38,1335.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1894,2425,287.3,0.234,1475.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1895,3901,325.4,0.335,1475.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1896,2625,416.0,0.271,1473.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1897,2377,498.2,0.265,1536.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1898,3962,387.4,0.306,1401.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1899,6127,594.6,0.458,1297.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1900,5832,312.0,0.414,1320.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1901,6696,151.0,0.412,1332.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1902,1738,563.1,0.326,1455.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1903,5535,296.8,0.392,1301.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1904,6182,569.9,0.451,1189.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1905,5477,181.8,0.336,1350.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1906,6923,257.9,0.367,1313.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1907,3651,327.1,0.343,1457.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1908,3082,174.5,0.241,1502.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1909,5152,539.3,0.349,1389.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1910,3288,219.4,0.301,1458.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1911,5864,406.0,0.339,1442.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1912,4485,507.3,0.369,1345.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1913,5566,454.2,0.385,1341.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1914,3687,336.0,0.299,1394.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1915,5065,382.1,0.344,1424.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1916,4840,175.3,0.272,1478.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1917,3486,496.1,0.339,1404.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1918,3264,583.9,0.356,1364.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1919,2051,197.7,0.195,1623.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1920,6067,404.0,0.4,1315.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1921,5706,575.3,0.415,1282.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1922,4500,272.7,0.346,1358.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1923,2289,197.6,0.15,1621.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1924,4653,376.8,0.354,1341.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1925,7381,349.7,0.375,1371.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1926,6299,591.2,0.471,1244.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1927,5669,215.2,0.327,1421.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1928,4357,535.9,0.406,1299.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1929,6809,228.1,0.368,1336.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1930,3838,466.0,0.304,1401.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1931,3278,193.1,0.257,1522.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1932,2393,570.9,0.294,1438.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1933,3937,374.4,0.338,1402.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1934,7256,283.8,0.402,1296.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1935,5065,226.9,0.339,1413.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1936,5659,383.4,0.357,1490.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1937,2432,551.6,0.273,1459.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1938,3574,430.9,0.298,1465.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1939,3155,429.1,0.293,1429.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1940,1681,236.4,0.193,1569.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1941,4964,354.9,0.325,1472.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1942,3628,177.6,0.223,1580.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1943,2818,326.9,0.313,1386.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1944,2889,464.2,0.247,1534.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1945,2101,359.4,0.213,1537.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1946,6381,549.7,0.389,1391.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1947,5272,522.9,0.406,1299.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1948,6055,162.7,0.423,1339.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1949,4073,286.1,0.392,1310.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1950,3476,188.3,0.264,1516.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1951,4466,545.8,0.357,1305.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1952,2623,454.0,0.292,1420.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1953,6523,332.2,0.4,1317.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1954,2544,532.8,0.361,1330.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1955,1830,549.8,0.296,1459.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1956,5294,508.2,0.379,1301.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1957,6013,365.6,0.366,1352.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1958,3652,537.6,0.405,1281.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1959,3844,388.3,0.354,1367.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1960,1550,487.2,0.228,1566.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1961,1631,188.2,0.169,1566.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1962,3952,244.8,0.325,1412.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1963,1710,276.8,0.182,1618.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1964,5558,560.0,0.374,1355.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1965,5827,565.0,0.417,1325.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1966,6342,155.6,0.359,1383.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1967,4888,271.7,0.381,1317.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1968,5383,272.0,0.4,1315.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1969,5360,461.9,0.386,1298.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1970,6373,480.0,0.437,1267.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1971,3241,498.9,0.336,1448.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1972,4361,241.1,0.296,1363.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1973,4711,270.6,0.349,1317.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1974,6093,285.2,0.322,1377.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1975,3409,315.4,0.343,1406.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1976,3514,558.4,0.357,1438.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1977,5538,250.4,0.318,1417.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1978,3278,364.5,0.352,1395.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1979,3826,164.4,0.26,1464.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1980,3112,510.0,0.291,1416.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1981,7010,277.7,0.369,1394.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1982,4835,464.1,0.343,1388.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1983,2741,531.3,0.324,1344.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1984,4959,229.3,0.334,1429.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1985,3337,544.0,0.329,1419.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1986,6522,571.5,0.433,1272.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1987,5712,370.6,0.394,1332.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1988,6791,351.2,0.443,1310.2,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1989,4613,194.6,0.343,1308.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1990,4410,198.8,0.319,1406.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1991,2539,305.8,0.253,1456.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1992,3905,578.6,0.355,1328.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1993,3333,425.0,0.333,1422.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1994,7411,181.8,0.419,1286.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1995,6715,362.5,0.438,1238.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1996,5401,507.7,0.386,1311.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1997,6493,458.8,0.389,1333.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-1998,7493,371.0,0.43,1298.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-1999,7382,287.7,0.491,1196.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2000,7177,246.8,0.427,1265.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2001,7384,279.7,0.41,1343.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2002,2013,157.4,0.23,1531.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2003,2056,160.4,0.21,1553.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2004,4078,536.6,0.363,1345.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2005,5209,274.3,0.341,1417.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2006,7415,321.1,0.478,1134.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2007,7130,330.0,0.412,1301.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2008,3647,162.2,0.262,1470.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2009,5143,566.3,0.41,1313.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2010,6312,307.7,0.366,1371.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2011,3575,534.3,0.326,1417.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2012,6522,495.9,0.377,1344.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2013,4048,587.0,0.331,1425.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2014,4531,533.2,0.373,1326.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2015,5778,509.9,0.416,1256.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2016,6716,534.9,0.448,1307.3,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2017,5889,422.1,0.415,1369.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2018,2296,547.7,0.276,1442.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2019,3445,215.8,0.278,1439.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2020,5941,200.7,0.367,1390.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2021,5212,331.5,0.389,1279.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2022,6913,461.4,0.453,1276.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2023,1555,506.6,0.288,1430.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2024,6004,174.1,0.311,1441.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2025,4010,562.4,0.396,1381.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2026,2881,349.2,0.313,1466.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2027,5226,451.3,0.362,1433.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2028,3236,444.4,0.284,1418.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2029,2988,361.0,0.242,1612.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2030,5684,403.5,0.378,1282.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2031,2265,304.5,0.229,1493.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2032,4202,508.3,0.379,1297.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2033,6608,249.8,0.361,1402.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2034,7262,441.1,0.455,1271.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2035,2308,175.0,0.216,1573.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2036,4230,307.4,0.315,1436.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2037,3757,214.9,0.305,1441.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2038,2948,450.6,0.294,1466.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2039,4943,568.0,0.406,1344.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2040,7202,516.2,0.462,1280.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2041,2522,490.3,0.26,1455.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2042,4800,294.2,0.324,1410.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2043,6327,576.2,0.457,1254.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2044,3994,560.5,0.368,1292.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2045,2134,176.8,0.203,1570.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2046,7092,377.8,0.399,1318.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2047,2659,284.4,0.21,1656.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2048,3511,216.2,0.226,1537.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2049,5252,191.5,0.293,1479.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2050,4039,497.2,0.295,1513.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2051,7422,226.8,0.404,1349.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2052,4961,312.2,0.335,1424.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2053,7467,303.8,0.481,1190.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2054,2010,296.7,0.196,1515.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2055,2948,260.7,0.26,1483.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2056,2489,301.1,0.24,1559.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2057,1965,376.5,0.145,1662.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2058,4235,394.5,0.363,1337.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2059,3449,253.9,0.258,1465.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2060,3096,179.2,0.235,1554.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2061,2348,329.3,0.229,1566.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2062,1554,277.3,0.245,1527.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2063,5473,519.2,0.432,1259.8,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2064,5410,209.9,0.247,1504.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2065,5981,248.0,0.364,1340.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2066,4240,369.9,0.311,1449.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2067,2839,592.6,0.345,1409.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2068,7371,546.6,0.47,1211.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2069,6758,346.3,0.446,1381.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2070,6055,163.7,0.309,1417.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2071,7201,373.7,0.464,1252.9,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2072,1902,329.9,0.189,1549.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2073,2482,254.4,0.216,1543.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2074,2734,169.7,0.172,1560.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2075,4155,298.4,0.338,1400.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2076,2405,284.7,0.241,1477.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2077,6434,237.9,0.406,1308.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2078,7496,378.0,0.471,1225.1,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2079,2909,290.2,0.291,1415.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2080,1870,321.5,0.194,1547.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2081,4230,547.0,0.351,1348.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2082,3835,438.1,0.331,1464.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2083,1882,213.9,0.175,1615.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2084,4104,185.3,0.308,1460.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2085,7485,278.4,0.353,1357.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2086,6263,167.4,0.326,1362.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2087,5186,595.5,0.387,1339.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2088,7286,584.2,0.532,1104.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2089,4160,585.1,0.4,1295.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2090,5650,446.7,0.475,1212.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2091,2940,463.5,0.284,1521.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2092,2231,285.0,0.249,1502.4,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2093,6752,496.7,0.462,1239.0,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2094,5003,381.3,0.401,1275.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2095,3791,396.1,0.313,1408.7,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2096,2604,325.5,0.278,1562.5,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2097,1984,513.1,0.316,1451.3,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2098,6684,420.1,0.449,1257.5,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2099,1753,338.6,0.287,1459.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2100,5815,159.7,0.316,1397.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2101,6333,525.7,0.441,1325.4,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2102,3763,180.1,0.287,1432.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2103,2702,255.6,0.244,1478.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2104,6248,226.0,0.373,1327.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2105,2582,152.6,0.197,1581.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2106,1640,346.5,0.167,1590.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2107,5356,483.9,0.377,1323.6,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2108,1533,227.0,0.139,1664.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2109,3724,283.1,0.276,1453.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2110,2990,435.0,0.31,1429.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2111,3036,372.8,0.331,1485.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2112,4361,214.8,0.244,1526.8,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2113,6889,389.9,0.442,1256.7,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2114,3038,484.7,0.277,1517.1,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2115,2802,391.8,0.271,1441.0,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2116,2605,286.5,0.215,1475.9,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2117,3539,350.4,0.254,1496.2,Nominal Carbon-Fiber Driveline Balance
ALFA-GIORGIO-2118,7234,429.3,0.44,1225.6,Torsional Resonance Detected / Damper Sizing
ALFA-GIORGIO-2119,4446,173.3,0.293,1453.2,Nominal Carbon-Fiber Driveline Balance
