Monocoque_Scan_ID,Ultrasonic_Probe_Freq_MHz,Acoustic_Attenuation_dB_mm,Resin_Void_Content_pct,Chassis_Torsional_Rigidity_kNm_deg,Composite_Quality
PAGANI-UTOPIA-1845,9.3,0.61,0.31,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1846,8.2,0.64,0.53,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1847,7.6,0.8,0.54,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1848,8.4,0.94,0.55,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1849,4.2,0.51,0.4,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1850,10.9,0.46,0.18,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1851,10.8,0.59,0.4,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1852,7.9,0.5,0.29,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1853,9.9,0.65,0.42,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1854,4.0,0.54,0.42,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1855,9.1,0.66,0.4,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1856,8.3,0.8,0.55,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1857,6.0,0.8,0.6,50.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1858,5.5,0.74,0.45,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1859,11.5,0.56,0.48,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1860,6.1,0.96,0.64,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1861,8.7,0.54,0.31,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1862,11.5,0.69,0.45,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1863,8.2,0.74,0.43,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1864,8.4,0.46,0.23,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1865,10.8,1.0,0.65,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1866,11.9,0.65,0.49,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1867,10.2,0.7,0.47,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1868,6.7,0.57,0.36,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1869,9.8,0.55,0.31,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1870,5.5,0.5,0.38,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1871,4.9,0.61,0.42,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1872,11.0,0.58,0.42,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1873,10.8,0.71,0.32,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1874,9.4,1.33,0.88,50.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1875,10.6,0.6,0.42,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1876,6.0,0.46,0.29,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1877,8.1,0.77,0.48,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1878,8.7,0.48,0.4,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1879,5.9,0.56,0.4,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1880,7.7,0.65,0.27,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1881,10.6,0.53,0.4,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1882,9.4,0.47,0.34,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1883,6.9,0.6,0.27,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1884,11.2,0.51,0.26,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1885,9.2,0.98,0.64,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1886,11.8,0.83,0.62,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1887,7.4,0.47,0.34,54.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1888,6.0,0.49,0.28,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1889,6.4,0.52,0.2,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1890,8.4,1.09,0.59,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1891,9.4,0.56,0.36,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1892,7.9,0.74,0.47,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1893,10.8,0.72,0.36,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1894,4.2,0.5,0.32,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1895,11.5,0.52,0.42,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1896,3.5,0.46,0.26,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1897,10.4,0.51,0.18,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1898,9.3,0.67,0.5,50.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1899,9.9,1.19,0.75,50.3,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1900,8.6,0.58,0.28,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1901,9.5,0.59,0.42,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1902,6.7,0.5,0.11,54.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1903,7.4,0.64,0.39,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1904,8.2,0.55,0.36,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1905,10.9,0.57,0.56,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1906,4.5,0.71,0.51,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1907,10.9,0.65,0.33,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1908,4.6,0.5,0.41,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1909,10.5,0.68,0.37,54.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1910,3.7,0.85,0.58,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1911,5.5,0.68,0.45,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1912,4.6,0.52,0.45,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1913,4.6,0.48,0.29,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1914,3.7,0.8,0.47,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1915,11.8,0.62,0.33,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1916,3.7,0.72,0.48,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1917,8.2,1.03,0.73,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1918,8.7,0.5,0.37,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1919,6.3,0.52,0.25,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1920,7.4,0.58,0.47,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1921,9.5,0.57,0.43,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1922,4.1,0.46,0.19,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1923,6.8,0.75,0.4,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1924,5.7,0.77,0.46,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1925,8.5,0.63,0.56,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1926,6.8,0.64,0.47,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1927,9.2,1.16,0.75,50.2,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1928,9.8,0.46,0.23,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1929,9.5,0.48,0.27,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1930,3.5,0.46,0.29,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1931,7.3,0.7,0.58,50.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1932,3.8,1.03,0.69,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1933,7.2,0.84,0.46,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1934,5.3,1.12,0.71,50.0,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1935,11.5,0.58,0.26,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1936,8.6,0.51,0.29,53.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1937,9.2,0.63,0.48,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1938,5.1,0.48,0.28,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1939,9.5,0.74,0.42,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1940,7.9,0.86,0.57,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1941,7.0,0.64,0.42,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1942,7.6,0.59,0.46,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1943,8.5,0.83,0.67,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1944,5.7,1.06,0.59,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1945,10.5,0.69,0.37,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1946,5.0,0.47,0.18,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1947,4.1,0.63,0.52,52.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1948,9.3,0.48,0.4,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1949,10.9,0.58,0.3,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1950,10.3,0.48,0.17,53.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1951,6.2,0.82,0.66,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1952,11.1,0.5,0.26,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1953,6.7,0.6,0.31,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1954,8.6,0.56,0.42,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1955,9.3,0.49,0.22,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1956,4.4,0.48,0.38,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1957,9.9,0.93,0.64,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1958,7.5,0.58,0.31,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1959,3.8,0.48,0.31,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1960,6.6,0.46,0.15,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1961,10.5,0.54,0.35,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1962,11.3,0.64,0.31,54.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1963,9.7,0.62,0.46,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1964,9.3,0.5,0.53,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1965,3.7,0.78,0.57,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1966,10.3,0.89,0.54,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1967,10.9,0.9,0.62,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1968,9.0,0.53,0.37,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1969,7.8,0.53,0.28,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1970,7.5,0.53,0.42,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1971,5.8,1.1,0.83,50.1,Composite Micro-Delamination Defect
PAGANI-UTOPIA-1972,5.2,0.89,0.58,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1973,5.0,0.7,0.39,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1974,4.4,0.65,0.4,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1975,8.6,0.55,0.33,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1976,3.8,0.72,0.58,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1977,4.4,0.47,0.2,54.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1978,3.5,0.58,0.41,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1979,4.5,0.51,0.27,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1980,11.9,0.83,0.62,49.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1981,7.6,0.55,0.29,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1982,9.3,0.56,0.22,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1983,6.1,0.69,0.44,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1984,8.2,0.67,0.51,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1985,11.0,0.48,0.24,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1986,11.1,0.69,0.37,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1987,5.5,0.94,0.36,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1988,7.9,0.64,0.46,53.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1989,9.9,0.96,0.68,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1990,10.5,0.47,0.11,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1991,7.6,0.69,0.52,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1992,10.1,0.55,0.46,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1993,6.6,0.5,0.26,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1994,8.3,0.48,0.32,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1995,6.4,0.49,0.19,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1996,9.6,0.5,0.28,53.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1997,6.9,0.96,0.6,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1998,8.1,0.49,0.33,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-1999,4.8,0.94,0.49,50.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2000,11.7,0.79,0.74,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2001,4.0,0.61,0.38,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2002,11.3,0.92,0.74,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2003,4.2,0.98,0.55,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2004,5.4,0.54,0.12,54.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2005,3.9,0.6,0.61,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2006,10.7,0.66,0.53,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2007,6.1,0.47,0.33,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2008,8.7,0.63,0.48,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2009,9.4,1.24,0.88,49.4,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2010,11.0,0.49,0.21,53.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2011,6.4,0.72,0.45,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2012,7.3,0.6,0.45,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2013,8.4,0.48,0.29,54.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2014,11.7,0.49,0.18,53.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2015,10.4,0.55,0.39,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2016,5.8,0.8,0.56,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2017,5.1,0.56,0.26,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2018,4.3,0.5,0.37,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2019,4.4,0.49,0.25,53.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2020,5.1,0.6,0.37,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2021,11.1,0.47,0.25,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2022,11.9,0.58,0.45,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2023,10.6,0.61,0.52,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2024,8.7,1.19,0.66,51.3,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2025,10.2,0.66,0.27,53.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2026,5.7,0.66,0.46,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2027,10.7,0.67,0.51,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2028,5.7,1.12,0.68,50.9,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2029,4.8,0.58,0.31,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2030,6.7,0.54,0.21,54.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2031,9.3,0.67,0.4,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2032,9.7,0.45,0.34,52.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2033,10.9,0.49,0.44,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2034,11.2,0.72,0.63,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2035,5.7,0.67,0.54,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2036,11.2,1.09,0.65,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2037,6.0,0.47,0.36,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2038,6.7,0.6,0.45,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2039,8.4,0.47,0.4,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2040,4.3,0.8,0.58,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2041,7.5,0.52,0.57,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2042,4.7,0.56,0.28,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2043,8.4,0.66,0.27,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2044,8.9,0.63,0.36,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2045,5.4,0.56,0.46,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2046,9.5,0.64,0.35,52.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2047,10.3,1.04,0.56,51.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2048,9.0,0.57,0.44,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2049,6.0,0.45,0.25,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2050,5.3,0.49,0.18,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2051,8.5,0.61,0.68,49.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2052,4.8,0.53,0.29,50.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2053,5.0,0.56,0.34,53.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2054,9.6,0.56,0.46,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2055,6.5,0.49,0.31,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2056,8.2,0.75,0.39,51.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2057,4.3,0.71,0.55,50.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2058,10.4,0.62,0.44,52.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2059,10.0,0.61,0.42,51.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2060,4.5,0.87,0.72,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2061,5.2,0.51,0.33,51.4,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2062,10.4,0.49,0.23,52.6,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2063,9.6,0.68,0.35,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2064,7.2,0.57,0.41,51.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2065,8.1,0.52,0.51,50.7,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2066,4.8,0.74,0.53,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2067,7.3,0.55,0.43,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2068,7.1,0.85,0.48,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2069,3.9,0.49,0.24,52.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2070,4.5,0.66,0.42,51.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2071,7.9,0.81,0.49,51.9,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2072,11.6,1.44,0.93,49.4,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2073,11.3,1.35,0.96,48.7,Composite Micro-Delamination Defect
PAGANI-UTOPIA-2074,9.8,0.53,0.3,50.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2075,11.9,0.45,0.39,51.3,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2076,4.4,0.56,0.42,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2077,5.2,0.75,0.45,52.2,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2078,9.8,0.5,0.26,54.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2079,9.0,0.53,0.49,50.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2080,9.5,0.52,0.34,52.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2081,10.4,0.77,0.44,52.0,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2082,8.0,0.46,0.41,53.5,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2083,9.8,0.62,0.44,51.8,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2084,5.0,0.57,0.4,52.1,Perfect Carbo-Triax HP62 C-Scan Integrity
PAGANI-UTOPIA-2085,8.7,0.67,0.44,51.5,Perfect Carbo-Triax HP62 C-Scan Integrity
