Trip_ID,Hard_Braking_Count,Acceleration_Smoothness,Cornering_Force_G,Average_Speed_kmh,Cluster,Driver_Category
TRIP-11909,0,1.2,0.144,62.4,2,High-Risk (Aggressive)
TRIP-11910,1,2.61,0.366,68.2,0,Eco-Friendly (Safe)
TRIP-11911,2,1.19,0.236,58.1,2,High-Risk (Aggressive)
TRIP-11912,11,4.15,0.534,109.4,1,Standard Commuter
TRIP-11913,7,3.4,0.474,75.3,1,Standard Commuter
TRIP-11914,0,0.99,0.149,45.1,2,High-Risk (Aggressive)
TRIP-11915,0,1.36,0.186,44.0,2,High-Risk (Aggressive)
TRIP-11916,1,2.1,0.298,56.9,2,High-Risk (Aggressive)
TRIP-11917,1,2.08,0.331,73.8,0,Eco-Friendly (Safe)
TRIP-11918,2,2.45,0.22,65.2,0,Eco-Friendly (Safe)
TRIP-11919,2,2.62,0.309,65.4,0,Eco-Friendly (Safe)
TRIP-11920,0,1.12,0.198,67.3,2,High-Risk (Aggressive)
TRIP-11921,2,2.04,0.186,62.1,2,High-Risk (Aggressive)
TRIP-11922,0,1.14,0.128,59.2,2,High-Risk (Aggressive)
TRIP-11923,3,2.25,0.227,69.2,0,Eco-Friendly (Safe)
TRIP-11924,7,3.85,0.605,95.5,1,Standard Commuter
TRIP-11925,6,5.03,0.543,88.1,1,Standard Commuter
TRIP-11926,0,1.04,0.193,45.5,2,High-Risk (Aggressive)
TRIP-11927,0,1.02,0.131,62.1,2,High-Risk (Aggressive)
TRIP-11928,1,1.47,0.197,58.1,2,High-Risk (Aggressive)
TRIP-11929,5,2.55,0.58,85.1,1,Standard Commuter
TRIP-11930,0,1.29,0.176,62.5,2,High-Risk (Aggressive)
TRIP-11931,0,1.46,0.178,34.5,2,High-Risk (Aggressive)
TRIP-11932,1,0.77,0.172,61.1,2,High-Risk (Aggressive)
TRIP-11933,0,0.94,0.211,59.4,2,High-Risk (Aggressive)
TRIP-11934,4,5.62,0.541,96.9,1,Standard Commuter
TRIP-11935,0,1.19,0.161,51.5,2,High-Risk (Aggressive)
TRIP-11936,0,1.1,0.141,61.0,2,High-Risk (Aggressive)
TRIP-11937,2,4.04,0.59,90.8,1,Standard Commuter
TRIP-11938,0,1.2,0.214,45.4,2,High-Risk (Aggressive)
TRIP-11939,3,3.05,0.411,84.3,0,Eco-Friendly (Safe)
TRIP-11940,5,2.02,0.291,65.3,0,Eco-Friendly (Safe)
TRIP-11941,5,3.13,0.373,63.3,0,Eco-Friendly (Safe)
TRIP-11942,2,0.68,0.222,50.4,2,High-Risk (Aggressive)
TRIP-11943,3,2.48,0.261,62.4,0,Eco-Friendly (Safe)
TRIP-11944,1,1.25,0.257,62.9,2,High-Risk (Aggressive)
TRIP-11945,0,0.47,0.2,41.7,2,High-Risk (Aggressive)
TRIP-11946,8,5.72,0.385,101.4,1,Standard Commuter
TRIP-11947,13,3.75,0.654,77.6,1,Standard Commuter
TRIP-11948,3,2.32,0.304,60.0,0,Eco-Friendly (Safe)
TRIP-11949,0,1.19,0.206,64.5,2,High-Risk (Aggressive)
TRIP-11950,0,1.92,0.318,34.5,2,High-Risk (Aggressive)
TRIP-11951,4,2.07,0.409,62.5,0,Eco-Friendly (Safe)
TRIP-11952,4,3.27,0.331,70.3,0,Eco-Friendly (Safe)
TRIP-11953,1,2.83,0.212,72.7,0,Eco-Friendly (Safe)
TRIP-11954,3,3.11,0.312,83.3,0,Eco-Friendly (Safe)
TRIP-11955,4,2.29,0.313,77.8,0,Eco-Friendly (Safe)
TRIP-11956,2,2.36,0.4,89.6,0,Eco-Friendly (Safe)
TRIP-11957,0,1.24,0.242,41.5,2,High-Risk (Aggressive)
TRIP-11958,3,4.58,0.651,90.3,1,Standard Commuter
TRIP-11959,0,1.23,0.148,51.5,2,High-Risk (Aggressive)
TRIP-11960,0,2.86,0.295,70.9,0,Eco-Friendly (Safe)
TRIP-11961,2,2.33,0.429,69.8,0,Eco-Friendly (Safe)
TRIP-11962,1,3.06,0.321,76.8,0,Eco-Friendly (Safe)
TRIP-11963,1,1.09,0.153,45.0,2,High-Risk (Aggressive)
TRIP-11964,4,3.21,0.207,81.0,0,Eco-Friendly (Safe)
TRIP-11965,12,5.53,0.665,81.5,1,Standard Commuter
TRIP-11966,0,1.6,0.156,53.2,2,High-Risk (Aggressive)
TRIP-11967,6,4.98,0.594,101.6,1,Standard Commuter
TRIP-11968,0,2.02,0.367,87.7,0,Eco-Friendly (Safe)
TRIP-11969,7,5.1,0.438,97.2,1,Standard Commuter
TRIP-11970,2,1.88,0.312,66.7,0,Eco-Friendly (Safe)
TRIP-11971,2,1.15,0.184,53.9,2,High-Risk (Aggressive)
TRIP-11972,3,1.73,0.305,73.1,0,Eco-Friendly (Safe)
TRIP-11973,4,1.95,0.216,68.5,0,Eco-Friendly (Safe)
TRIP-11974,2,2.88,0.357,57.1,0,Eco-Friendly (Safe)
TRIP-11975,1,2.53,0.389,65.0,0,Eco-Friendly (Safe)
TRIP-11976,4,2.74,0.292,74.9,0,Eco-Friendly (Safe)
TRIP-11977,2,2.73,0.358,74.7,0,Eco-Friendly (Safe)
TRIP-11978,6,2.89,0.285,85.9,0,Eco-Friendly (Safe)
TRIP-11979,5,3.95,0.526,88.6,1,Standard Commuter
TRIP-11980,0,1.12,0.099,60.9,2,High-Risk (Aggressive)
TRIP-11981,0,2.78,0.288,63.4,0,Eco-Friendly (Safe)
TRIP-11982,1,1.45,0.189,49.5,2,High-Risk (Aggressive)
TRIP-11983,1,1.3,0.18,64.3,2,High-Risk (Aggressive)
TRIP-11984,0,0.96,0.214,56.3,2,High-Risk (Aggressive)
TRIP-11985,8,4.31,0.543,82.3,1,Standard Commuter
TRIP-11986,0,2.2,0.29,74.2,0,Eco-Friendly (Safe)
TRIP-11987,1,1.79,0.331,67.3,0,Eco-Friendly (Safe)
TRIP-11988,11,4.56,0.459,113.5,1,Standard Commuter
TRIP-11989,3,1.15,0.164,64.5,2,High-Risk (Aggressive)
TRIP-11990,5,4.0,0.589,76.0,1,Standard Commuter
TRIP-11991,2,0.99,0.217,50.8,2,High-Risk (Aggressive)
TRIP-11992,1,2.79,0.337,70.1,0,Eco-Friendly (Safe)
TRIP-11993,2,2.47,0.297,50.2,0,Eco-Friendly (Safe)
TRIP-11994,7,6.07,0.476,55.8,1,Standard Commuter
TRIP-11995,1,1.44,0.262,67.5,2,High-Risk (Aggressive)
TRIP-11996,1,1.65,0.198,59.3,2,High-Risk (Aggressive)
TRIP-11997,2,2.05,0.258,65.3,0,Eco-Friendly (Safe)
TRIP-11998,0,0.86,0.153,57.4,2,High-Risk (Aggressive)
TRIP-11999,2,2.12,0.329,60.9,0,Eco-Friendly (Safe)
TRIP-12000,4,2.09,0.388,59.3,0,Eco-Friendly (Safe)
TRIP-12001,0,1.6,0.222,49.2,2,High-Risk (Aggressive)
TRIP-12002,1,1.11,0.204,58.7,2,High-Risk (Aggressive)
TRIP-12003,4,2.28,0.308,52.4,0,Eco-Friendly (Safe)
TRIP-12004,0,1.3,0.159,46.9,2,High-Risk (Aggressive)
TRIP-12005,8,5.51,0.476,118.7,1,Standard Commuter
TRIP-12006,2,1.71,0.385,76.6,0,Eco-Friendly (Safe)
TRIP-12007,2,2.33,0.268,75.4,0,Eco-Friendly (Safe)
TRIP-12008,3,2.79,0.337,80.3,0,Eco-Friendly (Safe)
TRIP-12009,4,4.67,0.538,71.8,1,Standard Commuter
TRIP-12010,2,0.97,0.19,56.4,2,High-Risk (Aggressive)
TRIP-12011,3,1.5,0.237,74.2,0,Eco-Friendly (Safe)
TRIP-12012,4,3.37,0.383,50.0,0,Eco-Friendly (Safe)
TRIP-12013,8,5.41,0.644,104.8,1,Standard Commuter
TRIP-12014,2,2.78,0.271,62.2,0,Eco-Friendly (Safe)
TRIP-12015,0,3.01,0.321,55.9,0,Eco-Friendly (Safe)
TRIP-12016,0,1.26,0.13,65.2,2,High-Risk (Aggressive)
TRIP-12017,6,5.12,0.509,105.5,1,Standard Commuter
TRIP-12018,1,2.28,0.38,71.0,0,Eco-Friendly (Safe)
TRIP-12019,1,0.85,0.181,55.5,2,High-Risk (Aggressive)
TRIP-12020,3,3.72,0.49,78.8,0,Eco-Friendly (Safe)
TRIP-12021,1,1.93,0.317,71.2,0,Eco-Friendly (Safe)
TRIP-12022,2,3.3,0.383,55.7,0,Eco-Friendly (Safe)
TRIP-12023,1,2.39,0.419,76.4,0,Eco-Friendly (Safe)
TRIP-12024,2,1.35,0.171,55.5,2,High-Risk (Aggressive)
TRIP-12025,1,1.3,0.159,48.1,2,High-Risk (Aggressive)
TRIP-12026,1,1.71,0.298,73.9,0,Eco-Friendly (Safe)
TRIP-12027,9,2.42,0.814,85.0,1,Standard Commuter
TRIP-12028,14,2.69,0.42,88.5,1,Standard Commuter
TRIP-12029,0,0.85,0.129,57.6,2,High-Risk (Aggressive)
TRIP-12030,2,2.44,0.36,58.8,0,Eco-Friendly (Safe)
TRIP-12031,6,3.92,0.561,60.4,1,Standard Commuter
TRIP-12032,9,6.89,0.509,109.5,1,Standard Commuter
TRIP-12033,2,1.81,0.223,81.0,0,Eco-Friendly (Safe)
TRIP-12034,7,4.87,0.737,91.6,1,Standard Commuter
TRIP-12035,2,2.01,0.278,39.5,2,High-Risk (Aggressive)
TRIP-12036,0,2.54,0.421,69.4,0,Eco-Friendly (Safe)
TRIP-12037,2,1.72,0.317,68.7,0,Eco-Friendly (Safe)
TRIP-12038,6,5.27,0.71,95.0,1,Standard Commuter
TRIP-12039,1,2.66,0.339,71.3,0,Eco-Friendly (Safe)
TRIP-12040,0,3.24,0.4,74.5,0,Eco-Friendly (Safe)
TRIP-12041,1,1.2,0.201,49.3,2,High-Risk (Aggressive)
TRIP-12042,5,3.27,0.323,68.7,0,Eco-Friendly (Safe)
TRIP-12043,1,3.08,0.296,80.5,0,Eco-Friendly (Safe)
TRIP-12044,3,2.94,0.345,63.2,0,Eco-Friendly (Safe)
TRIP-12045,2,1.9,0.433,85.1,0,Eco-Friendly (Safe)
TRIP-12046,1,1.11,0.252,51.7,2,High-Risk (Aggressive)
TRIP-12047,8,4.93,0.588,81.4,1,Standard Commuter
TRIP-12048,3,2.3,0.365,69.4,0,Eco-Friendly (Safe)
TRIP-12049,1,1.3,0.187,51.4,2,High-Risk (Aggressive)
TRIP-12050,1,1.19,0.18,53.7,2,High-Risk (Aggressive)
TRIP-12051,1,3.06,0.228,65.7,0,Eco-Friendly (Safe)
TRIP-12052,4,1.29,0.248,59.6,2,High-Risk (Aggressive)
TRIP-12053,1,1.15,0.159,53.9,2,High-Risk (Aggressive)
TRIP-12054,0,1.3,0.181,57.5,2,High-Risk (Aggressive)
TRIP-12055,0,1.05,0.203,46.5,2,High-Risk (Aggressive)
TRIP-12056,2,3.01,0.321,78.1,0,Eco-Friendly (Safe)
TRIP-12057,2,5.38,0.67,80.4,1,Standard Commuter
TRIP-12058,2,2.27,0.401,70.7,0,Eco-Friendly (Safe)
TRIP-12059,3,2.71,0.385,63.2,0,Eco-Friendly (Safe)
TRIP-12060,0,0.69,0.195,61.0,2,High-Risk (Aggressive)
TRIP-12061,6,5.52,0.716,93.5,1,Standard Commuter
TRIP-12062,3,1.71,0.278,50.3,2,High-Risk (Aggressive)
TRIP-12063,1,1.06,0.227,62.7,2,High-Risk (Aggressive)
TRIP-12064,6,2.7,0.409,70.9,0,Eco-Friendly (Safe)
TRIP-12065,3,1.34,0.192,61.1,2,High-Risk (Aggressive)
TRIP-12066,1,0.73,0.156,47.9,2,High-Risk (Aggressive)
TRIP-12067,2,2.35,0.385,68.8,0,Eco-Friendly (Safe)
TRIP-12068,2,1.14,0.18,55.5,2,High-Risk (Aggressive)
TRIP-12069,2,1.17,0.116,58.6,2,High-Risk (Aggressive)
TRIP-12070,2,2.77,0.293,61.3,0,Eco-Friendly (Safe)
TRIP-12071,1,1.52,0.195,42.8,2,High-Risk (Aggressive)
TRIP-12072,3,1.13,0.17,50.1,2,High-Risk (Aggressive)
TRIP-12073,2,2.15,0.442,67.3,0,Eco-Friendly (Safe)
TRIP-12074,2,0.98,0.198,58.3,2,High-Risk (Aggressive)
TRIP-12075,0,3.1,0.257,71.1,0,Eco-Friendly (Safe)
TRIP-12076,1,2.54,0.302,67.3,0,Eco-Friendly (Safe)
TRIP-12077,4,2.45,0.347,72.9,0,Eco-Friendly (Safe)
TRIP-12078,4,3.54,0.536,86.1,1,Standard Commuter
TRIP-12079,12,3.72,0.472,54.0,1,Standard Commuter
TRIP-12080,8,5.16,0.504,110.6,1,Standard Commuter
TRIP-12081,5,3.36,0.645,82.3,1,Standard Commuter
TRIP-12082,3,4.55,0.616,88.5,1,Standard Commuter
TRIP-12083,2,0.9,0.15,51.0,2,High-Risk (Aggressive)
TRIP-12084,2,3.16,0.407,107.2,0,Eco-Friendly (Safe)
TRIP-12085,2,2.35,0.306,74.9,0,Eco-Friendly (Safe)
TRIP-12086,1,0.93,0.21,57.9,2,High-Risk (Aggressive)
TRIP-12087,8,3.24,0.459,65.7,1,Standard Commuter
TRIP-12088,3,2.72,0.423,75.1,0,Eco-Friendly (Safe)
TRIP-12089,3,2.52,0.36,67.0,0,Eco-Friendly (Safe)
TRIP-12090,3,1.91,0.355,70.8,0,Eco-Friendly (Safe)
TRIP-12091,2,1.75,0.327,66.1,0,Eco-Friendly (Safe)
TRIP-12092,1,2.4,0.298,72.0,0,Eco-Friendly (Safe)
TRIP-12093,0,1.82,0.173,66.5,2,High-Risk (Aggressive)
TRIP-12094,1,1.04,0.164,58.2,2,High-Risk (Aggressive)
TRIP-12095,4,3.21,0.698,91.1,1,Standard Commuter
TRIP-12096,0,2.69,0.298,66.6,0,Eco-Friendly (Safe)
TRIP-12097,4,2.87,0.369,54.5,0,Eco-Friendly (Safe)
TRIP-12098,0,0.98,0.108,41.4,2,High-Risk (Aggressive)
TRIP-12099,0,1.32,0.137,62.9,2,High-Risk (Aggressive)
TRIP-12100,0,2.87,0.377,67.8,0,Eco-Friendly (Safe)
TRIP-12101,1,1.06,0.145,58.1,2,High-Risk (Aggressive)
TRIP-12102,2,3.2,0.391,70.2,0,Eco-Friendly (Safe)
TRIP-12103,1,1.18,0.21,38.7,2,High-Risk (Aggressive)
TRIP-12104,3,0.99,0.188,51.8,2,High-Risk (Aggressive)
TRIP-12105,4,4.3,0.65,86.7,1,Standard Commuter
TRIP-12106,9,4.28,0.519,126.9,1,Standard Commuter
TRIP-12107,0,1.18,0.271,43.5,2,High-Risk (Aggressive)
TRIP-12108,0,1.5,0.178,51.8,2,High-Risk (Aggressive)
TRIP-12109,4,4.89,0.395,78.7,1,Standard Commuter
TRIP-12110,2,3.48,0.44,60.0,0,Eco-Friendly (Safe)
TRIP-12111,1,0.95,0.195,60.7,2,High-Risk (Aggressive)
TRIP-12112,2,1.98,0.315,56.0,0,Eco-Friendly (Safe)
TRIP-12113,1,2.31,0.32,55.3,0,Eco-Friendly (Safe)
TRIP-12114,2,1.64,0.169,58.8,2,High-Risk (Aggressive)
TRIP-12115,10,4.31,0.522,111.8,1,Standard Commuter
TRIP-12116,1,2.01,0.304,49.9,2,High-Risk (Aggressive)
TRIP-12117,2,3.46,0.335,70.8,0,Eco-Friendly (Safe)
TRIP-12118,6,4.82,0.449,84.9,1,Standard Commuter
TRIP-12119,9,5.83,0.577,94.3,1,Standard Commuter
TRIP-12120,0,2.34,0.27,79.2,0,Eco-Friendly (Safe)
TRIP-12121,4,4.35,0.612,106.2,1,Standard Commuter
TRIP-12122,3,3.71,0.34,95.5,0,Eco-Friendly (Safe)
TRIP-12123,3,3.25,0.402,61.4,0,Eco-Friendly (Safe)
TRIP-12124,5,2.56,0.301,47.9,0,Eco-Friendly (Safe)
TRIP-12125,1,1.34,0.235,53.9,2,High-Risk (Aggressive)
TRIP-12126,0,1.08,0.157,49.3,2,High-Risk (Aggressive)
TRIP-12127,1,0.72,0.196,51.2,2,High-Risk (Aggressive)
TRIP-12128,10,6.44,0.566,93.8,1,Standard Commuter
TRIP-12129,1,1.21,0.09,46.0,2,High-Risk (Aggressive)
TRIP-12130,2,1.21,0.175,52.5,2,High-Risk (Aggressive)
TRIP-12131,1,1.02,0.217,47.7,2,High-Risk (Aggressive)
TRIP-12132,12,4.78,0.542,95.9,1,Standard Commuter
TRIP-12133,0,1.08,0.217,61.3,2,High-Risk (Aggressive)
TRIP-12134,1,1.06,0.198,33.3,2,High-Risk (Aggressive)
TRIP-12135,1,1.39,0.327,83.8,0,Eco-Friendly (Safe)
TRIP-12136,0,2.07,0.198,62.6,2,High-Risk (Aggressive)
TRIP-12137,2,1.63,0.261,69.1,0,Eco-Friendly (Safe)
TRIP-12138,2,2.58,0.245,65.9,0,Eco-Friendly (Safe)
TRIP-12139,11,4.27,0.564,76.3,1,Standard Commuter
TRIP-12140,2,2.33,0.35,56.9,0,Eco-Friendly (Safe)
TRIP-12141,0,1.61,0.15,43.1,2,High-Risk (Aggressive)
TRIP-12142,4,2.0,0.298,90.0,0,Eco-Friendly (Safe)
TRIP-12143,3,2.21,0.288,71.7,0,Eco-Friendly (Safe)
TRIP-12144,2,2.1,0.267,58.0,0,Eco-Friendly (Safe)
TRIP-12145,2,2.61,0.269,60.5,0,Eco-Friendly (Safe)
TRIP-12146,5,2.62,0.315,63.6,0,Eco-Friendly (Safe)
TRIP-12147,1,1.21,0.158,46.3,2,High-Risk (Aggressive)
TRIP-12148,5,3.08,0.362,53.9,0,Eco-Friendly (Safe)
TRIP-12149,2,1.8,0.324,58.4,0,Eco-Friendly (Safe)
TRIP-12150,2,2.26,0.371,77.1,0,Eco-Friendly (Safe)
TRIP-12151,4,2.18,0.196,82.0,0,Eco-Friendly (Safe)
TRIP-12152,0,0.85,0.148,66.6,2,High-Risk (Aggressive)
TRIP-12153,2,2.64,0.36,59.4,0,Eco-Friendly (Safe)
TRIP-12154,5,1.89,0.346,53.7,0,Eco-Friendly (Safe)
TRIP-12155,5,2.26,0.27,84.4,0,Eco-Friendly (Safe)
TRIP-12156,8,4.72,0.644,82.2,1,Standard Commuter
TRIP-12157,7,4.98,0.625,109.8,1,Standard Commuter
TRIP-12158,7,5.8,0.692,77.5,1,Standard Commuter
TRIP-12159,0,1.29,0.09,45.9,2,High-Risk (Aggressive)
TRIP-12160,5,4.18,0.462,83.7,1,Standard Commuter
TRIP-12161,1,1.24,0.15,42.3,2,High-Risk (Aggressive)
TRIP-12162,1,1.12,0.184,50.2,2,High-Risk (Aggressive)
TRIP-12163,5,2.07,0.356,53.0,0,Eco-Friendly (Safe)
TRIP-12164,0,1.36,0.208,56.7,2,High-Risk (Aggressive)
TRIP-12165,0,1.33,0.141,53.1,2,High-Risk (Aggressive)
TRIP-12166,3,1.93,0.304,50.1,2,High-Risk (Aggressive)
TRIP-12167,2,1.24,0.253,56.8,2,High-Risk (Aggressive)
TRIP-12168,2,2.83,0.282,76.6,0,Eco-Friendly (Safe)
TRIP-12169,10,3.9,0.592,82.2,1,Standard Commuter
TRIP-12170,1,1.11,0.168,41.5,2,High-Risk (Aggressive)
TRIP-12171,1,0.6,0.182,68.6,2,High-Risk (Aggressive)
TRIP-12172,1,1.52,0.26,59.1,2,High-Risk (Aggressive)
TRIP-12173,10,4.0,0.622,89.5,1,Standard Commuter
TRIP-12174,7,4.6,0.827,82.9,1,Standard Commuter
TRIP-12175,2,1.84,0.293,63.5,0,Eco-Friendly (Safe)
TRIP-12176,1,2.29,0.345,78.4,0,Eco-Friendly (Safe)
TRIP-12177,2,2.39,0.283,61.8,0,Eco-Friendly (Safe)
TRIP-12178,3,2.53,0.326,80.5,0,Eco-Friendly (Safe)
TRIP-12179,1,1.19,0.169,49.2,2,High-Risk (Aggressive)
TRIP-12180,1,1.7,0.19,42.2,2,High-Risk (Aggressive)
TRIP-12181,1,1.59,0.148,61.2,2,High-Risk (Aggressive)
TRIP-12182,1,0.98,0.177,69.4,2,High-Risk (Aggressive)
TRIP-12183,4,1.8,0.272,65.7,0,Eco-Friendly (Safe)
TRIP-12184,2,3.5,0.416,64.6,0,Eco-Friendly (Safe)
TRIP-12185,5,2.36,0.29,67.8,0,Eco-Friendly (Safe)
TRIP-12186,0,0.71,0.259,56.3,2,High-Risk (Aggressive)
TRIP-12187,5,2.34,0.378,60.2,0,Eco-Friendly (Safe)
TRIP-12188,0,1.17,0.183,54.7,2,High-Risk (Aggressive)
TRIP-12189,0,1.06,0.186,44.0,2,High-Risk (Aggressive)
TRIP-12190,7,2.42,0.196,71.4,0,Eco-Friendly (Safe)
TRIP-12191,3,4.98,0.75,96.8,1,Standard Commuter
TRIP-12192,6,2.95,0.61,91.4,1,Standard Commuter
TRIP-12193,0,1.5,0.223,65.1,2,High-Risk (Aggressive)
TRIP-12194,3,2.42,0.241,70.2,0,Eco-Friendly (Safe)
TRIP-12195,0,2.65,0.255,80.1,0,Eco-Friendly (Safe)
TRIP-12196,1,1.78,0.298,85.2,0,Eco-Friendly (Safe)
TRIP-12197,3,4.06,0.687,108.0,1,Standard Commuter
TRIP-12198,3,3.24,0.404,57.0,0,Eco-Friendly (Safe)
TRIP-12199,2,2.92,0.374,61.1,0,Eco-Friendly (Safe)
TRIP-12200,6,2.27,0.4,68.5,0,Eco-Friendly (Safe)
TRIP-12201,1,1.83,0.289,71.1,0,Eco-Friendly (Safe)
TRIP-12202,7,4.42,0.633,103.8,1,Standard Commuter
TRIP-12203,1,1.95,0.296,69.8,0,Eco-Friendly (Safe)
TRIP-12204,0,1.54,0.128,52.4,2,High-Risk (Aggressive)
TRIP-12205,1,2.49,0.299,81.6,0,Eco-Friendly (Safe)
TRIP-12206,2,1.64,0.169,44.1,2,High-Risk (Aggressive)
TRIP-12207,0,0.87,0.212,52.3,2,High-Risk (Aggressive)
TRIP-12208,1,1.16,0.152,62.2,2,High-Risk (Aggressive)
TRIP-12209,6,4.69,0.596,93.2,1,Standard Commuter
TRIP-12210,3,3.02,0.351,73.3,0,Eco-Friendly (Safe)
TRIP-12211,4,2.15,0.315,64.5,0,Eco-Friendly (Safe)
TRIP-12212,0,1.23,0.17,77.6,2,High-Risk (Aggressive)
TRIP-12213,1,1.63,0.152,62.2,2,High-Risk (Aggressive)
TRIP-12214,5,2.2,0.379,74.1,0,Eco-Friendly (Safe)
TRIP-12215,2,2.4,0.292,54.6,0,Eco-Friendly (Safe)
TRIP-12216,1,2.46,0.306,83.4,0,Eco-Friendly (Safe)
TRIP-12217,2,2.79,0.361,69.0,0,Eco-Friendly (Safe)
TRIP-12218,2,2.33,0.285,62.1,0,Eco-Friendly (Safe)
TRIP-12219,2,1.92,0.398,79.6,0,Eco-Friendly (Safe)
TRIP-12220,2,2.58,0.328,65.1,0,Eco-Friendly (Safe)
TRIP-12221,3,1.64,0.214,64.1,0,Eco-Friendly (Safe)
TRIP-12222,2,1.33,0.137,53.5,2,High-Risk (Aggressive)
TRIP-12223,8,4.65,0.521,109.6,1,Standard Commuter
TRIP-12224,5,2.5,0.285,73.2,0,Eco-Friendly (Safe)
TRIP-12225,0,1.53,0.181,45.9,2,High-Risk (Aggressive)
TRIP-12226,2,0.62,0.133,50.1,2,High-Risk (Aggressive)
TRIP-12227,0,1.16,0.182,45.6,2,High-Risk (Aggressive)
TRIP-12228,0,1.91,0.228,57.2,2,High-Risk (Aggressive)
TRIP-12229,2,3.23,0.299,71.0,0,Eco-Friendly (Safe)
TRIP-12230,1,2.18,0.385,65.6,0,Eco-Friendly (Safe)
TRIP-12231,8,4.3,0.764,81.4,1,Standard Commuter
TRIP-12232,3,2.41,0.418,73.9,0,Eco-Friendly (Safe)
TRIP-12233,2,3.25,0.305,58.6,0,Eco-Friendly (Safe)
TRIP-12234,11,4.28,0.615,69.3,1,Standard Commuter
TRIP-12235,2,2.6,0.361,75.1,0,Eco-Friendly (Safe)
TRIP-12236,7,5.59,0.473,90.8,1,Standard Commuter
TRIP-12237,0,0.65,0.24,72.2,2,High-Risk (Aggressive)
TRIP-12238,4,2.02,0.378,68.8,0,Eco-Friendly (Safe)
TRIP-12239,3,2.03,0.382,64.5,0,Eco-Friendly (Safe)
TRIP-12240,1,0.55,0.177,58.4,2,High-Risk (Aggressive)
TRIP-12241,7,3.25,0.361,80.8,1,Standard Commuter
TRIP-12242,0,1.21,0.198,48.6,2,High-Risk (Aggressive)
TRIP-12243,6,4.2,0.676,91.1,1,Standard Commuter
TRIP-12244,2,2.81,0.344,77.8,0,Eco-Friendly (Safe)
TRIP-12245,1,2.29,0.351,50.9,0,Eco-Friendly (Safe)
TRIP-12246,8,4.62,0.676,93.0,1,Standard Commuter
TRIP-12247,7,5.62,0.771,93.4,1,Standard Commuter
TRIP-12248,1,0.95,0.176,62.6,2,High-Risk (Aggressive)
TRIP-12249,2,2.51,0.243,65.5,0,Eco-Friendly (Safe)
TRIP-12250,2,2.4,0.38,65.8,0,Eco-Friendly (Safe)
TRIP-12251,0,1.08,0.086,50.2,2,High-Risk (Aggressive)
TRIP-12252,1,3.26,0.292,72.7,0,Eco-Friendly (Safe)
TRIP-12253,2,2.47,0.215,69.8,0,Eco-Friendly (Safe)
TRIP-12254,2,1.39,0.21,61.1,2,High-Risk (Aggressive)
TRIP-12255,0,1.85,0.287,65.4,2,High-Risk (Aggressive)
TRIP-12256,1,0.81,0.228,63.2,2,High-Risk (Aggressive)
TRIP-12257,2,1.71,0.212,77.5,0,Eco-Friendly (Safe)
TRIP-12258,2,2.27,0.359,54.3,0,Eco-Friendly (Safe)
TRIP-12259,1,1.06,0.186,51.8,2,High-Risk (Aggressive)
TRIP-12260,7,4.69,0.674,117.3,1,Standard Commuter
TRIP-12261,2,2.22,0.408,67.0,0,Eco-Friendly (Safe)
TRIP-12262,3,2.64,0.36,74.8,0,Eco-Friendly (Safe)
TRIP-12263,4,1.83,0.565,93.2,0,Eco-Friendly (Safe)
TRIP-12264,2,2.37,0.258,69.3,0,Eco-Friendly (Safe)
TRIP-12265,1,2.02,0.2,62.1,2,High-Risk (Aggressive)
TRIP-12266,4,3.19,0.294,67.2,0,Eco-Friendly (Safe)
TRIP-12267,3,1.89,0.238,68.2,0,Eco-Friendly (Safe)
TRIP-12268,2,1.9,0.391,69.1,0,Eco-Friendly (Safe)
TRIP-12269,4,1.25,0.277,54.9,2,High-Risk (Aggressive)
TRIP-12270,2,1.93,0.304,66.8,0,Eco-Friendly (Safe)
TRIP-12271,2,1.03,0.141,58.5,2,High-Risk (Aggressive)
TRIP-12272,2,1.83,0.384,55.5,0,Eco-Friendly (Safe)
TRIP-12273,1,2.22,0.359,54.9,0,Eco-Friendly (Safe)
TRIP-12274,1,2.8,0.41,78.1,0,Eco-Friendly (Safe)
TRIP-12275,3,2.56,0.412,64.9,0,Eco-Friendly (Safe)
TRIP-12276,2,1.4,0.149,57.9,2,High-Risk (Aggressive)
TRIP-12277,0,0.53,0.209,58.0,2,High-Risk (Aggressive)
TRIP-12278,0,0.93,0.217,40.4,2,High-Risk (Aggressive)
TRIP-12279,8,5.1,0.768,81.9,1,Standard Commuter
TRIP-12280,2,2.54,0.35,58.3,0,Eco-Friendly (Safe)
TRIP-12281,6,5.42,0.625,103.9,1,Standard Commuter
TRIP-12282,9,4.37,0.486,92.8,1,Standard Commuter
TRIP-12283,0,1.78,0.203,61.1,2,High-Risk (Aggressive)
TRIP-12284,0,2.15,0.335,63.5,0,Eco-Friendly (Safe)
TRIP-12285,2,2.25,0.341,73.2,0,Eco-Friendly (Safe)
TRIP-12286,11,3.99,0.524,85.2,1,Standard Commuter
TRIP-12287,1,2.24,0.294,66.8,0,Eco-Friendly (Safe)
TRIP-12288,2,3.02,0.393,59.2,0,Eco-Friendly (Safe)
TRIP-12289,8,5.32,0.464,70.2,1,Standard Commuter
TRIP-12290,4,5.01,0.855,85.6,1,Standard Commuter
