Sensor_Read_ID,Vehicle_Speed_kmh,Road_Water_Depth_mm,Tread_Depth_mm,Wet_Braking_Distance_m,Hydroplaning_Risk
CONTI-TIRE-4673,66.3,4.4,2.3,46.4,Safe Wet Grip Margin
CONTI-TIRE-4674,94.9,5.0,7.4,71.3,Safe Wet Grip Margin
CONTI-TIRE-4675,98.0,8.3,5.0,105.9,High Hydroplaning Risk
CONTI-TIRE-4676,139.5,4.3,4.7,182.0,High Hydroplaning Risk
CONTI-TIRE-4677,54.2,1.5,5.9,17.7,Safe Wet Grip Margin
CONTI-TIRE-4678,129.2,5.7,5.0,165.6,High Hydroplaning Risk
CONTI-TIRE-4679,50.3,5.4,1.7,25.9,Safe Wet Grip Margin
CONTI-TIRE-4680,54.5,5.3,2.3,31.3,Safe Wet Grip Margin
CONTI-TIRE-4681,79.8,2.1,4.1,55.2,Safe Wet Grip Margin
CONTI-TIRE-4682,126.8,5.9,4.4,162.9,High Hydroplaning Risk
CONTI-TIRE-4683,102.3,5.4,5.9,94.5,High Hydroplaning Risk
CONTI-TIRE-4684,104.4,5.1,2.4,123.2,High Hydroplaning Risk
CONTI-TIRE-4685,50.1,6.2,4.4,26.6,Safe Wet Grip Margin
CONTI-TIRE-4686,108.0,3.5,6.8,87.7,Safe Wet Grip Margin
CONTI-TIRE-4687,89.4,6.1,4.4,88.5,High Hydroplaning Risk
CONTI-TIRE-4688,117.9,4.0,3.4,138.2,High Hydroplaning Risk
CONTI-TIRE-4689,64.2,7.8,6.7,37.3,Safe Wet Grip Margin
CONTI-TIRE-4690,69.4,1.8,3.7,42.9,Safe Wet Grip Margin
CONTI-TIRE-4691,58.6,0.6,4.6,25.6,Safe Wet Grip Margin
CONTI-TIRE-4692,125.4,7.1,2.5,188.7,High Hydroplaning Risk
CONTI-TIRE-4693,122.6,6.5,2.4,178.3,High Hydroplaning Risk
CONTI-TIRE-4694,101.9,7.8,6.9,97.4,High Hydroplaning Risk
CONTI-TIRE-4695,117.7,5.4,5.4,128.7,High Hydroplaning Risk
CONTI-TIRE-4696,75.6,8.6,1.7,73.0,High Hydroplaning Risk
CONTI-TIRE-4697,102.7,6.9,7.2,92.3,High Hydroplaning Risk
CONTI-TIRE-4698,83.3,5.6,3.8,73.5,High Hydroplaning Risk
CONTI-TIRE-4699,115.6,1.7,4.8,103.6,Safe Wet Grip Margin
CONTI-TIRE-4700,117.5,8.4,6.8,136.4,High Hydroplaning Risk
CONTI-TIRE-4701,87.4,2.7,6.8,53.5,Safe Wet Grip Margin
CONTI-TIRE-4702,106.3,3.7,3.6,110.1,High Hydroplaning Risk
CONTI-TIRE-4703,123.8,6.0,7.6,127.6,High Hydroplaning Risk
CONTI-TIRE-4704,135.2,4.0,7.0,136.9,High Hydroplaning Risk
CONTI-TIRE-4705,83.6,8.8,2.0,90.6,High Hydroplaning Risk
CONTI-TIRE-4706,134.7,1.8,6.3,127.3,Safe Wet Grip Margin
CONTI-TIRE-4707,56.4,5.5,5.2,32.2,Safe Wet Grip Margin
CONTI-TIRE-4708,80.3,7.0,2.7,76.1,High Hydroplaning Risk
CONTI-TIRE-4709,123.5,8.4,1.7,199.3,High Hydroplaning Risk
CONTI-TIRE-4710,89.4,2.5,5.3,63.6,Safe Wet Grip Margin
CONTI-TIRE-4711,69.0,2.2,6.1,34.7,Safe Wet Grip Margin
CONTI-TIRE-4712,139.0,6.4,5.4,187.6,High Hydroplaning Risk
CONTI-TIRE-4713,60.4,5.0,3.2,37.9,Safe Wet Grip Margin
CONTI-TIRE-4714,124.8,3.6,1.9,164.9,High Hydroplaning Risk
CONTI-TIRE-4715,66.0,6.1,3.3,44.8,Safe Wet Grip Margin
CONTI-TIRE-4716,54.7,1.2,5.3,21.5,Safe Wet Grip Margin
CONTI-TIRE-4717,59.0,3.7,7.4,25.4,Safe Wet Grip Margin
CONTI-TIRE-4718,54.4,2.2,7.6,19.9,Safe Wet Grip Margin
CONTI-TIRE-4719,88.7,5.9,2.8,88.9,High Hydroplaning Risk
CONTI-TIRE-4720,73.5,6.4,5.3,50.8,Safe Wet Grip Margin
CONTI-TIRE-4721,51.2,8.9,4.5,32.5,Safe Wet Grip Margin
CONTI-TIRE-4722,121.6,3.5,1.9,160.3,High Hydroplaning Risk
CONTI-TIRE-4723,139.9,0.5,6.8,115.8,Safe Wet Grip Margin
CONTI-TIRE-4724,131.9,7.3,5.1,182.9,High Hydroplaning Risk
CONTI-TIRE-4725,50.6,8.1,7.8,25.4,Safe Wet Grip Margin
CONTI-TIRE-4726,114.0,1.6,3.0,114.5,Safe Wet Grip Margin
CONTI-TIRE-4727,63.7,2.1,2.6,38.6,Safe Wet Grip Margin
CONTI-TIRE-4728,123.2,3.5,5.0,132.5,High Hydroplaning Risk
CONTI-TIRE-4729,70.8,1.0,2.2,46.1,Safe Wet Grip Margin
CONTI-TIRE-4730,102.2,2.1,3.6,92.7,Safe Wet Grip Margin
CONTI-TIRE-4731,117.6,2.3,4.9,111.8,Safe Wet Grip Margin
CONTI-TIRE-4732,130.0,8.1,2.0,213.8,High Hydroplaning Risk
CONTI-TIRE-4733,93.1,2.1,7.1,57.0,Safe Wet Grip Margin
CONTI-TIRE-4734,78.0,5.4,4.6,62.7,Safe Wet Grip Margin
CONTI-TIRE-4735,122.2,3.0,2.6,147.1,High Hydroplaning Risk
CONTI-TIRE-4736,64.0,1.2,5.9,27.3,Safe Wet Grip Margin
CONTI-TIRE-4737,67.6,0.6,5.6,30.0,Safe Wet Grip Margin
CONTI-TIRE-4738,127.9,0.6,7.1,98.4,Safe Wet Grip Margin
CONTI-TIRE-4739,106.2,6.5,3.8,120.4,High Hydroplaning Risk
CONTI-TIRE-4740,83.5,8.1,4.3,76.1,High Hydroplaning Risk
CONTI-TIRE-4741,103.4,8.8,3.3,130.5,High Hydroplaning Risk
CONTI-TIRE-4742,88.1,6.4,4.6,83.4,High Hydroplaning Risk
CONTI-TIRE-4743,99.5,2.4,6.7,68.2,Safe Wet Grip Margin
CONTI-TIRE-4744,82.3,6.4,6.0,63.6,Safe Wet Grip Margin
CONTI-TIRE-4745,116.2,1.1,2.1,122.9,High Hydroplaning Risk
CONTI-TIRE-4746,72.8,6.3,6.0,50.0,Safe Wet Grip Margin
CONTI-TIRE-4747,131.2,6.0,3.4,185.7,High Hydroplaning Risk
CONTI-TIRE-4748,129.1,8.6,5.4,180.7,High Hydroplaning Risk
CONTI-TIRE-4749,64.0,4.1,2.4,43.2,Safe Wet Grip Margin
CONTI-TIRE-4750,105.9,2.2,2.0,107.4,High Hydroplaning Risk
CONTI-TIRE-4751,80.7,2.8,5.8,48.9,Safe Wet Grip Margin
CONTI-TIRE-4752,53.0,7.7,7.0,27.3,Safe Wet Grip Margin
CONTI-TIRE-4753,109.7,2.3,4.2,101.9,Safe Wet Grip Margin
CONTI-TIRE-4754,68.3,3.3,2.7,42.6,Safe Wet Grip Margin
CONTI-TIRE-4755,117.1,3.4,5.5,111.8,High Hydroplaning Risk
CONTI-TIRE-4756,83.2,4.0,3.1,75.4,High Hydroplaning Risk
CONTI-TIRE-4757,83.1,5.2,6.2,62.0,Safe Wet Grip Margin
CONTI-TIRE-4758,129.8,5.4,7.3,138.0,High Hydroplaning Risk
CONTI-TIRE-4759,63.8,1.3,2.4,37.9,Safe Wet Grip Margin
CONTI-TIRE-4760,101.7,1.2,1.9,99.8,Safe Wet Grip Margin
CONTI-TIRE-4761,85.7,8.8,7.3,74.5,Safe Wet Grip Margin
CONTI-TIRE-4762,75.2,7.7,5.3,59.0,Safe Wet Grip Margin
CONTI-TIRE-4763,119.3,3.8,4.4,131.9,High Hydroplaning Risk
CONTI-TIRE-4764,121.6,4.2,5.7,129.9,High Hydroplaning Risk
CONTI-TIRE-4765,93.7,5.2,6.9,72.1,Safe Wet Grip Margin
CONTI-TIRE-4766,97.6,2.4,6.4,72.8,Safe Wet Grip Margin
CONTI-TIRE-4767,113.7,1.6,7.0,80.0,Safe Wet Grip Margin
CONTI-TIRE-4768,138.8,3.7,4.8,168.3,High Hydroplaning Risk
CONTI-TIRE-4769,132.3,1.0,2.4,158.8,High Hydroplaning Risk
CONTI-TIRE-4770,131.6,5.5,5.1,165.5,High Hydroplaning Risk
CONTI-TIRE-4771,68.7,4.3,3.6,46.1,Safe Wet Grip Margin
CONTI-TIRE-4772,75.6,0.7,4.7,36.5,Safe Wet Grip Margin
CONTI-TIRE-4773,120.9,7.7,5.7,147.1,High Hydroplaning Risk
CONTI-TIRE-4774,120.5,7.3,2.5,177.4,High Hydroplaning Risk
CONTI-TIRE-4775,87.8,6.8,3.4,87.2,High Hydroplaning Risk
CONTI-TIRE-4776,96.0,3.2,3.9,87.5,Safe Wet Grip Margin
CONTI-TIRE-4777,118.7,1.4,1.8,136.8,High Hydroplaning Risk
CONTI-TIRE-4778,94.3,3.5,4.4,78.6,Safe Wet Grip Margin
CONTI-TIRE-4779,54.5,7.9,3.9,33.1,Safe Wet Grip Margin
CONTI-TIRE-4780,74.1,3.4,6.7,42.6,Safe Wet Grip Margin
CONTI-TIRE-4781,54.3,4.4,6.7,26.1,Safe Wet Grip Margin
CONTI-TIRE-4782,86.1,4.2,2.0,80.8,High Hydroplaning Risk
CONTI-TIRE-4783,131.2,6.1,2.8,193.7,High Hydroplaning Risk
CONTI-TIRE-4784,121.6,7.5,3.0,176.5,High Hydroplaning Risk
CONTI-TIRE-4785,118.1,3.1,7.9,93.6,Safe Wet Grip Margin
CONTI-TIRE-4786,119.7,5.1,4.1,142.0,High Hydroplaning Risk
CONTI-TIRE-4787,132.4,6.7,7.6,151.8,High Hydroplaning Risk
CONTI-TIRE-4788,60.6,2.3,3.9,30.9,Safe Wet Grip Margin
CONTI-TIRE-4789,58.0,6.4,5.0,33.5,Safe Wet Grip Margin
CONTI-TIRE-4790,103.7,5.9,4.5,106.1,High Hydroplaning Risk
CONTI-TIRE-4791,81.9,1.1,7.1,43.6,Safe Wet Grip Margin
CONTI-TIRE-4792,61.5,7.3,1.7,44.3,High Hydroplaning Risk
CONTI-TIRE-4793,130.8,6.8,1.8,213.0,High Hydroplaning Risk
CONTI-TIRE-4794,126.7,3.4,2.8,159.8,High Hydroplaning Risk
CONTI-TIRE-4795,125.0,3.5,3.3,151.8,High Hydroplaning Risk
CONTI-TIRE-4796,83.0,4.1,2.0,72.5,High Hydroplaning Risk
CONTI-TIRE-4797,125.5,2.8,3.1,149.1,High Hydroplaning Risk
CONTI-TIRE-4798,135.7,8.0,6.3,185.3,High Hydroplaning Risk
CONTI-TIRE-4799,67.9,3.8,7.2,36.6,Safe Wet Grip Margin
CONTI-TIRE-4800,122.9,8.6,3.2,186.9,High Hydroplaning Risk
CONTI-TIRE-4801,111.9,5.8,2.0,147.6,High Hydroplaning Risk
CONTI-TIRE-4802,80.3,1.1,5.9,43.3,Safe Wet Grip Margin
CONTI-TIRE-4803,86.2,8.9,6.5,76.6,High Hydroplaning Risk
CONTI-TIRE-4804,67.0,2.6,7.9,29.5,Safe Wet Grip Margin
CONTI-TIRE-4805,52.6,2.2,6.4,20.2,Safe Wet Grip Margin
CONTI-TIRE-4806,127.6,8.5,4.0,195.5,High Hydroplaning Risk
CONTI-TIRE-4807,95.9,3.0,4.8,80.9,Safe Wet Grip Margin
CONTI-TIRE-4808,77.1,2.3,7.5,38.4,Safe Wet Grip Margin
CONTI-TIRE-4809,137.6,7.3,7.7,169.2,High Hydroplaning Risk
CONTI-TIRE-4810,123.8,8.7,4.9,172.7,High Hydroplaning Risk
CONTI-TIRE-4811,106.8,2.4,2.9,106.6,High Hydroplaning Risk
CONTI-TIRE-4812,75.0,1.9,2.2,58.9,Safe Wet Grip Margin
CONTI-TIRE-4813,114.0,3.3,7.8,89.6,Safe Wet Grip Margin
CONTI-TIRE-4814,137.8,2.5,5.3,148.4,High Hydroplaning Risk
CONTI-TIRE-4815,56.3,3.1,1.9,33.1,Safe Wet Grip Margin
CONTI-TIRE-4816,97.0,1.8,6.7,60.0,Safe Wet Grip Margin
CONTI-TIRE-4817,70.9,6.2,2.6,56.7,High Hydroplaning Risk
CONTI-TIRE-4818,125.0,3.4,2.2,159.0,High Hydroplaning Risk
CONTI-TIRE-4819,111.0,4.6,4.0,119.6,High Hydroplaning Risk
CONTI-TIRE-4820,121.0,4.3,2.9,154.1,High Hydroplaning Risk
CONTI-TIRE-4821,74.4,1.6,3.5,48.3,Safe Wet Grip Margin
CONTI-TIRE-4822,124.7,6.3,4.9,155.9,High Hydroplaning Risk
CONTI-TIRE-4823,134.5,6.3,3.1,200.6,High Hydroplaning Risk
CONTI-TIRE-4824,109.5,8.2,7.3,113.6,High Hydroplaning Risk
CONTI-TIRE-4825,131.3,7.1,4.6,182.1,High Hydroplaning Risk
CONTI-TIRE-4826,50.1,9.0,2.6,37.8,Safe Wet Grip Margin
CONTI-TIRE-4827,109.1,7.7,4.8,131.0,High Hydroplaning Risk
CONTI-TIRE-4828,116.0,5.7,4.7,134.8,High Hydroplaning Risk
CONTI-TIRE-4829,51.3,2.0,7.9,12.3,Safe Wet Grip Margin
CONTI-TIRE-4830,116.3,1.9,4.5,109.8,Safe Wet Grip Margin
CONTI-TIRE-4831,55.5,5.7,3.3,33.2,Safe Wet Grip Margin
CONTI-TIRE-4832,75.9,5.0,6.6,48.4,Safe Wet Grip Margin
CONTI-TIRE-4833,127.1,4.4,3.8,160.7,High Hydroplaning Risk
CONTI-TIRE-4834,121.0,0.7,5.2,103.2,Safe Wet Grip Margin
CONTI-TIRE-4835,59.6,2.9,4.1,31.4,Safe Wet Grip Margin
CONTI-TIRE-4836,96.1,5.1,2.3,101.8,High Hydroplaning Risk
CONTI-TIRE-4837,99.5,1.6,6.9,65.8,Safe Wet Grip Margin
CONTI-TIRE-4838,134.9,6.4,3.3,199.9,High Hydroplaning Risk
CONTI-TIRE-4839,99.0,7.3,6.4,90.5,High Hydroplaning Risk
CONTI-TIRE-4840,71.9,5.7,3.3,58.5,High Hydroplaning Risk
CONTI-TIRE-4841,90.0,6.7,6.0,78.7,High Hydroplaning Risk
CONTI-TIRE-4842,122.8,1.6,5.2,115.6,Safe Wet Grip Margin
CONTI-TIRE-4843,59.7,7.9,6.4,38.2,Safe Wet Grip Margin
CONTI-TIRE-4844,93.7,5.4,6.2,81.0,Safe Wet Grip Margin
CONTI-TIRE-4845,68.3,4.6,3.9,46.0,Safe Wet Grip Margin
CONTI-TIRE-4846,113.7,1.9,2.0,126.3,High Hydroplaning Risk
CONTI-TIRE-4847,133.5,8.3,3.0,219.3,High Hydroplaning Risk
CONTI-TIRE-4848,95.0,8.0,4.0,106.3,High Hydroplaning Risk
CONTI-TIRE-4849,70.8,8.0,5.2,51.5,Safe Wet Grip Margin
CONTI-TIRE-4850,135.7,8.8,7.6,178.3,High Hydroplaning Risk
CONTI-TIRE-4851,51.1,7.2,7.3,21.0,Safe Wet Grip Margin
CONTI-TIRE-4852,83.8,5.6,7.9,55.5,Safe Wet Grip Margin
CONTI-TIRE-4853,54.5,5.1,5.7,28.8,Safe Wet Grip Margin
CONTI-TIRE-4854,67.6,5.2,5.0,38.9,Safe Wet Grip Margin
CONTI-TIRE-4855,104.5,7.2,3.5,125.3,High Hydroplaning Risk
CONTI-TIRE-4856,98.3,2.7,5.6,77.4,Safe Wet Grip Margin
CONTI-TIRE-4857,60.4,2.0,3.9,30.4,Safe Wet Grip Margin
CONTI-TIRE-4858,131.5,2.3,3.1,158.5,High Hydroplaning Risk
CONTI-TIRE-4859,138.6,3.1,2.3,192.8,High Hydroplaning Risk
CONTI-TIRE-4860,62.2,7.7,1.8,51.4,High Hydroplaning Risk
CONTI-TIRE-4861,54.5,3.7,6.6,24.1,Safe Wet Grip Margin
CONTI-TIRE-4862,59.0,3.7,6.2,26.2,Safe Wet Grip Margin
CONTI-TIRE-4863,77.7,8.5,3.7,72.7,High Hydroplaning Risk
CONTI-TIRE-4864,128.4,6.3,2.1,197.7,High Hydroplaning Risk
CONTI-TIRE-4865,87.1,0.8,2.9,65.6,Safe Wet Grip Margin
CONTI-TIRE-4866,52.7,6.9,5.1,23.5,Safe Wet Grip Margin
CONTI-TIRE-4867,61.7,5.5,2.1,40.5,High Hydroplaning Risk
CONTI-TIRE-4868,78.0,7.8,7.0,56.3,Safe Wet Grip Margin
CONTI-TIRE-4869,79.5,2.3,7.9,37.2,Safe Wet Grip Margin
CONTI-TIRE-4870,110.7,1.9,2.5,111.8,High Hydroplaning Risk
CONTI-TIRE-4871,71.9,7.3,7.7,46.6,Safe Wet Grip Margin
CONTI-TIRE-4872,131.1,5.7,5.0,166.6,High Hydroplaning Risk
CONTI-TIRE-4873,127.2,7.9,4.8,174.8,High Hydroplaning Risk
CONTI-TIRE-4874,132.5,5.4,3.5,186.8,High Hydroplaning Risk
CONTI-TIRE-4875,132.0,4.6,2.6,190.5,High Hydroplaning Risk
CONTI-TIRE-4876,81.4,5.9,4.3,67.4,High Hydroplaning Risk
CONTI-TIRE-4877,125.7,0.8,2.1,140.3,High Hydroplaning Risk
CONTI-TIRE-4878,102.0,3.5,2.3,104.2,High Hydroplaning Risk
CONTI-TIRE-4879,82.0,3.2,7.7,43.8,Safe Wet Grip Margin
CONTI-TIRE-4880,64.8,8.1,6.3,43.6,Safe Wet Grip Margin
CONTI-TIRE-4881,97.4,5.2,4.6,93.3,High Hydroplaning Risk
CONTI-TIRE-4882,105.2,6.8,5.2,114.4,High Hydroplaning Risk
CONTI-TIRE-4883,92.9,2.5,7.3,59.4,Safe Wet Grip Margin
CONTI-TIRE-4884,74.0,4.9,3.0,58.7,High Hydroplaning Risk
CONTI-TIRE-4885,132.7,7.2,5.9,178.5,High Hydroplaning Risk
CONTI-TIRE-4886,118.5,2.0,2.4,131.3,High Hydroplaning Risk
CONTI-TIRE-4887,85.3,2.9,6.5,52.4,Safe Wet Grip Margin
CONTI-TIRE-4888,55.6,4.0,6.7,21.6,Safe Wet Grip Margin
CONTI-TIRE-4889,57.1,8.6,6.3,31.5,Safe Wet Grip Margin
CONTI-TIRE-4890,65.9,5.0,5.4,39.1,Safe Wet Grip Margin
CONTI-TIRE-4891,105.5,6.2,6.3,102.1,High Hydroplaning Risk
CONTI-TIRE-4892,68.5,7.5,4.5,51.6,Safe Wet Grip Margin
CONTI-TIRE-4893,123.0,0.6,1.8,139.7,Safe Wet Grip Margin
CONTI-TIRE-4894,139.9,5.4,4.6,192.6,High Hydroplaning Risk
CONTI-TIRE-4895,95.0,1.0,1.9,87.4,Safe Wet Grip Margin
CONTI-TIRE-4896,101.0,2.4,3.0,95.1,High Hydroplaning Risk
CONTI-TIRE-4897,78.3,4.2,3.4,60.4,Safe Wet Grip Margin
CONTI-TIRE-4898,118.6,1.5,3.5,122.5,Safe Wet Grip Margin
CONTI-TIRE-4899,50.4,6.4,4.1,29.5,Safe Wet Grip Margin
CONTI-TIRE-4900,104.0,1.2,2.2,98.0,Safe Wet Grip Margin
CONTI-TIRE-4901,121.8,8.3,2.2,189.3,High Hydroplaning Risk
CONTI-TIRE-4902,129.3,6.5,5.8,163.2,High Hydroplaning Risk
CONTI-TIRE-4903,63.1,7.8,4.5,45.0,Safe Wet Grip Margin
CONTI-TIRE-4904,98.7,7.7,5.1,106.9,High Hydroplaning Risk
CONTI-TIRE-4905,122.2,1.5,5.4,110.4,Safe Wet Grip Margin
CONTI-TIRE-4906,91.2,1.9,3.4,71.9,Safe Wet Grip Margin
CONTI-TIRE-4907,99.6,7.0,7.2,93.9,High Hydroplaning Risk
CONTI-TIRE-4908,98.1,4.0,7.3,67.6,Safe Wet Grip Margin
CONTI-TIRE-4909,71.8,0.7,7.6,28.4,Safe Wet Grip Margin
CONTI-TIRE-4910,68.4,5.2,4.0,46.8,Safe Wet Grip Margin
CONTI-TIRE-4911,139.5,4.4,2.6,205.9,High Hydroplaning Risk
CONTI-TIRE-4912,127.1,7.4,4.3,174.4,High Hydroplaning Risk
CONTI-TIRE-4913,117.3,2.1,5.3,108.2,Safe Wet Grip Margin
CONTI-TIRE-4914,83.6,1.2,4.0,56.9,Safe Wet Grip Margin
CONTI-TIRE-4915,57.1,8.0,3.8,36.3,Safe Wet Grip Margin
CONTI-TIRE-4916,74.6,0.8,3.2,47.6,Safe Wet Grip Margin
CONTI-TIRE-4917,83.7,5.1,6.0,61.0,Safe Wet Grip Margin
CONTI-TIRE-4918,92.0,2.4,6.0,66.4,Safe Wet Grip Margin
CONTI-TIRE-4919,108.6,8.2,3.3,141.9,High Hydroplaning Risk
CONTI-TIRE-4920,123.2,1.2,6.1,107.0,Safe Wet Grip Margin
CONTI-TIRE-4921,51.3,0.9,6.7,16.6,Safe Wet Grip Margin
CONTI-TIRE-4922,71.1,3.9,5.6,46.1,Safe Wet Grip Margin
CONTI-TIRE-4923,50.8,3.4,3.5,22.4,Safe Wet Grip Margin
CONTI-TIRE-4924,64.2,8.6,4.1,49.5,Safe Wet Grip Margin
CONTI-TIRE-4925,54.4,4.6,6.5,25.4,Safe Wet Grip Margin
CONTI-TIRE-4926,134.2,6.6,6.4,168.7,High Hydroplaning Risk
CONTI-TIRE-4927,113.8,0.8,5.1,98.7,Safe Wet Grip Margin
CONTI-TIRE-4928,72.0,0.6,4.3,36.4,Safe Wet Grip Margin
CONTI-TIRE-4929,53.8,2.5,5.4,20.8,Safe Wet Grip Margin
CONTI-TIRE-4930,62.6,8.5,1.9,50.2,High Hydroplaning Risk
CONTI-TIRE-4931,127.1,6.7,7.3,142.8,High Hydroplaning Risk
CONTI-TIRE-4932,114.4,3.4,5.8,106.2,Safe Wet Grip Margin
CONTI-TIRE-4933,54.0,9.0,7.3,29.2,Safe Wet Grip Margin
CONTI-TIRE-4934,57.8,8.3,2.8,43.1,High Hydroplaning Risk
CONTI-TIRE-4935,112.4,0.8,6.3,79.5,Safe Wet Grip Margin
CONTI-TIRE-4936,126.7,3.3,3.4,151.8,High Hydroplaning Risk
CONTI-TIRE-4937,80.6,3.0,7.6,43.7,Safe Wet Grip Margin
CONTI-TIRE-4938,76.8,6.2,5.5,52.0,Safe Wet Grip Margin
CONTI-TIRE-4939,107.3,7.8,3.1,135.9,High Hydroplaning Risk
CONTI-TIRE-4940,103.2,7.7,5.2,114.1,High Hydroplaning Risk
CONTI-TIRE-4941,76.3,5.8,2.7,63.8,High Hydroplaning Risk
CONTI-TIRE-4942,133.2,1.7,2.1,170.2,High Hydroplaning Risk
CONTI-TIRE-4943,100.5,4.5,6.9,82.9,Safe Wet Grip Margin
CONTI-TIRE-4944,101.1,7.7,1.8,128.3,High Hydroplaning Risk
CONTI-TIRE-4945,112.1,3.5,3.0,125.3,High Hydroplaning Risk
CONTI-TIRE-4946,51.4,5.4,6.9,21.3,Safe Wet Grip Margin
CONTI-TIRE-4947,134.5,0.6,4.6,131.7,Safe Wet Grip Margin
CONTI-TIRE-4948,115.0,4.0,6.8,103.1,Safe Wet Grip Margin
CONTI-TIRE-4949,97.8,1.4,7.5,57.7,Safe Wet Grip Margin
CONTI-TIRE-4950,91.8,3.8,4.7,75.0,Safe Wet Grip Margin
CONTI-TIRE-4951,56.4,6.9,2.7,37.1,Safe Wet Grip Margin
CONTI-TIRE-4952,77.0,3.5,1.9,59.0,High Hydroplaning Risk
CONTI-TIRE-4953,77.7,7.6,2.3,72.6,High Hydroplaning Risk
CONTI-TIRE-4954,85.1,5.3,6.6,63.9,Safe Wet Grip Margin
CONTI-TIRE-4955,123.2,4.1,7.8,110.8,Safe Wet Grip Margin
CONTI-TIRE-4956,81.4,3.0,6.7,46.9,Safe Wet Grip Margin
CONTI-TIRE-4957,54.4,8.3,3.9,33.4,Safe Wet Grip Margin
CONTI-TIRE-4958,69.9,1.7,6.6,33.8,Safe Wet Grip Margin
CONTI-TIRE-4959,90.2,7.9,5.1,87.4,High Hydroplaning Risk
CONTI-TIRE-4960,107.3,3.0,2.4,116.8,High Hydroplaning Risk
CONTI-TIRE-4961,126.3,1.4,6.3,108.3,Safe Wet Grip Margin
CONTI-TIRE-4962,58.4,7.8,3.3,41.4,Safe Wet Grip Margin
CONTI-TIRE-4963,83.1,3.2,7.3,48.9,Safe Wet Grip Margin
CONTI-TIRE-4964,77.8,3.1,2.9,53.6,Safe Wet Grip Margin
CONTI-TIRE-4965,76.7,3.2,7.0,44.6,Safe Wet Grip Margin
CONTI-TIRE-4966,84.5,4.3,1.7,79.2,High Hydroplaning Risk
CONTI-TIRE-4967,106.5,2.5,2.2,110.5,High Hydroplaning Risk
CONTI-TIRE-4968,126.6,6.7,1.9,198.3,High Hydroplaning Risk
CONTI-TIRE-4969,109.8,0.7,2.0,109.8,Safe Wet Grip Margin
CONTI-TIRE-4970,119.2,4.2,7.0,112.3,High Hydroplaning Risk
CONTI-TIRE-4971,91.2,7.8,5.4,93.6,High Hydroplaning Risk
CONTI-TIRE-4972,51.9,5.4,7.5,21.8,Safe Wet Grip Margin
CONTI-TIRE-4973,99.2,5.0,1.8,113.3,High Hydroplaning Risk
CONTI-TIRE-4974,76.2,2.7,7.9,37.5,Safe Wet Grip Margin
CONTI-TIRE-4975,94.3,0.6,7.7,52.0,Safe Wet Grip Margin
CONTI-TIRE-4976,125.9,2.1,5.4,123.1,Safe Wet Grip Margin
CONTI-TIRE-4977,92.2,5.5,2.6,92.6,High Hydroplaning Risk
CONTI-TIRE-4978,55.3,6.2,3.2,34.6,Safe Wet Grip Margin
CONTI-TIRE-4979,70.3,8.4,5.4,56.5,Safe Wet Grip Margin
CONTI-TIRE-4980,130.1,8.4,7.3,161.8,High Hydroplaning Risk
CONTI-TIRE-4981,139.1,4.7,3.1,202.2,High Hydroplaning Risk
CONTI-TIRE-4982,80.2,5.0,4.6,60.5,Safe Wet Grip Margin
CONTI-TIRE-4983,80.7,8.1,4.5,70.2,High Hydroplaning Risk
CONTI-TIRE-4984,128.5,6.2,7.0,144.4,High Hydroplaning Risk
CONTI-TIRE-4985,83.6,3.1,4.3,60.8,Safe Wet Grip Margin
CONTI-TIRE-4986,114.5,8.3,6.8,128.8,High Hydroplaning Risk
CONTI-TIRE-4987,113.6,2.9,7.1,91.8,Safe Wet Grip Margin
CONTI-TIRE-4988,118.6,6.4,2.2,163.6,High Hydroplaning Risk
CONTI-TIRE-4989,89.7,8.7,7.4,82.5,High Hydroplaning Risk
CONTI-TIRE-4990,117.0,1.6,6.1,94.4,Safe Wet Grip Margin
CONTI-TIRE-4991,89.9,8.1,2.8,103.0,High Hydroplaning Risk
CONTI-TIRE-4992,60.5,5.2,6.9,30.3,Safe Wet Grip Margin
CONTI-TIRE-4993,64.9,8.8,7.4,38.4,Safe Wet Grip Margin
CONTI-TIRE-4994,58.2,2.6,6.0,26.1,Safe Wet Grip Margin
CONTI-TIRE-4995,130.3,6.6,5.8,159.5,High Hydroplaning Risk
CONTI-TIRE-4996,88.1,5.2,2.2,88.2,High Hydroplaning Risk
CONTI-TIRE-4997,120.2,7.3,2.8,172.1,High Hydroplaning Risk
CONTI-TIRE-4998,107.5,0.8,6.5,73.4,Safe Wet Grip Margin
CONTI-TIRE-4999,137.9,1.5,7.4,117.3,Safe Wet Grip Margin
CONTI-TIRE-5000,83.8,2.2,5.3,50.7,Safe Wet Grip Margin
CONTI-TIRE-5001,127.5,6.4,2.2,192.0,High Hydroplaning Risk
CONTI-TIRE-5002,118.9,3.8,7.2,103.2,Safe Wet Grip Margin
CONTI-TIRE-5003,65.6,1.8,4.3,31.4,Safe Wet Grip Margin
CONTI-TIRE-5004,136.2,2.2,2.7,177.0,High Hydroplaning Risk
CONTI-TIRE-5005,104.3,8.1,6.0,113.0,High Hydroplaning Risk
CONTI-TIRE-5006,65.2,6.2,7.5,37.6,Safe Wet Grip Margin
CONTI-TIRE-5007,102.2,0.8,4.9,73.1,Safe Wet Grip Margin
