V2G_Event_ID,Utility_Voltage_V,Power_Export_kW,Total_Harmonic_Distortion_pct,Phase_Angle_Jitter_deg,Grid_Synchronization
FORD-PRO-1964,241.0,9.08,2.8,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1965,237.2,5.01,1.75,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1966,235.4,5.99,2.19,1.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1967,242.1,4.56,1.92,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1968,231.9,7.61,2.8,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1969,228.2,6.77,2.32,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1970,224.1,7.07,2.79,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1971,230.7,8.31,2.27,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1972,226.5,5.92,2.61,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1973,234.6,2.65,1.47,0.95,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1974,222.2,5.51,2.27,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1975,239.5,8.48,2.34,1.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1976,233.6,8.89,3.29,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1977,227.1,3.56,1.83,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1978,236.7,7.76,2.79,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1979,238.0,3.28,1.32,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1980,242.8,7.55,2.69,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1981,235.3,5.14,1.64,1.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1982,233.8,3.98,1.83,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1983,221.3,9.18,2.89,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1984,223.6,3.0,2.33,0.87,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1985,220.1,8.6,2.51,0.82,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1986,245.0,5.56,2.15,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1987,226.0,9.37,3.11,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1988,247.0,9.27,3.21,1.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1989,221.7,7.84,3.36,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1990,227.4,8.71,2.75,0.32,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1991,246.4,8.16,2.6,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1992,221.5,9.31,2.79,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1993,236.3,8.95,2.55,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1994,243.7,9.53,2.88,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1995,240.5,5.12,2.01,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1996,226.8,3.01,1.92,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1997,246.8,8.14,2.49,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1998,234.1,2.63,2.19,1.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-1999,236.2,6.35,2.07,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2000,247.1,5.91,2.56,0.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2001,227.8,4.02,1.57,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2002,247.8,7.14,2.43,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2003,224.2,8.87,2.89,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2004,238.8,4.09,1.8,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2005,220.3,3.45,1.68,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2006,233.6,5.65,2.58,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2007,237.4,2.98,1.73,1.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2008,246.8,6.76,2.55,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2009,225.5,8.51,2.71,0.99,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2010,239.6,7.71,2.9,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2011,225.6,2.76,2.02,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2012,226.1,8.72,2.3,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2013,241.0,6.32,3.17,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2014,244.9,6.39,2.29,0.91,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2015,233.3,7.75,2.87,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2016,222.1,6.81,2.46,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2017,233.9,2.46,1.57,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2018,239.8,5.86,2.26,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2019,221.8,3.25,1.79,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2020,235.4,3.62,1.72,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2021,221.7,8.68,3.31,0.88,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2022,222.0,8.54,2.99,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2023,225.8,8.0,3.31,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2024,232.8,5.75,2.15,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2025,235.0,4.73,1.77,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2026,244.4,4.81,2.33,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2027,229.0,4.11,1.65,0.94,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2028,232.8,9.24,3.0,1.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2029,224.5,5.95,2.16,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2030,232.0,8.06,2.63,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2031,239.7,5.17,2.77,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2032,247.8,6.63,2.23,1.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2033,231.0,2.87,1.8,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2034,228.0,2.57,2.22,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2035,234.6,7.29,3.05,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2036,242.7,4.65,1.83,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2037,232.8,8.82,2.69,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2038,243.8,3.21,1.61,1.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2039,231.6,3.78,2.15,1.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2040,240.0,6.95,2.26,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2041,241.3,5.4,2.13,0.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2042,247.2,7.79,2.87,0.93,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2043,228.0,6.51,2.31,0.35,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2044,245.1,5.44,2.17,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2045,241.9,5.12,2.29,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2046,231.0,7.11,2.94,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2047,223.5,3.41,1.84,1.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2048,221.5,8.02,2.73,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2049,244.8,8.9,2.97,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2050,227.3,9.04,2.78,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2051,247.0,7.76,2.98,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2052,240.6,9.15,2.61,0.67,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2053,246.7,5.31,2.25,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2054,237.7,5.15,2.37,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2055,228.0,8.01,2.81,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2056,237.2,7.95,2.96,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2057,239.9,2.56,1.65,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2058,228.4,6.82,2.21,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2059,244.1,8.92,3.24,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2060,224.2,8.76,3.05,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2061,235.5,6.75,2.62,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2062,237.0,9.24,3.08,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2063,244.4,5.91,2.68,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2064,234.7,4.3,1.67,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2065,224.7,4.34,2.26,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2066,229.8,9.16,2.82,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2067,220.1,9.2,2.94,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2068,220.1,8.38,3.02,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2069,236.1,7.68,2.47,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2070,233.7,9.02,3.12,0.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2071,244.4,2.52,1.82,1.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2072,237.2,9.19,2.46,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2073,225.1,3.64,2.31,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2074,241.2,7.57,2.22,1.52,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2075,224.5,9.41,3.01,1.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2076,236.7,4.49,2.09,0.23,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2077,236.4,7.23,2.27,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2078,247.9,3.71,2.37,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2079,225.6,8.87,2.76,0.67,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2080,240.7,9.33,2.82,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2081,228.5,4.84,2.7,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2082,235.0,4.31,2.27,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2083,233.2,5.46,2.04,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2084,241.4,4.58,2.25,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2085,234.6,7.12,2.82,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2086,238.2,7.77,2.5,0.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2087,235.2,4.59,1.64,1.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2088,238.1,6.9,2.5,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2089,243.1,2.49,1.5,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2090,233.5,4.83,2.2,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2091,234.7,3.2,1.97,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2092,225.3,5.3,2.54,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2093,237.1,9.28,2.69,1.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2094,232.1,9.25,3.68,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2095,227.2,9.25,2.65,0.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2096,239.9,4.24,1.95,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2097,227.2,7.41,2.47,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2098,247.9,7.97,2.7,1.02,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2099,221.1,9.49,2.87,0.62,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2100,223.8,2.74,1.57,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2101,234.5,6.97,3.04,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2102,233.1,8.24,2.45,0.94,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2103,227.4,3.71,2.33,0.29,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2104,246.9,2.52,1.0,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2105,230.8,8.59,3.42,0.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2106,226.6,7.71,2.21,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2107,232.0,7.94,2.71,0.98,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2108,239.1,3.58,1.65,0.82,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2109,225.7,3.41,0.83,1.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2110,238.2,9.1,2.63,0.43,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2111,224.6,3.13,1.43,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2112,234.2,4.76,2.29,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2113,244.5,6.41,2.14,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2114,245.2,6.4,2.85,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2115,241.8,2.99,1.88,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2116,223.6,4.36,1.49,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2117,222.4,4.31,2.1,0.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2118,225.9,3.42,1.9,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2119,233.3,7.62,2.86,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2120,228.3,6.1,2.21,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2121,243.2,3.07,1.74,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2122,235.9,3.76,2.37,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2123,229.2,2.74,1.77,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2124,244.1,6.27,2.66,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2125,242.1,8.78,3.0,1.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2126,234.4,7.97,2.61,0.73,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2127,234.8,5.78,2.19,0.22,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2128,240.0,7.23,2.36,1.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2129,247.3,7.04,2.34,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2130,239.6,9.45,3.34,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2131,234.9,6.64,2.26,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2132,235.1,8.31,3.0,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2133,232.1,6.64,2.65,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2134,234.7,4.96,2.17,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2135,239.8,3.34,2.62,1.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2136,229.8,7.71,2.85,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2137,243.1,4.82,2.68,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2138,222.5,6.22,2.74,0.17,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2139,231.9,7.88,2.55,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2140,232.1,4.31,1.74,0.66,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2141,224.9,2.73,1.32,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2142,245.6,7.53,2.4,0.09,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2143,241.1,8.23,2.59,1.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2144,234.1,8.78,3.25,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2145,239.0,4.62,1.81,0.49,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2146,229.1,5.61,2.54,0.81,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2147,230.2,5.63,2.18,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2148,234.0,4.53,1.66,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2149,234.7,8.62,3.04,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2150,235.8,8.75,2.72,0.86,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2151,237.9,3.37,2.0,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2152,246.5,2.79,2.05,1.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2153,225.7,3.83,2.2,0.93,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2154,234.0,3.87,1.78,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2155,226.2,7.71,2.56,0.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2156,227.5,5.8,2.15,0.47,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2157,241.9,6.27,2.67,0.8,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2158,246.7,6.97,2.31,1.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2159,247.4,2.46,1.55,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2160,226.7,8.81,2.77,1.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2161,244.8,7.42,2.58,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2162,235.5,6.57,2.43,0.53,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2163,231.2,8.18,2.43,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2164,241.1,6.72,2.9,1.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2165,231.7,9.03,2.95,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2166,235.1,5.58,2.47,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2167,243.1,6.34,2.78,0.59,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2168,220.2,8.45,2.5,0.82,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2169,232.7,2.78,1.56,0.48,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2170,239.3,5.44,2.15,1.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2171,231.5,4.91,1.53,0.44,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2172,222.1,4.16,2.31,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2173,238.1,9.09,3.06,1.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2174,222.4,3.96,1.89,0.82,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2175,237.6,5.54,2.43,0.74,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2176,238.0,7.23,2.19,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2177,225.2,3.12,1.95,0.42,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2178,233.5,6.86,2.51,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2179,240.5,6.86,2.54,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2180,224.2,8.66,2.86,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2181,243.4,4.1,2.09,1.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2182,238.7,5.42,1.82,0.72,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2183,235.0,9.04,3.34,0.19,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2184,245.7,4.44,2.1,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2185,227.2,3.0,1.91,0.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2186,230.5,7.53,2.74,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2187,221.2,2.79,1.82,1.16,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2188,220.0,2.85,2.31,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2189,230.3,3.61,2.32,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2190,231.1,7.12,2.47,0.3,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2191,242.5,2.92,1.17,0.15,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2192,234.9,3.18,1.49,0.27,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2193,238.4,7.99,2.54,0.77,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2194,247.4,8.94,2.76,0.34,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2195,233.2,9.6,2.98,0.98,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2196,245.7,8.77,2.28,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2197,233.3,5.19,1.95,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2198,235.8,7.87,2.64,0.06,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2199,242.9,7.29,2.82,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2200,241.2,6.7,2.73,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2201,227.6,4.46,2.45,0.03,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2202,221.9,4.06,2.17,0.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2203,224.8,8.46,2.93,0.38,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2204,229.8,2.85,2.1,0.08,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2205,227.0,5.23,2.39,0.8,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2206,228.1,5.79,2.04,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2207,229.3,5.45,2.35,0.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2208,236.8,8.65,2.57,0.04,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2209,223.5,7.87,2.32,1.01,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2210,221.3,4.29,1.86,0.51,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2211,234.6,7.24,2.74,1.2,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2212,225.0,3.5,1.99,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2213,234.3,5.65,2.26,1.33,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2214,242.9,2.76,1.57,0.26,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2215,241.3,5.71,2.76,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2216,246.3,7.82,2.41,0.28,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2217,235.5,8.27,2.45,0.18,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2218,244.2,5.7,2.6,0.31,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2219,224.3,5.71,2.84,0.76,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2220,224.4,4.61,2.08,0.79,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2221,224.3,3.31,1.54,0.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2222,224.0,7.23,2.53,0.36,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2223,224.3,6.69,3.17,0.7,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2224,230.2,4.07,2.48,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2225,242.2,6.71,1.89,1.58,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2226,221.1,3.4,2.09,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2227,227.6,6.52,2.44,0.97,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2228,244.4,2.53,1.12,0.14,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2229,236.2,9.52,3.11,0.56,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2230,223.5,5.92,2.21,0.5,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2231,241.5,5.43,2.07,0.11,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2232,238.6,2.58,1.61,1.64,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2233,235.8,5.26,2.12,0.63,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2234,228.7,8.24,2.76,0.57,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2235,242.9,3.56,1.66,0.05,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2236,232.9,5.04,1.93,0.0,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2237,235.7,8.36,3.04,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2238,220.8,8.19,2.44,0.71,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2239,239.6,8.41,2.61,0.12,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2240,245.7,4.51,1.99,1.24,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2241,225.7,7.15,2.73,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2242,223.6,4.65,2.34,0.75,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2243,223.9,3.74,2.36,0.4,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2244,236.8,3.67,2.38,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2245,220.1,5.91,1.71,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2246,237.1,4.71,1.94,1.37,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2247,233.0,7.58,2.91,0.13,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2248,222.9,3.05,1.5,0.39,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2249,244.6,9.59,3.12,0.78,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2250,236.7,4.95,1.62,0.25,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2251,221.3,8.94,2.73,0.1,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2252,235.8,7.25,2.76,0.61,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2253,230.1,4.31,1.89,0.21,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2254,227.3,3.68,1.71,0.6,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2255,235.2,3.32,1.88,0.84,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2256,242.0,5.04,1.69,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2257,224.4,8.71,2.99,0.07,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2258,243.8,4.77,2.01,0.45,Clean Utility Grid Sync (<3% THD)
FORD-PRO-2259,234.5,4.83,2.13,0.0,Clean Utility Grid Sync (<3% THD)
