Road_Event_ID,Pothole_Obstacle_Depth_mm,Vehicle_Speed_kmh,Camera_Lookahead_Time_ms,Damper_Pre_Softening_Force_N,Cabin_Vertical_Impact_G,Ride_Isolation_Score_pct,Suspension_Action
GENESIS-G90-1933,36.2,56.9,948,2808,0.223,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1934,8.8,84.2,641,3285,0.141,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1935,27.5,105.9,510,2771,0.206,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1936,5.5,57.7,936,3528,0.136,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1937,33.0,69.1,782,2980,0.252,93.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1938,5.0,102.1,529,3577,0.145,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1939,29.5,74.1,729,3177,0.169,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1940,94.2,75.3,717,1220,0.34,92.9,Pothole Pre-Damping Softening Active
GENESIS-G90-1941,25.9,52.5,1029,3143,0.244,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1942,20.5,105.6,511,3119,0.196,94.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1943,25.6,62.3,867,3247,0.199,93.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1944,5.0,51.5,1049,3736,0.118,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1945,28.4,43.0,1255,3165,0.206,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1946,82.3,66.5,812,1475,0.339,93.2,Pothole Pre-Damping Softening Active
GENESIS-G90-1947,13.2,85.9,629,3634,0.173,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1948,95.0,60.3,896,1200,0.433,90.0,Pothole Pre-Damping Softening Active
GENESIS-G90-1949,17.2,47.2,1144,3492,0.215,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1950,5.9,54.6,989,3570,0.166,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1951,95.0,101.9,530,1206,0.368,89.8,Pothole Pre-Damping Softening Active
GENESIS-G90-1952,23.1,40.6,1330,3168,0.201,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1953,5.0,90.8,595,3646,0.182,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1954,14.3,41.9,1288,3488,0.177,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1955,14.6,63.1,856,3352,0.194,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1956,55.0,62.8,860,2269,0.267,95.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1957,17.0,56.4,958,3439,0.208,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1958,27.6,85.1,635,3097,0.196,97.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1959,65.2,45.7,1181,1767,0.275,93.0,Pothole Pre-Damping Softening Active
GENESIS-G90-1960,5.0,77.9,693,3783,0.109,98.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1961,19.8,65.7,822,3390,0.165,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1962,8.0,59.7,905,3692,0.112,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1963,95.0,59.2,911,1363,0.407,92.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1964,39.5,71.0,761,2881,0.157,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1965,31.1,34.3,1573,3001,0.255,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1966,32.6,70.9,762,2714,0.219,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1967,20.1,47.6,1136,3055,0.124,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1968,8.8,81.2,665,3718,0.095,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1969,20.4,102.8,525,3099,0.171,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1970,5.0,84.2,641,3823,0.151,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1971,9.9,67.6,798,3680,0.152,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1972,15.4,78.2,691,3382,0.157,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1973,8.2,64.0,844,3666,0.135,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1974,26.1,40.2,1342,2970,0.212,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1975,83.0,35.4,1527,1579,0.366,92.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1976,11.8,97.3,555,3438,0.155,93.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1977,27.2,41.8,1292,3003,0.202,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1978,20.3,42.8,1261,3302,0.218,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1979,7.9,56.0,964,3651,0.162,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1980,67.9,97.1,556,2093,0.332,93.5,Pothole Pre-Damping Softening Active
GENESIS-G90-1981,42.7,60.4,894,2506,0.278,94.1,Pothole Pre-Damping Softening Active
GENESIS-G90-1982,8.4,32.7,1653,3665,0.173,94.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1983,71.8,105.7,511,1875,0.345,92.6,Pothole Pre-Damping Softening Active
GENESIS-G90-1984,15.2,42.8,1262,3388,0.245,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1985,5.0,89.3,605,3636,0.153,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1986,46.5,74.7,723,2618,0.241,95.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1987,27.7,73.8,732,3098,0.193,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1988,8.5,50.1,1079,3524,0.157,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1989,17.1,57.8,935,3312,0.175,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1990,33.5,69.3,779,2952,0.244,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1991,5.0,98.1,550,3856,0.151,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1992,5.0,66.8,809,3817,0.087,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1993,64.0,88.7,609,1934,0.338,93.4,Pothole Pre-Damping Softening Active
GENESIS-G90-1994,5.0,104.3,518,3849,0.117,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1995,23.1,106.6,507,3240,0.162,93.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1996,6.3,43.0,1257,3398,0.189,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1997,5.3,61.5,878,3554,0.137,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-1998,95.0,36.4,1483,1211,0.4,91.3,Pothole Pre-Damping Softening Active
GENESIS-G90-1999,7.5,107.7,501,3405,0.12,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2000,51.0,81.5,662,2501,0.278,94.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2001,19.1,72.1,749,3251,0.206,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2002,7.5,86.9,621,3691,0.188,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2003,9.1,37.5,1439,3662,0.123,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2004,8.9,93.3,579,3551,0.166,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2005,95.0,56.2,961,1309,0.374,89.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2006,45.9,85.0,635,2715,0.289,94.1,Pothole Pre-Damping Softening Active
GENESIS-G90-2007,15.7,69.9,773,3374,0.213,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2008,95.0,56.0,964,1215,0.41,91.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2009,5.0,83.4,647,3595,0.172,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2010,5.3,106.6,507,3656,0.136,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2011,12.8,79.5,680,3255,0.172,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2012,21.4,99.3,544,3300,0.209,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2013,11.7,52.2,1035,3340,0.152,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2014,9.7,45.4,1190,3657,0.166,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2015,17.6,73.6,733,3423,0.18,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2016,21.6,39.9,1352,3203,0.184,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2017,58.3,78.6,687,2129,0.277,93.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2018,7.3,39.3,1373,3613,0.19,94.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2019,32.2,98.6,547,2862,0.232,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2020,16.2,106.1,509,3180,0.151,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2021,21.5,67.8,797,3196,0.152,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2022,15.3,57.5,940,3406,0.177,93.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2023,28.8,31.8,1696,3024,0.247,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2024,17.0,34.7,1556,3535,0.116,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2025,12.1,109.4,494,3431,0.149,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2026,18.5,54.7,986,3332,0.229,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2027,33.4,57.1,945,2852,0.231,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2028,5.7,93.7,577,3682,0.172,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2029,10.8,70.7,764,3671,0.153,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2030,13.0,62.3,867,3280,0.143,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2031,38.7,40.4,1335,2899,0.192,92.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2032,5.0,75.1,719,3519,0.124,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2033,14.4,85.2,634,3186,0.173,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2034,5.0,65.9,819,3875,0.147,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2035,9.6,83.8,645,3494,0.097,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2036,21.6,66.6,811,3194,0.165,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2037,12.6,99.0,545,3475,0.176,96.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2038,5.0,85.4,632,3774,0.111,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2039,8.3,50.3,1074,3836,0.139,98.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2040,29.7,104.9,515,2883,0.207,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2041,95.0,97.5,554,1200,0.371,92.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2042,23.0,96.4,560,3172,0.188,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2043,5.2,97.1,556,3799,0.131,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2044,7.4,61.2,882,3675,0.136,98.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2045,5.0,107.0,505,3703,0.171,97.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2046,7.7,93.4,578,3606,0.128,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2047,68.4,76.0,711,1838,0.255,93.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2048,5.0,62.6,862,3709,0.142,97.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2049,11.1,47.7,1133,3730,0.178,98.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2050,95.0,60.8,888,1200,0.431,92.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2051,5.0,84.1,642,3670,0.13,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2052,95.0,41.1,1314,1223,0.371,93.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2053,71.8,63.3,853,1962,0.296,95.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2054,31.3,106.5,507,2989,0.199,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2055,13.5,42.8,1263,3444,0.129,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2056,38.2,40.2,1342,2737,0.258,93.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2057,5.0,64.1,843,3854,0.1,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2058,27.7,72.7,743,3317,0.144,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2059,6.0,90.6,596,3737,0.149,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2060,28.7,62.4,866,3078,0.22,93.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2061,84.7,81.5,663,1478,0.316,95.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2062,5.0,88.8,608,3683,0.139,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2063,10.2,65.9,819,3555,0.13,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2064,5.0,35.0,1543,3659,0.178,97.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2065,42.3,64.6,835,2804,0.226,95.4,Pothole Pre-Damping Softening Active
GENESIS-G90-2066,46.4,51.6,1046,2624,0.299,94.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2067,25.2,45.8,1179,3094,0.183,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2068,18.4,71.9,751,3248,0.184,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2069,32.1,80.5,671,2802,0.237,93.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2070,18.0,77.0,702,3480,0.26,92.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2071,11.6,51.7,1045,3237,0.115,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2072,5.0,60.6,891,3916,0.126,98.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2073,75.1,87.1,620,1914,0.333,91.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2074,95.0,36.2,1494,1200,0.366,92.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2075,11.8,106.9,505,3714,0.162,98.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2076,5.0,38.2,1413,3809,0.126,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2077,5.0,85.7,630,3495,0.195,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2078,63.7,75.3,717,1939,0.317,92.0,Pothole Pre-Damping Softening Active
GENESIS-G90-2079,5.0,62.4,866,3582,0.172,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2080,10.6,64.1,842,3544,0.094,97.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2081,5.0,57.6,937,3472,0.148,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2082,37.3,67.6,799,2755,0.272,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2083,21.4,48.5,1113,3292,0.16,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2084,31.7,34.0,1589,2975,0.191,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2085,9.2,104.1,519,3654,0.149,93.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2086,9.5,93.7,576,3639,0.129,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2087,9.1,59.4,909,3625,0.123,97.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2088,95.0,54.5,990,1200,0.373,92.0,Pothole Pre-Damping Softening Active
GENESIS-G90-2089,43.7,99.7,542,2696,0.208,96.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2090,11.0,39.9,1354,3357,0.154,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2091,26.4,74.2,728,3110,0.228,92.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2092,95.0,54.2,996,1200,0.414,91.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2093,6.6,45.2,1194,3577,0.121,98.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2094,26.0,101.4,533,3261,0.175,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2095,5.0,40.8,1324,3725,0.143,93.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2096,18.2,39.4,1371,3355,0.223,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2097,21.8,58.8,918,3203,0.243,93.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2098,15.8,74.5,725,3272,0.118,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2099,35.4,65.6,823,2828,0.248,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2100,5.0,39.3,1375,3368,0.087,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2101,26.6,104.0,519,2957,0.19,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2102,84.2,83.4,648,1415,0.334,92.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2103,5.8,71.4,756,3712,0.146,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2104,13.5,44.5,1212,3469,0.189,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2105,22.7,85.6,631,3072,0.226,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2106,95.0,38.7,1394,1200,0.424,91.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2107,5.0,66.9,807,3665,0.214,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2108,33.0,89.6,603,2890,0.192,92.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2109,5.0,85.5,632,3831,0.137,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2110,63.8,107.0,505,1859,0.297,94.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2111,21.0,65.1,830,3460,0.178,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2112,21.6,53.0,1019,3266,0.2,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2113,54.1,33.2,1627,2162,0.295,95.3,Pothole Pre-Damping Softening Active
GENESIS-G90-2114,15.8,78.7,686,3344,0.129,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2115,23.9,79.3,681,3260,0.229,95.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2116,34.7,91.0,593,2980,0.203,94.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2117,11.5,84.2,641,3676,0.167,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2118,5.0,72.3,747,3473,0.1,96.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2119,15.4,99.8,541,3575,0.193,95.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2120,5.0,64.4,839,3875,0.166,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2121,95.0,75.4,716,1200,0.397,90.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2122,20.1,54.1,998,3178,0.126,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2123,18.3,33.0,1638,3506,0.187,94.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2124,13.1,96.5,559,3502,0.17,93.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2125,26.5,71.7,753,2878,0.198,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2126,44.6,72.5,745,2416,0.272,93.0,Pothole Pre-Damping Softening Active
GENESIS-G90-2127,5.2,76.4,707,3849,0.114,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2128,16.7,101.7,531,3330,0.196,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2129,9.1,48.2,1119,3282,0.193,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2130,71.2,85.9,628,1809,0.336,95.0,Pothole Pre-Damping Softening Active
GENESIS-G90-2131,51.3,31.0,1742,2336,0.284,92.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2132,12.1,99.5,543,3396,0.13,93.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2133,5.0,83.0,651,3701,0.102,96.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2134,23.5,52.1,1036,2925,0.206,93.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2135,19.6,44.6,1212,3327,0.156,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2136,5.0,104.4,517,3841,0.117,97.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2137,5.0,94.9,569,3547,0.123,96.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2138,34.8,64.6,835,2806,0.266,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2139,7.3,38.9,1387,3464,0.126,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2140,26.1,85.6,631,2896,0.18,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2141,20.4,75.8,712,3222,0.203,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2142,26.2,109.1,495,2984,0.161,95.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2143,33.7,54.8,986,2850,0.231,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2144,75.3,80.0,675,1684,0.37,92.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2145,5.0,91.6,590,3724,0.138,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2146,90.0,61.1,883,1221,0.357,92.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2147,59.5,81.9,659,2207,0.236,95.2,Pothole Pre-Damping Softening Active
GENESIS-G90-2148,5.0,34.6,1560,3698,0.111,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2149,6.9,93.7,577,3561,0.131,96.1,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2150,19.0,48.5,1115,3240,0.175,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2151,5.0,99.0,545,3437,0.134,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2152,28.9,87.0,620,3044,0.2,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2153,6.1,86.5,624,3675,0.129,97.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2154,5.0,106.2,508,3927,0.154,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2155,6.1,39.9,1355,3704,0.098,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2156,5.0,54.6,989,3597,0.085,97.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2157,10.8,51.7,1044,3408,0.097,97.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2158,5.0,96.0,563,3709,0.141,95.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2159,16.5,59.9,901,3445,0.189,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2160,6.9,33.8,1597,3592,0.094,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2161,5.0,43.1,1252,3641,0.134,98.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2162,43.3,107.0,505,2604,0.202,96.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2163,5.0,51.3,1054,3894,0.138,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2164,5.0,36.4,1482,3596,0.084,99.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2165,13.1,47.8,1130,3312,0.123,96.9,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2166,26.3,94.8,570,3019,0.264,94.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2167,32.4,86.6,623,3073,0.211,94.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2168,58.6,92.2,585,2401,0.267,92.5,Pothole Pre-Damping Softening Active
GENESIS-G90-2169,20.0,82.8,653,3220,0.169,94.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2170,11.6,85.9,629,3341,0.159,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2171,5.0,99.2,544,3559,0.148,95.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2172,25.6,50.6,1068,3135,0.212,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2173,12.6,98.6,548,3241,0.169,96.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2174,48.1,30.4,1778,2470,0.243,93.6,Pothole Pre-Damping Softening Active
GENESIS-G90-2175,5.0,84.2,642,3647,0.16,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2176,25.2,78.5,688,3124,0.213,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2177,24.0,95.2,567,3174,0.205,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2178,5.0,66.8,809,3983,0.08,96.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2179,12.2,51.3,1052,3534,0.195,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2180,25.7,96.8,558,3079,0.224,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2181,35.9,76.0,711,2875,0.235,93.4,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2182,15.1,49.9,1083,3294,0.131,99.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2183,6.2,61.1,884,3382,0.171,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2184,32.8,75.6,714,2923,0.174,95.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2185,5.0,48.1,1122,3726,0.111,97.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2186,42.7,101.6,531,2595,0.196,96.9,Pothole Pre-Damping Softening Active
GENESIS-G90-2187,5.0,34.4,1568,3824,0.152,95.8,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2188,25.4,33.5,1614,3031,0.195,95.6,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2189,5.0,78.0,692,3503,0.182,93.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2190,12.2,108.6,497,3703,0.134,95.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2191,57.2,70.2,769,2036,0.212,95.7,Pothole Pre-Damping Softening Active
GENESIS-G90-2192,15.4,65.8,820,3287,0.207,93.2,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2193,20.4,82.4,655,3238,0.127,96.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2194,62.6,68.1,793,2007,0.305,91.8,Pothole Pre-Damping Softening Active
GENESIS-G90-2195,5.8,74.5,725,3777,0.189,96.0,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2196,21.2,109.9,492,2996,0.156,95.3,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2197,24.9,52.6,1027,2919,0.222,94.7,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2198,5.0,36.1,1498,3723,0.131,97.5,Nominal Magic Carpet Luxury Ride
GENESIS-G90-2199,14.4,54.8,985,3292,0.229,93.6,Nominal Magic Carpet Luxury Ride
