Fleet_ID,Truck_Model,Cargo_Weight_kg,Wind_Resistance_Cd,Tire_Pressure_PSI,Hill_Elevation_m,Average_Speed_MPH,Fuel_Economy_MPG
TRUCK-6619,TransHaul Heavy 8,9091,0.416,102.7,201.4,68.5,6.59
TRUCK-6620,TransHaul Heavy 8,5955,0.497,106.3,414.3,75.8,6.86
TRUCK-6621,AeroTruck V6,5955,0.451,106.6,179.5,77.7,6.99
TRUCK-6622,AeroTruck V6,13135,0.661,87.5,542.2,48.2,4.5
TRUCK-6623,AeroTruck V6,10486,0.552,96.9,11.5,56.8,6.3
TRUCK-6624,AeroTruck V6,4585,0.534,98.2,71.9,55.5,7.87
TRUCK-6625,TransHaul Heavy 8,8406,0.593,114.9,236.1,54.1,7.48
TRUCK-6626,UrbanDelivery 4x2,12604,0.583,104.4,261.7,69.7,5.26
TRUCK-6627,AeroTruck V6,7011,0.481,99.4,465.4,49.3,6.96
TRUCK-6628,AeroTruck V6,15351,0.701,115.7,669.9,59.2,5.27
TRUCK-6629,AeroTruck V6,2393,0.414,101.9,33.8,64.7,8.81
TRUCK-6630,EcoVan 2500,10166,0.405,119.8,97.6,58.0,8.17
TRUCK-6631,EcoVan 2500,11205,0.551,104.8,298.1,69.9,5.67
TRUCK-6632,TransHaul Heavy 8,8750,0.611,101.7,422.4,61.7,7.0
TRUCK-6633,AeroTruck V6,10624,0.449,97.1,56.9,57.8,6.77
TRUCK-6634,EcoVan 2500,7493,0.651,106.0,11.1,64.4,6.55
TRUCK-6635,UrbanDelivery 4x2,10268,0.633,100.0,110.0,61.3,5.11
TRUCK-6636,UrbanDelivery 4x2,12121,0.488,104.5,84.4,63.5,6.66
TRUCK-6637,AeroTruck V6,6223,0.542,106.7,354.7,68.8,6.76
TRUCK-6638,TransHaul Heavy 8,6917,0.371,106.5,2118.8,54.1,6.85
TRUCK-6639,UrbanDelivery 4x2,8634,0.427,102.0,260.8,72.0,6.52
TRUCK-6640,AeroTruck V6,17802,0.508,118.1,29.9,49.9,5.35
TRUCK-6641,UrbanDelivery 4x2,4116,0.613,109.5,483.8,52.3,7.56
TRUCK-6642,UrbanDelivery 4x2,12690,0.373,102.5,41.6,69.0,6.29
TRUCK-6643,TransHaul Heavy 8,8364,0.685,101.6,193.9,57.0,5.73
TRUCK-6644,UrbanDelivery 4x2,5286,0.447,103.9,21.4,73.5,7.03
TRUCK-6645,TransHaul Heavy 8,14021,0.687,116.2,244.3,68.8,5.38
TRUCK-6646,AeroTruck V6,7671,0.427,115.5,1476.7,63.9,6.8
TRUCK-6647,EcoVan 2500,8106,0.474,108.9,158.0,67.0,7.41
TRUCK-6648,AeroTruck V6,3665,0.644,115.0,148.8,74.8,7.24
TRUCK-6649,UrbanDelivery 4x2,13424,0.377,101.1,917.1,64.3,6.03
TRUCK-6650,UrbanDelivery 4x2,12097,0.395,106.2,386.2,78.5,5.17
TRUCK-6651,EcoVan 2500,5345,0.467,97.5,556.5,69.5,6.62
TRUCK-6652,UrbanDelivery 4x2,4414,0.554,109.8,18.5,58.5,7.99
TRUCK-6653,AeroTruck V6,4168,0.413,106.8,104.9,67.0,8.5
TRUCK-6654,AeroTruck V6,3259,0.439,108.3,738.9,65.9,7.06
TRUCK-6655,UrbanDelivery 4x2,14927,0.464,96.7,177.8,73.7,5.07
TRUCK-6656,EcoVan 2500,3885,0.666,110.4,439.1,48.9,7.26
TRUCK-6657,AeroTruck V6,4093,0.54,121.0,229.8,64.3,8.62
TRUCK-6658,EcoVan 2500,10321,0.628,101.4,158.0,68.2,6.02
TRUCK-6659,TransHaul Heavy 8,2601,0.544,122.5,466.2,58.4,9.07
TRUCK-6660,EcoVan 2500,3524,0.432,115.1,551.3,59.1,8.91
TRUCK-6661,TransHaul Heavy 8,11996,0.643,98.1,465.7,64.0,5.48
TRUCK-6662,TransHaul Heavy 8,4435,0.648,105.7,169.7,60.9,7.84
TRUCK-6663,AeroTruck V6,12387,0.477,91.7,360.5,71.6,5.46
TRUCK-6664,AeroTruck V6,10118,0.641,107.4,567.1,55.2,6.18
TRUCK-6665,EcoVan 2500,6930,0.397,118.3,446.8,61.1,9.22
TRUCK-6666,TransHaul Heavy 8,11057,0.395,84.6,519.6,62.4,5.11
TRUCK-6667,EcoVan 2500,16548,0.455,106.9,24.3,58.3,5.56
TRUCK-6668,EcoVan 2500,12690,0.714,107.7,148.6,68.0,5.62
TRUCK-6669,TransHaul Heavy 8,17903,0.487,94.6,228.4,63.6,4.87
TRUCK-6670,EcoVan 2500,11475,0.658,107.1,155.2,69.6,5.04
TRUCK-6671,TransHaul Heavy 8,2020,0.714,99.5,673.8,57.6,7.33
TRUCK-6672,EcoVan 2500,4291,0.408,118.0,60.3,58.3,8.61
TRUCK-6673,UrbanDelivery 4x2,4054,0.609,112.8,161.7,62.6,7.06
TRUCK-6674,EcoVan 2500,16250,0.527,99.0,86.2,60.9,5.24
TRUCK-6675,TransHaul Heavy 8,7519,0.634,108.1,111.7,46.4,7.11
TRUCK-6676,UrbanDelivery 4x2,17270,0.662,100.1,63.5,68.8,4.5
TRUCK-6677,UrbanDelivery 4x2,17630,0.51,100.2,179.7,61.8,5.9
TRUCK-6678,EcoVan 2500,17332,0.645,116.6,240.3,68.2,4.5
TRUCK-6679,TransHaul Heavy 8,16626,0.615,102.0,993.5,71.6,4.5
TRUCK-6680,EcoVan 2500,7173,0.42,96.2,797.8,53.0,7.44
TRUCK-6681,EcoVan 2500,3049,0.642,102.3,791.5,65.8,6.96
TRUCK-6682,AeroTruck V6,17903,0.691,93.3,45.3,62.2,4.5
TRUCK-6683,EcoVan 2500,9143,0.459,115.5,633.8,62.8,6.88
TRUCK-6684,UrbanDelivery 4x2,11625,0.399,101.9,430.3,66.2,6.06
TRUCK-6685,AeroTruck V6,9050,0.647,100.1,133.0,68.2,5.77
TRUCK-6686,EcoVan 2500,3521,0.465,97.0,43.5,63.0,7.89
TRUCK-6687,UrbanDelivery 4x2,7485,0.427,109.2,246.6,71.7,6.85
TRUCK-6688,TransHaul Heavy 8,3412,0.43,100.1,8.6,64.9,8.64
TRUCK-6689,TransHaul Heavy 8,5611,0.428,100.8,17.5,64.3,7.73
TRUCK-6690,EcoVan 2500,4081,0.616,93.8,365.6,55.4,6.99
TRUCK-6691,UrbanDelivery 4x2,6218,0.682,114.2,239.1,52.6,8.19
TRUCK-6692,UrbanDelivery 4x2,11100,0.355,113.9,135.6,54.0,7.59
TRUCK-6693,UrbanDelivery 4x2,11464,0.656,111.5,59.6,56.5,6.84
TRUCK-6694,EcoVan 2500,7538,0.612,113.9,745.8,63.4,6.07
TRUCK-6695,UrbanDelivery 4x2,9577,0.479,107.8,380.5,56.9,7.18
TRUCK-6696,AeroTruck V6,16225,0.375,111.5,295.9,50.6,6.99
TRUCK-6697,TransHaul Heavy 8,5685,0.595,93.8,166.6,63.3,6.45
TRUCK-6698,TransHaul Heavy 8,11602,0.561,101.4,344.5,64.9,6.0
TRUCK-6699,UrbanDelivery 4x2,13127,0.464,101.5,367.8,73.5,5.14
TRUCK-6700,TransHaul Heavy 8,8895,0.548,96.6,159.0,60.1,6.54
TRUCK-6701,AeroTruck V6,4251,0.612,105.0,247.2,65.7,7.41
TRUCK-6702,AeroTruck V6,5515,0.706,109.9,29.6,66.7,6.33
TRUCK-6703,TransHaul Heavy 8,2690,0.579,94.6,209.9,60.3,7.94
TRUCK-6704,EcoVan 2500,2527,0.672,101.1,129.0,56.7,7.04
TRUCK-6705,UrbanDelivery 4x2,10666,0.395,104.1,416.6,54.5,6.68
TRUCK-6706,UrbanDelivery 4x2,8876,0.582,103.0,381.9,54.9,6.61
TRUCK-6707,AeroTruck V6,3674,0.423,114.0,284.3,62.0,9.33
TRUCK-6708,EcoVan 2500,8817,0.645,110.6,55.0,72.6,5.76
TRUCK-6709,AeroTruck V6,7340,0.714,109.2,24.5,48.1,6.72
TRUCK-6710,EcoVan 2500,10808,0.531,100.8,445.9,54.2,6.45
TRUCK-6711,AeroTruck V6,3803,0.627,103.0,954.3,60.2,7.29
TRUCK-6712,TransHaul Heavy 8,10999,0.649,97.8,56.5,68.1,5.28
TRUCK-6713,UrbanDelivery 4x2,14445,0.644,99.2,163.0,51.7,5.12
TRUCK-6714,EcoVan 2500,2505,0.634,104.1,2.3,55.4,8.71
TRUCK-6715,EcoVan 2500,6180,0.574,103.5,265.4,57.1,7.02
TRUCK-6716,AeroTruck V6,13793,0.545,107.4,575.8,50.1,5.89
TRUCK-6717,UrbanDelivery 4x2,10431,0.603,99.8,607.6,55.6,4.88
TRUCK-6718,TransHaul Heavy 8,13129,0.494,93.1,246.6,74.1,4.5
TRUCK-6719,UrbanDelivery 4x2,3545,0.428,109.7,283.2,56.2,8.49
TRUCK-6720,TransHaul Heavy 8,2809,0.546,82.5,43.3,46.8,6.8
TRUCK-6721,EcoVan 2500,2984,0.71,109.3,102.8,70.8,7.08
TRUCK-6722,EcoVan 2500,2941,0.587,117.2,965.2,62.0,7.9
TRUCK-6723,UrbanDelivery 4x2,17994,0.365,119.6,84.8,63.6,6.29
TRUCK-6724,EcoVan 2500,12094,0.511,100.0,151.5,69.5,5.97
TRUCK-6725,UrbanDelivery 4x2,14655,0.438,94.6,1083.5,58.0,5.4
TRUCK-6726,UrbanDelivery 4x2,10987,0.585,111.8,203.7,65.1,6.6
TRUCK-6727,AeroTruck V6,16546,0.535,108.2,343.0,60.8,5.08
TRUCK-6728,TransHaul Heavy 8,11101,0.621,110.0,64.6,66.5,5.92
TRUCK-6729,EcoVan 2500,10921,0.372,110.6,16.4,51.3,6.79
TRUCK-6730,EcoVan 2500,8980,0.493,108.0,711.9,64.0,6.58
TRUCK-6731,UrbanDelivery 4x2,6632,0.579,116.3,182.7,61.6,8.11
TRUCK-6732,AeroTruck V6,15319,0.377,108.3,205.5,61.1,5.89
TRUCK-6733,EcoVan 2500,3538,0.444,91.3,16.0,64.1,7.9
TRUCK-6734,AeroTruck V6,7293,0.506,106.3,174.1,58.3,7.4
TRUCK-6735,EcoVan 2500,3753,0.59,99.0,348.6,73.1,6.64
TRUCK-6736,EcoVan 2500,11381,0.679,102.5,330.5,72.5,4.5
TRUCK-6737,TransHaul Heavy 8,16255,0.643,108.2,530.9,63.1,4.87
TRUCK-6738,EcoVan 2500,13891,0.526,91.4,116.0,59.4,5.08
TRUCK-6739,TransHaul Heavy 8,7736,0.531,108.2,698.9,59.8,6.91
TRUCK-6740,EcoVan 2500,14123,0.506,92.7,735.2,57.9,5.09
TRUCK-6741,EcoVan 2500,3132,0.465,109.1,447.4,54.9,8.79
TRUCK-6742,TransHaul Heavy 8,15538,0.513,113.1,488.3,82.5,4.5
TRUCK-6743,AeroTruck V6,3288,0.59,114.3,69.7,52.0,8.56
TRUCK-6744,AeroTruck V6,8930,0.61,99.7,89.1,72.9,4.85
TRUCK-6745,TransHaul Heavy 8,3204,0.397,104.5,54.6,59.5,8.87
TRUCK-6746,AeroTruck V6,12692,0.56,97.3,1219.3,68.1,4.5
TRUCK-6747,EcoVan 2500,8125,0.416,110.6,420.2,48.0,8.0
TRUCK-6748,AeroTruck V6,12388,0.583,103.9,175.2,60.0,5.9
TRUCK-6749,AeroTruck V6,16069,0.684,115.6,344.1,68.7,5.47
TRUCK-6750,AeroTruck V6,7990,0.428,115.8,141.1,53.0,7.35
TRUCK-6751,AeroTruck V6,10553,0.62,106.1,75.4,51.7,6.31
TRUCK-6752,UrbanDelivery 4x2,3378,0.473,105.1,279.5,58.7,8.6
TRUCK-6753,TransHaul Heavy 8,17563,0.374,116.4,191.8,66.2,5.86
TRUCK-6754,TransHaul Heavy 8,14070,0.53,101.6,256.0,64.7,6.26
TRUCK-6755,TransHaul Heavy 8,3613,0.675,91.3,400.3,69.0,5.98
TRUCK-6756,UrbanDelivery 4x2,7955,0.639,102.4,76.5,48.8,7.17
TRUCK-6757,EcoVan 2500,11818,0.606,107.5,703.9,61.2,5.4
TRUCK-6758,AeroTruck V6,13376,0.505,107.1,349.6,57.9,6.62
TRUCK-6759,TransHaul Heavy 8,3849,0.625,110.1,240.3,68.7,7.13
TRUCK-6760,AeroTruck V6,12159,0.497,106.2,1418.4,66.7,5.35
TRUCK-6761,UrbanDelivery 4x2,13279,0.387,120.4,27.0,68.3,6.86
TRUCK-6762,AeroTruck V6,13902,0.545,112.8,1132.5,58.2,5.32
TRUCK-6763,EcoVan 2500,6765,0.553,121.1,442.6,54.3,8.23
TRUCK-6764,AeroTruck V6,4794,0.448,112.5,97.4,68.4,7.69
TRUCK-6765,TransHaul Heavy 8,7074,0.435,96.2,70.0,72.6,6.56
TRUCK-6766,TransHaul Heavy 8,6397,0.59,99.8,199.9,55.4,7.11
TRUCK-6767,UrbanDelivery 4x2,17667,0.704,104.5,30.8,53.6,4.77
TRUCK-6768,TransHaul Heavy 8,12708,0.711,110.3,2083.7,59.4,4.5
TRUCK-6769,EcoVan 2500,6600,0.496,113.1,606.8,67.4,7.54
TRUCK-6770,TransHaul Heavy 8,13106,0.554,90.3,465.6,65.9,4.88
TRUCK-6771,AeroTruck V6,16387,0.665,99.1,325.5,54.0,4.99
TRUCK-6772,AeroTruck V6,2566,0.426,96.3,409.8,59.8,8.69
TRUCK-6773,UrbanDelivery 4x2,12257,0.594,101.6,230.4,61.6,5.99
TRUCK-6774,EcoVan 2500,16250,0.625,119.0,511.1,57.1,5.3
TRUCK-6775,EcoVan 2500,3536,0.586,105.1,97.3,56.8,7.75
TRUCK-6776,TransHaul Heavy 8,14146,0.533,113.1,27.7,61.3,5.88
TRUCK-6777,UrbanDelivery 4x2,9775,0.586,103.8,295.8,58.5,6.31
TRUCK-6778,UrbanDelivery 4x2,10939,0.477,108.0,18.6,70.6,6.27
TRUCK-6779,TransHaul Heavy 8,5955,0.496,120.2,372.7,65.4,8.31
TRUCK-6780,EcoVan 2500,2418,0.605,97.5,62.4,57.9,7.96
TRUCK-6781,EcoVan 2500,4569,0.605,104.1,7.5,65.1,7.15
TRUCK-6782,EcoVan 2500,15082,0.657,116.1,22.7,60.3,5.97
TRUCK-6783,UrbanDelivery 4x2,13083,0.436,116.6,296.3,55.4,6.87
TRUCK-6784,AeroTruck V6,5678,0.511,97.3,177.5,57.1,7.23
TRUCK-6785,UrbanDelivery 4x2,11669,0.435,101.7,141.2,64.6,5.98
TRUCK-6786,UrbanDelivery 4x2,7838,0.375,110.5,958.1,73.1,6.86
TRUCK-6787,EcoVan 2500,5730,0.631,106.9,420.7,56.7,7.35
TRUCK-6788,EcoVan 2500,10127,0.506,116.0,299.9,59.4,6.92
TRUCK-6789,TransHaul Heavy 8,5055,0.442,84.2,227.6,64.4,6.85
TRUCK-6790,UrbanDelivery 4x2,14658,0.598,111.0,85.2,53.3,6.5
TRUCK-6791,AeroTruck V6,6972,0.686,106.6,241.2,56.7,6.88
TRUCK-6792,UrbanDelivery 4x2,13171,0.425,100.5,418.3,60.3,5.82
TRUCK-6793,AeroTruck V6,12758,0.414,110.7,27.5,65.0,6.7
TRUCK-6794,AeroTruck V6,9351,0.504,105.8,188.1,58.6,7.6
TRUCK-6795,TransHaul Heavy 8,11543,0.534,94.1,49.6,63.2,5.49
TRUCK-6796,AeroTruck V6,16530,0.545,117.3,338.0,59.3,5.81
TRUCK-6797,UrbanDelivery 4x2,17371,0.484,121.4,145.5,53.9,6.11
TRUCK-6798,UrbanDelivery 4x2,6307,0.633,122.5,329.9,51.8,7.71
TRUCK-6799,UrbanDelivery 4x2,4977,0.69,121.7,15.3,51.1,8.11
TRUCK-6800,AeroTruck V6,4390,0.397,100.3,15.9,64.0,8.08
TRUCK-6801,AeroTruck V6,11259,0.354,117.5,85.7,58.5,8.43
TRUCK-6802,UrbanDelivery 4x2,2037,0.444,106.1,819.8,58.6,7.91
TRUCK-6803,UrbanDelivery 4x2,10126,0.467,122.3,107.8,61.4,8.42
TRUCK-6804,TransHaul Heavy 8,9024,0.651,90.5,883.4,70.9,4.71
TRUCK-6805,TransHaul Heavy 8,11311,0.563,105.2,747.5,52.8,6.01
TRUCK-6806,EcoVan 2500,11138,0.485,102.6,575.7,63.5,6.44
TRUCK-6807,TransHaul Heavy 8,3625,0.371,111.5,45.1,70.8,8.47
TRUCK-6808,UrbanDelivery 4x2,13060,0.471,105.6,133.8,59.2,6.18
TRUCK-6809,TransHaul Heavy 8,4438,0.692,111.9,1090.8,64.4,6.9
TRUCK-6810,UrbanDelivery 4x2,4496,0.481,100.6,125.5,63.1,7.87
TRUCK-6811,TransHaul Heavy 8,4985,0.449,119.3,25.5,54.0,8.97
TRUCK-6812,AeroTruck V6,15165,0.588,106.6,40.3,61.2,5.4
TRUCK-6813,AeroTruck V6,10877,0.656,117.8,301.3,69.9,5.9
TRUCK-6814,UrbanDelivery 4x2,7024,0.364,118.4,216.1,63.8,8.89
TRUCK-6815,TransHaul Heavy 8,3229,0.534,107.2,36.0,65.5,8.37
TRUCK-6816,UrbanDelivery 4x2,9315,0.694,106.0,455.6,58.8,6.0
TRUCK-6817,TransHaul Heavy 8,16472,0.487,103.4,773.2,52.4,4.66
TRUCK-6818,TransHaul Heavy 8,2523,0.511,96.7,623.9,61.7,7.16
TRUCK-6819,TransHaul Heavy 8,4425,0.493,108.7,185.0,77.4,6.9
TRUCK-6820,EcoVan 2500,12170,0.497,90.7,168.6,70.5,5.07
TRUCK-6821,TransHaul Heavy 8,10483,0.605,93.9,99.0,55.7,6.41
TRUCK-6822,EcoVan 2500,12046,0.429,103.5,209.2,61.0,7.11
TRUCK-6823,AeroTruck V6,7899,0.554,98.6,106.1,48.2,7.12
TRUCK-6824,AeroTruck V6,17187,0.5,96.3,62.4,66.6,4.5
TRUCK-6825,EcoVan 2500,8301,0.49,98.2,171.0,61.1,6.55
TRUCK-6826,EcoVan 2500,15929,0.599,102.0,181.5,62.9,4.5
TRUCK-6827,AeroTruck V6,9523,0.47,109.1,128.9,53.6,7.42
TRUCK-6828,AeroTruck V6,14092,0.496,107.9,645.1,53.3,5.55
TRUCK-6829,EcoVan 2500,5026,0.352,116.1,837.5,55.5,9.07
TRUCK-6830,UrbanDelivery 4x2,2286,0.706,104.6,305.3,53.2,7.69
TRUCK-6831,EcoVan 2500,10945,0.7,98.8,262.6,61.3,4.59
TRUCK-6832,AeroTruck V6,15361,0.589,109.3,130.5,49.2,5.22
TRUCK-6833,TransHaul Heavy 8,9165,0.635,110.0,516.1,70.1,5.82
TRUCK-6834,AeroTruck V6,5607,0.422,91.4,566.4,59.7,7.13
TRUCK-6835,UrbanDelivery 4x2,5941,0.408,101.8,304.7,50.2,8.02
TRUCK-6836,EcoVan 2500,7834,0.605,103.8,305.7,53.5,7.02
TRUCK-6837,TransHaul Heavy 8,3118,0.473,101.7,1791.2,67.6,6.42
TRUCK-6838,EcoVan 2500,7128,0.711,117.5,8.4,58.5,7.96
TRUCK-6839,TransHaul Heavy 8,3514,0.404,109.6,166.8,66.9,8.63
TRUCK-6840,TransHaul Heavy 8,7149,0.57,86.1,851.8,61.9,5.47
TRUCK-6841,EcoVan 2500,2098,0.521,120.0,419.6,59.9,9.13
TRUCK-6842,UrbanDelivery 4x2,3744,0.564,103.0,374.4,48.5,7.15
TRUCK-6843,EcoVan 2500,13742,0.586,109.6,325.1,63.9,5.52
TRUCK-6844,AeroTruck V6,15206,0.357,105.6,356.9,68.6,5.93
TRUCK-6845,UrbanDelivery 4x2,17879,0.644,103.2,18.7,67.8,4.5
TRUCK-6846,AeroTruck V6,11041,0.403,116.4,990.8,52.9,7.16
TRUCK-6847,AeroTruck V6,4452,0.519,105.4,315.5,71.0,7.13
TRUCK-6848,AeroTruck V6,7149,0.705,101.8,12.0,64.2,7.04
TRUCK-6849,AeroTruck V6,3388,0.477,106.6,62.8,73.6,7.42
TRUCK-6850,UrbanDelivery 4x2,11654,0.577,102.8,70.2,55.2,5.63
TRUCK-6851,AeroTruck V6,10042,0.566,101.9,635.2,60.8,5.65
TRUCK-6852,EcoVan 2500,5341,0.404,110.3,11.6,58.9,8.96
TRUCK-6853,EcoVan 2500,15458,0.591,94.5,78.4,65.0,4.97
TRUCK-6854,AeroTruck V6,3884,0.701,107.1,334.0,56.9,7.76
TRUCK-6855,TransHaul Heavy 8,4581,0.578,98.2,674.0,57.2,6.83
TRUCK-6856,UrbanDelivery 4x2,17214,0.458,117.1,413.7,56.5,6.4
TRUCK-6857,UrbanDelivery 4x2,7031,0.658,104.9,372.5,61.3,6.84
TRUCK-6858,AeroTruck V6,12959,0.414,106.2,328.2,67.4,5.99
TRUCK-6859,TransHaul Heavy 8,17720,0.473,102.0,163.6,63.4,5.15
TRUCK-6860,AeroTruck V6,7085,0.654,116.7,693.1,64.3,7.18
TRUCK-6861,TransHaul Heavy 8,3212,0.671,109.2,551.0,65.8,6.98
TRUCK-6862,AeroTruck V6,9613,0.466,114.1,284.2,64.4,7.24
TRUCK-6863,TransHaul Heavy 8,10750,0.452,95.3,687.9,60.6,6.29
TRUCK-6864,AeroTruck V6,11270,0.717,107.4,95.5,68.9,5.26
TRUCK-6865,TransHaul Heavy 8,10661,0.635,99.8,577.4,54.6,6.13
TRUCK-6866,EcoVan 2500,12742,0.574,99.0,11.7,70.5,5.2
TRUCK-6867,UrbanDelivery 4x2,10910,0.552,120.7,5.0,78.3,5.96
TRUCK-6868,TransHaul Heavy 8,11385,0.541,108.8,19.2,74.9,5.22
TRUCK-6869,TransHaul Heavy 8,15632,0.423,101.1,75.1,62.3,5.69
TRUCK-6870,UrbanDelivery 4x2,11583,0.374,107.9,1077.5,62.4,6.75
TRUCK-6871,EcoVan 2500,10040,0.421,104.2,151.3,59.8,7.38
TRUCK-6872,UrbanDelivery 4x2,3170,0.686,93.1,842.6,53.0,6.25
TRUCK-6873,TransHaul Heavy 8,14572,0.591,104.3,40.4,64.2,4.99
TRUCK-6874,UrbanDelivery 4x2,16062,0.499,101.1,156.5,63.2,4.85
TRUCK-6875,UrbanDelivery 4x2,11455,0.671,106.1,50.4,71.7,5.27
TRUCK-6876,TransHaul Heavy 8,11379,0.478,118.1,368.0,64.7,6.81
TRUCK-6877,EcoVan 2500,11348,0.573,103.3,1051.1,63.5,5.56
TRUCK-6878,AeroTruck V6,10261,0.598,105.5,116.8,55.8,6.24
TRUCK-6879,TransHaul Heavy 8,15798,0.664,97.9,227.4,64.5,4.5
TRUCK-6880,UrbanDelivery 4x2,14996,0.657,105.7,356.1,74.4,4.5
TRUCK-6881,AeroTruck V6,9104,0.639,97.6,124.9,71.2,5.39
TRUCK-6882,TransHaul Heavy 8,10352,0.698,100.0,390.0,50.7,5.84
TRUCK-6883,AeroTruck V6,17662,0.681,97.0,156.7,63.7,4.69
TRUCK-6884,EcoVan 2500,15536,0.517,98.7,401.6,67.0,4.79
TRUCK-6885,UrbanDelivery 4x2,13679,0.403,109.9,141.0,60.3,6.78
TRUCK-6886,UrbanDelivery 4x2,9910,0.642,91.7,330.6,58.7,5.96
TRUCK-6887,AeroTruck V6,6573,0.555,104.7,154.8,60.9,7.16
TRUCK-6888,AeroTruck V6,7125,0.567,103.0,743.6,53.8,6.21
TRUCK-6889,UrbanDelivery 4x2,12852,0.543,92.9,86.0,73.0,5.04
TRUCK-6890,AeroTruck V6,13460,0.539,99.4,588.9,54.8,5.23
TRUCK-6891,TransHaul Heavy 8,13326,0.66,109.1,242.4,52.3,6.05
TRUCK-6892,AeroTruck V6,14596,0.626,107.4,756.2,72.6,4.5
TRUCK-6893,AeroTruck V6,15502,0.623,110.7,1164.7,60.7,4.82
TRUCK-6894,TransHaul Heavy 8,11119,0.697,95.5,717.9,73.6,4.5
TRUCK-6895,EcoVan 2500,6012,0.685,122.1,698.5,75.8,6.58
TRUCK-6896,TransHaul Heavy 8,16904,0.717,103.8,300.9,69.5,4.5
TRUCK-6897,EcoVan 2500,14357,0.434,95.7,434.8,65.7,4.75
TRUCK-6898,TransHaul Heavy 8,4990,0.702,112.6,28.6,64.0,7.19
TRUCK-6899,TransHaul Heavy 8,13336,0.683,106.8,45.5,54.0,6.46
TRUCK-6900,TransHaul Heavy 8,17647,0.702,105.7,42.4,71.9,4.5
TRUCK-6901,UrbanDelivery 4x2,15219,0.711,110.2,933.4,54.9,4.5
TRUCK-6902,UrbanDelivery 4x2,9156,0.356,120.4,918.1,56.6,8.56
TRUCK-6903,AeroTruck V6,4436,0.647,104.8,141.4,59.8,6.82
TRUCK-6904,TransHaul Heavy 8,4064,0.36,104.2,538.6,64.3,8.25
TRUCK-6905,AeroTruck V6,2760,0.404,90.0,586.8,63.5,7.13
TRUCK-6906,AeroTruck V6,8298,0.621,91.6,64.4,56.3,6.37
TRUCK-6907,TransHaul Heavy 8,6505,0.501,95.6,506.6,62.5,7.23
TRUCK-6908,TransHaul Heavy 8,6316,0.619,96.3,933.9,59.7,6.31
TRUCK-6909,AeroTruck V6,14036,0.431,99.8,2.7,55.0,6.23
TRUCK-6910,UrbanDelivery 4x2,16108,0.616,100.0,240.3,67.3,4.98
TRUCK-6911,TransHaul Heavy 8,12115,0.582,115.2,56.1,67.6,6.29
TRUCK-6912,UrbanDelivery 4x2,9148,0.384,120.6,774.8,72.9,7.24
TRUCK-6913,TransHaul Heavy 8,7435,0.708,89.6,5.4,65.6,5.49
TRUCK-6914,EcoVan 2500,16733,0.489,103.6,136.5,61.8,5.03
TRUCK-6915,TransHaul Heavy 8,3993,0.454,105.4,1068.3,64.2,7.1
TRUCK-6916,AeroTruck V6,13695,0.439,92.8,57.8,75.8,4.5
TRUCK-6917,AeroTruck V6,4438,0.691,101.6,30.0,64.2,7.2
TRUCK-6918,AeroTruck V6,4544,0.589,110.1,243.8,63.5,7.66
TRUCK-6919,UrbanDelivery 4x2,17080,0.549,93.8,142.6,63.5,4.5
TRUCK-6920,AeroTruck V6,7943,0.408,105.3,37.6,62.9,7.84
TRUCK-6921,TransHaul Heavy 8,8817,0.648,101.9,55.0,58.4,6.04
TRUCK-6922,UrbanDelivery 4x2,2962,0.385,108.4,811.5,64.0,8.15
TRUCK-6923,TransHaul Heavy 8,7613,0.593,99.8,72.3,64.1,6.96
TRUCK-6924,AeroTruck V6,13546,0.391,109.3,42.2,68.1,6.8
TRUCK-6925,AeroTruck V6,4781,0.598,101.9,282.1,59.9,7.36
TRUCK-6926,AeroTruck V6,6827,0.362,103.7,742.5,51.1,7.97
TRUCK-6927,AeroTruck V6,11186,0.695,112.0,195.7,66.5,6.11
TRUCK-6928,TransHaul Heavy 8,12784,0.379,115.0,299.8,69.5,6.67
TRUCK-6929,EcoVan 2500,15643,0.513,122.1,1.2,64.2,6.75
TRUCK-6930,EcoVan 2500,7456,0.629,99.5,1027.1,70.2,5.35
TRUCK-6931,EcoVan 2500,17272,0.466,98.7,425.7,67.7,5.14
TRUCK-6932,UrbanDelivery 4x2,16954,0.386,107.2,1607.0,43.0,4.59
TRUCK-6933,EcoVan 2500,9965,0.679,106.1,257.3,65.1,5.72
TRUCK-6934,AeroTruck V6,2280,0.455,107.0,15.0,64.0,8.96
TRUCK-6935,UrbanDelivery 4x2,3223,0.715,115.0,35.1,66.1,8.22
TRUCK-6936,AeroTruck V6,8643,0.678,106.6,1356.0,58.0,5.96
TRUCK-6937,AeroTruck V6,4291,0.693,111.4,66.7,61.5,8.84
TRUCK-6938,TransHaul Heavy 8,2614,0.456,114.6,479.1,60.3,8.79
TRUCK-6939,TransHaul Heavy 8,2632,0.384,104.2,195.3,59.9,8.9
TRUCK-6940,TransHaul Heavy 8,13157,0.457,115.5,419.6,48.9,6.6
TRUCK-6941,TransHaul Heavy 8,3281,0.49,106.4,1031.5,56.8,8.08
TRUCK-6942,TransHaul Heavy 8,14211,0.613,109.9,108.3,61.1,5.76
TRUCK-6943,TransHaul Heavy 8,17369,0.668,96.0,322.5,62.6,4.5
