RDE_Trip_ID,Exhaust_Gas_Temp_C,AdBlue_Dosing_mg_s,SCR_Catalyst_Efficiency_pct,Tailpipe_NOx_mg_km,Euro7_Status
STLA-RDE-5585,141.6,45.4,31.9,151.7,Emissions Exceedance Flag
STLA-RDE-5586,161.8,33.8,61.2,74.9,Emissions Exceedance Flag
STLA-RDE-5587,207.8,58.8,63.5,80.4,Emissions Exceedance Flag
STLA-RDE-5588,351.5,46.5,95.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5589,446.4,49.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5590,181.3,32.4,71.4,46.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5591,142.9,43.4,36.0,120.1,Emissions Exceedance Flag
STLA-RDE-5592,151.1,54.3,28.3,153.8,Emissions Exceedance Flag
STLA-RDE-5593,308.2,52.2,91.5,15.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5594,164.6,20.5,77.3,40.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5595,143.0,36.8,45.9,109.8,Emissions Exceedance Flag
STLA-RDE-5596,244.2,66.5,74.6,53.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5597,243.4,78.6,69.7,58.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5598,177.7,11.2,89.6,17.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5599,142.4,31.5,53.3,76.5,Emissions Exceedance Flag
STLA-RDE-5600,177.3,56.8,47.1,105.5,Emissions Exceedance Flag
STLA-RDE-5601,284.6,16.0,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5602,153.0,73.4,10.0,175.1,Emissions Exceedance Flag
STLA-RDE-5603,351.2,78.7,92.8,12.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5604,261.7,63.9,80.7,38.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5605,223.7,63.4,68.2,68.3,Emissions Exceedance Flag
STLA-RDE-5606,164.9,12.6,86.2,30.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5607,248.9,55.4,80.1,34.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5608,245.3,53.8,79.7,43.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5609,153.8,71.0,10.0,164.9,Emissions Exceedance Flag
STLA-RDE-5610,197.2,61.5,56.0,77.8,Emissions Exceedance Flag
STLA-RDE-5611,383.4,53.1,96.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5612,146.3,31.2,56.0,83.6,Emissions Exceedance Flag
STLA-RDE-5613,373.4,67.9,95.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5614,143.9,22.6,67.1,64.6,Emissions Exceedance Flag
STLA-RDE-5615,143.6,31.6,53.8,87.3,Emissions Exceedance Flag
STLA-RDE-5616,188.1,10.6,91.4,16.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5617,149.5,33.9,54.3,89.8,Emissions Exceedance Flag
STLA-RDE-5618,447.7,15.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5619,207.3,49.5,69.1,63.5,Emissions Exceedance Flag
STLA-RDE-5620,192.2,49.5,62.2,71.1,Emissions Exceedance Flag
STLA-RDE-5621,370.2,41.3,97.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5622,231.2,48.1,78.1,46.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5623,206.8,78.0,51.0,97.4,Emissions Exceedance Flag
STLA-RDE-5624,237.5,49.3,79.4,41.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5625,572.9,83.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5626,274.3,12.1,96.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5627,251.9,74.5,74.3,48.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5628,263.4,71.5,78.9,40.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5629,265.1,75.4,78.2,41.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5630,188.2,67.7,45.5,123.6,Emissions Exceedance Flag
STLA-RDE-5631,187.1,58.8,51.9,92.9,Emissions Exceedance Flag
STLA-RDE-5632,160.9,26.8,68.9,57.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5633,178.4,28.2,74.1,49.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5634,156.4,13.3,83.6,31.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5635,180.6,36.3,67.7,51.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5636,178.2,19.1,82.4,34.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5637,224.0,22.3,88.9,19.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5638,178.5,65.6,39.9,107.8,Emissions Exceedance Flag
STLA-RDE-5639,239.5,75.8,69.2,64.9,Emissions Exceedance Flag
STLA-RDE-5640,280.2,25.1,94.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5641,170.9,84.0,14.7,134.1,Emissions Exceedance Flag
STLA-RDE-5642,184.4,83.2,29.5,120.0,Emissions Exceedance Flag
STLA-RDE-5643,171.1,30.3,69.4,58.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5644,196.5,42.8,69.1,52.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5645,188.5,42.9,65.6,62.7,Emissions Exceedance Flag
STLA-RDE-5646,222.0,27.7,85.8,27.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5647,248.4,22.0,92.1,14.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5648,434.3,81.5,97.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5649,246.7,64.5,76.2,41.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5650,210.0,54.4,67.2,68.3,Emissions Exceedance Flag
STLA-RDE-5651,236.6,65.8,72.2,52.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5652,181.8,45.1,60.4,79.8,Emissions Exceedance Flag
STLA-RDE-5653,154.5,54.5,31.1,124.6,Emissions Exceedance Flag
STLA-RDE-5654,244.3,38.9,85.2,28.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5655,251.8,72.8,74.9,45.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5656,148.5,15.6,78.6,41.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5657,181.5,53.3,53.1,105.9,Emissions Exceedance Flag
STLA-RDE-5658,144.1,45.8,33.5,119.1,Emissions Exceedance Flag
STLA-RDE-5659,335.2,36.2,95.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5660,153.2,68.2,12.4,164.4,Emissions Exceedance Flag
STLA-RDE-5661,519.2,20.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5662,247.6,71.8,73.8,45.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5663,198.6,38.3,73.1,51.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5664,460.5,77.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5665,162.7,58.7,33.5,120.5,Emissions Exceedance Flag
STLA-RDE-5666,231.3,59.7,72.9,62.1,Emissions Exceedance Flag
STLA-RDE-5667,144.8,20.1,71.1,56.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5668,147.0,44.7,37.6,117.1,Emissions Exceedance Flag
STLA-RDE-5669,233.8,65.5,71.3,54.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5670,152.6,22.5,70.8,56.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5671,316.1,31.6,95.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5672,262.9,36.6,89.1,21.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5673,179.9,63.0,43.3,118.0,Emissions Exceedance Flag
STLA-RDE-5674,218.4,80.1,56.9,84.6,Emissions Exceedance Flag
STLA-RDE-5675,267.5,27.1,92.4,16.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5676,153.7,33.0,57.9,79.8,Emissions Exceedance Flag
STLA-RDE-5677,342.4,77.2,92.0,14.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5678,281.9,79.9,81.6,37.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5679,259.9,48.5,85.0,26.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5680,292.1,53.6,89.2,21.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5681,157.6,58.9,28.7,143.8,Emissions Exceedance Flag
STLA-RDE-5682,186.5,43.6,64.1,64.5,Emissions Exceedance Flag
STLA-RDE-5683,296.5,42.7,91.9,14.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5684,164.0,10.4,88.4,19.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5685,303.0,35.9,93.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5686,284.2,40.9,90.8,17.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5687,237.2,27.1,88.6,24.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5688,730.9,73.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5689,201.9,60.5,59.4,89.0,Emissions Exceedance Flag
STLA-RDE-5690,499.8,55.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5691,149.2,80.5,10.0,173.7,Emissions Exceedance Flag
STLA-RDE-5692,404.8,55.6,97.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5693,371.6,49.5,96.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5694,159.6,48.8,42.5,113.3,Emissions Exceedance Flag
STLA-RDE-5695,199.7,12.1,91.7,16.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5696,207.0,45.1,71.7,57.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5697,290.1,43.1,91.1,18.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5698,162.5,18.2,79.4,36.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5699,208.6,36.0,77.9,45.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5700,449.5,61.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5701,140.1,24.0,63.3,71.4,Emissions Exceedance Flag
STLA-RDE-5702,182.6,48.9,57.6,80.4,Emissions Exceedance Flag
STLA-RDE-5703,196.7,28.8,79.3,38.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5704,289.6,84.1,82.5,34.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5705,267.2,52.9,85.1,25.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5706,317.5,35.4,94.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5707,246.9,61.7,77.3,46.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5708,386.6,46.3,97.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5709,320.0,28.0,96.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5710,234.1,57.1,75.1,43.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5711,192.6,24.8,81.2,35.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5712,226.6,79.5,61.6,79.0,Emissions Exceedance Flag
STLA-RDE-5713,278.9,27.1,93.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5714,146.4,11.3,84.0,30.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5715,281.8,14.8,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5716,352.4,38.2,96.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5717,200.8,77.8,47.0,115.8,Emissions Exceedance Flag
STLA-RDE-5718,175.4,37.7,64.0,68.3,Emissions Exceedance Flag
STLA-RDE-5719,306.6,23.6,96.1,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5720,357.5,42.8,96.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5721,372.4,47.2,96.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5722,219.9,68.4,63.9,75.7,Emissions Exceedance Flag
STLA-RDE-5723,379.6,14.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5724,143.9,21.3,69.0,54.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5725,426.2,26.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5726,197.3,45.3,67.7,48.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5727,161.1,62.3,28.0,136.8,Emissions Exceedance Flag
STLA-RDE-5728,178.0,56.2,48.1,102.3,Emissions Exceedance Flag
STLA-RDE-5729,259.2,54.9,82.8,35.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5730,285.7,37.1,91.9,14.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5731,284.0,18.1,95.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5732,416.8,71.1,97.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5733,169.1,81.6,15.3,148.6,Emissions Exceedance Flag
STLA-RDE-5734,143.7,44.2,35.6,138.9,Emissions Exceedance Flag
STLA-RDE-5735,311.2,73.4,88.5,20.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5736,212.5,79.4,53.8,88.2,Emissions Exceedance Flag
STLA-RDE-5737,173.2,55.0,45.9,119.4,Emissions Exceedance Flag
STLA-RDE-5738,181.0,72.3,35.9,115.4,Emissions Exceedance Flag
STLA-RDE-5739,172.1,34.7,65.4,71.5,Emissions Exceedance Flag
STLA-RDE-5740,180.2,45.4,59.4,79.9,Emissions Exceedance Flag
STLA-RDE-5741,240.7,27.9,88.8,22.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5742,152.2,62.2,19.0,131.6,Emissions Exceedance Flag
STLA-RDE-5743,200.1,26.6,81.7,32.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5744,177.1,61.0,43.0,105.7,Emissions Exceedance Flag
STLA-RDE-5745,293.8,21.7,95.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5746,178.0,18.2,83.2,34.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5747,219.8,22.1,88.3,20.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5748,390.8,20.1,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5749,183.1,55.0,52.6,96.8,Emissions Exceedance Flag
STLA-RDE-5750,544.6,44.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5751,152.9,20.3,73.8,43.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5752,243.5,59.6,77.0,43.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5753,151.0,30.1,60.2,90.7,Emissions Exceedance Flag
STLA-RDE-5754,164.5,83.6,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5755,173.4,16.5,83.8,30.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5756,147.4,48.1,33.3,122.8,Emissions Exceedance Flag
STLA-RDE-5757,357.8,26.2,97.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5758,226.9,71.8,65.5,68.1,Emissions Exceedance Flag
STLA-RDE-5759,457.6,31.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5760,161.3,67.3,22.4,154.8,Emissions Exceedance Flag
STLA-RDE-5761,201.9,34.0,77.2,42.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5762,163.3,31.1,65.0,69.1,Emissions Exceedance Flag
STLA-RDE-5763,227.3,57.6,72.5,54.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5764,143.8,76.1,10.0,170.7,Emissions Exceedance Flag
STLA-RDE-5765,189.5,37.8,70.1,58.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5766,339.8,31.0,96.7,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5767,203.4,36.7,75.8,41.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5768,162.1,31.3,64.3,71.8,Emissions Exceedance Flag
STLA-RDE-5769,140.2,22.2,66.0,68.2,Emissions Exceedance Flag
STLA-RDE-5770,307.0,84.5,86.0,27.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5771,178.6,44.5,59.3,70.8,Emissions Exceedance Flag
STLA-RDE-5772,294.1,28.8,94.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5773,204.1,61.1,60.2,81.2,Emissions Exceedance Flag
STLA-RDE-5774,215.6,34.7,80.6,40.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5775,314.1,19.8,97.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5776,217.0,45.1,75.3,43.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5777,217.1,33.9,81.4,34.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5778,255.0,35.8,88.2,23.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5779,241.4,13.1,94.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5780,219.4,35.6,81.1,36.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5781,149.4,53.9,27.1,144.4,Emissions Exceedance Flag
STLA-RDE-5782,142.0,33.1,50.6,106.0,Emissions Exceedance Flag
STLA-RDE-5783,593.0,68.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5784,192.1,51.6,60.5,83.8,Emissions Exceedance Flag
STLA-RDE-5785,208.4,15.7,90.4,16.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5786,234.0,39.6,82.7,34.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5787,180.5,25.7,77.1,45.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5788,156.9,64.3,21.4,152.6,Emissions Exceedance Flag
STLA-RDE-5789,176.7,13.7,87.1,22.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5790,183.9,79.8,31.8,133.7,Emissions Exceedance Flag
STLA-RDE-5791,146.2,20.2,71.5,59.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5792,173.1,81.9,19.3,148.9,Emissions Exceedance Flag
STLA-RDE-5793,193.6,34.7,73.9,44.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5794,203.2,52.0,65.7,70.9,Emissions Exceedance Flag
STLA-RDE-5795,184.0,18.9,83.9,35.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5796,152.3,22.3,71.0,54.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5797,154.3,67.3,14.8,180.0,Emissions Exceedance Flag
STLA-RDE-5798,192.2,15.9,87.9,23.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5799,191.4,58.9,54.5,82.3,Emissions Exceedance Flag
STLA-RDE-5800,268.8,15.0,95.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5801,232.7,56.2,75.0,55.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5802,442.8,55.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5803,170.9,22.6,77.0,46.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5804,147.7,55.1,23.8,130.9,Emissions Exceedance Flag
STLA-RDE-5805,191.3,15.6,87.9,20.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5806,384.7,15.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5807,273.9,34.2,91.2,15.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5808,391.2,28.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5809,214.0,54.7,68.7,68.2,Emissions Exceedance Flag
STLA-RDE-5810,142.7,56.0,17.2,179.1,Emissions Exceedance Flag
STLA-RDE-5811,232.7,38.6,82.8,36.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5812,352.8,84.2,92.4,12.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5813,142.0,32.0,52.2,93.3,Emissions Exceedance Flag
STLA-RDE-5814,152.7,61.2,20.9,148.8,Emissions Exceedance Flag
STLA-RDE-5815,168.7,74.2,22.5,158.6,Emissions Exceedance Flag
STLA-RDE-5816,581.4,80.6,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5817,269.3,59.5,83.8,31.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5818,240.6,35.6,85.7,27.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5819,304.6,75.4,87.1,27.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5820,279.7,44.8,89.3,19.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5821,185.6,16.5,86.2,22.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5822,347.6,11.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5823,207.8,25.1,84.4,27.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5824,197.2,73.8,47.3,110.4,Emissions Exceedance Flag
STLA-RDE-5825,140.8,65.6,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5826,148.2,58.3,19.9,146.5,Emissions Exceedance Flag
STLA-RDE-5827,278.4,23.4,94.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5828,168.7,30.5,68.1,77.5,Emissions Exceedance Flag
STLA-RDE-5829,549.2,20.4,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5830,561.5,25.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5831,645.7,61.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5832,193.8,83.0,37.9,108.0,Emissions Exceedance Flag
STLA-RDE-5833,207.3,31.0,80.6,36.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5834,320.7,74.8,89.7,17.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5835,337.0,40.4,95.5,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5836,222.6,62.1,68.4,64.1,Emissions Exceedance Flag
STLA-RDE-5837,306.7,56.5,90.6,19.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5838,196.2,80.9,41.4,119.7,Emissions Exceedance Flag
STLA-RDE-5839,218.3,21.1,88.6,20.7,Euro 7 Compliant (<60mg/km)
STLA-RDE-5840,157.8,28.9,65.1,71.9,Emissions Exceedance Flag
STLA-RDE-5841,282.2,77.2,82.3,35.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5842,163.1,51.1,42.5,129.8,Emissions Exceedance Flag
STLA-RDE-5843,169.5,48.3,50.0,102.8,Emissions Exceedance Flag
STLA-RDE-5844,597.8,17.5,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5845,255.9,57.1,81.3,37.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5846,193.0,72.2,45.4,111.6,Emissions Exceedance Flag
STLA-RDE-5847,228.7,46.1,78.3,45.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5848,142.0,68.8,10.0,171.0,Emissions Exceedance Flag
STLA-RDE-5849,264.0,37.4,89.0,19.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5850,321.2,38.9,94.7,13.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5851,419.8,14.9,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5852,263.3,83.7,75.2,48.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5853,339.9,48.6,94.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5854,193.3,36.5,72.5,50.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5855,358.6,55.2,95.4,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5856,191.6,57.9,55.4,75.0,Emissions Exceedance Flag
STLA-RDE-5857,229.5,39.1,81.8,36.9,Euro 7 Compliant (<60mg/km)
STLA-RDE-5858,302.5,18.1,96.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5859,151.0,36.4,51.9,95.0,Emissions Exceedance Flag
STLA-RDE-5860,220.5,72.6,62.0,65.4,Emissions Exceedance Flag
STLA-RDE-5861,155.9,72.2,10.5,167.5,Emissions Exceedance Flag
STLA-RDE-5862,314.3,77.2,88.4,21.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5863,215.0,41.7,76.5,50.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5864,201.2,16.4,88.9,24.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5865,183.3,54.2,53.4,80.2,Emissions Exceedance Flag
STLA-RDE-5866,225.5,83.7,59.0,83.1,Emissions Exceedance Flag
STLA-RDE-5867,242.0,33.8,86.7,26.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5868,278.0,68.9,83.2,32.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5869,146.7,78.6,10.0,160.3,Emissions Exceedance Flag
STLA-RDE-5870,167.5,34.9,63.0,73.3,Emissions Exceedance Flag
STLA-RDE-5871,162.7,12.7,85.7,25.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5872,351.5,76.8,93.0,13.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5873,211.3,47.8,71.7,53.8,Euro 7 Compliant (<60mg/km)
STLA-RDE-5874,230.0,17.0,92.2,13.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5875,224.8,42.2,79.1,35.3,Euro 7 Compliant (<60mg/km)
STLA-RDE-5876,212.3,20.7,87.9,23.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5877,285.3,17.2,96.2,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5878,215.2,12.7,92.8,13.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5879,344.1,44.0,95.6,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5880,181.6,32.8,71.2,51.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5881,163.3,29.3,67.0,58.5,Euro 7 Compliant (<60mg/km)
STLA-RDE-5882,422.6,18.0,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5883,363.8,65.3,94.9,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5884,171.9,63.9,36.1,150.1,Emissions Exceedance Flag
STLA-RDE-5885,509.3,53.2,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5886,145.5,12.2,82.7,31.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5887,342.2,74.6,92.3,15.1,Euro 7 Compliant (<60mg/km)
STLA-RDE-5888,234.9,38.2,83.5,30.6,Euro 7 Compliant (<60mg/km)
STLA-RDE-5889,252.7,12.3,95.8,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5890,274.6,65.9,83.2,30.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5891,249.9,26.8,90.5,16.2,Euro 7 Compliant (<60mg/km)
STLA-RDE-5892,498.4,15.8,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5893,445.8,61.3,98.0,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5894,187.8,28.0,77.3,45.4,Euro 7 Compliant (<60mg/km)
STLA-RDE-5895,174.7,50.8,51.0,88.8,Emissions Exceedance Flag
STLA-RDE-5896,233.5,10.6,95.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5897,276.4,23.0,94.3,12.0,Euro 7 Compliant (<60mg/km)
STLA-RDE-5898,161.5,42.9,50.6,88.9,Emissions Exceedance Flag
STLA-RDE-5899,143.0,73.9,10.0,180.0,Emissions Exceedance Flag
STLA-RDE-5900,301.4,25.5,95.5,12.0,Euro 7 Compliant (<60mg/km)
