Chassis_Telemetry_ID,Lateral_Acceleration_G,Hydraulic_Circuit_Pressure_Bar,Vehicle_Body_Roll_deg,Straightaway_Compliance_pct,PCC_Active_State
MCLAREN-750S-1931,0.27,38.4,1.87,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1932,0.4,42.7,1.91,85.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1933,0.7,59.2,1.43,85.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1934,1.34,94.5,0.83,70.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1935,1.32,88.0,0.69,69.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1936,0.27,38.8,1.87,91.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1937,1.32,87.7,0.87,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1938,1.39,91.9,0.83,67.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1939,0.4,45.0,1.8,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1940,0.45,49.7,1.66,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1941,0.28,40.2,1.96,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1942,0.36,47.0,1.96,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1943,0.5,48.8,1.68,87.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1944,0.69,58.8,1.77,82.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1945,0.69,57.4,1.67,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1946,1.37,92.7,0.82,72.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1947,1.24,86.9,0.91,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1948,0.2,33.4,2.14,90.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1949,0.8,64.5,1.43,82.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1950,0.94,67.1,1.26,83.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1951,0.22,36.5,2.13,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1952,1.12,72.7,1.27,72.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1953,0.43,45.3,1.79,90.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1954,0.85,66.9,1.45,80.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1955,0.77,68.1,1.21,80.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1956,0.95,71.2,1.19,79.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1957,1.33,87.3,0.79,72.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1958,1.02,72.9,1.02,79.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1959,1.14,82.8,1.0,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1960,0.98,68.4,0.97,81.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1961,0.21,37.9,1.91,93.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1962,0.64,55.8,1.65,82.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1963,0.66,62.6,1.35,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1964,0.45,46.9,1.78,85.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1965,0.61,48.3,1.75,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1966,0.21,32.2,2.04,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1967,1.26,88.2,0.79,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1968,0.56,57.2,1.53,86.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1969,0.71,59.7,1.6,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1970,0.53,51.0,1.61,82.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1971,0.33,36.7,1.78,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1972,0.79,66.6,1.41,82.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1973,0.22,39.8,2.1,92.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1974,0.7,60.6,1.31,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1975,0.24,43.2,1.85,91.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1976,0.38,43.4,2.0,90.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1977,0.63,55.1,1.61,86.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1978,0.21,33.6,2.05,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1979,0.42,48.0,1.73,89.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1980,1.13,82.3,1.0,73.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1981,0.5,45.2,1.74,86.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1982,1.09,79.1,1.08,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1983,0.83,70.7,1.3,83.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1984,1.12,80.1,1.01,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1985,0.86,66.2,1.33,80.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1986,0.37,41.4,1.85,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1987,0.73,59.1,1.49,86.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1988,1.3,89.2,0.8,70.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1989,0.34,41.3,1.79,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1990,1.23,84.7,1.04,73.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1991,0.97,74.0,1.1,78.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1992,0.91,66.2,1.32,79.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1993,0.38,46.6,1.78,87.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1994,0.83,69.3,1.37,81.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1995,0.46,44.0,1.7,88.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-1996,1.46,96.4,0.63,70.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1997,1.43,93.0,0.83,70.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1998,1.1,75.3,1.07,75.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-1999,1.09,77.8,1.1,76.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2000,0.66,61.1,1.5,86.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2001,0.58,51.3,1.74,86.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2002,1.21,87.3,0.81,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2003,0.35,45.7,1.84,94.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2004,0.42,46.7,1.89,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2005,1.11,73.9,1.21,75.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2006,1.32,90.7,0.74,68.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2007,0.35,43.8,1.99,88.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2008,1.29,83.6,0.91,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2009,0.78,61.8,1.43,83.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2010,0.54,52.5,1.57,84.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2011,0.19,31.3,1.96,92.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2012,0.74,58.9,1.3,85.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2013,0.44,49.3,1.68,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2014,0.41,42.6,1.91,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2015,0.77,59.8,1.41,79.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2016,1.21,85.1,0.9,71.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2017,0.33,40.6,1.92,85.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2018,1.44,90.9,0.8,71.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2019,1.34,92.3,0.65,69.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2020,1.4,92.8,0.68,70.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2021,1.01,74.3,1.24,77.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2022,0.17,29.1,2.26,92.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2023,0.76,61.7,1.48,81.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2024,1.35,90.1,0.93,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2025,0.67,59.5,1.56,85.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2026,1.24,82.0,1.05,70.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2027,0.44,48.1,1.83,88.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2028,1.23,85.1,0.98,75.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2029,0.97,72.3,1.3,76.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2030,0.78,64.1,1.43,83.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2031,0.17,32.3,2.14,91.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2032,0.52,47.7,1.74,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2033,1.34,89.7,0.94,73.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2034,0.44,46.9,1.7,90.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2035,0.42,44.2,1.94,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2036,1.38,90.4,0.85,71.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2037,0.4,39.2,1.99,89.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2038,0.17,32.9,2.06,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2039,0.7,60.9,1.44,81.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2040,0.71,52.0,1.69,81.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2041,0.64,59.5,1.42,84.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2042,1.23,85.4,1.0,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2043,0.12,28.0,2.07,92.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2044,0.97,70.7,1.23,78.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2045,0.95,69.6,1.14,78.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2046,0.35,43.1,1.87,87.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2047,0.73,62.5,1.33,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2048,0.49,51.5,1.6,88.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2049,1.32,91.7,0.92,71.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2050,0.22,28.4,2.19,90.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2051,0.93,64.9,1.47,78.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2052,0.94,75.4,1.02,76.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2053,0.35,45.3,1.64,88.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2054,1.02,74.3,1.17,77.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2055,0.8,65.0,1.37,82.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2056,0.13,34.0,1.9,95.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2057,1.28,87.1,1.06,72.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2058,0.93,66.6,1.3,75.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2059,1.31,88.7,0.73,72.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2060,0.2,38.0,2.04,95.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2061,0.52,52.3,1.72,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2062,1.42,93.0,0.68,74.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2063,0.5,48.7,1.79,88.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2064,1.12,82.2,1.12,75.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2065,0.19,37.8,1.94,95.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2066,0.75,62.3,1.42,82.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2067,0.28,41.1,2.02,91.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2068,1.05,74.6,1.27,75.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2069,0.95,70.3,1.3,79.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2070,1.11,75.0,1.03,77.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2071,0.11,26.6,2.13,93.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2072,0.22,32.3,2.16,90.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2073,0.98,70.7,1.14,75.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2074,0.51,54.0,1.6,87.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2075,1.28,85.8,1.01,74.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2076,1.36,88.1,0.93,71.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2077,0.92,70.8,1.09,79.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2078,1.4,91.9,0.88,68.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2079,0.72,62.4,1.31,83.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2080,0.7,59.6,1.47,81.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2081,0.27,42.1,1.67,89.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2082,1.24,79.0,0.79,75.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2083,0.62,61.9,1.3,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2084,0.82,68.0,1.35,85.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2085,1.36,89.3,0.74,71.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2086,0.44,48.5,1.78,89.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2087,0.32,44.7,2.02,90.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2088,1.38,92.7,0.78,69.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2089,1.32,86.9,1.09,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2090,0.39,42.7,1.81,90.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2091,1.06,74.5,1.25,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2092,1.25,86.8,0.81,75.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2093,0.55,53.2,1.55,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2094,0.68,52.3,1.53,83.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2095,1.36,90.6,0.79,71.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2096,1.46,92.9,0.69,66.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2097,1.49,98.3,0.55,69.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2098,0.6,46.1,1.85,82.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2099,0.68,62.8,1.34,83.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2100,1.2,83.4,0.91,76.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2101,0.2,31.9,2.05,93.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2102,0.25,38.6,1.77,93.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2103,1.06,75.1,1.16,74.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2104,0.38,42.1,1.81,86.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2105,0.26,40.7,1.81,90.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2106,0.71,62.2,1.41,83.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2107,0.91,72.1,1.26,78.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2108,1.32,89.7,0.79,72.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2109,1.25,88.6,1.07,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2110,0.26,41.4,1.77,91.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2111,1.21,81.0,1.02,69.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2112,0.82,60.8,1.37,79.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2113,1.01,74.8,1.0,76.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2114,1.23,84.2,0.76,71.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2115,0.15,35.3,1.99,92.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2116,0.56,54.6,1.6,85.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2117,1.29,88.6,0.95,74.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2118,0.74,60.7,1.3,84.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2119,0.2,33.9,1.89,91.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2120,0.48,51.6,1.67,83.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2121,0.91,68.5,1.28,82.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2122,0.45,49.2,1.74,89.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2123,1.16,78.1,1.09,74.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2124,1.37,92.0,0.46,69.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2125,0.19,37.5,1.97,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2126,0.58,53.1,1.59,84.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2127,0.87,65.1,1.37,78.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2128,1.19,80.5,1.03,75.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2129,0.36,45.0,1.84,89.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2130,1.37,97.4,0.58,71.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2131,0.39,44.0,1.9,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2132,0.41,43.4,1.9,91.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2133,0.19,32.5,2.17,89.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2134,0.86,68.5,1.33,82.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2135,0.78,62.9,1.39,82.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2136,0.12,28.0,2.3,96.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2137,0.15,29.5,2.24,95.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2138,0.14,32.2,2.2,95.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2139,0.22,39.1,1.99,92.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2140,1.07,70.0,1.28,77.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2141,0.59,47.5,1.63,84.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2142,0.41,45.9,1.92,87.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2143,1.01,80.8,1.07,78.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2144,0.14,29.7,2.12,93.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2145,0.93,71.8,1.28,79.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2146,1.48,100.7,0.58,70.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2147,1.18,88.9,0.95,69.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2148,1.32,92.1,0.67,73.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2149,1.12,75.1,1.22,76.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2150,1.37,89.3,0.92,72.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2151,0.19,26.7,2.18,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2152,0.83,60.6,1.36,83.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2153,0.12,34.0,2.0,90.4,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2154,1.26,84.2,0.92,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2155,1.04,73.9,1.09,80.0,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2156,1.4,89.3,0.9,73.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2157,0.57,53.0,1.65,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2158,0.32,42.8,1.93,86.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2159,1.42,99.4,0.55,69.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2160,0.95,68.6,1.37,78.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2161,0.25,39.8,2.03,89.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2162,1.25,89.0,0.86,73.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2163,1.01,70.8,1.19,76.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2164,0.23,34.2,2.03,90.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2165,1.38,96.5,0.69,72.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2166,0.32,44.4,1.77,90.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2167,1.49,93.8,0.61,70.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2168,1.43,93.3,0.63,72.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2169,0.8,68.0,1.53,79.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2170,0.43,42.4,1.8,88.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2171,0.77,73.7,1.18,82.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2172,1.13,78.8,0.92,78.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2173,0.28,37.4,1.95,91.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2174,1.0,77.5,1.11,77.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2175,0.39,44.4,1.74,87.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2176,1.05,83.3,0.82,81.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2177,1.21,79.8,0.92,72.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2178,0.69,57.0,1.53,81.7,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2179,0.91,75.1,1.13,78.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2180,1.02,72.3,1.22,77.1,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2181,0.37,41.5,1.81,88.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2182,0.94,69.4,1.29,80.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2183,0.2,42.7,2.16,95.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2184,1.34,95.2,0.81,71.2,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2185,0.64,56.3,1.61,87.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2186,0.57,51.7,1.76,85.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2187,1.23,82.2,1.06,73.8,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2188,0.86,67.6,1.43,79.2,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2189,1.36,91.1,0.8,70.3,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2190,0.74,66.0,1.27,82.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2191,0.83,65.8,1.27,80.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2192,1.15,79.4,1.27,74.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2193,1.47,93.5,0.78,68.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2194,0.27,37.0,2.13,91.9,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2195,1.04,73.6,1.19,76.5,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2196,1.12,79.5,1.13,76.6,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2197,1.18,76.9,1.12,75.4,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2198,1.08,75.6,1.32,77.7,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2199,0.65,54.6,1.39,84.5,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2200,0.55,50.0,1.73,86.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2201,0.2,30.4,2.29,92.8,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2202,0.17,34.1,1.97,90.3,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2203,0.62,52.5,1.64,89.6,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2204,0.55,53.5,1.59,89.0,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2205,0.54,51.1,1.74,84.1,Comfort Mode Plush Cross-Linked Compliance
MCLAREN-750S-2206,1.28,88.7,0.84,69.9,Track Mode High Hydraulic Roll Resistance
MCLAREN-750S-2207,0.58,51.3,1.44,83.9,Comfort Mode Plush Cross-Linked Compliance
