Packet_ID,RF_Channel,Signal_Strength_RSSI_dBm,Packet_Latency_ms,Cell_Voltage_Report_V,Wireless_Link_Quality
GM-wBMS-2064,15,-66.7,9.21,4.002,Ultra-Reliable Wireless Telemetry
GM-wBMS-2065,20,-79.5,11.73,3.987,Ultra-Reliable Wireless Telemetry
GM-wBMS-2066,26,-57.2,8.1,4.094,Ultra-Reliable Wireless Telemetry
GM-wBMS-2067,11,-67.0,8.55,4.165,Ultra-Reliable Wireless Telemetry
GM-wBMS-2068,25,-71.4,9.15,3.702,Ultra-Reliable Wireless Telemetry
GM-wBMS-2069,15,-73.4,9.67,3.827,Ultra-Reliable Wireless Telemetry
GM-wBMS-2070,25,-69.4,10.97,4.114,Ultra-Reliable Wireless Telemetry
GM-wBMS-2071,26,-61.2,8.88,3.727,Ultra-Reliable Wireless Telemetry
GM-wBMS-2072,25,-60.0,7.6,3.996,Ultra-Reliable Wireless Telemetry
GM-wBMS-2073,11,-47.7,8.84,4.028,Ultra-Reliable Wireless Telemetry
GM-wBMS-2074,20,-75.7,11.67,3.792,Ultra-Reliable Wireless Telemetry
GM-wBMS-2075,15,-63.2,13.44,4.079,Ultra-Reliable Wireless Telemetry
GM-wBMS-2076,25,-53.7,6.21,3.997,Ultra-Reliable Wireless Telemetry
GM-wBMS-2077,15,-77.2,12.29,3.904,Ultra-Reliable Wireless Telemetry
GM-wBMS-2078,25,-55.8,6.59,3.721,Ultra-Reliable Wireless Telemetry
GM-wBMS-2079,25,-59.6,8.06,3.837,Ultra-Reliable Wireless Telemetry
GM-wBMS-2080,26,-69.5,9.58,4.123,Ultra-Reliable Wireless Telemetry
GM-wBMS-2081,20,-62.3,9.41,3.785,Ultra-Reliable Wireless Telemetry
GM-wBMS-2082,15,-64.0,11.06,4.027,Ultra-Reliable Wireless Telemetry
GM-wBMS-2083,26,-73.9,10.18,3.831,Ultra-Reliable Wireless Telemetry
GM-wBMS-2084,11,-55.3,8.75,3.816,Ultra-Reliable Wireless Telemetry
GM-wBMS-2085,20,-72.6,9.59,4.125,Ultra-Reliable Wireless Telemetry
GM-wBMS-2086,26,-59.2,8.74,3.781,Ultra-Reliable Wireless Telemetry
GM-wBMS-2087,15,-51.1,6.19,3.822,Ultra-Reliable Wireless Telemetry
GM-wBMS-2088,20,-67.6,10.39,3.855,Ultra-Reliable Wireless Telemetry
GM-wBMS-2089,25,-76.1,11.3,3.769,Ultra-Reliable Wireless Telemetry
GM-wBMS-2090,15,-61.4,7.71,3.758,Ultra-Reliable Wireless Telemetry
GM-wBMS-2091,11,-82.0,11.5,3.826,Ultra-Reliable Wireless Telemetry
GM-wBMS-2092,11,-50.2,6.35,3.994,Ultra-Reliable Wireless Telemetry
GM-wBMS-2093,11,-65.7,7.93,3.685,Ultra-Reliable Wireless Telemetry
GM-wBMS-2094,26,-46.8,4.6,3.852,Ultra-Reliable Wireless Telemetry
GM-wBMS-2095,20,-80.4,12.32,4.014,Ultra-Reliable Wireless Telemetry
GM-wBMS-2096,25,-76.7,9.99,4.08,Ultra-Reliable Wireless Telemetry
GM-wBMS-2097,11,-82.0,12.46,4.009,Ultra-Reliable Wireless Telemetry
GM-wBMS-2098,25,-60.2,7.14,3.926,Ultra-Reliable Wireless Telemetry
GM-wBMS-2099,15,-78.5,11.24,4.128,Ultra-Reliable Wireless Telemetry
GM-wBMS-2100,15,-59.6,7.76,3.841,Ultra-Reliable Wireless Telemetry
GM-wBMS-2101,20,-51.5,7.49,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-2102,11,-78.8,11.49,3.712,Ultra-Reliable Wireless Telemetry
GM-wBMS-2103,25,-58.1,7.34,3.795,Ultra-Reliable Wireless Telemetry
GM-wBMS-2104,26,-67.1,11.25,3.849,Ultra-Reliable Wireless Telemetry
GM-wBMS-2105,20,-83.6,13.01,3.893,Ultra-Reliable Wireless Telemetry
GM-wBMS-2106,26,-56.2,7.0,4.138,Ultra-Reliable Wireless Telemetry
GM-wBMS-2107,20,-51.0,6.33,3.768,Ultra-Reliable Wireless Telemetry
GM-wBMS-2108,11,-60.3,8.05,3.672,Ultra-Reliable Wireless Telemetry
GM-wBMS-2109,26,-80.8,12.26,3.813,Ultra-Reliable Wireless Telemetry
GM-wBMS-2110,20,-48.5,6.56,3.871,Ultra-Reliable Wireless Telemetry
GM-wBMS-2111,26,-63.9,8.87,4.161,Ultra-Reliable Wireless Telemetry
GM-wBMS-2112,20,-65.9,12.63,3.698,Ultra-Reliable Wireless Telemetry
GM-wBMS-2113,11,-56.1,7.86,3.728,Ultra-Reliable Wireless Telemetry
GM-wBMS-2114,15,-69.8,9.06,3.826,Ultra-Reliable Wireless Telemetry
GM-wBMS-2115,25,-50.7,6.16,3.821,Ultra-Reliable Wireless Telemetry
GM-wBMS-2116,20,-82.6,12.39,3.728,Ultra-Reliable Wireless Telemetry
GM-wBMS-2117,20,-63.1,10.04,4.08,Ultra-Reliable Wireless Telemetry
GM-wBMS-2118,11,-60.7,7.49,4.082,Ultra-Reliable Wireless Telemetry
GM-wBMS-2119,15,-58.2,8.33,3.805,Ultra-Reliable Wireless Telemetry
GM-wBMS-2120,15,-84.9,11.75,4.009,Ultra-Reliable Wireless Telemetry
GM-wBMS-2121,15,-79.2,10.56,3.66,Ultra-Reliable Wireless Telemetry
GM-wBMS-2122,25,-58.5,7.61,3.996,Ultra-Reliable Wireless Telemetry
GM-wBMS-2123,15,-84.3,11.67,4.037,Ultra-Reliable Wireless Telemetry
GM-wBMS-2124,11,-69.9,9.59,3.705,Ultra-Reliable Wireless Telemetry
GM-wBMS-2125,25,-81.6,13.69,3.665,Ultra-Reliable Wireless Telemetry
GM-wBMS-2126,25,-70.1,9.75,3.68,Ultra-Reliable Wireless Telemetry
GM-wBMS-2127,20,-71.9,12.28,4.073,Ultra-Reliable Wireless Telemetry
GM-wBMS-2128,20,-74.9,11.53,3.657,Ultra-Reliable Wireless Telemetry
GM-wBMS-2129,11,-70.1,11.98,3.898,Ultra-Reliable Wireless Telemetry
GM-wBMS-2130,26,-65.5,8.09,3.979,Ultra-Reliable Wireless Telemetry
GM-wBMS-2131,25,-49.1,6.42,3.733,Ultra-Reliable Wireless Telemetry
GM-wBMS-2132,11,-76.3,10.12,3.839,Ultra-Reliable Wireless Telemetry
GM-wBMS-2133,15,-76.0,10.36,3.763,Ultra-Reliable Wireless Telemetry
GM-wBMS-2134,15,-52.0,10.3,3.673,Ultra-Reliable Wireless Telemetry
GM-wBMS-2135,15,-46.1,7.1,4.16,Ultra-Reliable Wireless Telemetry
GM-wBMS-2136,26,-47.8,5.07,3.896,Ultra-Reliable Wireless Telemetry
GM-wBMS-2137,11,-73.6,11.21,3.906,Ultra-Reliable Wireless Telemetry
GM-wBMS-2138,15,-45.0,4.59,3.973,Ultra-Reliable Wireless Telemetry
GM-wBMS-2139,20,-85.0,13.22,3.832,Ultra-Reliable Wireless Telemetry
GM-wBMS-2140,15,-48.3,5.89,4.073,Ultra-Reliable Wireless Telemetry
GM-wBMS-2141,25,-80.2,12.29,4.001,Ultra-Reliable Wireless Telemetry
GM-wBMS-2142,15,-63.5,7.97,3.895,Ultra-Reliable Wireless Telemetry
GM-wBMS-2143,15,-71.3,12.01,4.143,Ultra-Reliable Wireless Telemetry
GM-wBMS-2144,25,-50.0,6.74,3.986,Ultra-Reliable Wireless Telemetry
GM-wBMS-2145,20,-74.6,11.88,4.06,Ultra-Reliable Wireless Telemetry
GM-wBMS-2146,20,-51.6,5.62,3.874,Ultra-Reliable Wireless Telemetry
GM-wBMS-2147,20,-67.8,10.98,3.719,Ultra-Reliable Wireless Telemetry
GM-wBMS-2148,15,-62.5,7.82,4.089,Ultra-Reliable Wireless Telemetry
GM-wBMS-2149,20,-57.9,7.6,3.694,Ultra-Reliable Wireless Telemetry
GM-wBMS-2150,20,-50.9,6.78,3.747,Ultra-Reliable Wireless Telemetry
GM-wBMS-2151,11,-74.5,10.83,3.872,Ultra-Reliable Wireless Telemetry
GM-wBMS-2152,15,-54.3,6.47,3.669,Ultra-Reliable Wireless Telemetry
GM-wBMS-2153,11,-77.0,10.87,3.983,Ultra-Reliable Wireless Telemetry
GM-wBMS-2154,11,-63.5,8.76,3.871,Ultra-Reliable Wireless Telemetry
GM-wBMS-2155,26,-68.4,10.21,4.066,Ultra-Reliable Wireless Telemetry
GM-wBMS-2156,26,-81.2,11.2,4.026,Ultra-Reliable Wireless Telemetry
GM-wBMS-2157,20,-80.8,11.51,4.002,Ultra-Reliable Wireless Telemetry
GM-wBMS-2158,15,-82.6,11.89,3.83,Ultra-Reliable Wireless Telemetry
GM-wBMS-2159,15,-48.7,5.11,4.105,Ultra-Reliable Wireless Telemetry
GM-wBMS-2160,15,-70.4,9.23,3.823,Ultra-Reliable Wireless Telemetry
GM-wBMS-2161,15,-48.8,11.31,4.114,Ultra-Reliable Wireless Telemetry
GM-wBMS-2162,11,-79.1,11.47,4.024,Ultra-Reliable Wireless Telemetry
GM-wBMS-2163,25,-84.9,12.44,3.72,Ultra-Reliable Wireless Telemetry
GM-wBMS-2164,11,-46.5,4.81,3.741,Ultra-Reliable Wireless Telemetry
GM-wBMS-2165,20,-65.7,8.05,4.104,Ultra-Reliable Wireless Telemetry
GM-wBMS-2166,26,-75.3,9.83,3.691,Ultra-Reliable Wireless Telemetry
GM-wBMS-2167,20,-73.2,9.79,3.799,Ultra-Reliable Wireless Telemetry
GM-wBMS-2168,25,-69.4,9.76,3.675,Ultra-Reliable Wireless Telemetry
GM-wBMS-2169,11,-74.7,14.36,3.767,Ultra-Reliable Wireless Telemetry
GM-wBMS-2170,26,-55.3,6.47,3.712,Ultra-Reliable Wireless Telemetry
GM-wBMS-2171,25,-54.4,9.13,3.812,Ultra-Reliable Wireless Telemetry
GM-wBMS-2172,20,-71.0,9.35,4.151,Ultra-Reliable Wireless Telemetry
GM-wBMS-2173,26,-53.2,6.37,3.857,Ultra-Reliable Wireless Telemetry
GM-wBMS-2174,11,-66.6,8.49,3.961,Ultra-Reliable Wireless Telemetry
GM-wBMS-2175,15,-64.2,14.24,3.802,Ultra-Reliable Wireless Telemetry
GM-wBMS-2176,25,-57.1,8.3,3.69,Ultra-Reliable Wireless Telemetry
GM-wBMS-2177,11,-45.7,9.14,3.869,Ultra-Reliable Wireless Telemetry
GM-wBMS-2178,25,-84.0,11.76,3.945,Ultra-Reliable Wireless Telemetry
GM-wBMS-2179,25,-83.7,11.6,3.855,Ultra-Reliable Wireless Telemetry
GM-wBMS-2180,25,-56.4,6.38,3.93,Ultra-Reliable Wireless Telemetry
GM-wBMS-2181,20,-51.8,5.52,3.819,Ultra-Reliable Wireless Telemetry
GM-wBMS-2182,15,-62.7,9.08,3.81,Ultra-Reliable Wireless Telemetry
GM-wBMS-2183,26,-62.4,10.87,3.676,Ultra-Reliable Wireless Telemetry
GM-wBMS-2184,25,-82.4,14.86,3.774,RF Retransmission / Latency Spike
GM-wBMS-2185,20,-64.8,11.4,3.909,Ultra-Reliable Wireless Telemetry
GM-wBMS-2186,25,-78.1,11.34,4.06,Ultra-Reliable Wireless Telemetry
GM-wBMS-2187,25,-61.3,9.53,4.084,Ultra-Reliable Wireless Telemetry
GM-wBMS-2188,26,-63.2,8.78,3.8,Ultra-Reliable Wireless Telemetry
GM-wBMS-2189,26,-52.7,7.18,4.157,Ultra-Reliable Wireless Telemetry
GM-wBMS-2190,25,-79.7,12.08,4.059,Ultra-Reliable Wireless Telemetry
GM-wBMS-2191,26,-57.9,6.86,3.719,Ultra-Reliable Wireless Telemetry
GM-wBMS-2192,20,-84.1,12.17,4.119,Ultra-Reliable Wireless Telemetry
GM-wBMS-2193,26,-64.1,7.75,3.831,Ultra-Reliable Wireless Telemetry
GM-wBMS-2194,15,-66.4,12.23,3.883,Ultra-Reliable Wireless Telemetry
GM-wBMS-2195,11,-73.7,9.71,4.133,Ultra-Reliable Wireless Telemetry
GM-wBMS-2196,11,-47.2,6.06,3.757,Ultra-Reliable Wireless Telemetry
GM-wBMS-2197,11,-82.5,12.07,3.723,Ultra-Reliable Wireless Telemetry
GM-wBMS-2198,25,-47.2,5.25,3.71,Ultra-Reliable Wireless Telemetry
GM-wBMS-2199,20,-67.8,8.52,3.97,Ultra-Reliable Wireless Telemetry
GM-wBMS-2200,25,-64.1,16.98,3.983,Ultra-Reliable Wireless Telemetry
GM-wBMS-2201,15,-45.2,4.59,4.108,Ultra-Reliable Wireless Telemetry
GM-wBMS-2202,25,-70.7,12.5,3.684,Ultra-Reliable Wireless Telemetry
GM-wBMS-2203,20,-66.3,11.49,4.097,Ultra-Reliable Wireless Telemetry
GM-wBMS-2204,15,-45.4,4.49,3.785,Ultra-Reliable Wireless Telemetry
GM-wBMS-2205,11,-71.3,14.55,4.024,Ultra-Reliable Wireless Telemetry
GM-wBMS-2206,11,-83.8,11.22,4.09,Ultra-Reliable Wireless Telemetry
GM-wBMS-2207,20,-55.6,10.03,3.873,Ultra-Reliable Wireless Telemetry
GM-wBMS-2208,15,-65.3,11.45,4.121,Ultra-Reliable Wireless Telemetry
GM-wBMS-2209,11,-74.3,11.96,3.9,Ultra-Reliable Wireless Telemetry
GM-wBMS-2210,11,-71.0,9.79,3.708,Ultra-Reliable Wireless Telemetry
GM-wBMS-2211,25,-47.5,11.04,4.014,Ultra-Reliable Wireless Telemetry
GM-wBMS-2212,15,-52.1,8.05,3.934,Ultra-Reliable Wireless Telemetry
GM-wBMS-2213,20,-83.8,13.2,3.864,Ultra-Reliable Wireless Telemetry
GM-wBMS-2214,25,-84.9,11.61,3.735,Ultra-Reliable Wireless Telemetry
GM-wBMS-2215,20,-73.4,14.8,3.984,Ultra-Reliable Wireless Telemetry
GM-wBMS-2216,25,-70.1,9.65,4.102,Ultra-Reliable Wireless Telemetry
GM-wBMS-2217,20,-76.7,11.52,3.762,Ultra-Reliable Wireless Telemetry
GM-wBMS-2218,26,-56.7,8.12,3.854,Ultra-Reliable Wireless Telemetry
GM-wBMS-2219,11,-45.3,4.32,4.132,Ultra-Reliable Wireless Telemetry
GM-wBMS-2220,26,-73.2,9.81,3.972,Ultra-Reliable Wireless Telemetry
GM-wBMS-2221,25,-61.0,7.29,3.873,Ultra-Reliable Wireless Telemetry
GM-wBMS-2222,20,-62.7,7.68,3.81,Ultra-Reliable Wireless Telemetry
GM-wBMS-2223,15,-72.5,9.64,3.901,Ultra-Reliable Wireless Telemetry
GM-wBMS-2224,11,-46.1,6.27,3.97,Ultra-Reliable Wireless Telemetry
GM-wBMS-2225,20,-82.2,12.12,3.869,Ultra-Reliable Wireless Telemetry
GM-wBMS-2226,25,-82.0,19.04,3.98,RF Retransmission / Latency Spike
GM-wBMS-2227,26,-77.7,10.13,3.676,Ultra-Reliable Wireless Telemetry
GM-wBMS-2228,20,-67.2,8.24,3.827,Ultra-Reliable Wireless Telemetry
GM-wBMS-2229,15,-49.0,5.29,4.165,Ultra-Reliable Wireless Telemetry
GM-wBMS-2230,25,-45.1,4.47,4.0,Ultra-Reliable Wireless Telemetry
GM-wBMS-2231,26,-46.0,5.43,3.922,Ultra-Reliable Wireless Telemetry
GM-wBMS-2232,20,-84.4,11.31,4.073,Ultra-Reliable Wireless Telemetry
GM-wBMS-2233,26,-70.1,9.19,3.679,Ultra-Reliable Wireless Telemetry
GM-wBMS-2234,25,-65.7,10.03,3.654,Ultra-Reliable Wireless Telemetry
GM-wBMS-2235,26,-53.0,5.93,3.925,Ultra-Reliable Wireless Telemetry
GM-wBMS-2236,20,-47.7,5.28,3.895,Ultra-Reliable Wireless Telemetry
GM-wBMS-2237,26,-67.2,8.67,3.837,Ultra-Reliable Wireless Telemetry
GM-wBMS-2238,25,-71.3,10.48,3.825,Ultra-Reliable Wireless Telemetry
GM-wBMS-2239,20,-65.5,11.64,3.854,Ultra-Reliable Wireless Telemetry
GM-wBMS-2240,15,-47.7,7.23,4.014,Ultra-Reliable Wireless Telemetry
GM-wBMS-2241,20,-61.2,8.13,3.66,Ultra-Reliable Wireless Telemetry
GM-wBMS-2242,20,-61.5,8.21,3.814,Ultra-Reliable Wireless Telemetry
GM-wBMS-2243,25,-82.9,11.23,3.781,Ultra-Reliable Wireless Telemetry
GM-wBMS-2244,20,-60.0,7.51,3.943,Ultra-Reliable Wireless Telemetry
GM-wBMS-2245,15,-67.1,8.33,3.893,Ultra-Reliable Wireless Telemetry
GM-wBMS-2246,11,-45.8,4.91,3.896,Ultra-Reliable Wireless Telemetry
GM-wBMS-2247,15,-80.8,15.15,4.071,RF Retransmission / Latency Spike
GM-wBMS-2248,25,-54.8,7.51,3.761,Ultra-Reliable Wireless Telemetry
GM-wBMS-2249,25,-61.5,7.57,4.165,Ultra-Reliable Wireless Telemetry
GM-wBMS-2250,15,-54.4,6.74,3.869,Ultra-Reliable Wireless Telemetry
GM-wBMS-2251,20,-77.2,11.27,4.148,Ultra-Reliable Wireless Telemetry
GM-wBMS-2252,26,-58.9,9.1,3.856,Ultra-Reliable Wireless Telemetry
GM-wBMS-2253,26,-80.3,11.12,3.743,Ultra-Reliable Wireless Telemetry
GM-wBMS-2254,20,-52.0,5.48,4.057,Ultra-Reliable Wireless Telemetry
GM-wBMS-2255,15,-61.3,8.39,3.694,Ultra-Reliable Wireless Telemetry
GM-wBMS-2256,15,-66.5,11.11,3.716,Ultra-Reliable Wireless Telemetry
GM-wBMS-2257,25,-49.9,8.8,4.085,Ultra-Reliable Wireless Telemetry
GM-wBMS-2258,20,-84.3,14.88,3.725,RF Retransmission / Latency Spike
GM-wBMS-2259,11,-81.5,13.38,3.774,Ultra-Reliable Wireless Telemetry
GM-wBMS-2260,25,-61.8,8.56,3.708,Ultra-Reliable Wireless Telemetry
GM-wBMS-2261,25,-77.3,10.29,3.971,Ultra-Reliable Wireless Telemetry
GM-wBMS-2262,15,-75.1,10.52,3.777,Ultra-Reliable Wireless Telemetry
GM-wBMS-2263,25,-81.4,10.82,4.099,Ultra-Reliable Wireless Telemetry
GM-wBMS-2264,11,-47.2,5.59,3.86,Ultra-Reliable Wireless Telemetry
GM-wBMS-2265,11,-82.7,11.61,3.737,Ultra-Reliable Wireless Telemetry
GM-wBMS-2266,26,-46.3,8.29,3.791,Ultra-Reliable Wireless Telemetry
GM-wBMS-2267,25,-78.1,11.05,3.977,Ultra-Reliable Wireless Telemetry
GM-wBMS-2268,26,-58.8,8.53,3.683,Ultra-Reliable Wireless Telemetry
GM-wBMS-2269,11,-74.0,12.52,3.828,Ultra-Reliable Wireless Telemetry
GM-wBMS-2270,11,-84.5,11.34,4.051,Ultra-Reliable Wireless Telemetry
GM-wBMS-2271,20,-52.9,10.4,3.694,Ultra-Reliable Wireless Telemetry
GM-wBMS-2272,11,-51.3,6.01,3.891,Ultra-Reliable Wireless Telemetry
GM-wBMS-2273,20,-46.9,7.89,3.899,Ultra-Reliable Wireless Telemetry
GM-wBMS-2274,20,-50.1,7.1,4.045,Ultra-Reliable Wireless Telemetry
GM-wBMS-2275,11,-72.0,9.17,3.8,Ultra-Reliable Wireless Telemetry
GM-wBMS-2276,11,-84.3,13.42,4.177,Ultra-Reliable Wireless Telemetry
GM-wBMS-2277,26,-58.2,9.12,3.867,Ultra-Reliable Wireless Telemetry
GM-wBMS-2278,15,-50.3,5.94,4.017,Ultra-Reliable Wireless Telemetry
GM-wBMS-2279,20,-63.2,20.0,4.077,Ultra-Reliable Wireless Telemetry
GM-wBMS-2280,26,-54.2,8.6,4.171,Ultra-Reliable Wireless Telemetry
GM-wBMS-2281,15,-52.1,5.84,3.894,Ultra-Reliable Wireless Telemetry
GM-wBMS-2282,25,-72.2,9.34,3.769,Ultra-Reliable Wireless Telemetry
GM-wBMS-2283,11,-78.9,16.53,4.011,RF Retransmission / Latency Spike
GM-wBMS-2284,25,-83.1,12.78,3.84,Ultra-Reliable Wireless Telemetry
GM-wBMS-2285,25,-53.6,7.31,3.996,Ultra-Reliable Wireless Telemetry
GM-wBMS-2286,11,-75.0,10.8,3.723,Ultra-Reliable Wireless Telemetry
GM-wBMS-2287,25,-63.4,7.56,4.028,Ultra-Reliable Wireless Telemetry
GM-wBMS-2288,26,-68.7,9.13,4.142,Ultra-Reliable Wireless Telemetry
GM-wBMS-2289,20,-49.3,5.43,3.805,Ultra-Reliable Wireless Telemetry
GM-wBMS-2290,15,-54.1,6.21,3.739,Ultra-Reliable Wireless Telemetry
GM-wBMS-2291,20,-72.9,10.43,3.666,Ultra-Reliable Wireless Telemetry
GM-wBMS-2292,25,-63.6,10.8,3.698,Ultra-Reliable Wireless Telemetry
GM-wBMS-2293,11,-57.0,7.32,3.67,Ultra-Reliable Wireless Telemetry
GM-wBMS-2294,25,-46.7,5.61,3.877,Ultra-Reliable Wireless Telemetry
GM-wBMS-2295,25,-69.0,9.73,3.723,Ultra-Reliable Wireless Telemetry
GM-wBMS-2296,26,-64.3,7.95,3.74,Ultra-Reliable Wireless Telemetry
GM-wBMS-2297,15,-69.8,12.51,4.019,Ultra-Reliable Wireless Telemetry
GM-wBMS-2298,11,-47.5,7.56,4.087,Ultra-Reliable Wireless Telemetry
GM-wBMS-2299,20,-64.8,11.51,3.802,Ultra-Reliable Wireless Telemetry
GM-wBMS-2300,25,-52.2,5.82,3.952,Ultra-Reliable Wireless Telemetry
GM-wBMS-2301,11,-65.4,8.92,3.698,Ultra-Reliable Wireless Telemetry
GM-wBMS-2302,11,-53.2,8.92,4.088,Ultra-Reliable Wireless Telemetry
GM-wBMS-2303,26,-84.7,14.57,4.046,RF Retransmission / Latency Spike
GM-wBMS-2304,26,-78.5,13.42,3.672,Ultra-Reliable Wireless Telemetry
GM-wBMS-2305,26,-64.9,9.11,4.013,Ultra-Reliable Wireless Telemetry
GM-wBMS-2306,26,-66.1,9.1,3.782,Ultra-Reliable Wireless Telemetry
GM-wBMS-2307,20,-64.6,10.75,3.739,Ultra-Reliable Wireless Telemetry
GM-wBMS-2308,26,-69.5,9.12,4.058,Ultra-Reliable Wireless Telemetry
GM-wBMS-2309,25,-74.8,11.22,3.785,Ultra-Reliable Wireless Telemetry
GM-wBMS-2310,25,-53.4,10.83,4.069,Ultra-Reliable Wireless Telemetry
GM-wBMS-2311,26,-83.4,11.48,3.836,Ultra-Reliable Wireless Telemetry
GM-wBMS-2312,25,-68.3,9.12,3.731,Ultra-Reliable Wireless Telemetry
GM-wBMS-2313,25,-49.5,5.32,3.991,Ultra-Reliable Wireless Telemetry
GM-wBMS-2314,15,-76.6,11.35,4.089,Ultra-Reliable Wireless Telemetry
GM-wBMS-2315,26,-54.0,5.9,4.111,Ultra-Reliable Wireless Telemetry
GM-wBMS-2316,26,-71.5,12.55,3.703,Ultra-Reliable Wireless Telemetry
GM-wBMS-2317,20,-74.4,10.23,3.854,Ultra-Reliable Wireless Telemetry
GM-wBMS-2318,20,-63.2,9.71,3.726,Ultra-Reliable Wireless Telemetry
GM-wBMS-2319,11,-72.6,18.12,4.109,Ultra-Reliable Wireless Telemetry
GM-wBMS-2320,25,-67.0,9.51,4.008,Ultra-Reliable Wireless Telemetry
GM-wBMS-2321,25,-48.3,6.22,3.755,Ultra-Reliable Wireless Telemetry
GM-wBMS-2322,26,-60.5,7.49,4.07,Ultra-Reliable Wireless Telemetry
GM-wBMS-2323,25,-54.7,8.34,4.034,Ultra-Reliable Wireless Telemetry
GM-wBMS-2324,11,-47.4,4.8,3.891,Ultra-Reliable Wireless Telemetry
GM-wBMS-2325,20,-67.0,8.63,3.73,Ultra-Reliable Wireless Telemetry
GM-wBMS-2326,26,-68.6,8.94,4.001,Ultra-Reliable Wireless Telemetry
GM-wBMS-2327,11,-76.1,11.3,3.911,Ultra-Reliable Wireless Telemetry
GM-wBMS-2328,11,-52.6,5.73,3.867,Ultra-Reliable Wireless Telemetry
GM-wBMS-2329,26,-50.2,6.41,3.795,Ultra-Reliable Wireless Telemetry
GM-wBMS-2330,25,-63.1,7.96,3.757,Ultra-Reliable Wireless Telemetry
GM-wBMS-2331,11,-54.0,5.91,4.104,Ultra-Reliable Wireless Telemetry
GM-wBMS-2332,11,-47.4,4.87,3.94,Ultra-Reliable Wireless Telemetry
GM-wBMS-2333,26,-82.4,11.02,3.786,Ultra-Reliable Wireless Telemetry
GM-wBMS-2334,25,-46.4,4.52,3.848,Ultra-Reliable Wireless Telemetry
GM-wBMS-2335,11,-66.8,11.66,4.16,Ultra-Reliable Wireless Telemetry
GM-wBMS-2336,26,-57.9,9.8,3.956,Ultra-Reliable Wireless Telemetry
GM-wBMS-2337,20,-66.2,9.7,4.035,Ultra-Reliable Wireless Telemetry
GM-wBMS-2338,20,-51.4,5.66,3.768,Ultra-Reliable Wireless Telemetry
GM-wBMS-2339,11,-76.5,13.17,3.7,Ultra-Reliable Wireless Telemetry
GM-wBMS-2340,11,-80.2,11.48,4.138,Ultra-Reliable Wireless Telemetry
GM-wBMS-2341,20,-70.4,10.19,4.136,Ultra-Reliable Wireless Telemetry
GM-wBMS-2342,11,-69.6,9.09,3.682,Ultra-Reliable Wireless Telemetry
GM-wBMS-2343,11,-51.9,6.26,4.125,Ultra-Reliable Wireless Telemetry
GM-wBMS-2344,20,-49.2,5.45,3.763,Ultra-Reliable Wireless Telemetry
GM-wBMS-2345,25,-67.4,8.41,4.137,Ultra-Reliable Wireless Telemetry
GM-wBMS-2346,15,-67.1,14.7,3.806,Ultra-Reliable Wireless Telemetry
GM-wBMS-2347,15,-73.9,14.37,4.059,Ultra-Reliable Wireless Telemetry
GM-wBMS-2348,26,-78.0,11.26,4.135,Ultra-Reliable Wireless Telemetry
GM-wBMS-2349,15,-47.4,7.3,3.671,Ultra-Reliable Wireless Telemetry
GM-wBMS-2350,26,-82.4,11.62,4.064,Ultra-Reliable Wireless Telemetry
GM-wBMS-2351,25,-46.6,5.97,4.028,Ultra-Reliable Wireless Telemetry
GM-wBMS-2352,15,-63.0,7.93,4.082,Ultra-Reliable Wireless Telemetry
GM-wBMS-2353,11,-61.4,7.66,3.885,Ultra-Reliable Wireless Telemetry
GM-wBMS-2354,26,-81.4,13.4,3.937,Ultra-Reliable Wireless Telemetry
GM-wBMS-2355,25,-46.7,5.55,3.82,Ultra-Reliable Wireless Telemetry
GM-wBMS-2356,11,-82.7,11.8,3.904,Ultra-Reliable Wireless Telemetry
GM-wBMS-2357,25,-69.8,10.98,3.92,Ultra-Reliable Wireless Telemetry
GM-wBMS-2358,20,-45.5,4.93,4.154,Ultra-Reliable Wireless Telemetry
GM-wBMS-2359,15,-77.7,10.46,3.978,Ultra-Reliable Wireless Telemetry
GM-wBMS-2360,20,-64.8,8.4,3.857,Ultra-Reliable Wireless Telemetry
GM-wBMS-2361,15,-63.6,7.57,3.99,Ultra-Reliable Wireless Telemetry
GM-wBMS-2362,25,-49.1,5.37,3.938,Ultra-Reliable Wireless Telemetry
GM-wBMS-2363,11,-61.9,9.63,4.163,Ultra-Reliable Wireless Telemetry
GM-wBMS-2364,25,-67.8,9.21,3.719,Ultra-Reliable Wireless Telemetry
GM-wBMS-2365,15,-59.3,6.95,4.117,Ultra-Reliable Wireless Telemetry
GM-wBMS-2366,25,-75.6,10.71,4.09,Ultra-Reliable Wireless Telemetry
GM-wBMS-2367,25,-79.2,10.73,3.812,Ultra-Reliable Wireless Telemetry
GM-wBMS-2368,25,-67.7,10.42,3.819,Ultra-Reliable Wireless Telemetry
GM-wBMS-2369,11,-57.6,10.68,3.863,Ultra-Reliable Wireless Telemetry
GM-wBMS-2370,11,-57.8,7.58,3.864,Ultra-Reliable Wireless Telemetry
GM-wBMS-2371,20,-55.8,10.37,4.08,Ultra-Reliable Wireless Telemetry
GM-wBMS-2372,20,-83.1,13.17,4.121,Ultra-Reliable Wireless Telemetry
GM-wBMS-2373,15,-56.2,11.39,3.699,Ultra-Reliable Wireless Telemetry
