Test_Run_ID,Vehicle_Speed_kmh,Engine_Speed_RPM,Cabin_Noise_dB,Engine_Mount_Vibe_G,Harshness_Status
BMW-NVH-2825,82.0,1880,62.6,0.167,Luxury Quiet Standard
BMW-NVH-2826,31.5,674,55.1,0.02,Luxury Quiet Standard
BMW-NVH-2827,108.6,2498,65.1,0.152,Luxury Quiet Standard
BMW-NVH-2828,172.9,4174,80.3,0.249,Unwanted Boom / Hum
BMW-NVH-2829,175.5,4161,78.3,0.201,Luxury Quiet Standard
BMW-NVH-2830,34.2,940,57.1,0.057,Luxury Quiet Standard
BMW-NVH-2831,58.4,1521,60.7,0.133,Luxury Quiet Standard
BMW-NVH-2832,135.7,3143,70.6,0.19,Luxury Quiet Standard
BMW-NVH-2833,44.3,1010,57.8,0.112,Luxury Quiet Standard
BMW-NVH-2834,146.0,3618,70.7,0.192,Luxury Quiet Standard
BMW-NVH-2835,91.8,2112,66.5,0.196,Luxury Quiet Standard
BMW-NVH-2836,114.5,2665,65.9,0.227,Luxury Quiet Standard
BMW-NVH-2837,109.8,2542,66.9,0.202,Luxury Quiet Standard
BMW-NVH-2838,61.3,1401,58.0,0.11,Luxury Quiet Standard
BMW-NVH-2839,63.8,1656,64.4,0.131,Luxury Quiet Standard
BMW-NVH-2840,139.6,3421,70.0,0.171,Luxury Quiet Standard
BMW-NVH-2841,167.5,4071,78.6,0.262,Unwanted Boom / Hum
BMW-NVH-2842,67.6,1577,62.5,0.138,Luxury Quiet Standard
BMW-NVH-2843,69.3,1776,64.8,0.204,Luxury Quiet Standard
BMW-NVH-2844,145.2,3450,78.9,0.233,Unwanted Boom / Hum
BMW-NVH-2845,90.4,2320,63.7,0.194,Luxury Quiet Standard
BMW-NVH-2846,115.8,2694,69.0,0.232,Luxury Quiet Standard
BMW-NVH-2847,115.1,2898,65.2,0.2,Luxury Quiet Standard
BMW-NVH-2848,161.8,3828,73.1,0.203,Luxury Quiet Standard
BMW-NVH-2849,142.5,3440,69.8,0.211,Luxury Quiet Standard
BMW-NVH-2850,78.4,1936,65.4,0.177,Luxury Quiet Standard
BMW-NVH-2851,102.2,2432,68.3,0.161,Luxury Quiet Standard
BMW-NVH-2852,144.6,3531,73.3,0.168,Luxury Quiet Standard
BMW-NVH-2853,173.3,4194,82.7,0.247,Unwanted Boom / Hum
BMW-NVH-2854,135.8,3172,70.8,0.226,Luxury Quiet Standard
BMW-NVH-2855,172.8,4185,82.5,0.267,Unwanted Boom / Hum
BMW-NVH-2856,51.0,1267,59.2,0.143,Luxury Quiet Standard
BMW-NVH-2857,168.7,4111,77.2,0.152,Luxury Quiet Standard
BMW-NVH-2858,95.4,2203,62.2,0.207,Luxury Quiet Standard
BMW-NVH-2859,145.5,3461,74.2,0.215,Luxury Quiet Standard
BMW-NVH-2860,114.5,2727,70.2,0.182,Luxury Quiet Standard
BMW-NVH-2861,145.8,3571,80.8,0.239,Unwanted Boom / Hum
BMW-NVH-2862,52.5,1396,59.4,0.154,Luxury Quiet Standard
BMW-NVH-2863,110.5,2656,70.4,0.184,Luxury Quiet Standard
BMW-NVH-2864,145.8,3376,78.5,0.231,Unwanted Boom / Hum
BMW-NVH-2865,68.2,1655,63.2,0.127,Luxury Quiet Standard
BMW-NVH-2866,60.9,1285,59.6,0.087,Luxury Quiet Standard
BMW-NVH-2867,171.4,4028,81.9,0.274,Unwanted Boom / Hum
BMW-NVH-2868,56.3,1384,58.3,0.125,Luxury Quiet Standard
BMW-NVH-2869,32.5,704,58.7,0.095,Luxury Quiet Standard
BMW-NVH-2870,82.6,2147,66.6,0.145,Luxury Quiet Standard
BMW-NVH-2871,84.9,1902,62.7,0.118,Luxury Quiet Standard
BMW-NVH-2872,52.6,1186,58.6,0.176,Luxury Quiet Standard
BMW-NVH-2873,144.8,3421,73.5,0.195,Luxury Quiet Standard
BMW-NVH-2874,167.7,3816,80.6,0.235,Unwanted Boom / Hum
BMW-NVH-2875,160.6,3797,80.1,0.281,Unwanted Boom / Hum
BMW-NVH-2876,69.3,1709,62.3,0.125,Luxury Quiet Standard
BMW-NVH-2877,35.3,1026,59.8,0.14,Luxury Quiet Standard
BMW-NVH-2878,89.0,2188,67.4,0.198,Luxury Quiet Standard
BMW-NVH-2879,117.3,2748,67.9,0.192,Luxury Quiet Standard
BMW-NVH-2880,67.8,1525,60.2,0.104,Luxury Quiet Standard
BMW-NVH-2881,172.4,4191,81.7,0.244,Unwanted Boom / Hum
BMW-NVH-2882,66.6,1587,64.9,0.104,Luxury Quiet Standard
BMW-NVH-2883,75.0,1894,60.9,0.161,Luxury Quiet Standard
BMW-NVH-2884,126.4,3009,71.0,0.154,Luxury Quiet Standard
BMW-NVH-2885,137.3,3242,71.0,0.164,Luxury Quiet Standard
BMW-NVH-2886,126.5,3028,69.4,0.213,Luxury Quiet Standard
BMW-NVH-2887,100.3,2364,68.6,0.143,Luxury Quiet Standard
BMW-NVH-2888,30.1,701,57.2,0.074,Luxury Quiet Standard
BMW-NVH-2889,56.7,1391,59.0,0.13,Luxury Quiet Standard
BMW-NVH-2890,81.9,1851,63.4,0.123,Luxury Quiet Standard
BMW-NVH-2891,54.7,1339,61.0,0.138,Luxury Quiet Standard
BMW-NVH-2892,171.1,4155,80.7,0.246,Unwanted Boom / Hum
BMW-NVH-2893,163.4,3818,84.3,0.256,Unwanted Boom / Hum
BMW-NVH-2894,76.5,1808,62.0,0.147,Luxury Quiet Standard
BMW-NVH-2895,174.1,4255,84.6,0.233,Unwanted Boom / Hum
BMW-NVH-2896,113.9,2744,67.1,0.123,Luxury Quiet Standard
BMW-NVH-2897,157.2,3796,76.5,0.194,Luxury Quiet Standard
BMW-NVH-2898,74.8,1778,59.5,0.143,Luxury Quiet Standard
BMW-NVH-2899,122.8,2816,68.4,0.2,Luxury Quiet Standard
BMW-NVH-2900,135.3,3397,70.9,0.179,Luxury Quiet Standard
BMW-NVH-2901,136.3,3226,70.4,0.209,Luxury Quiet Standard
BMW-NVH-2902,69.6,1720,61.5,0.21,Luxury Quiet Standard
BMW-NVH-2903,59.9,1362,59.1,0.131,Luxury Quiet Standard
BMW-NVH-2904,118.6,2882,69.2,0.203,Luxury Quiet Standard
BMW-NVH-2905,97.6,2381,67.1,0.17,Luxury Quiet Standard
BMW-NVH-2906,37.3,1047,61.1,0.126,Luxury Quiet Standard
BMW-NVH-2907,105.5,2603,69.7,0.248,Luxury Quiet Standard
BMW-NVH-2908,126.6,3026,70.8,0.213,Luxury Quiet Standard
BMW-NVH-2909,43.4,1020,61.4,0.093,Luxury Quiet Standard
BMW-NVH-2910,37.5,866,61.1,0.156,Luxury Quiet Standard
BMW-NVH-2911,129.8,3156,69.0,0.25,Luxury Quiet Standard
BMW-NVH-2912,44.7,1078,57.1,0.133,Luxury Quiet Standard
BMW-NVH-2913,104.8,2480,70.0,0.136,Luxury Quiet Standard
BMW-NVH-2914,81.8,1953,65.0,0.117,Luxury Quiet Standard
BMW-NVH-2915,39.0,965,56.7,0.083,Luxury Quiet Standard
BMW-NVH-2916,75.0,1821,62.1,0.121,Luxury Quiet Standard
BMW-NVH-2917,102.4,2405,68.0,0.19,Luxury Quiet Standard
BMW-NVH-2918,122.2,2816,65.7,0.199,Luxury Quiet Standard
BMW-NVH-2919,67.4,1587,62.3,0.164,Luxury Quiet Standard
BMW-NVH-2920,115.8,2908,65.4,0.212,Luxury Quiet Standard
BMW-NVH-2921,114.9,2645,65.1,0.174,Luxury Quiet Standard
BMW-NVH-2922,153.4,3547,75.0,0.196,Luxury Quiet Standard
BMW-NVH-2923,45.0,1052,58.8,0.116,Luxury Quiet Standard
BMW-NVH-2924,98.2,2375,65.1,0.146,Luxury Quiet Standard
BMW-NVH-2925,80.0,1901,63.7,0.101,Luxury Quiet Standard
BMW-NVH-2926,97.1,2286,64.9,0.137,Luxury Quiet Standard
BMW-NVH-2927,137.8,3299,72.7,0.211,Luxury Quiet Standard
BMW-NVH-2928,38.8,881,58.3,0.157,Luxury Quiet Standard
BMW-NVH-2929,151.4,3595,75.8,0.192,Luxury Quiet Standard
BMW-NVH-2930,32.3,738,54.4,0.122,Luxury Quiet Standard
BMW-NVH-2931,53.2,1290,58.1,0.143,Luxury Quiet Standard
BMW-NVH-2932,154.1,3703,77.0,0.211,Luxury Quiet Standard
BMW-NVH-2933,99.2,2468,63.4,0.145,Luxury Quiet Standard
BMW-NVH-2934,174.9,4068,76.6,0.206,Luxury Quiet Standard
BMW-NVH-2935,155.5,3852,76.2,0.165,Luxury Quiet Standard
BMW-NVH-2936,159.4,3851,74.8,0.148,Luxury Quiet Standard
BMW-NVH-2937,114.6,2781,67.6,0.145,Luxury Quiet Standard
BMW-NVH-2938,133.4,3258,68.3,0.207,Luxury Quiet Standard
BMW-NVH-2939,56.2,1283,58.3,0.143,Luxury Quiet Standard
BMW-NVH-2940,142.0,3355,78.0,0.222,Unwanted Boom / Hum
BMW-NVH-2941,48.7,1113,54.4,0.13,Luxury Quiet Standard
BMW-NVH-2942,120.7,2776,71.1,0.202,Luxury Quiet Standard
BMW-NVH-2943,54.2,1351,59.9,0.139,Luxury Quiet Standard
BMW-NVH-2944,104.1,2386,64.8,0.194,Luxury Quiet Standard
BMW-NVH-2945,172.0,4118,76.4,0.219,Luxury Quiet Standard
BMW-NVH-2946,168.5,3963,82.1,0.226,Unwanted Boom / Hum
BMW-NVH-2947,127.6,3151,69.4,0.194,Luxury Quiet Standard
BMW-NVH-2948,54.0,1223,59.1,0.064,Luxury Quiet Standard
BMW-NVH-2949,70.4,1782,63.4,0.125,Luxury Quiet Standard
BMW-NVH-2950,132.1,3144,70.2,0.193,Luxury Quiet Standard
BMW-NVH-2951,96.4,2385,68.1,0.117,Luxury Quiet Standard
BMW-NVH-2952,45.3,1112,61.4,0.078,Luxury Quiet Standard
BMW-NVH-2953,79.4,1821,63.5,0.149,Luxury Quiet Standard
BMW-NVH-2954,100.0,2488,68.8,0.155,Luxury Quiet Standard
BMW-NVH-2955,139.8,3161,72.3,0.161,Luxury Quiet Standard
BMW-NVH-2956,141.0,3446,72.7,0.144,Luxury Quiet Standard
BMW-NVH-2957,155.4,3673,80.1,0.238,Unwanted Boom / Hum
BMW-NVH-2958,172.6,4115,82.8,0.229,Unwanted Boom / Hum
BMW-NVH-2959,164.4,3995,77.1,0.23,Unwanted Boom / Hum
BMW-NVH-2960,64.5,1497,62.6,0.116,Luxury Quiet Standard
BMW-NVH-2961,69.9,1688,63.1,0.121,Luxury Quiet Standard
BMW-NVH-2962,156.2,3660,73.8,0.219,Luxury Quiet Standard
BMW-NVH-2963,150.4,3686,74.3,0.209,Luxury Quiet Standard
BMW-NVH-2964,76.7,1879,64.4,0.121,Luxury Quiet Standard
BMW-NVH-2965,51.5,1279,60.3,0.127,Luxury Quiet Standard
BMW-NVH-2966,116.9,2895,70.4,0.207,Luxury Quiet Standard
BMW-NVH-2967,37.1,861,57.3,0.119,Luxury Quiet Standard
BMW-NVH-2968,54.0,1214,57.5,0.106,Luxury Quiet Standard
BMW-NVH-2969,72.1,1740,61.7,0.151,Luxury Quiet Standard
BMW-NVH-2970,160.6,3882,76.5,0.212,Luxury Quiet Standard
BMW-NVH-2971,101.1,2396,65.1,0.165,Luxury Quiet Standard
BMW-NVH-2972,178.1,4217,78.0,0.219,Luxury Quiet Standard
BMW-NVH-2973,125.8,3077,69.1,0.207,Luxury Quiet Standard
BMW-NVH-2974,153.0,3759,80.9,0.234,Unwanted Boom / Hum
BMW-NVH-2975,147.3,3622,81.9,0.237,Unwanted Boom / Hum
BMW-NVH-2976,46.4,1003,59.0,0.109,Luxury Quiet Standard
BMW-NVH-2977,52.4,1231,60.4,0.102,Luxury Quiet Standard
BMW-NVH-2978,98.2,2352,65.9,0.166,Luxury Quiet Standard
BMW-NVH-2979,85.7,2018,64.6,0.104,Luxury Quiet Standard
BMW-NVH-2980,149.5,3573,74.6,0.174,Luxury Quiet Standard
BMW-NVH-2981,64.3,1511,62.4,0.116,Luxury Quiet Standard
BMW-NVH-2982,32.1,767,55.7,0.138,Luxury Quiet Standard
BMW-NVH-2983,112.6,2750,68.6,0.195,Luxury Quiet Standard
BMW-NVH-2984,109.1,2577,71.0,0.177,Luxury Quiet Standard
BMW-NVH-2985,47.4,1099,60.8,0.124,Luxury Quiet Standard
BMW-NVH-2986,122.5,2780,67.3,0.182,Luxury Quiet Standard
BMW-NVH-2987,129.4,3088,70.6,0.169,Luxury Quiet Standard
BMW-NVH-2988,133.4,3296,67.4,0.26,Luxury Quiet Standard
BMW-NVH-2989,159.6,3750,77.1,0.243,Unwanted Boom / Hum
BMW-NVH-2990,61.7,1439,62.6,0.091,Luxury Quiet Standard
BMW-NVH-2991,55.9,1362,57.0,0.188,Luxury Quiet Standard
BMW-NVH-2992,102.2,2507,66.6,0.178,Luxury Quiet Standard
BMW-NVH-2993,102.2,2409,64.6,0.127,Luxury Quiet Standard
BMW-NVH-2994,159.0,3876,73.6,0.202,Luxury Quiet Standard
BMW-NVH-2995,170.4,4122,74.4,0.21,Luxury Quiet Standard
BMW-NVH-2996,68.8,1656,61.8,0.14,Luxury Quiet Standard
BMW-NVH-2997,38.3,952,58.5,0.145,Luxury Quiet Standard
BMW-NVH-2998,72.6,1642,63.8,0.118,Luxury Quiet Standard
BMW-NVH-2999,34.2,825,56.3,0.098,Luxury Quiet Standard
BMW-NVH-3000,149.0,3731,76.7,0.197,Luxury Quiet Standard
BMW-NVH-3001,40.1,965,57.1,0.091,Luxury Quiet Standard
BMW-NVH-3002,164.3,3968,81.8,0.276,Unwanted Boom / Hum
BMW-NVH-3003,109.3,2547,66.9,0.149,Luxury Quiet Standard
BMW-NVH-3004,90.3,2217,67.2,0.182,Luxury Quiet Standard
BMW-NVH-3005,84.8,1995,65.4,0.168,Luxury Quiet Standard
BMW-NVH-3006,129.4,3076,70.6,0.184,Luxury Quiet Standard
BMW-NVH-3007,60.7,1549,59.7,0.145,Luxury Quiet Standard
BMW-NVH-3008,41.7,1014,58.8,0.141,Luxury Quiet Standard
BMW-NVH-3009,83.7,1856,63.4,0.157,Luxury Quiet Standard
BMW-NVH-3010,118.2,2762,67.5,0.221,Luxury Quiet Standard
BMW-NVH-3011,61.5,1444,60.5,0.183,Luxury Quiet Standard
BMW-NVH-3012,105.1,2452,64.4,0.142,Luxury Quiet Standard
BMW-NVH-3013,177.2,4277,84.0,0.282,Unwanted Boom / Hum
BMW-NVH-3014,148.5,3585,78.7,0.231,Unwanted Boom / Hum
BMW-NVH-3015,152.6,3627,71.4,0.204,Luxury Quiet Standard
BMW-NVH-3016,176.1,4293,85.6,0.225,Unwanted Boom / Hum
BMW-NVH-3017,91.6,2180,63.1,0.083,Luxury Quiet Standard
BMW-NVH-3018,116.3,2746,65.9,0.154,Luxury Quiet Standard
BMW-NVH-3019,95.4,2338,67.3,0.198,Luxury Quiet Standard
BMW-NVH-3020,149.0,3672,73.6,0.19,Luxury Quiet Standard
BMW-NVH-3021,107.1,2615,65.1,0.148,Luxury Quiet Standard
BMW-NVH-3022,83.4,1952,64.7,0.178,Luxury Quiet Standard
BMW-NVH-3023,112.6,2663,68.0,0.228,Luxury Quiet Standard
BMW-NVH-3024,177.5,4219,80.2,0.211,Luxury Quiet Standard
BMW-NVH-3025,131.4,3071,69.0,0.208,Luxury Quiet Standard
BMW-NVH-3026,78.6,1859,63.6,0.131,Luxury Quiet Standard
BMW-NVH-3027,165.2,3980,79.6,0.279,Unwanted Boom / Hum
BMW-NVH-3028,50.5,1328,60.4,0.174,Luxury Quiet Standard
BMW-NVH-3029,160.6,3672,78.2,0.221,Unwanted Boom / Hum
BMW-NVH-3030,85.5,1950,66.0,0.179,Luxury Quiet Standard
BMW-NVH-3031,116.6,2724,69.7,0.224,Luxury Quiet Standard
BMW-NVH-3032,163.7,3999,79.9,0.261,Unwanted Boom / Hum
BMW-NVH-3033,172.5,4158,85.6,0.278,Unwanted Boom / Hum
BMW-NVH-3034,78.9,1865,65.0,0.138,Luxury Quiet Standard
BMW-NVH-3035,137.3,3297,71.7,0.213,Luxury Quiet Standard
BMW-NVH-3036,81.3,1827,62.1,0.147,Luxury Quiet Standard
BMW-NVH-3037,122.8,2976,70.8,0.235,Luxury Quiet Standard
BMW-NVH-3038,151.4,3605,74.3,0.216,Luxury Quiet Standard
BMW-NVH-3039,175.9,4236,80.2,0.221,Unwanted Boom / Hum
BMW-NVH-3040,115.8,2762,69.9,0.21,Luxury Quiet Standard
BMW-NVH-3041,174.8,4229,82.6,0.243,Unwanted Boom / Hum
BMW-NVH-3042,140.9,3334,68.8,0.153,Luxury Quiet Standard
BMW-NVH-3043,150.9,3729,76.7,0.242,Unwanted Boom / Hum
BMW-NVH-3044,54.0,1367,57.7,0.1,Luxury Quiet Standard
BMW-NVH-3045,132.9,3205,72.0,0.181,Luxury Quiet Standard
BMW-NVH-3046,48.8,1330,58.9,0.135,Luxury Quiet Standard
BMW-NVH-3047,150.3,3600,70.4,0.155,Luxury Quiet Standard
BMW-NVH-3048,121.6,2825,69.9,0.212,Luxury Quiet Standard
BMW-NVH-3049,62.5,1517,60.0,0.102,Luxury Quiet Standard
BMW-NVH-3050,53.2,1236,58.4,0.114,Luxury Quiet Standard
BMW-NVH-3051,165.5,3835,77.2,0.216,Luxury Quiet Standard
BMW-NVH-3052,34.2,760,54.6,0.122,Luxury Quiet Standard
BMW-NVH-3053,76.6,1745,65.9,0.139,Luxury Quiet Standard
BMW-NVH-3054,160.2,3923,76.8,0.211,Luxury Quiet Standard
BMW-NVH-3055,88.8,2226,67.8,0.151,Luxury Quiet Standard
BMW-NVH-3056,149.8,3732,75.6,0.203,Luxury Quiet Standard
BMW-NVH-3057,105.0,2563,64.6,0.204,Luxury Quiet Standard
BMW-NVH-3058,133.8,3265,72.5,0.179,Luxury Quiet Standard
BMW-NVH-3059,114.5,2650,64.3,0.231,Luxury Quiet Standard
BMW-NVH-3060,133.6,3212,71.7,0.215,Luxury Quiet Standard
BMW-NVH-3061,42.9,1024,59.8,0.156,Luxury Quiet Standard
BMW-NVH-3062,115.1,2809,72.6,0.16,Luxury Quiet Standard
BMW-NVH-3063,177.9,4321,84.8,0.233,Unwanted Boom / Hum
BMW-NVH-3064,42.5,1130,59.0,0.075,Luxury Quiet Standard
BMW-NVH-3065,163.3,4045,79.0,0.237,Unwanted Boom / Hum
BMW-NVH-3066,172.2,4018,82.3,0.252,Unwanted Boom / Hum
BMW-NVH-3067,121.0,2885,67.3,0.175,Luxury Quiet Standard
BMW-NVH-3068,93.2,2190,64.2,0.152,Luxury Quiet Standard
BMW-NVH-3069,121.2,3027,69.3,0.186,Luxury Quiet Standard
BMW-NVH-3070,129.2,2986,72.3,0.175,Luxury Quiet Standard
BMW-NVH-3071,105.0,2427,65.9,0.195,Luxury Quiet Standard
BMW-NVH-3072,108.0,2467,62.5,0.165,Luxury Quiet Standard
BMW-NVH-3073,159.2,3909,80.2,0.229,Unwanted Boom / Hum
BMW-NVH-3074,33.6,722,57.6,0.037,Luxury Quiet Standard
BMW-NVH-3075,32.7,757,54.7,0.149,Luxury Quiet Standard
BMW-NVH-3076,82.2,2054,62.9,0.145,Luxury Quiet Standard
BMW-NVH-3077,98.6,2529,63.1,0.175,Luxury Quiet Standard
BMW-NVH-3078,94.8,2347,63.7,0.156,Luxury Quiet Standard
BMW-NVH-3079,106.7,2640,69.4,0.164,Luxury Quiet Standard
BMW-NVH-3080,74.6,1829,60.3,0.178,Luxury Quiet Standard
BMW-NVH-3081,55.4,1378,57.6,0.155,Luxury Quiet Standard
BMW-NVH-3082,113.2,2594,68.5,0.124,Luxury Quiet Standard
BMW-NVH-3083,105.1,2477,62.8,0.094,Luxury Quiet Standard
BMW-NVH-3084,34.9,764,55.2,0.125,Luxury Quiet Standard
BMW-NVH-3085,131.6,3271,71.0,0.212,Luxury Quiet Standard
BMW-NVH-3086,126.9,2926,69.5,0.212,Luxury Quiet Standard
BMW-NVH-3087,146.1,3648,77.6,0.263,Unwanted Boom / Hum
BMW-NVH-3088,36.7,1020,57.4,0.142,Luxury Quiet Standard
BMW-NVH-3089,41.6,1056,59.8,0.128,Luxury Quiet Standard
BMW-NVH-3090,138.5,3292,72.2,0.172,Luxury Quiet Standard
BMW-NVH-3091,107.6,2686,70.9,0.193,Luxury Quiet Standard
BMW-NVH-3092,75.3,1728,62.9,0.131,Luxury Quiet Standard
BMW-NVH-3093,163.6,3932,74.6,0.218,Luxury Quiet Standard
BMW-NVH-3094,52.0,1200,60.1,0.102,Luxury Quiet Standard
BMW-NVH-3095,35.5,886,57.4,0.141,Luxury Quiet Standard
BMW-NVH-3096,60.4,1453,62.9,0.172,Luxury Quiet Standard
BMW-NVH-3097,97.3,2343,64.9,0.198,Luxury Quiet Standard
BMW-NVH-3098,51.4,1200,60.7,0.135,Luxury Quiet Standard
BMW-NVH-3099,153.5,3772,75.2,0.219,Luxury Quiet Standard
BMW-NVH-3100,32.5,837,58.9,0.081,Luxury Quiet Standard
BMW-NVH-3101,155.2,3630,74.1,0.216,Luxury Quiet Standard
BMW-NVH-3102,149.5,3568,69.5,0.167,Luxury Quiet Standard
BMW-NVH-3103,124.4,2970,68.6,0.215,Luxury Quiet Standard
BMW-NVH-3104,101.2,2415,63.8,0.139,Luxury Quiet Standard
BMW-NVH-3105,104.9,2610,67.4,0.171,Luxury Quiet Standard
BMW-NVH-3106,98.1,2418,64.6,0.149,Luxury Quiet Standard
BMW-NVH-3107,35.5,936,58.1,0.103,Luxury Quiet Standard
BMW-NVH-3108,144.6,3341,71.9,0.17,Luxury Quiet Standard
BMW-NVH-3109,110.2,2654,70.1,0.137,Luxury Quiet Standard
BMW-NVH-3110,61.9,1458,62.1,0.069,Luxury Quiet Standard
BMW-NVH-3111,118.5,2818,68.7,0.166,Luxury Quiet Standard
BMW-NVH-3112,103.4,2505,66.9,0.165,Luxury Quiet Standard
BMW-NVH-3113,109.5,2553,69.0,0.154,Luxury Quiet Standard
BMW-NVH-3114,120.6,3103,68.7,0.159,Luxury Quiet Standard
BMW-NVH-3115,114.3,2828,69.0,0.164,Luxury Quiet Standard
BMW-NVH-3116,139.4,3259,79.8,0.229,Unwanted Boom / Hum
BMW-NVH-3117,59.3,1401,61.6,0.12,Luxury Quiet Standard
BMW-NVH-3118,153.3,3577,72.2,0.2,Luxury Quiet Standard
BMW-NVH-3119,176.4,4228,74.9,0.215,Luxury Quiet Standard
BMW-NVH-3120,52.0,1253,59.9,0.078,Luxury Quiet Standard
BMW-NVH-3121,87.0,2008,63.7,0.102,Luxury Quiet Standard
BMW-NVH-3122,147.3,3592,74.1,0.21,Luxury Quiet Standard
BMW-NVH-3123,175.2,4272,82.6,0.25,Unwanted Boom / Hum
BMW-NVH-3124,71.8,1795,59.8,0.168,Luxury Quiet Standard
BMW-NVH-3125,77.7,1747,61.8,0.191,Luxury Quiet Standard
BMW-NVH-3126,86.6,2131,66.7,0.139,Luxury Quiet Standard
BMW-NVH-3127,168.6,3910,83.3,0.221,Unwanted Boom / Hum
BMW-NVH-3128,43.7,1061,60.5,0.133,Luxury Quiet Standard
BMW-NVH-3129,53.1,1357,56.9,0.12,Luxury Quiet Standard
BMW-NVH-3130,49.6,1148,56.6,0.127,Luxury Quiet Standard
BMW-NVH-3131,155.5,3791,75.3,0.23,Unwanted Boom / Hum
BMW-NVH-3132,35.7,977,57.6,0.077,Luxury Quiet Standard
BMW-NVH-3133,37.3,921,59.2,0.17,Luxury Quiet Standard
BMW-NVH-3134,114.4,2846,66.1,0.194,Luxury Quiet Standard
BMW-NVH-3135,97.0,2269,67.9,0.175,Luxury Quiet Standard
BMW-NVH-3136,72.9,1754,61.5,0.159,Luxury Quiet Standard
BMW-NVH-3137,90.4,2118,65.7,0.098,Luxury Quiet Standard
BMW-NVH-3138,138.8,3327,69.3,0.219,Luxury Quiet Standard
BMW-NVH-3139,167.0,3906,80.2,0.248,Unwanted Boom / Hum
BMW-NVH-3140,123.7,3031,70.4,0.208,Luxury Quiet Standard
BMW-NVH-3141,170.5,4031,74.0,0.179,Luxury Quiet Standard
BMW-NVH-3142,161.5,3957,72.8,0.202,Luxury Quiet Standard
BMW-NVH-3143,151.7,3781,74.8,0.187,Luxury Quiet Standard
BMW-NVH-3144,109.8,2680,71.3,0.222,Luxury Quiet Standard
BMW-NVH-3145,33.4,781,54.7,0.007,Luxury Quiet Standard
BMW-NVH-3146,173.9,4123,73.9,0.196,Luxury Quiet Standard
BMW-NVH-3147,100.3,2525,63.4,0.201,Luxury Quiet Standard
BMW-NVH-3148,119.8,2842,66.7,0.167,Luxury Quiet Standard
BMW-NVH-3149,93.8,2238,66.2,0.119,Luxury Quiet Standard
BMW-NVH-3150,172.8,4049,80.9,0.243,Unwanted Boom / Hum
BMW-NVH-3151,124.5,3012,67.9,0.197,Luxury Quiet Standard
BMW-NVH-3152,110.5,2649,65.5,0.161,Luxury Quiet Standard
BMW-NVH-3153,117.0,2813,68.2,0.133,Luxury Quiet Standard
BMW-NVH-3154,90.0,2240,61.7,0.154,Luxury Quiet Standard
BMW-NVH-3155,78.8,1832,61.2,0.177,Luxury Quiet Standard
BMW-NVH-3156,148.0,3670,76.0,0.265,Unwanted Boom / Hum
BMW-NVH-3157,113.8,2861,69.1,0.194,Luxury Quiet Standard
BMW-NVH-3158,35.4,873,53.9,0.077,Luxury Quiet Standard
BMW-NVH-3159,54.8,1278,57.1,0.093,Luxury Quiet Standard
BMW-NVH-3160,119.0,2817,66.0,0.143,Luxury Quiet Standard
BMW-NVH-3161,172.2,4123,82.7,0.26,Unwanted Boom / Hum
BMW-NVH-3162,106.5,2529,68.0,0.161,Luxury Quiet Standard
BMW-NVH-3163,100.0,2467,67.0,0.212,Luxury Quiet Standard
BMW-NVH-3164,151.4,3682,72.5,0.154,Luxury Quiet Standard
BMW-NVH-3165,97.6,2412,69.9,0.139,Luxury Quiet Standard
BMW-NVH-3166,92.1,2288,66.4,0.155,Luxury Quiet Standard
BMW-NVH-3167,151.8,3618,72.1,0.212,Luxury Quiet Standard
BMW-NVH-3168,141.7,3468,70.2,0.202,Luxury Quiet Standard
BMW-NVH-3169,178.1,4212,77.5,0.217,Luxury Quiet Standard
BMW-NVH-3170,166.2,4021,80.1,0.214,Luxury Quiet Standard
BMW-NVH-3171,91.3,2173,67.6,0.184,Luxury Quiet Standard
BMW-NVH-3172,117.0,2870,73.0,0.15,Luxury Quiet Standard
BMW-NVH-3173,141.3,3442,74.1,0.207,Luxury Quiet Standard
BMW-NVH-3174,93.8,2294,61.3,0.166,Luxury Quiet Standard
BMW-NVH-3175,96.9,2243,64.4,0.215,Luxury Quiet Standard
BMW-NVH-3176,89.7,2207,64.6,0.14,Luxury Quiet Standard
BMW-NVH-3177,65.3,1545,57.8,0.055,Luxury Quiet Standard
BMW-NVH-3178,50.1,1257,57.5,0.101,Luxury Quiet Standard
BMW-NVH-3179,142.2,3386,71.9,0.202,Luxury Quiet Standard
BMW-NVH-3180,51.3,1169,58.3,0.118,Luxury Quiet Standard
BMW-NVH-3181,91.8,2206,64.2,0.226,Luxury Quiet Standard
BMW-NVH-3182,118.2,2910,68.3,0.15,Luxury Quiet Standard
BMW-NVH-3183,48.7,1092,57.4,0.084,Luxury Quiet Standard
BMW-NVH-3184,54.3,1302,59.6,0.156,Luxury Quiet Standard
BMW-NVH-3185,84.0,1938,66.3,0.203,Luxury Quiet Standard
BMW-NVH-3186,85.1,1945,62.2,0.182,Luxury Quiet Standard
BMW-NVH-3187,100.7,2582,66.6,0.231,Luxury Quiet Standard
BMW-NVH-3188,45.5,1021,58.0,0.072,Luxury Quiet Standard
BMW-NVH-3189,146.2,3462,71.5,0.174,Luxury Quiet Standard
BMW-NVH-3190,31.6,749,58.4,0.088,Luxury Quiet Standard
