Stamping_Stroke_ID,Press_Tonnage_kN,Stroke_Rate_SPM,Die_Temperature_C,Peak_Impact_Shock_G,Harmonic_Wear_Ratio,Panel_Quality
TOYOTA-PR-2061,2050.1,18.7,59.7,7.12,1.46,Perfect Stamping Quality
TOYOTA-PR-2062,2286.9,26.2,62.4,8.73,1.76,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2063,955.4,17.1,49.4,5.73,1.64,Perfect Stamping Quality
TOYOTA-PR-2064,1742.2,31.3,46.9,6.94,1.49,Perfect Stamping Quality
TOYOTA-PR-2065,1385.2,24.4,50.5,6.08,1.15,Perfect Stamping Quality
TOYOTA-PR-2066,1173.4,24.5,46.5,6.28,1.32,Perfect Stamping Quality
TOYOTA-PR-2067,928.7,22.6,48.7,5.72,1.16,Perfect Stamping Quality
TOYOTA-PR-2068,1475.1,27.5,47.7,6.39,1.18,Perfect Stamping Quality
TOYOTA-PR-2069,1898.6,25.1,55.3,7.88,1.27,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2070,1809.3,28.2,54.5,7.74,1.32,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2071,1726.7,25.8,51.9,7.64,1.16,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2072,1017.7,17.9,50.0,5.17,1.31,Perfect Stamping Quality
TOYOTA-PR-2073,1297.0,19.0,49.7,6.4,1.65,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2074,1789.0,18.7,53.5,6.89,1.26,Perfect Stamping Quality
TOYOTA-PR-2075,2261.0,17.7,60.0,7.92,1.37,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2076,1716.2,24.2,54.9,6.99,1.45,Perfect Stamping Quality
TOYOTA-PR-2077,1958.9,17.0,51.1,7.07,1.49,Perfect Stamping Quality
TOYOTA-PR-2078,1688.9,14.3,53.7,6.44,1.21,Perfect Stamping Quality
TOYOTA-PR-2079,1639.4,15.5,54.2,6.98,1.52,Perfect Stamping Quality
TOYOTA-PR-2080,2064.7,25.8,56.8,6.69,1.36,Perfect Stamping Quality
TOYOTA-PR-2081,1148.3,23.1,46.9,6.27,1.44,Perfect Stamping Quality
TOYOTA-PR-2082,1279.3,23.1,49.0,6.85,1.27,Perfect Stamping Quality
TOYOTA-PR-2083,1610.1,20.8,50.7,6.82,1.31,Perfect Stamping Quality
TOYOTA-PR-2084,1187.9,30.2,50.0,5.92,1.23,Perfect Stamping Quality
TOYOTA-PR-2085,1860.1,27.5,54.4,6.29,1.47,Perfect Stamping Quality
TOYOTA-PR-2086,1662.2,24.3,54.2,7.34,1.5,Perfect Stamping Quality
TOYOTA-PR-2087,1316.2,31.4,46.4,6.83,1.36,Perfect Stamping Quality
TOYOTA-PR-2088,1018.0,22.8,46.4,6.17,1.54,Perfect Stamping Quality
TOYOTA-PR-2089,2129.8,15.8,58.3,7.86,1.64,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2090,1076.4,28.3,42.9,5.98,1.46,Perfect Stamping Quality
TOYOTA-PR-2091,2066.0,20.7,51.8,7.96,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2092,2324.4,31.9,58.8,8.2,1.17,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2093,1873.9,29.8,59.3,7.23,1.47,Perfect Stamping Quality
TOYOTA-PR-2094,1934.2,22.3,55.5,7.03,1.31,Perfect Stamping Quality
TOYOTA-PR-2095,979.4,31.3,53.2,5.32,1.34,Perfect Stamping Quality
TOYOTA-PR-2096,1649.2,22.7,49.0,7.71,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2097,2245.7,19.4,57.2,7.38,1.56,Perfect Stamping Quality
TOYOTA-PR-2098,901.0,26.1,47.0,5.37,1.52,Perfect Stamping Quality
TOYOTA-PR-2099,874.9,27.0,51.0,5.82,1.43,Perfect Stamping Quality
TOYOTA-PR-2100,1545.6,24.6,49.2,6.61,1.49,Perfect Stamping Quality
TOYOTA-PR-2101,2157.7,18.8,60.7,7.19,1.32,Perfect Stamping Quality
TOYOTA-PR-2102,876.2,20.7,45.1,4.94,1.24,Perfect Stamping Quality
TOYOTA-PR-2103,2062.1,19.4,58.2,7.37,1.19,Perfect Stamping Quality
TOYOTA-PR-2104,976.9,24.3,50.4,5.39,1.6,Perfect Stamping Quality
TOYOTA-PR-2105,1293.5,17.5,52.1,6.13,1.37,Perfect Stamping Quality
TOYOTA-PR-2106,2048.2,20.6,59.8,7.74,1.44,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2107,1531.6,19.0,51.1,6.84,1.15,Perfect Stamping Quality
TOYOTA-PR-2108,2210.6,20.3,57.3,8.3,1.55,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2109,930.8,25.0,47.2,5.64,1.18,Perfect Stamping Quality
TOYOTA-PR-2110,1046.8,18.6,43.5,5.7,1.38,Perfect Stamping Quality
TOYOTA-PR-2111,1242.6,17.8,46.2,6.0,1.3,Perfect Stamping Quality
TOYOTA-PR-2112,1624.2,29.4,50.9,6.95,1.16,Perfect Stamping Quality
TOYOTA-PR-2113,2058.6,16.1,55.7,7.09,1.32,Perfect Stamping Quality
TOYOTA-PR-2114,1318.7,14.1,49.0,6.05,1.6,Perfect Stamping Quality
TOYOTA-PR-2115,1671.5,25.3,53.7,6.4,1.49,Perfect Stamping Quality
TOYOTA-PR-2116,2083.9,25.5,55.8,7.54,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2117,2172.2,18.9,58.4,7.09,1.17,Perfect Stamping Quality
TOYOTA-PR-2118,1749.7,24.7,49.0,7.26,1.1,Perfect Stamping Quality
TOYOTA-PR-2119,2125.8,23.9,55.2,7.12,1.61,Perfect Stamping Quality
TOYOTA-PR-2120,2234.9,23.7,53.2,7.87,1.4,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2121,1700.7,18.5,53.7,7.37,1.17,Perfect Stamping Quality
TOYOTA-PR-2122,1340.8,25.8,51.5,5.8,1.33,Perfect Stamping Quality
TOYOTA-PR-2123,1765.6,23.1,60.2,6.28,1.49,Perfect Stamping Quality
TOYOTA-PR-2124,1682.5,21.4,52.5,6.4,1.38,Perfect Stamping Quality
TOYOTA-PR-2125,2013.7,14.4,57.6,7.55,1.32,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2126,1228.4,21.6,44.5,5.84,1.34,Perfect Stamping Quality
TOYOTA-PR-2127,1176.2,20.3,51.7,6.24,1.18,Perfect Stamping Quality
TOYOTA-PR-2128,2349.9,16.9,54.9,8.07,1.34,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2129,1717.5,22.3,49.7,7.02,1.49,Perfect Stamping Quality
TOYOTA-PR-2130,1389.8,25.7,50.3,6.21,1.37,Perfect Stamping Quality
TOYOTA-PR-2131,1678.6,30.3,56.2,6.26,1.4,Perfect Stamping Quality
TOYOTA-PR-2132,839.8,27.9,44.7,5.83,1.44,Perfect Stamping Quality
TOYOTA-PR-2133,1719.9,26.1,54.1,7.1,1.27,Perfect Stamping Quality
TOYOTA-PR-2134,1870.0,25.7,59.8,7.71,1.36,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2135,904.8,21.1,43.9,6.2,1.47,Perfect Stamping Quality
TOYOTA-PR-2136,813.8,22.5,50.0,5.3,1.54,Perfect Stamping Quality
TOYOTA-PR-2137,2289.7,16.0,57.3,8.21,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2138,1780.6,31.2,58.1,7.82,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2139,1352.4,29.8,42.8,6.08,1.43,Perfect Stamping Quality
TOYOTA-PR-2140,1562.2,16.6,52.6,6.95,1.28,Perfect Stamping Quality
TOYOTA-PR-2141,2269.9,17.4,56.0,7.82,1.5,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2142,2019.0,30.5,60.8,7.89,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2143,1243.3,23.2,52.6,6.34,1.39,Perfect Stamping Quality
TOYOTA-PR-2144,1673.1,21.8,51.5,7.45,1.41,Perfect Stamping Quality
TOYOTA-PR-2145,1872.7,20.5,56.7,7.45,1.18,Perfect Stamping Quality
TOYOTA-PR-2146,2237.5,14.8,59.2,7.52,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2147,1693.8,19.0,47.1,6.87,1.19,Perfect Stamping Quality
TOYOTA-PR-2148,1745.3,27.7,49.2,6.96,1.14,Perfect Stamping Quality
TOYOTA-PR-2149,910.4,28.7,50.2,5.68,1.62,Perfect Stamping Quality
TOYOTA-PR-2150,1070.0,21.2,45.3,5.77,1.32,Perfect Stamping Quality
TOYOTA-PR-2151,1653.4,22.0,51.6,6.5,1.33,Perfect Stamping Quality
TOYOTA-PR-2152,1621.2,21.6,61.7,6.96,1.47,Perfect Stamping Quality
TOYOTA-PR-2153,1740.9,24.4,52.0,6.79,1.74,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2154,2324.4,14.3,55.7,7.89,1.49,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2155,1614.8,20.6,54.8,6.4,1.35,Perfect Stamping Quality
TOYOTA-PR-2156,1936.3,17.7,60.0,6.98,1.38,Perfect Stamping Quality
TOYOTA-PR-2157,1029.7,14.3,50.2,5.94,1.34,Perfect Stamping Quality
TOYOTA-PR-2158,1225.2,18.1,52.5,6.12,1.53,Perfect Stamping Quality
TOYOTA-PR-2159,868.3,30.3,46.5,6.05,1.35,Perfect Stamping Quality
TOYOTA-PR-2160,1264.6,29.7,55.7,7.03,1.06,Perfect Stamping Quality
TOYOTA-PR-2161,1134.4,27.0,42.4,6.25,1.2,Perfect Stamping Quality
TOYOTA-PR-2162,2199.4,25.9,56.5,7.61,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2163,2166.5,17.2,56.9,8.11,1.14,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2164,805.6,28.8,47.6,4.95,1.24,Perfect Stamping Quality
TOYOTA-PR-2165,893.4,31.2,45.9,5.65,1.13,Perfect Stamping Quality
TOYOTA-PR-2166,1081.4,22.0,47.7,5.74,1.36,Perfect Stamping Quality
TOYOTA-PR-2167,2310.2,26.5,61.2,7.97,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2168,1312.1,15.7,43.5,6.41,1.17,Perfect Stamping Quality
TOYOTA-PR-2169,1120.8,23.1,46.7,5.88,1.01,Perfect Stamping Quality
TOYOTA-PR-2170,997.9,21.8,46.5,5.54,1.21,Perfect Stamping Quality
TOYOTA-PR-2171,835.4,23.9,47.7,5.69,1.21,Perfect Stamping Quality
TOYOTA-PR-2172,2089.6,28.7,62.4,7.49,1.2,Perfect Stamping Quality
TOYOTA-PR-2173,2292.1,20.1,60.3,7.99,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2174,924.1,29.3,47.7,6.18,1.07,Perfect Stamping Quality
TOYOTA-PR-2175,1945.2,25.6,58.7,7.22,1.45,Perfect Stamping Quality
TOYOTA-PR-2176,1148.5,22.2,46.1,5.99,1.22,Perfect Stamping Quality
TOYOTA-PR-2177,1271.2,17.4,48.4,6.8,1.44,Perfect Stamping Quality
TOYOTA-PR-2178,960.7,27.2,49.9,5.75,1.24,Perfect Stamping Quality
TOYOTA-PR-2179,1734.3,23.4,53.2,7.25,1.39,Perfect Stamping Quality
TOYOTA-PR-2180,1083.9,21.0,47.8,5.63,1.2,Perfect Stamping Quality
TOYOTA-PR-2181,2154.8,14.2,53.4,8.08,1.41,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2182,1587.9,14.8,56.7,6.35,1.57,Perfect Stamping Quality
TOYOTA-PR-2183,2023.3,32.0,54.5,6.52,1.42,Perfect Stamping Quality
TOYOTA-PR-2184,1558.9,26.8,56.1,6.96,1.38,Perfect Stamping Quality
TOYOTA-PR-2185,2113.4,21.5,55.2,7.97,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2186,1691.3,30.4,55.0,6.94,1.27,Perfect Stamping Quality
TOYOTA-PR-2187,1838.3,27.7,54.4,7.54,1.21,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2188,1257.9,27.4,50.2,5.42,1.43,Perfect Stamping Quality
TOYOTA-PR-2189,1647.1,17.5,50.3,6.53,1.32,Perfect Stamping Quality
TOYOTA-PR-2190,1321.4,15.8,51.3,6.41,1.27,Perfect Stamping Quality
TOYOTA-PR-2191,839.5,25.2,44.9,5.08,1.35,Perfect Stamping Quality
TOYOTA-PR-2192,2274.5,20.3,55.5,8.04,1.26,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2193,1225.5,28.5,47.2,5.59,1.31,Perfect Stamping Quality
TOYOTA-PR-2194,2082.4,21.1,56.9,7.67,1.25,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2195,1176.7,14.2,50.0,5.4,1.51,Perfect Stamping Quality
TOYOTA-PR-2196,2385.0,25.1,55.5,7.77,1.22,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2197,1870.2,20.2,52.9,7.68,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2198,1402.7,22.6,46.1,6.46,1.28,Perfect Stamping Quality
TOYOTA-PR-2199,2157.4,24.2,51.3,8.11,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2200,1530.0,30.9,52.8,6.51,1.31,Perfect Stamping Quality
TOYOTA-PR-2201,835.5,21.7,43.7,5.3,1.16,Perfect Stamping Quality
TOYOTA-PR-2202,1561.9,29.4,57.7,6.93,1.41,Perfect Stamping Quality
TOYOTA-PR-2203,2367.0,17.3,54.9,7.68,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2204,1624.9,19.8,55.0,6.9,1.39,Perfect Stamping Quality
TOYOTA-PR-2205,2069.4,18.6,58.6,7.15,1.37,Perfect Stamping Quality
TOYOTA-PR-2206,1852.4,17.1,51.0,7.28,1.58,Perfect Stamping Quality
TOYOTA-PR-2207,1967.7,20.9,53.4,7.17,1.19,Perfect Stamping Quality
TOYOTA-PR-2208,1425.3,25.4,51.8,6.95,1.33,Perfect Stamping Quality
TOYOTA-PR-2209,2050.9,22.6,57.2,7.47,1.28,Perfect Stamping Quality
TOYOTA-PR-2210,2004.3,27.8,56.2,7.33,1.49,Perfect Stamping Quality
TOYOTA-PR-2211,1453.3,28.6,51.9,6.67,1.33,Perfect Stamping Quality
TOYOTA-PR-2212,1586.2,25.3,52.1,7.04,1.5,Perfect Stamping Quality
TOYOTA-PR-2213,1327.5,23.7,49.6,6.03,1.5,Perfect Stamping Quality
TOYOTA-PR-2214,2293.2,20.8,57.5,8.1,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2215,2226.2,22.3,60.5,8.12,1.46,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2216,2065.0,31.1,55.6,7.41,1.63,Perfect Stamping Quality
TOYOTA-PR-2217,2012.7,21.3,55.5,7.79,1.75,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2218,1187.3,23.9,45.3,6.19,1.25,Perfect Stamping Quality
TOYOTA-PR-2219,1054.4,15.4,47.5,5.88,1.22,Perfect Stamping Quality
TOYOTA-PR-2220,810.4,30.7,45.5,5.89,1.32,Perfect Stamping Quality
TOYOTA-PR-2221,1092.6,28.7,40.3,6.37,1.34,Perfect Stamping Quality
TOYOTA-PR-2222,2183.8,19.2,56.3,7.19,1.2,Perfect Stamping Quality
TOYOTA-PR-2223,1655.7,25.3,52.2,6.01,1.47,Perfect Stamping Quality
TOYOTA-PR-2224,2255.9,24.4,58.5,8.72,1.48,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2225,2331.6,24.0,64.0,7.8,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2226,1902.3,21.4,53.0,7.22,1.26,Perfect Stamping Quality
TOYOTA-PR-2227,2340.9,29.5,58.7,8.39,1.62,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2228,944.6,20.8,46.6,5.91,1.41,Perfect Stamping Quality
TOYOTA-PR-2229,2171.1,30.0,58.6,8.02,1.78,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2230,2215.9,15.7,57.9,7.81,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2231,2239.9,31.4,60.3,8.34,1.61,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2232,1694.7,16.5,53.7,6.07,1.42,Perfect Stamping Quality
TOYOTA-PR-2233,1718.4,21.8,48.6,6.16,1.61,Perfect Stamping Quality
TOYOTA-PR-2234,2367.1,20.4,61.4,7.74,1.25,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2235,2351.5,27.4,66.6,8.63,1.49,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2236,1681.3,31.9,55.4,7.74,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2237,1516.6,31.6,55.0,7.55,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2238,1884.7,23.4,58.1,7.45,1.37,Perfect Stamping Quality
TOYOTA-PR-2239,2189.3,22.1,54.6,8.17,1.29,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2240,1954.7,24.9,54.9,7.7,1.56,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2241,827.5,15.8,47.4,5.1,1.29,Perfect Stamping Quality
TOYOTA-PR-2242,1899.5,21.2,57.9,6.98,1.46,Perfect Stamping Quality
TOYOTA-PR-2243,1340.1,21.8,53.3,6.44,1.38,Perfect Stamping Quality
TOYOTA-PR-2244,1199.7,30.2,45.6,6.52,1.44,Perfect Stamping Quality
TOYOTA-PR-2245,998.3,22.5,49.4,5.61,1.42,Perfect Stamping Quality
TOYOTA-PR-2246,2148.9,22.6,54.3,7.94,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2247,1231.3,18.9,49.7,7.23,1.22,Perfect Stamping Quality
TOYOTA-PR-2248,855.9,28.1,43.0,5.77,1.15,Perfect Stamping Quality
TOYOTA-PR-2249,938.5,20.5,54.6,5.69,1.48,Perfect Stamping Quality
TOYOTA-PR-2250,1640.0,20.0,54.5,6.61,1.32,Perfect Stamping Quality
TOYOTA-PR-2251,1845.0,22.9,53.1,6.7,1.55,Perfect Stamping Quality
TOYOTA-PR-2252,1010.7,19.6,48.0,5.21,1.16,Perfect Stamping Quality
TOYOTA-PR-2253,2090.2,28.6,60.7,7.44,1.17,Perfect Stamping Quality
TOYOTA-PR-2254,1492.3,31.0,52.0,6.29,1.29,Perfect Stamping Quality
TOYOTA-PR-2255,1915.5,23.8,54.7,7.14,1.45,Perfect Stamping Quality
TOYOTA-PR-2256,2251.2,27.2,58.0,8.43,1.35,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2257,2056.0,26.2,60.0,7.29,1.47,Perfect Stamping Quality
TOYOTA-PR-2258,1074.4,22.2,52.3,6.18,1.59,Perfect Stamping Quality
TOYOTA-PR-2259,2291.7,19.7,59.3,7.81,1.47,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2260,1450.9,19.4,49.1,7.14,1.26,Perfect Stamping Quality
TOYOTA-PR-2261,822.8,15.8,45.6,6.22,1.44,Perfect Stamping Quality
TOYOTA-PR-2262,903.0,26.5,42.9,5.79,1.38,Perfect Stamping Quality
TOYOTA-PR-2263,1525.2,29.7,53.4,7.43,1.13,Perfect Stamping Quality
TOYOTA-PR-2264,2151.1,18.4,56.1,7.47,1.62,Perfect Stamping Quality
TOYOTA-PR-2265,1642.1,16.2,52.8,7.36,1.53,Perfect Stamping Quality
TOYOTA-PR-2266,2235.0,26.8,58.4,7.26,1.58,Perfect Stamping Quality
TOYOTA-PR-2267,1879.4,16.6,54.4,7.7,1.21,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2268,1471.3,23.2,59.0,7.0,1.44,Perfect Stamping Quality
TOYOTA-PR-2269,1308.3,20.4,51.6,5.74,1.52,Perfect Stamping Quality
TOYOTA-PR-2270,1841.7,17.9,53.1,7.08,1.4,Perfect Stamping Quality
TOYOTA-PR-2271,1910.2,29.1,54.4,7.32,1.35,Perfect Stamping Quality
TOYOTA-PR-2272,1590.1,24.0,56.2,6.9,1.16,Perfect Stamping Quality
TOYOTA-PR-2273,1233.1,14.1,49.8,6.6,1.33,Perfect Stamping Quality
TOYOTA-PR-2274,1844.7,23.5,57.8,7.29,1.19,Perfect Stamping Quality
TOYOTA-PR-2275,1617.9,28.2,49.0,7.25,1.29,Perfect Stamping Quality
TOYOTA-PR-2276,1057.1,21.2,47.6,5.48,1.46,Perfect Stamping Quality
TOYOTA-PR-2277,2018.4,14.4,56.4,8.45,1.28,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2278,1998.0,29.5,57.1,6.97,1.32,Perfect Stamping Quality
TOYOTA-PR-2279,1072.2,21.1,48.2,5.9,1.33,Perfect Stamping Quality
TOYOTA-PR-2280,1031.6,21.3,46.4,5.68,1.16,Perfect Stamping Quality
TOYOTA-PR-2281,990.5,30.6,47.8,5.2,1.66,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2282,1559.0,24.3,47.1,6.95,1.33,Perfect Stamping Quality
TOYOTA-PR-2283,1764.0,16.9,48.5,6.97,1.34,Perfect Stamping Quality
TOYOTA-PR-2284,1899.8,21.2,57.4,7.47,1.5,Perfect Stamping Quality
TOYOTA-PR-2285,1092.1,18.3,52.3,6.04,1.39,Perfect Stamping Quality
TOYOTA-PR-2286,1462.4,15.3,48.7,6.25,1.25,Perfect Stamping Quality
TOYOTA-PR-2287,1494.7,17.2,50.2,7.46,1.45,Perfect Stamping Quality
TOYOTA-PR-2288,2214.0,31.5,65.3,7.58,1.33,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2289,1243.3,20.9,49.0,6.16,1.58,Perfect Stamping Quality
TOYOTA-PR-2290,2332.7,18.4,61.0,7.95,1.65,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2291,1298.9,27.1,54.8,6.75,1.33,Perfect Stamping Quality
TOYOTA-PR-2292,2010.7,20.8,56.5,7.62,1.24,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2293,1663.5,31.3,54.5,6.34,1.28,Perfect Stamping Quality
TOYOTA-PR-2294,1619.4,29.5,58.5,7.1,1.37,Perfect Stamping Quality
TOYOTA-PR-2295,1051.9,21.7,48.5,5.61,1.53,Perfect Stamping Quality
TOYOTA-PR-2296,1572.6,17.9,54.5,6.98,1.29,Perfect Stamping Quality
TOYOTA-PR-2297,2058.0,20.9,56.3,7.92,1.45,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2298,1982.6,23.6,54.6,7.02,1.34,Perfect Stamping Quality
TOYOTA-PR-2299,1390.3,20.5,52.1,5.96,1.33,Perfect Stamping Quality
TOYOTA-PR-2300,1992.8,21.6,53.4,7.3,1.31,Perfect Stamping Quality
TOYOTA-PR-2301,2199.8,24.9,58.6,7.15,1.26,Perfect Stamping Quality
TOYOTA-PR-2302,822.8,16.3,43.3,5.76,1.37,Perfect Stamping Quality
TOYOTA-PR-2303,1737.7,24.6,55.3,7.64,1.45,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2304,2193.3,31.3,56.6,7.4,1.49,Perfect Stamping Quality
TOYOTA-PR-2305,1593.3,30.3,56.5,7.33,1.26,Perfect Stamping Quality
TOYOTA-PR-2306,2049.6,21.2,54.3,7.25,1.15,Perfect Stamping Quality
TOYOTA-PR-2307,923.1,19.5,52.1,5.51,1.31,Perfect Stamping Quality
TOYOTA-PR-2308,1984.6,27.3,52.3,7.3,1.05,Perfect Stamping Quality
TOYOTA-PR-2309,810.0,27.9,51.1,5.0,1.29,Perfect Stamping Quality
TOYOTA-PR-2310,2397.3,31.3,62.7,7.6,1.53,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2311,1028.5,14.9,46.9,5.46,1.02,Perfect Stamping Quality
TOYOTA-PR-2312,2389.0,31.9,61.1,7.14,1.52,Perfect Stamping Quality
TOYOTA-PR-2313,2256.8,29.8,55.7,7.89,1.45,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2314,1996.0,18.8,57.5,7.11,1.38,Perfect Stamping Quality
TOYOTA-PR-2315,955.3,27.2,44.4,5.33,1.4,Perfect Stamping Quality
TOYOTA-PR-2316,2370.7,19.3,60.2,8.22,1.42,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2317,2182.2,19.1,53.1,8.13,1.09,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2318,2013.6,30.5,58.2,7.38,1.41,Perfect Stamping Quality
TOYOTA-PR-2319,1313.0,24.9,47.3,5.81,1.2,Perfect Stamping Quality
TOYOTA-PR-2320,870.9,23.7,47.4,5.5,1.34,Perfect Stamping Quality
TOYOTA-PR-2321,1180.4,18.9,50.2,6.12,1.03,Perfect Stamping Quality
TOYOTA-PR-2322,1170.8,17.0,47.3,5.86,1.56,Perfect Stamping Quality
TOYOTA-PR-2323,1456.4,26.7,48.7,5.48,1.41,Perfect Stamping Quality
TOYOTA-PR-2324,1192.0,25.0,52.6,6.96,1.37,Perfect Stamping Quality
TOYOTA-PR-2325,1291.4,31.9,41.2,6.48,1.21,Perfect Stamping Quality
TOYOTA-PR-2326,2067.4,17.7,58.7,7.47,1.24,Perfect Stamping Quality
TOYOTA-PR-2327,1416.4,27.6,49.2,6.44,1.31,Perfect Stamping Quality
TOYOTA-PR-2328,877.0,23.9,47.6,5.45,1.2,Perfect Stamping Quality
TOYOTA-PR-2329,2351.2,29.0,57.6,8.07,1.51,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2330,1703.6,21.5,50.4,7.14,1.18,Perfect Stamping Quality
TOYOTA-PR-2331,2230.9,18.7,54.9,8.05,1.31,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2332,1449.2,26.9,52.5,6.74,1.25,Perfect Stamping Quality
TOYOTA-PR-2333,960.3,14.3,46.5,5.01,1.37,Perfect Stamping Quality
TOYOTA-PR-2334,1266.9,18.5,47.2,6.42,1.19,Perfect Stamping Quality
TOYOTA-PR-2335,1704.0,29.4,52.5,6.75,1.28,Perfect Stamping Quality
TOYOTA-PR-2336,2364.0,25.7,63.6,7.89,1.43,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2337,1076.2,28.4,46.9,5.71,1.47,Perfect Stamping Quality
TOYOTA-PR-2338,2090.2,30.0,49.2,8.33,1.14,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2339,1165.6,21.1,47.4,5.64,1.58,Perfect Stamping Quality
TOYOTA-PR-2340,1883.2,25.3,47.2,6.9,1.21,Perfect Stamping Quality
TOYOTA-PR-2341,1149.8,15.9,45.6,6.46,1.45,Perfect Stamping Quality
TOYOTA-PR-2342,1885.3,28.0,62.3,6.95,1.33,Perfect Stamping Quality
TOYOTA-PR-2343,2064.6,20.1,57.9,6.88,1.27,Perfect Stamping Quality
TOYOTA-PR-2344,1082.9,29.0,46.1,5.66,1.13,Perfect Stamping Quality
TOYOTA-PR-2345,827.1,22.5,44.2,5.75,1.19,Perfect Stamping Quality
TOYOTA-PR-2346,2307.4,14.5,57.0,8.14,1.23,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2347,1587.2,14.3,49.0,6.14,1.43,Perfect Stamping Quality
TOYOTA-PR-2348,1392.9,23.0,57.8,6.11,1.36,Perfect Stamping Quality
TOYOTA-PR-2349,1268.5,15.7,40.8,6.75,1.46,Perfect Stamping Quality
TOYOTA-PR-2350,1693.3,16.1,51.5,6.41,1.5,Perfect Stamping Quality
TOYOTA-PR-2351,2066.4,23.0,56.3,8.11,1.49,Sheet Metal Micro-Tear Risk
TOYOTA-PR-2352,1366.9,25.8,51.0,6.68,1.35,Perfect Stamping Quality
TOYOTA-PR-2353,1857.4,29.4,51.4,7.57,1.46,Sheet Metal Micro-Tear Risk
