Handover_Event_ID,Driver_Attention_State,Handover_Response_Time_s,Speed_at_Handover_kmh,Adverse_Weather_Flag,Handover_Success
MB-L3-5957,Attentive & Forward,1.28,63.9,Clear Weather,Safe Smooth Handover
MB-L3-5958,Smartphone Screen,3.09,115.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5959,Attentive & Forward,1.36,107.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5960,Attentive & Forward,1.75,40.5,Clear Weather,Safe Smooth Handover
MB-L3-5961,Attentive & Forward,1.31,49.7,Clear Weather,Safe Smooth Handover
MB-L3-5962,Attentive & Forward,1.25,50.9,Clear Weather,Safe Smooth Handover
MB-L3-5963,Attentive & Forward,1.41,99.6,Clear Weather,Safe Smooth Handover
MB-L3-5964,Attentive & Forward,1.82,99.3,Clear Weather,Safe Smooth Handover
MB-L3-5965,Looking at Passenger,3.0,58.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5966,Attentive & Forward,1.39,93.6,Clear Weather,Safe Smooth Handover
MB-L3-5967,Looking at Passenger,2.56,114.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5968,Looking at Passenger,2.99,106.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5969,Attentive & Forward,1.24,56.1,Clear Weather,Safe Smooth Handover
MB-L3-5970,Attentive & Forward,1.7,73.8,Clear Weather,Safe Smooth Handover
MB-L3-5971,Attentive & Forward,1.31,40.1,Clear Weather,Safe Smooth Handover
MB-L3-5972,Attentive & Forward,1.26,70.1,Clear Weather,Safe Smooth Handover
MB-L3-5973,Attentive & Forward,1.5,53.6,Clear Weather,Safe Smooth Handover
MB-L3-5974,Attentive & Forward,1.39,122.6,Clear Weather,Safe Smooth Handover
MB-L3-5975,Attentive & Forward,0.9,61.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5976,Attentive & Forward,1.57,86.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5977,Attentive & Forward,1.11,120.0,Clear Weather,Safe Smooth Handover
MB-L3-5978,Attentive & Forward,1.08,74.9,Clear Weather,Safe Smooth Handover
MB-L3-5979,Attentive & Forward,1.4,115.9,Clear Weather,Safe Smooth Handover
MB-L3-5980,Attentive & Forward,1.38,78.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5981,Smartphone Screen,3.1,104.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5982,Attentive & Forward,0.86,73.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5983,Attentive & Forward,1.68,57.9,Clear Weather,Safe Smooth Handover
MB-L3-5984,Drowsy / Eyelid Blink,5.23,116.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5985,Attentive & Forward,1.54,115.6,Clear Weather,Safe Smooth Handover
MB-L3-5986,Smartphone Screen,2.97,96.1,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5987,Attentive & Forward,1.53,50.9,Clear Weather,Safe Smooth Handover
MB-L3-5988,Looking at Passenger,2.75,64.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5989,Attentive & Forward,1.72,126.8,Clear Weather,Safe Smooth Handover
MB-L3-5990,Attentive & Forward,1.72,115.2,Clear Weather,Safe Smooth Handover
MB-L3-5991,Smartphone Screen,2.78,77.2,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-5992,Attentive & Forward,1.21,52.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5993,Smartphone Screen,2.13,78.3,Clear Weather,Safe Smooth Handover
MB-L3-5994,Attentive & Forward,1.56,107.5,Clear Weather,Safe Smooth Handover
MB-L3-5995,Smartphone Screen,3.28,125.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5996,Attentive & Forward,1.49,87.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-5997,Looking at Passenger,2.67,97.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-5998,Attentive & Forward,1.43,97.7,Construction Zone,Safe Smooth Handover
MB-L3-5999,Drowsy / Eyelid Blink,3.42,61.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6000,Drowsy / Eyelid Blink,5.08,72.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6001,Attentive & Forward,1.38,100.4,Clear Weather,Safe Smooth Handover
MB-L3-6002,Attentive & Forward,1.09,81.5,Clear Weather,Safe Smooth Handover
MB-L3-6003,Attentive & Forward,1.53,101.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6004,Looking at Passenger,2.84,88.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6005,Attentive & Forward,1.51,46.1,Clear Weather,Safe Smooth Handover
MB-L3-6006,Attentive & Forward,1.69,56.5,Clear Weather,Safe Smooth Handover
MB-L3-6007,Attentive & Forward,1.45,78.3,Clear Weather,Safe Smooth Handover
MB-L3-6008,Attentive & Forward,1.13,99.0,Clear Weather,Safe Smooth Handover
MB-L3-6009,Drowsy / Eyelid Blink,2.95,56.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6010,Attentive & Forward,2.15,44.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6011,Attentive & Forward,1.34,65.5,Clear Weather,Safe Smooth Handover
MB-L3-6012,Attentive & Forward,1.26,112.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6013,Looking at Passenger,2.2,104.5,Clear Weather,Safe Smooth Handover
MB-L3-6014,Smartphone Screen,2.71,58.1,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6015,Attentive & Forward,1.3,78.0,Clear Weather,Safe Smooth Handover
MB-L3-6016,Rear Seat Mirror,1.89,99.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6017,Rear Seat Mirror,1.99,41.6,Clear Weather,Safe Smooth Handover
MB-L3-6018,Attentive & Forward,1.73,101.6,Clear Weather,Safe Smooth Handover
MB-L3-6019,Attentive & Forward,1.57,54.3,Clear Weather,Safe Smooth Handover
MB-L3-6020,Attentive & Forward,1.48,119.9,Clear Weather,Safe Smooth Handover
MB-L3-6021,Attentive & Forward,1.45,73.3,Clear Weather,Safe Smooth Handover
MB-L3-6022,Smartphone Screen,2.38,95.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6023,Smartphone Screen,2.27,52.2,Clear Weather,Safe Smooth Handover
MB-L3-6024,Attentive & Forward,1.44,86.3,Clear Weather,Safe Smooth Handover
MB-L3-6025,Smartphone Screen,2.96,103.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6026,Attentive & Forward,1.61,55.8,Clear Weather,Safe Smooth Handover
MB-L3-6027,Attentive & Forward,1.77,45.3,Clear Weather,Safe Smooth Handover
MB-L3-6028,Attentive & Forward,1.72,78.0,Clear Weather,Safe Smooth Handover
MB-L3-6029,Attentive & Forward,1.61,113.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6030,Attentive & Forward,1.32,90.5,Clear Weather,Safe Smooth Handover
MB-L3-6031,Attentive & Forward,1.38,90.0,Clear Weather,Safe Smooth Handover
MB-L3-6032,Attentive & Forward,1.48,65.6,Construction Zone,Safe Smooth Handover
MB-L3-6033,Attentive & Forward,1.27,93.9,Construction Zone,Safe Smooth Handover
MB-L3-6034,Attentive & Forward,1.31,83.5,Clear Weather,Safe Smooth Handover
MB-L3-6035,Drowsy / Eyelid Blink,4.88,80.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6036,Smartphone Screen,2.23,64.9,Clear Weather,Safe Smooth Handover
MB-L3-6037,Attentive & Forward,1.35,100.3,Clear Weather,Safe Smooth Handover
MB-L3-6038,Attentive & Forward,1.5,110.7,Clear Weather,Safe Smooth Handover
MB-L3-6039,Attentive & Forward,1.09,107.7,Clear Weather,Safe Smooth Handover
MB-L3-6040,Drowsy / Eyelid Blink,4.25,59.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6041,Attentive & Forward,1.59,113.1,Clear Weather,Safe Smooth Handover
MB-L3-6042,Attentive & Forward,1.21,61.7,Clear Weather,Safe Smooth Handover
MB-L3-6043,Rear Seat Mirror,2.1,103.2,Clear Weather,Safe Smooth Handover
MB-L3-6044,Rear Seat Mirror,1.92,48.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6045,Attentive & Forward,1.45,108.4,Clear Weather,Safe Smooth Handover
MB-L3-6046,Attentive & Forward,1.38,125.4,Construction Zone,Safe Smooth Handover
MB-L3-6047,Attentive & Forward,1.8,82.2,Clear Weather,Safe Smooth Handover
MB-L3-6048,Attentive & Forward,1.55,83.8,Construction Zone,Safe Smooth Handover
MB-L3-6049,Attentive & Forward,1.47,127.0,Clear Weather,Safe Smooth Handover
MB-L3-6050,Attentive & Forward,1.44,118.6,Clear Weather,Safe Smooth Handover
MB-L3-6051,Attentive & Forward,1.45,64.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6052,Smartphone Screen,2.1,110.0,Clear Weather,Safe Smooth Handover
MB-L3-6053,Smartphone Screen,3.3,84.2,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6054,Attentive & Forward,1.44,57.6,Clear Weather,Safe Smooth Handover
MB-L3-6055,Attentive & Forward,1.22,79.8,Clear Weather,Safe Smooth Handover
MB-L3-6056,Attentive & Forward,1.6,112.6,Construction Zone,Safe Smooth Handover
MB-L3-6057,Attentive & Forward,1.08,105.8,Clear Weather,Safe Smooth Handover
MB-L3-6058,Attentive & Forward,1.34,60.4,Clear Weather,Safe Smooth Handover
MB-L3-6059,Attentive & Forward,1.36,67.1,Clear Weather,Safe Smooth Handover
MB-L3-6060,Attentive & Forward,1.38,58.5,Construction Zone,Safe Smooth Handover
MB-L3-6061,Drowsy / Eyelid Blink,3.89,48.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6062,Attentive & Forward,1.59,85.2,Clear Weather,Safe Smooth Handover
MB-L3-6063,Attentive & Forward,1.03,103.0,Clear Weather,Safe Smooth Handover
MB-L3-6064,Attentive & Forward,1.53,72.1,Clear Weather,Safe Smooth Handover
MB-L3-6065,Attentive & Forward,1.44,128.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6066,Attentive & Forward,1.33,66.0,Construction Zone,Safe Smooth Handover
MB-L3-6067,Attentive & Forward,1.29,80.7,Clear Weather,Safe Smooth Handover
MB-L3-6068,Looking at Passenger,2.86,91.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6069,Attentive & Forward,1.55,120.9,Clear Weather,Safe Smooth Handover
MB-L3-6070,Attentive & Forward,1.63,48.9,Clear Weather,Safe Smooth Handover
MB-L3-6071,Attentive & Forward,1.52,108.0,Clear Weather,Safe Smooth Handover
MB-L3-6072,Attentive & Forward,1.47,90.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6073,Attentive & Forward,1.15,63.9,Clear Weather,Safe Smooth Handover
MB-L3-6074,Attentive & Forward,1.19,67.7,Clear Weather,Safe Smooth Handover
MB-L3-6075,Attentive & Forward,1.55,52.5,Clear Weather,Safe Smooth Handover
MB-L3-6076,Attentive & Forward,1.32,50.8,Clear Weather,Safe Smooth Handover
MB-L3-6077,Attentive & Forward,1.3,64.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6078,Attentive & Forward,1.44,93.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6079,Attentive & Forward,1.77,56.6,Clear Weather,Safe Smooth Handover
MB-L3-6080,Attentive & Forward,1.61,114.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6081,Attentive & Forward,0.81,97.3,Clear Weather,Safe Smooth Handover
MB-L3-6082,Attentive & Forward,1.12,99.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6083,Attentive & Forward,1.31,44.4,Clear Weather,Safe Smooth Handover
MB-L3-6084,Attentive & Forward,1.25,52.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6085,Attentive & Forward,1.68,86.2,Clear Weather,Safe Smooth Handover
MB-L3-6086,Attentive & Forward,1.42,41.7,Clear Weather,Safe Smooth Handover
MB-L3-6087,Attentive & Forward,1.42,103.7,Clear Weather,Safe Smooth Handover
MB-L3-6088,Smartphone Screen,2.48,100.6,Construction Zone,Safe Smooth Handover
MB-L3-6089,Attentive & Forward,1.4,84.8,Clear Weather,Safe Smooth Handover
MB-L3-6090,Attentive & Forward,1.28,85.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6091,Attentive & Forward,1.22,44.3,Clear Weather,Safe Smooth Handover
MB-L3-6092,Attentive & Forward,1.46,65.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6093,Attentive & Forward,1.34,80.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6094,Smartphone Screen,2.28,109.5,Clear Weather,Safe Smooth Handover
MB-L3-6095,Attentive & Forward,1.4,75.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6096,Attentive & Forward,1.36,46.3,Clear Weather,Safe Smooth Handover
MB-L3-6097,Smartphone Screen,2.43,91.3,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6098,Attentive & Forward,1.58,61.5,Clear Weather,Safe Smooth Handover
MB-L3-6099,Attentive & Forward,1.29,67.0,Clear Weather,Safe Smooth Handover
MB-L3-6100,Rear Seat Mirror,2.81,52.0,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6101,Drowsy / Eyelid Blink,3.16,89.1,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6102,Attentive & Forward,1.7,79.6,Clear Weather,Safe Smooth Handover
MB-L3-6103,Attentive & Forward,1.75,59.1,Clear Weather,Safe Smooth Handover
MB-L3-6104,Attentive & Forward,1.61,110.4,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6105,Attentive & Forward,1.29,125.9,Clear Weather,Safe Smooth Handover
MB-L3-6106,Looking at Passenger,3.56,120.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6107,Attentive & Forward,1.49,48.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6108,Attentive & Forward,1.56,109.4,Clear Weather,Safe Smooth Handover
MB-L3-6109,Attentive & Forward,1.34,89.2,Clear Weather,Safe Smooth Handover
MB-L3-6110,Smartphone Screen,3.17,111.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6111,Looking at Passenger,2.29,123.2,Clear Weather,Safe Smooth Handover
MB-L3-6112,Attentive & Forward,1.53,71.7,Clear Weather,Safe Smooth Handover
MB-L3-6113,Attentive & Forward,1.33,51.0,Construction Zone,Safe Smooth Handover
MB-L3-6114,Attentive & Forward,1.33,49.1,Clear Weather,Safe Smooth Handover
MB-L3-6115,Attentive & Forward,1.53,129.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6116,Attentive & Forward,1.33,91.0,Clear Weather,Safe Smooth Handover
MB-L3-6117,Rear Seat Mirror,2.05,54.1,Clear Weather,Safe Smooth Handover
MB-L3-6118,Drowsy / Eyelid Blink,3.65,57.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6119,Attentive & Forward,1.58,92.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6120,Attentive & Forward,1.48,106.0,Clear Weather,Safe Smooth Handover
MB-L3-6121,Drowsy / Eyelid Blink,3.08,114.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6122,Smartphone Screen,2.35,65.2,Clear Weather,Safe Smooth Handover
MB-L3-6123,Drowsy / Eyelid Blink,4.53,55.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6124,Attentive & Forward,1.44,96.4,Clear Weather,Safe Smooth Handover
MB-L3-6125,Smartphone Screen,2.75,102.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6126,Attentive & Forward,1.42,70.4,Clear Weather,Safe Smooth Handover
MB-L3-6127,Smartphone Screen,2.32,70.8,Clear Weather,Safe Smooth Handover
MB-L3-6128,Drowsy / Eyelid Blink,2.51,58.9,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6129,Attentive & Forward,1.65,109.2,Clear Weather,Safe Smooth Handover
MB-L3-6130,Drowsy / Eyelid Blink,4.39,41.7,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6131,Attentive & Forward,1.08,60.7,Clear Weather,Safe Smooth Handover
MB-L3-6132,Attentive & Forward,1.56,52.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6133,Smartphone Screen,1.87,112.0,Clear Weather,Safe Smooth Handover
MB-L3-6134,Attentive & Forward,1.11,107.1,Clear Weather,Safe Smooth Handover
MB-L3-6135,Looking at Passenger,2.39,40.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6136,Attentive & Forward,1.31,56.8,Clear Weather,Safe Smooth Handover
MB-L3-6137,Looking at Passenger,2.61,81.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6138,Attentive & Forward,1.35,73.0,Clear Weather,Safe Smooth Handover
MB-L3-6139,Attentive & Forward,1.7,75.9,Clear Weather,Safe Smooth Handover
MB-L3-6140,Attentive & Forward,1.61,66.2,Clear Weather,Safe Smooth Handover
MB-L3-6141,Attentive & Forward,1.42,49.8,Clear Weather,Safe Smooth Handover
MB-L3-6142,Rear Seat Mirror,2.25,100.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6143,Attentive & Forward,1.87,58.1,Clear Weather,Safe Smooth Handover
MB-L3-6144,Smartphone Screen,2.28,81.6,Clear Weather,Safe Smooth Handover
MB-L3-6145,Attentive & Forward,1.62,86.0,Clear Weather,Safe Smooth Handover
MB-L3-6146,Attentive & Forward,1.53,102.9,Clear Weather,Safe Smooth Handover
MB-L3-6147,Attentive & Forward,1.25,46.3,Clear Weather,Safe Smooth Handover
MB-L3-6148,Attentive & Forward,1.46,125.3,Construction Zone,Safe Smooth Handover
MB-L3-6149,Attentive & Forward,1.23,43.1,Clear Weather,Safe Smooth Handover
MB-L3-6150,Attentive & Forward,1.36,102.5,Clear Weather,Safe Smooth Handover
MB-L3-6151,Attentive & Forward,1.79,99.4,Clear Weather,Safe Smooth Handover
MB-L3-6152,Attentive & Forward,1.35,125.7,Clear Weather,Safe Smooth Handover
MB-L3-6153,Attentive & Forward,1.17,109.1,Construction Zone,Safe Smooth Handover
MB-L3-6154,Attentive & Forward,0.91,120.9,Construction Zone,Safe Smooth Handover
MB-L3-6155,Attentive & Forward,1.06,57.0,Construction Zone,Safe Smooth Handover
MB-L3-6156,Attentive & Forward,1.49,64.2,Clear Weather,Safe Smooth Handover
MB-L3-6157,Smartphone Screen,1.8,77.0,Clear Weather,Safe Smooth Handover
MB-L3-6158,Attentive & Forward,1.31,72.3,Clear Weather,Safe Smooth Handover
MB-L3-6159,Attentive & Forward,1.24,103.1,Clear Weather,Safe Smooth Handover
MB-L3-6160,Attentive & Forward,1.17,43.0,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6161,Rear Seat Mirror,1.71,106.6,Clear Weather,Safe Smooth Handover
MB-L3-6162,Attentive & Forward,1.44,102.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6163,Attentive & Forward,1.59,51.7,Clear Weather,Safe Smooth Handover
MB-L3-6164,Drowsy / Eyelid Blink,3.67,81.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6165,Looking at Passenger,2.17,64.2,Clear Weather,Safe Smooth Handover
MB-L3-6166,Attentive & Forward,1.42,104.8,Clear Weather,Safe Smooth Handover
MB-L3-6167,Looking at Passenger,2.95,83.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6168,Looking at Passenger,3.56,79.3,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6169,Smartphone Screen,2.99,83.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6170,Attentive & Forward,1.46,113.2,Clear Weather,Safe Smooth Handover
MB-L3-6171,Attentive & Forward,1.27,103.6,Clear Weather,Safe Smooth Handover
MB-L3-6172,Attentive & Forward,1.51,45.2,Clear Weather,Safe Smooth Handover
MB-L3-6173,Drowsy / Eyelid Blink,4.28,99.7,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6174,Attentive & Forward,1.3,111.6,Clear Weather,Safe Smooth Handover
MB-L3-6175,Rear Seat Mirror,2.77,118.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6176,Smartphone Screen,2.73,106.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6177,Attentive & Forward,1.99,57.0,Construction Zone,Safe Smooth Handover
MB-L3-6178,Looking at Passenger,3.13,92.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6179,Attentive & Forward,1.34,65.2,Clear Weather,Safe Smooth Handover
MB-L3-6180,Drowsy / Eyelid Blink,3.32,53.7,Construction Zone,Escalated Visual/Audio Alert
MB-L3-6181,Attentive & Forward,1.28,90.1,Clear Weather,Safe Smooth Handover
MB-L3-6182,Rear Seat Mirror,2.26,58.7,Clear Weather,Safe Smooth Handover
MB-L3-6183,Attentive & Forward,1.31,46.2,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6184,Attentive & Forward,1.21,51.9,Clear Weather,Safe Smooth Handover
MB-L3-6185,Drowsy / Eyelid Blink,3.71,62.4,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6186,Smartphone Screen,2.47,90.8,Clear Weather,Safe Smooth Handover
MB-L3-6187,Attentive & Forward,1.36,51.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6188,Attentive & Forward,1.25,88.7,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6189,Attentive & Forward,1.33,50.3,Clear Weather,Safe Smooth Handover
MB-L3-6190,Rear Seat Mirror,2.38,74.0,Clear Weather,Safe Smooth Handover
MB-L3-6191,Smartphone Screen,2.4,82.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6192,Drowsy / Eyelid Blink,3.38,59.9,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6193,Attentive & Forward,1.24,54.4,Clear Weather,Safe Smooth Handover
MB-L3-6194,Looking at Passenger,1.74,58.1,Clear Weather,Safe Smooth Handover
MB-L3-6195,Rear Seat Mirror,2.05,91.4,Clear Weather,Safe Smooth Handover
MB-L3-6196,Attentive & Forward,1.19,111.6,Clear Weather,Safe Smooth Handover
MB-L3-6197,Attentive & Forward,1.22,104.1,Construction Zone,Safe Smooth Handover
MB-L3-6198,Attentive & Forward,1.52,103.9,Clear Weather,Safe Smooth Handover
MB-L3-6199,Attentive & Forward,1.65,73.8,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6200,Drowsy / Eyelid Blink,3.75,112.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6201,Smartphone Screen,1.95,69.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6202,Attentive & Forward,1.48,46.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6203,Attentive & Forward,1.31,98.1,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6204,Attentive & Forward,1.38,88.9,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6205,Attentive & Forward,1.3,98.3,Clear Weather,Safe Smooth Handover
MB-L3-6206,Attentive & Forward,1.28,41.9,Clear Weather,Safe Smooth Handover
MB-L3-6207,Attentive & Forward,1.63,66.9,Construction Zone,Safe Smooth Handover
MB-L3-6208,Attentive & Forward,1.65,96.4,Construction Zone,Safe Smooth Handover
MB-L3-6209,Attentive & Forward,1.56,48.4,Clear Weather,Safe Smooth Handover
MB-L3-6210,Smartphone Screen,3.41,101.0,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6211,Attentive & Forward,1.26,96.8,Clear Weather,Safe Smooth Handover
MB-L3-6212,Attentive & Forward,1.35,43.6,Clear Weather,Safe Smooth Handover
MB-L3-6213,Attentive & Forward,1.67,84.0,Construction Zone,Safe Smooth Handover
MB-L3-6214,Drowsy / Eyelid Blink,3.83,84.6,Heavy Rainstorm,Escalated Visual/Audio Alert
MB-L3-6215,Looking at Passenger,2.45,108.8,Clear Weather,Safe Smooth Handover
MB-L3-6216,Drowsy / Eyelid Blink,3.63,50.5,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6217,Attentive & Forward,1.37,76.9,Clear Weather,Safe Smooth Handover
MB-L3-6218,Attentive & Forward,1.44,73.4,Clear Weather,Safe Smooth Handover
MB-L3-6219,Smartphone Screen,2.29,118.0,Clear Weather,Safe Smooth Handover
MB-L3-6220,Attentive & Forward,1.25,50.1,Clear Weather,Safe Smooth Handover
MB-L3-6221,Rear Seat Mirror,2.12,40.5,Clear Weather,Safe Smooth Handover
MB-L3-6222,Attentive & Forward,1.26,71.9,Clear Weather,Safe Smooth Handover
MB-L3-6223,Attentive & Forward,1.49,87.6,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6224,Attentive & Forward,1.34,75.9,Clear Weather,Safe Smooth Handover
MB-L3-6225,Drowsy / Eyelid Blink,3.69,55.8,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6226,Attentive & Forward,1.56,81.9,Clear Weather,Safe Smooth Handover
MB-L3-6227,Attentive & Forward,1.49,114.5,Heavy Rainstorm,Safe Smooth Handover
MB-L3-6228,Looking at Passenger,2.67,128.6,Clear Weather,Escalated Visual/Audio Alert
MB-L3-6229,Attentive & Forward,1.2,56.5,Clear Weather,Safe Smooth Handover
