Charging_Session_ID,Ambient_Temp_C,Fast_Charge_C_Rate,Starting_SoC_pct,Anode_Overvoltage_mV,Charge_Duration_min,Plating_Safety_Status
VW-MEB-2533,24.2,3.1,41.0,-96.5,14.0,High Risk (Lithium Plating)
VW-MEB-2534,8.7,2.03,8.4,-89.3,46.4,High Risk (Lithium Plating)
VW-MEB-2535,18.1,2.94,30.3,-96.2,19.7,High Risk (Lithium Plating)
VW-MEB-2536,0.2,2.33,6.4,-100.0,40.3,High Risk (Lithium Plating)
VW-MEB-2537,20.9,2.17,28.3,-67.0,26.6,High Risk (Lithium Plating)
VW-MEB-2538,-4.0,1.25,12.6,-96.3,65.0,High Risk (Lithium Plating)
VW-MEB-2539,-4.3,0.9,20.7,-82.8,65.0,High Risk (Lithium Plating)
VW-MEB-2540,16.2,1.68,28.7,-70.8,39.8,High Risk (Lithium Plating)
VW-MEB-2541,19.1,2.05,31.1,-74.6,30.9,High Risk (Lithium Plating)
VW-MEB-2542,24.3,1.05,11.6,-24.4,65.0,High Risk (Lithium Plating)
VW-MEB-2543,31.4,2.23,37.6,-57.7,26.3,High Risk (Lithium Plating)
VW-MEB-2544,17.6,1.39,34.8,-64.9,38.2,High Risk (Lithium Plating)
VW-MEB-2545,-4.3,3.13,28.3,-159.2,20.5,High Risk (Lithium Plating)
VW-MEB-2546,0.6,3.0,26.1,-132.0,19.1,High Risk (Lithium Plating)
VW-MEB-2547,-0.4,0.98,9.7,-73.1,65.0,High Risk (Lithium Plating)
VW-MEB-2548,21.9,2.3,32.6,-79.9,23.5,High Risk (Lithium Plating)
VW-MEB-2549,17.1,2.43,8.9,-85.7,36.3,High Risk (Lithium Plating)
VW-MEB-2550,6.8,3.16,17.1,-116.4,24.4,High Risk (Lithium Plating)
VW-MEB-2551,-7.7,1.61,11.4,-107.3,53.8,High Risk (Lithium Plating)
VW-MEB-2552,9.9,1.02,14.2,-54.8,65.0,High Risk (Lithium Plating)
VW-MEB-2553,19.7,0.92,41.8,-47.8,50.6,High Risk (Lithium Plating)
VW-MEB-2554,14.4,2.84,29.2,-106.8,23.5,High Risk (Lithium Plating)
VW-MEB-2555,18.6,2.06,15.1,-69.8,40.7,High Risk (Lithium Plating)
VW-MEB-2556,24.5,3.12,30.9,-95.3,19.5,High Risk (Lithium Plating)
VW-MEB-2557,-7.5,0.96,24.0,-92.2,65.0,High Risk (Lithium Plating)
VW-MEB-2558,34.0,2.46,32.9,-59.9,23.5,High Risk (Lithium Plating)
VW-MEB-2559,19.5,1.68,33.8,-67.9,35.2,High Risk (Lithium Plating)
VW-MEB-2560,-4.1,2.75,12.4,-128.1,34.1,High Risk (Lithium Plating)
VW-MEB-2561,4.3,1.93,19.1,-97.2,39.3,High Risk (Lithium Plating)
VW-MEB-2562,-1.3,2.0,19.8,-104.9,38.3,High Risk (Lithium Plating)
VW-MEB-2563,-6.8,2.74,13.5,-137.9,28.6,High Risk (Lithium Plating)
VW-MEB-2564,-9.2,0.89,22.3,-85.5,65.0,High Risk (Lithium Plating)
VW-MEB-2565,-3.7,2.68,8.6,-122.4,35.4,High Risk (Lithium Plating)
VW-MEB-2566,18.9,3.13,19.0,-106.2,21.8,High Risk (Lithium Plating)
VW-MEB-2567,24.7,2.58,17.1,-76.9,27.4,High Risk (Lithium Plating)
VW-MEB-2568,20.0,1.42,17.1,-56.0,54.5,High Risk (Lithium Plating)
VW-MEB-2569,22.4,1.0,14.5,-30.2,65.0,High Risk (Lithium Plating)
VW-MEB-2570,8.4,3.04,9.6,-112.5,24.6,High Risk (Lithium Plating)
VW-MEB-2571,15.3,1.9,21.1,-86.3,40.3,High Risk (Lithium Plating)
VW-MEB-2572,7.0,1.55,14.2,-83.1,52.9,High Risk (Lithium Plating)
VW-MEB-2573,27.3,1.88,15.7,-40.2,43.7,High Risk (Lithium Plating)
VW-MEB-2574,14.0,2.78,31.7,-93.6,20.3,High Risk (Lithium Plating)
VW-MEB-2575,0.8,2.02,34.5,-106.3,27.1,High Risk (Lithium Plating)
VW-MEB-2576,-1.8,0.82,33.0,-84.2,65.0,High Risk (Lithium Plating)
VW-MEB-2577,-3.2,1.01,28.5,-80.3,64.3,High Risk (Lithium Plating)
VW-MEB-2578,17.5,2.17,43.3,-96.4,20.5,High Risk (Lithium Plating)
VW-MEB-2579,12.0,1.34,36.5,-65.9,41.2,High Risk (Lithium Plating)
VW-MEB-2580,8.5,1.19,17.2,-60.4,65.0,High Risk (Lithium Plating)
VW-MEB-2581,3.3,2.71,18.8,-114.8,30.4,High Risk (Lithium Plating)
VW-MEB-2582,14.9,2.63,16.6,-100.2,34.1,High Risk (Lithium Plating)
VW-MEB-2583,7.4,1.3,31.1,-66.5,45.5,High Risk (Lithium Plating)
VW-MEB-2584,33.9,2.22,22.9,-53.4,31.8,High Risk (Lithium Plating)
VW-MEB-2585,-6.1,1.63,34.9,-114.1,37.5,High Risk (Lithium Plating)
VW-MEB-2586,30.9,1.75,13.2,-34.7,46.7,High Risk (Lithium Plating)
VW-MEB-2587,23.6,1.41,37.2,-51.3,38.3,High Risk (Lithium Plating)
VW-MEB-2588,23.6,0.94,44.8,-44.5,46.3,High Risk (Lithium Plating)
VW-MEB-2589,30.3,2.19,20.8,-52.8,33.4,High Risk (Lithium Plating)
VW-MEB-2590,-3.9,1.02,25.5,-91.2,64.8,High Risk (Lithium Plating)
VW-MEB-2591,15.7,1.63,10.1,-67.3,56.5,High Risk (Lithium Plating)
VW-MEB-2592,34.8,0.86,19.7,-4.7,65.0,High Risk (Lithium Plating)
VW-MEB-2593,-9.5,1.2,24.3,-99.9,58.6,High Risk (Lithium Plating)
VW-MEB-2594,13.5,1.14,12.2,-52.4,65.0,High Risk (Lithium Plating)
VW-MEB-2595,11.9,3.15,19.2,-119.1,23.2,High Risk (Lithium Plating)
VW-MEB-2596,22.3,2.52,33.6,-85.1,21.5,High Risk (Lithium Plating)
VW-MEB-2597,9.4,1.54,30.1,-77.1,38.9,High Risk (Lithium Plating)
VW-MEB-2598,30.7,1.3,21.1,-27.7,52.8,High Risk (Lithium Plating)
VW-MEB-2599,19.4,1.31,5.5,-35.8,65.0,High Risk (Lithium Plating)
VW-MEB-2600,11.9,1.93,8.1,-78.9,47.3,High Risk (Lithium Plating)
VW-MEB-2601,20.6,1.89,14.4,-59.1,44.3,High Risk (Lithium Plating)
VW-MEB-2602,1.5,1.39,28.4,-84.0,47.4,High Risk (Lithium Plating)
VW-MEB-2603,14.6,1.6,26.3,-67.6,43.1,High Risk (Lithium Plating)
VW-MEB-2604,-1.5,3.17,12.3,-138.5,25.8,High Risk (Lithium Plating)
VW-MEB-2605,-1.4,1.98,41.1,-108.5,24.5,High Risk (Lithium Plating)
VW-MEB-2606,8.6,2.43,7.3,-95.4,38.0,High Risk (Lithium Plating)
VW-MEB-2607,30.9,2.98,7.4,-74.3,30.8,High Risk (Lithium Plating)
VW-MEB-2608,19.4,1.06,10.8,-36.9,65.0,High Risk (Lithium Plating)
VW-MEB-2609,13.6,1.28,30.2,-69.6,44.7,High Risk (Lithium Plating)
VW-MEB-2610,29.6,2.27,5.2,-53.2,42.9,High Risk (Lithium Plating)
VW-MEB-2611,-4.0,1.89,6.7,-101.7,51.2,High Risk (Lithium Plating)
VW-MEB-2612,19.8,2.97,35.1,-87.5,19.4,High Risk (Lithium Plating)
VW-MEB-2613,25.5,1.03,39.4,-37.8,52.2,High Risk (Lithium Plating)
VW-MEB-2614,31.3,1.41,43.2,-37.6,32.0,High Risk (Lithium Plating)
VW-MEB-2615,-9.1,0.86,40.5,-101.4,57.9,High Risk (Lithium Plating)
VW-MEB-2616,15.2,1.27,6.8,-50.6,65.0,High Risk (Lithium Plating)
VW-MEB-2617,5.5,1.43,29.7,-81.6,44.1,High Risk (Lithium Plating)
VW-MEB-2618,22.7,2.86,35.3,-95.7,20.3,High Risk (Lithium Plating)
VW-MEB-2619,16.4,0.9,43.0,-59.4,49.1,High Risk (Lithium Plating)
VW-MEB-2620,24.7,1.33,36.7,-49.4,42.6,High Risk (Lithium Plating)
VW-MEB-2621,19.1,2.8,39.5,-93.2,20.0,High Risk (Lithium Plating)
VW-MEB-2622,15.0,1.15,42.2,-66.5,42.0,High Risk (Lithium Plating)
VW-MEB-2623,21.9,2.84,26.3,-95.4,22.7,High Risk (Lithium Plating)
VW-MEB-2624,13.3,2.4,13.6,-92.2,35.6,High Risk (Lithium Plating)
VW-MEB-2625,12.8,1.66,17.9,-71.0,47.5,High Risk (Lithium Plating)
VW-MEB-2626,-4.2,1.33,26.4,-98.9,51.7,High Risk (Lithium Plating)
VW-MEB-2627,6.9,1.21,29.9,-69.1,54.1,High Risk (Lithium Plating)
VW-MEB-2628,24.8,1.08,17.9,-32.1,65.0,High Risk (Lithium Plating)
VW-MEB-2629,8.9,1.1,36.1,-63.3,48.0,High Risk (Lithium Plating)
VW-MEB-2630,28.4,0.83,11.0,-14.5,65.0,High Risk (Lithium Plating)
VW-MEB-2631,-7.8,1.84,16.0,-117.4,42.8,High Risk (Lithium Plating)
VW-MEB-2632,7.6,3.01,31.5,-119.1,21.4,High Risk (Lithium Plating)
VW-MEB-2633,-3.7,3.15,19.4,-143.3,21.3,High Risk (Lithium Plating)
VW-MEB-2634,15.1,1.71,30.8,-67.9,37.4,High Risk (Lithium Plating)
VW-MEB-2635,20.6,2.36,21.7,-74.6,29.2,High Risk (Lithium Plating)
VW-MEB-2636,33.4,2.78,22.1,-69.2,25.8,High Risk (Lithium Plating)
VW-MEB-2637,5.7,2.1,38.3,-107.6,25.4,High Risk (Lithium Plating)
VW-MEB-2638,-5.9,2.25,13.0,-118.7,32.8,High Risk (Lithium Plating)
VW-MEB-2639,7.7,2.89,28.8,-120.5,21.4,High Risk (Lithium Plating)
VW-MEB-2640,-0.6,1.56,34.3,-102.4,35.1,High Risk (Lithium Plating)
VW-MEB-2641,20.7,2.37,32.5,-80.9,22.0,High Risk (Lithium Plating)
VW-MEB-2642,21.7,2.96,36.1,-99.0,20.1,High Risk (Lithium Plating)
VW-MEB-2643,24.9,2.58,25.5,-75.4,26.9,High Risk (Lithium Plating)
VW-MEB-2644,30.7,1.5,18.7,-31.5,51.4,High Risk (Lithium Plating)
VW-MEB-2645,16.3,1.3,14.7,-52.9,65.0,High Risk (Lithium Plating)
VW-MEB-2646,18.0,2.84,8.1,-89.5,32.9,High Risk (Lithium Plating)
VW-MEB-2647,17.5,1.79,44.9,-59.1,23.6,High Risk (Lithium Plating)
VW-MEB-2648,28.1,1.85,20.1,-46.5,39.9,High Risk (Lithium Plating)
VW-MEB-2649,10.5,3.13,29.5,-120.9,19.6,High Risk (Lithium Plating)
VW-MEB-2650,30.8,1.34,17.9,-22.1,55.7,High Risk (Lithium Plating)
VW-MEB-2651,-6.2,1.49,35.2,-101.0,35.8,High Risk (Lithium Plating)
VW-MEB-2652,11.0,0.83,36.6,-58.2,65.0,High Risk (Lithium Plating)
VW-MEB-2653,13.7,2.36,8.3,-83.2,39.1,High Risk (Lithium Plating)
VW-MEB-2654,5.7,1.83,33.5,-97.6,34.8,High Risk (Lithium Plating)
VW-MEB-2655,-7.8,1.23,34.2,-98.5,47.4,High Risk (Lithium Plating)
VW-MEB-2656,16.3,2.09,39.3,-85.4,23.4,High Risk (Lithium Plating)
VW-MEB-2657,21.1,2.28,14.4,-73.0,34.2,High Risk (Lithium Plating)
VW-MEB-2658,18.7,1.34,41.5,-60.1,33.9,High Risk (Lithium Plating)
VW-MEB-2659,32.7,2.76,28.2,-76.4,24.4,High Risk (Lithium Plating)
VW-MEB-2660,13.6,0.98,11.7,-46.6,65.0,High Risk (Lithium Plating)
VW-MEB-2661,-3.5,1.48,22.2,-102.9,48.7,High Risk (Lithium Plating)
VW-MEB-2662,-6.5,1.78,22.3,-109.9,39.4,High Risk (Lithium Plating)
VW-MEB-2663,4.1,1.28,13.5,-78.6,65.0,High Risk (Lithium Plating)
VW-MEB-2664,25.6,1.53,10.1,-38.4,55.8,High Risk (Lithium Plating)
VW-MEB-2665,28.3,2.91,23.3,-87.7,27.2,High Risk (Lithium Plating)
VW-MEB-2666,18.4,1.14,41.9,-56.0,37.5,High Risk (Lithium Plating)
VW-MEB-2667,8.6,3.18,40.1,-130.1,16.6,High Risk (Lithium Plating)
VW-MEB-2668,27.5,2.5,38.3,-62.2,22.4,High Risk (Lithium Plating)
VW-MEB-2669,3.8,2.41,29.1,-113.8,26.6,High Risk (Lithium Plating)
VW-MEB-2670,29.1,0.97,7.2,-24.3,65.0,High Risk (Lithium Plating)
VW-MEB-2671,6.6,1.4,41.5,-85.4,35.7,High Risk (Lithium Plating)
VW-MEB-2672,16.2,2.03,37.6,-86.2,29.2,High Risk (Lithium Plating)
VW-MEB-2673,-5.5,1.95,33.5,-122.1,29.8,High Risk (Lithium Plating)
VW-MEB-2674,5.2,1.95,20.9,-88.4,40.2,High Risk (Lithium Plating)
VW-MEB-2675,10.5,3.14,24.3,-116.3,20.0,High Risk (Lithium Plating)
VW-MEB-2676,27.5,2.64,14.3,-71.2,32.1,High Risk (Lithium Plating)
VW-MEB-2677,-0.7,1.48,6.4,-86.2,63.1,High Risk (Lithium Plating)
VW-MEB-2678,21.0,1.6,26.0,-66.5,43.6,High Risk (Lithium Plating)
VW-MEB-2679,3.8,1.99,21.8,-92.5,38.8,High Risk (Lithium Plating)
VW-MEB-2680,26.1,1.8,14.5,-50.3,45.9,High Risk (Lithium Plating)
VW-MEB-2681,-3.2,2.51,18.2,-129.1,34.3,High Risk (Lithium Plating)
VW-MEB-2682,5.5,1.96,19.6,-90.7,41.7,High Risk (Lithium Plating)
VW-MEB-2683,3.1,1.19,32.9,-72.0,47.2,High Risk (Lithium Plating)
VW-MEB-2684,20.4,1.24,29.3,-57.3,53.6,High Risk (Lithium Plating)
VW-MEB-2685,3.3,2.82,17.9,-121.4,26.0,High Risk (Lithium Plating)
VW-MEB-2686,6.5,0.96,40.9,-70.1,47.9,High Risk (Lithium Plating)
VW-MEB-2687,14.2,2.44,12.4,-87.5,30.5,High Risk (Lithium Plating)
VW-MEB-2688,29.6,2.78,34.5,-81.7,20.8,High Risk (Lithium Plating)
VW-MEB-2689,12.8,1.14,7.6,-49.7,65.0,High Risk (Lithium Plating)
VW-MEB-2690,9.8,1.86,33.8,-79.3,31.2,High Risk (Lithium Plating)
VW-MEB-2691,23.4,1.0,30.2,-39.3,59.8,High Risk (Lithium Plating)
VW-MEB-2692,19.9,1.85,41.7,-76.3,27.4,High Risk (Lithium Plating)
VW-MEB-2693,9.6,2.96,13.9,-109.3,24.5,High Risk (Lithium Plating)
VW-MEB-2694,29.4,0.82,34.3,-27.7,65.0,High Risk (Lithium Plating)
VW-MEB-2695,33.2,2.16,17.4,-47.7,35.6,High Risk (Lithium Plating)
VW-MEB-2696,23.9,2.29,41.7,-77.1,23.2,High Risk (Lithium Plating)
VW-MEB-2697,11.2,1.99,13.2,-83.2,42.3,High Risk (Lithium Plating)
VW-MEB-2698,14.6,1.66,17.5,-68.8,44.1,High Risk (Lithium Plating)
VW-MEB-2699,2.0,2.43,28.5,-117.7,26.3,High Risk (Lithium Plating)
VW-MEB-2700,-2.3,1.44,38.6,-101.5,38.4,High Risk (Lithium Plating)
VW-MEB-2701,10.2,1.94,30.6,-79.7,33.9,High Risk (Lithium Plating)
VW-MEB-2702,4.4,2.86,28.5,-121.5,25.1,High Risk (Lithium Plating)
VW-MEB-2703,26.2,2.58,10.8,-66.3,33.4,High Risk (Lithium Plating)
VW-MEB-2704,29.9,2.27,27.1,-53.6,31.6,High Risk (Lithium Plating)
VW-MEB-2705,32.3,1.33,40.5,-36.0,34.4,High Risk (Lithium Plating)
VW-MEB-2706,-7.5,1.63,27.3,-104.2,41.1,High Risk (Lithium Plating)
VW-MEB-2707,16.2,1.1,6.3,-46.8,65.0,High Risk (Lithium Plating)
VW-MEB-2708,-4.5,1.54,16.0,-106.0,53.1,High Risk (Lithium Plating)
VW-MEB-2709,2.5,1.11,13.5,-73.4,65.0,High Risk (Lithium Plating)
VW-MEB-2710,-2.2,1.93,23.5,-112.3,31.9,High Risk (Lithium Plating)
VW-MEB-2711,-0.9,2.47,5.6,-105.6,37.6,High Risk (Lithium Plating)
VW-MEB-2712,22.5,2.0,15.7,-65.7,41.8,High Risk (Lithium Plating)
VW-MEB-2713,16.5,1.57,26.0,-57.0,45.1,High Risk (Lithium Plating)
VW-MEB-2714,29.5,2.53,27.1,-74.1,25.5,High Risk (Lithium Plating)
VW-MEB-2715,12.5,1.58,44.0,-78.9,25.7,High Risk (Lithium Plating)
VW-MEB-2716,-9.6,1.46,18.6,-108.3,50.4,High Risk (Lithium Plating)
VW-MEB-2717,5.3,1.28,5.2,-67.7,65.0,High Risk (Lithium Plating)
VW-MEB-2718,4.5,0.9,27.2,-67.1,65.0,High Risk (Lithium Plating)
VW-MEB-2719,32.5,1.13,9.0,-22.9,65.0,High Risk (Lithium Plating)
VW-MEB-2720,15.0,2.33,11.2,-85.1,36.8,High Risk (Lithium Plating)
VW-MEB-2721,27.5,1.38,32.3,-40.2,41.6,High Risk (Lithium Plating)
VW-MEB-2722,1.1,2.39,41.0,-121.0,21.3,High Risk (Lithium Plating)
VW-MEB-2723,8.8,1.01,6.1,-46.0,65.0,High Risk (Lithium Plating)
VW-MEB-2724,20.7,1.71,22.9,-61.2,39.8,High Risk (Lithium Plating)
VW-MEB-2725,24.4,2.78,11.5,-72.8,31.9,High Risk (Lithium Plating)
VW-MEB-2726,-3.7,2.05,32.5,-121.7,29.1,High Risk (Lithium Plating)
VW-MEB-2727,-6.3,1.68,18.9,-110.7,45.2,High Risk (Lithium Plating)
VW-MEB-2728,2.1,2.99,24.9,-139.8,24.9,High Risk (Lithium Plating)
VW-MEB-2729,15.3,1.62,19.2,-67.5,47.5,High Risk (Lithium Plating)
VW-MEB-2730,26.3,1.41,22.2,-42.9,51.4,High Risk (Lithium Plating)
VW-MEB-2731,-0.5,2.27,23.6,-109.6,28.7,High Risk (Lithium Plating)
VW-MEB-2732,34.6,1.83,39.5,-39.5,29.2,High Risk (Lithium Plating)
VW-MEB-2733,-9.4,1.23,31.3,-102.8,49.8,High Risk (Lithium Plating)
VW-MEB-2734,15.9,3.04,22.6,-106.6,25.5,High Risk (Lithium Plating)
VW-MEB-2735,32.4,2.32,20.4,-67.2,30.0,High Risk (Lithium Plating)
VW-MEB-2736,15.8,2.42,41.6,-102.7,19.6,High Risk (Lithium Plating)
VW-MEB-2737,14.2,2.83,7.9,-94.5,29.1,High Risk (Lithium Plating)
VW-MEB-2738,17.2,2.12,37.6,-80.1,22.5,High Risk (Lithium Plating)
VW-MEB-2739,8.9,1.03,28.8,-64.6,63.4,High Risk (Lithium Plating)
VW-MEB-2740,7.1,2.62,22.9,-104.0,27.9,High Risk (Lithium Plating)
VW-MEB-2741,21.5,2.59,43.1,-89.8,21.3,High Risk (Lithium Plating)
VW-MEB-2742,25.4,0.92,29.6,-25.9,65.0,High Risk (Lithium Plating)
VW-MEB-2743,-7.7,2.02,36.6,-123.6,25.8,High Risk (Lithium Plating)
VW-MEB-2744,15.6,2.36,6.4,-82.9,45.9,High Risk (Lithium Plating)
VW-MEB-2745,19.4,1.06,19.9,-45.7,65.0,High Risk (Lithium Plating)
VW-MEB-2746,23.9,3.01,30.8,-92.4,19.5,High Risk (Lithium Plating)
VW-MEB-2747,14.7,2.95,31.1,-108.7,19.9,High Risk (Lithium Plating)
VW-MEB-2748,28.1,2.01,31.1,-57.4,31.2,High Risk (Lithium Plating)
VW-MEB-2749,15.8,1.49,18.1,-66.6,53.2,High Risk (Lithium Plating)
VW-MEB-2750,-2.9,1.73,31.2,-101.9,33.6,High Risk (Lithium Plating)
VW-MEB-2751,19.8,2.07,5.6,-58.3,43.4,High Risk (Lithium Plating)
VW-MEB-2752,6.4,2.1,31.5,-106.6,29.6,High Risk (Lithium Plating)
VW-MEB-2753,31.1,1.24,41.8,-35.8,40.1,High Risk (Lithium Plating)
VW-MEB-2754,2.0,2.88,32.9,-130.0,21.5,High Risk (Lithium Plating)
VW-MEB-2755,13.0,1.44,27.6,-69.2,47.9,High Risk (Lithium Plating)
VW-MEB-2756,-9.6,1.79,32.7,-113.5,34.5,High Risk (Lithium Plating)
VW-MEB-2757,0.7,1.52,16.0,-87.8,52.2,High Risk (Lithium Plating)
VW-MEB-2758,34.4,2.68,17.8,-61.9,29.0,High Risk (Lithium Plating)
VW-MEB-2759,-8.0,2.1,22.6,-121.1,31.8,High Risk (Lithium Plating)
VW-MEB-2760,4.1,1.62,23.4,-90.7,39.6,High Risk (Lithium Plating)
VW-MEB-2761,21.8,1.22,31.2,-44.2,47.1,High Risk (Lithium Plating)
VW-MEB-2762,32.8,1.68,38.1,-48.5,29.2,High Risk (Lithium Plating)
VW-MEB-2763,16.0,0.82,7.4,-37.9,65.0,High Risk (Lithium Plating)
VW-MEB-2764,10.4,2.44,34.1,-104.9,21.8,High Risk (Lithium Plating)
VW-MEB-2765,15.3,1.38,6.3,-59.8,65.0,High Risk (Lithium Plating)
VW-MEB-2766,20.7,1.24,10.0,-46.3,65.0,High Risk (Lithium Plating)
VW-MEB-2767,1.5,2.32,43.1,-112.7,23.4,High Risk (Lithium Plating)
VW-MEB-2768,19.4,2.87,6.0,-79.2,33.6,High Risk (Lithium Plating)
VW-MEB-2769,14.7,2.6,16.9,-91.4,31.7,High Risk (Lithium Plating)
VW-MEB-2770,-1.4,1.55,44.7,-101.7,30.0,High Risk (Lithium Plating)
VW-MEB-2771,0.1,3.19,41.5,-152.2,16.2,High Risk (Lithium Plating)
VW-MEB-2772,8.1,1.91,35.8,-89.1,31.4,High Risk (Lithium Plating)
VW-MEB-2773,-6.0,2.88,40.8,-151.5,15.3,High Risk (Lithium Plating)
VW-MEB-2774,-5.7,2.36,21.1,-117.3,26.0,High Risk (Lithium Plating)
VW-MEB-2775,3.3,1.4,39.8,-90.7,35.3,High Risk (Lithium Plating)
VW-MEB-2776,21.1,1.13,44.1,-58.6,39.7,High Risk (Lithium Plating)
VW-MEB-2777,-5.1,2.66,12.9,-129.0,30.9,High Risk (Lithium Plating)
VW-MEB-2778,24.6,1.48,7.6,-43.3,60.8,High Risk (Lithium Plating)
VW-MEB-2779,12.8,2.48,31.9,-93.0,24.5,High Risk (Lithium Plating)
VW-MEB-2780,19.0,2.55,33.1,-91.2,20.6,High Risk (Lithium Plating)
VW-MEB-2781,-6.9,1.8,28.5,-111.4,35.6,High Risk (Lithium Plating)
VW-MEB-2782,2.0,2.68,36.3,-121.1,17.4,High Risk (Lithium Plating)
VW-MEB-2783,28.9,2.44,34.6,-69.5,18.6,High Risk (Lithium Plating)
VW-MEB-2784,-7.6,0.87,36.5,-94.5,61.0,High Risk (Lithium Plating)
VW-MEB-2785,18.7,1.16,17.4,-54.9,65.0,High Risk (Lithium Plating)
VW-MEB-2786,0.8,3.19,42.9,-143.9,17.3,High Risk (Lithium Plating)
VW-MEB-2787,33.0,2.43,12.7,-52.0,35.5,High Risk (Lithium Plating)
VW-MEB-2788,9.2,2.16,12.0,-90.9,39.9,High Risk (Lithium Plating)
VW-MEB-2789,-7.6,2.23,37.8,-133.3,23.3,High Risk (Lithium Plating)
VW-MEB-2790,8.9,1.96,22.5,-83.0,38.1,High Risk (Lithium Plating)
VW-MEB-2791,20.4,1.56,20.6,-48.6,47.5,High Risk (Lithium Plating)
VW-MEB-2792,7.8,1.65,43.2,-81.8,30.3,High Risk (Lithium Plating)
VW-MEB-2793,22.8,2.59,26.2,-73.5,23.1,High Risk (Lithium Plating)
VW-MEB-2794,-5.6,2.73,31.6,-141.6,22.1,High Risk (Lithium Plating)
VW-MEB-2795,15.5,1.14,17.6,-45.1,65.0,High Risk (Lithium Plating)
VW-MEB-2796,32.0,2.93,22.9,-74.8,25.2,High Risk (Lithium Plating)
VW-MEB-2797,4.4,2.71,32.4,-124.3,21.1,High Risk (Lithium Plating)
VW-MEB-2798,-2.2,2.61,22.4,-131.8,27.4,High Risk (Lithium Plating)
VW-MEB-2799,9.0,1.67,20.9,-82.3,43.9,High Risk (Lithium Plating)
VW-MEB-2800,14.9,1.61,37.7,-80.7,34.2,High Risk (Lithium Plating)
VW-MEB-2801,4.3,1.0,13.2,-64.9,65.0,High Risk (Lithium Plating)
VW-MEB-2802,3.1,3.04,26.0,-129.6,21.8,High Risk (Lithium Plating)
VW-MEB-2803,9.4,0.83,39.6,-62.9,61.5,High Risk (Lithium Plating)
VW-MEB-2804,25.9,2.04,7.6,-56.4,45.1,High Risk (Lithium Plating)
VW-MEB-2805,9.0,1.25,24.8,-68.1,53.0,High Risk (Lithium Plating)
VW-MEB-2806,-3.1,2.35,22.1,-115.8,29.8,High Risk (Lithium Plating)
VW-MEB-2807,29.2,2.68,44.1,-76.7,14.0,High Risk (Lithium Plating)
VW-MEB-2808,7.4,3.02,35.0,-127.7,19.6,High Risk (Lithium Plating)
VW-MEB-2809,8.6,3.05,7.0,-112.6,31.2,High Risk (Lithium Plating)
VW-MEB-2810,-9.0,2.67,32.7,-135.4,23.1,High Risk (Lithium Plating)
VW-MEB-2811,28.0,3.0,24.4,-86.9,22.9,High Risk (Lithium Plating)
VW-MEB-2812,29.3,1.09,11.1,-21.8,65.0,High Risk (Lithium Plating)
VW-MEB-2813,-0.9,2.07,39.9,-117.3,28.0,High Risk (Lithium Plating)
VW-MEB-2814,22.6,1.05,19.7,-39.2,65.0,High Risk (Lithium Plating)
VW-MEB-2815,24.4,2.58,31.9,-81.4,22.7,High Risk (Lithium Plating)
VW-MEB-2816,22.7,1.43,33.4,-60.4,41.0,High Risk (Lithium Plating)
VW-MEB-2817,15.7,1.13,23.1,-52.1,62.1,High Risk (Lithium Plating)
VW-MEB-2818,22.5,2.12,26.9,-73.7,34.0,High Risk (Lithium Plating)
VW-MEB-2819,8.5,2.54,12.7,-106.9,33.3,High Risk (Lithium Plating)
VW-MEB-2820,-7.4,2.68,42.3,-150.9,19.9,High Risk (Lithium Plating)
VW-MEB-2821,22.2,2.36,41.4,-83.1,21.0,High Risk (Lithium Plating)
VW-MEB-2822,7.6,1.87,16.1,-87.2,44.4,High Risk (Lithium Plating)
VW-MEB-2823,17.1,1.05,41.0,-56.4,46.8,High Risk (Lithium Plating)
VW-MEB-2824,24.1,1.85,9.0,-51.0,48.3,High Risk (Lithium Plating)
VW-MEB-2825,27.4,2.16,41.1,-66.2,21.6,High Risk (Lithium Plating)
VW-MEB-2826,1.2,2.79,40.4,-131.0,16.3,High Risk (Lithium Plating)
VW-MEB-2827,30.6,3.19,35.5,-88.5,14.9,High Risk (Lithium Plating)
VW-MEB-2828,4.7,1.75,32.6,-89.9,33.4,High Risk (Lithium Plating)
VW-MEB-2829,3.0,2.92,32.2,-129.2,21.7,High Risk (Lithium Plating)
VW-MEB-2830,16.0,1.8,22.4,-76.0,39.1,High Risk (Lithium Plating)
VW-MEB-2831,-1.3,2.74,38.8,-131.8,20.0,High Risk (Lithium Plating)
VW-MEB-2832,20.3,2.27,33.5,-80.1,23.6,High Risk (Lithium Plating)
VW-MEB-2833,-4.2,1.01,12.2,-80.2,65.0,High Risk (Lithium Plating)
VW-MEB-2834,-5.4,0.8,25.9,-83.5,65.0,High Risk (Lithium Plating)
VW-MEB-2835,23.4,1.74,39.4,-63.5,26.4,High Risk (Lithium Plating)
VW-MEB-2836,18.7,0.94,39.0,-44.2,55.3,High Risk (Lithium Plating)
VW-MEB-2837,13.8,0.95,9.1,-47.2,65.0,High Risk (Lithium Plating)
VW-MEB-2838,29.4,1.02,44.8,-31.2,44.8,High Risk (Lithium Plating)
VW-MEB-2839,-4.9,1.8,30.6,-106.4,30.9,High Risk (Lithium Plating)
