Terrain_Run_ID,Wheel_Slip_Ratio_pct,Soil_Shear_Strength_kPa,ATPC_Crawl_Speed_kmh,Wheel_Articulation_Travel_mm,Terrain_Classification
DEFENDER-ATPC-1879,40.0,35.7,1.9,242.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1880,35.6,61.5,4.7,381.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1881,6.0,67.4,6.1,303.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1882,12.4,76.4,6.4,440.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1883,17.3,66.4,5.1,136.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1884,40.9,24.5,1.0,285.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1885,2.3,29.6,3.4,323.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1886,26.5,31.2,2.3,257.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1887,18.7,93.5,6.5,252.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1888,37.3,60.2,3.4,464.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1889,40.3,28.9,1.6,300.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1890,37.7,93.7,6.6,269.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1891,16.4,57.7,4.4,336.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1892,7.8,20.2,1.8,136.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1893,6.4,42.9,4.0,188.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1894,36.0,90.2,6.3,416.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1895,7.2,69.3,6.0,236.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1896,41.2,84.2,4.8,391.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1897,19.0,79.6,6.4,307.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1898,11.7,34.5,3.3,438.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1899,38.0,52.5,3.2,216.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1900,27.6,42.5,3.1,459.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1901,15.2,85.7,6.5,441.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1902,9.3,30.2,3.4,143.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1903,37.7,90.2,5.9,219.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1904,15.3,61.1,4.9,386.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1905,39.8,60.9,3.8,436.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1906,12.3,52.9,5.1,126.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1907,7.5,73.2,6.1,184.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1908,41.1,37.6,2.2,404.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1909,27.9,77.0,5.7,437.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1910,27.6,59.0,4.3,411.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1911,21.5,44.5,3.6,403.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1912,33.9,91.0,6.5,299.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1913,39.0,67.0,3.8,263.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1914,26.8,93.4,7.1,374.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1915,38.8,79.1,5.0,342.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1916,29.0,69.9,4.8,351.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1917,13.7,46.9,4.6,424.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1918,13.1,53.8,4.5,462.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1919,8.8,93.7,8.0,152.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1920,37.2,88.7,5.7,409.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1921,14.1,64.0,5.5,154.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1922,19.5,55.7,4.6,449.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1923,10.1,84.0,6.7,285.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1924,24.0,92.6,6.9,335.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1925,30.7,32.7,2.4,280.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1926,40.6,92.3,5.4,199.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1927,40.6,25.5,1.1,232.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1928,29.6,36.6,2.8,478.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1929,38.0,62.6,4.1,456.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1930,3.2,73.3,6.9,452.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1931,31.5,65.3,4.4,398.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1932,20.7,87.7,6.6,364.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1933,32.5,67.1,4.2,447.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1934,33.9,65.9,4.2,290.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1935,11.9,57.9,5.1,440.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1936,23.3,65.2,4.6,403.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1937,30.5,79.1,5.3,468.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1938,12.5,39.5,4.0,333.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1939,15.9,79.0,6.5,308.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1940,29.4,82.6,5.6,311.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1941,29.2,27.2,1.8,443.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1942,10.8,81.6,7.5,282.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1943,9.9,82.4,6.9,443.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1944,17.3,44.3,3.8,180.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1945,24.7,55.4,4.3,399.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1946,12.4,69.2,5.6,155.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1947,30.5,85.7,5.9,150.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1948,25.5,28.9,2.5,399.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1949,15.8,15.6,2.3,252.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1950,36.6,60.5,3.8,443.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1951,30.3,85.2,6.4,208.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1952,33.9,87.1,6.2,349.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1953,12.8,71.8,6.1,454.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1954,35.1,17.5,1.0,355.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1955,15.6,15.9,2.0,438.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1956,19.9,40.4,3.6,302.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1957,11.7,87.6,7.1,156.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1958,2.0,78.2,6.6,231.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1959,3.3,90.3,8.1,255.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1960,29.4,17.5,1.0,131.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1961,29.3,91.0,6.0,364.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1962,8.5,40.5,3.8,476.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1963,33.4,48.5,2.7,304.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1964,27.5,74.5,5.4,276.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1965,18.5,38.2,3.5,218.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1966,31.5,43.0,2.8,158.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1967,18.9,22.3,2.3,258.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1968,9.8,92.7,7.4,133.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1969,17.4,56.1,4.2,460.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1970,6.8,55.8,5.1,260.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1971,10.7,44.6,4.0,355.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1972,27.6,87.7,6.1,129.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1973,4.0,57.6,5.7,325.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1974,5.9,22.5,3.1,379.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1975,20.6,16.4,1.7,179.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1976,20.7,58.1,4.0,428.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1977,14.5,72.8,6.5,432.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1978,18.1,93.1,7.1,306.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1979,29.2,25.9,2.0,397.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1980,39.8,51.9,2.6,333.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1981,32.9,66.3,4.1,146.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1982,30.2,67.9,4.3,165.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1983,18.8,93.8,7.4,153.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1984,15.9,28.0,2.9,266.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1985,16.4,71.5,5.4,215.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1986,30.8,83.4,5.9,203.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1987,34.2,24.4,1.5,380.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1988,5.0,19.5,3.2,429.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1989,24.2,82.3,5.4,220.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1990,32.9,89.9,5.5,221.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1991,10.6,30.0,3.2,351.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1992,31.7,31.1,1.7,124.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-1993,39.9,82.6,5.2,199.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1994,3.4,71.8,6.4,477.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1995,31.6,52.9,3.8,197.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1996,8.2,80.5,6.9,311.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1997,10.4,85.3,7.1,477.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1998,25.3,72.5,5.3,267.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-1999,16.8,84.6,6.3,334.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2000,35.9,61.3,3.8,175.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2001,34.8,42.0,3.1,383.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2002,33.1,59.8,3.8,129.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2003,26.9,26.7,1.8,347.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2004,26.7,80.3,5.5,228.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2005,19.0,92.9,7.1,419.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2006,4.7,77.5,6.6,230.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2007,40.7,73.2,4.1,196.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2008,19.1,83.1,6.0,301.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2009,5.6,63.9,5.7,285.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2010,6.7,76.9,6.2,444.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2011,10.3,34.9,3.2,307.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2012,6.4,24.9,3.2,463.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2013,26.3,68.7,5.3,322.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2014,35.8,23.1,1.1,254.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2015,21.6,36.0,2.3,142.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2016,26.8,24.6,1.6,258.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2017,9.8,16.8,1.9,322.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2018,30.7,50.0,3.6,236.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2019,23.9,31.2,2.7,164.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2020,15.8,59.8,4.6,314.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2021,22.3,25.3,2.1,194.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2022,34.8,91.2,5.8,372.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2023,2.5,71.3,6.5,473.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2024,37.5,37.0,1.9,166.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2025,32.7,90.2,5.7,182.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2026,16.7,42.4,3.8,450.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2027,38.8,89.2,5.9,457.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2028,30.3,32.1,2.3,412.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2029,41.7,26.3,1.2,187.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2030,5.5,85.0,7.3,142.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2031,31.1,32.2,2.2,183.6,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2032,5.6,83.4,7.4,204.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2033,27.7,74.7,5.4,233.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2034,15.8,59.1,5.0,126.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2035,23.4,60.2,4.8,150.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2036,3.0,37.9,4.4,386.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2037,17.9,48.4,4.3,392.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2038,9.7,28.5,2.9,263.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2039,23.2,67.7,5.4,216.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2040,21.2,67.3,5.0,314.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2041,3.3,76.2,6.5,149.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2042,27.5,94.1,7.2,296.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2043,12.5,33.6,3.0,254.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2044,2.1,19.9,3.0,293.9,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2045,5.0,23.3,3.4,297.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2046,40.4,92.6,5.7,331.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2047,38.6,65.5,4.1,171.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2048,34.6,50.0,3.2,423.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2049,20.6,21.5,2.3,277.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2050,38.2,16.0,1.0,226.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2051,13.5,57.4,4.9,325.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2052,17.4,82.7,6.3,373.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2053,36.7,52.7,3.4,344.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2054,30.3,68.1,4.1,181.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2055,35.2,81.5,5.2,226.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2056,32.3,41.1,2.9,156.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2057,15.7,43.4,3.4,196.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2058,26.0,55.8,4.2,433.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2059,6.5,32.6,3.6,254.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2060,30.0,77.9,6.0,381.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2061,27.4,51.7,3.8,217.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2062,3.0,43.0,4.8,242.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2063,34.2,63.2,4.0,120.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2064,31.9,26.1,1.8,370.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2065,10.5,50.2,4.3,325.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2066,17.7,15.3,1.7,357.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2067,37.4,87.9,5.7,324.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2068,40.3,34.0,1.5,472.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2069,28.1,38.6,2.3,339.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2070,40.8,23.1,1.0,187.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2071,14.3,81.1,6.5,285.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2072,39.4,63.8,4.0,124.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2073,41.7,72.8,4.0,287.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2074,36.2,72.5,4.6,368.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2075,4.9,37.0,3.6,264.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2076,35.9,52.6,3.0,207.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2077,29.5,17.5,1.0,376.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2078,9.2,52.8,4.7,212.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2079,39.7,16.4,1.0,138.7,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2080,20.2,59.5,4.3,446.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2081,31.3,60.9,4.4,269.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2082,28.9,41.3,3.0,279.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2083,41.5,41.7,2.4,471.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2084,29.9,42.5,3.8,300.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2085,25.8,23.7,1.9,180.2,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2086,26.8,67.1,5.1,422.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2087,4.0,39.0,4.3,421.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2088,17.1,24.8,2.7,400.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2089,30.0,25.9,2.4,251.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2090,27.7,29.8,2.0,415.5,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2091,13.5,67.8,5.5,407.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2092,11.8,51.0,4.8,258.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2093,31.6,19.5,1.7,459.1,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2094,28.7,25.8,1.7,337.8,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2095,10.6,87.2,7.5,301.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2096,33.9,32.1,1.7,428.3,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2097,16.3,56.0,4.5,189.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2098,36.0,91.7,5.9,261.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2099,3.1,22.9,2.9,425.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2100,34.4,35.7,2.3,200.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2101,33.4,81.2,5.1,303.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2102,17.9,70.9,5.3,476.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2103,31.7,36.9,2.0,304.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2104,19.4,81.0,6.5,180.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2105,41.7,43.5,2.5,308.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2106,6.5,46.4,4.5,248.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2107,30.7,41.1,2.9,182.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2108,41.7,40.2,2.0,317.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2109,10.9,55.1,5.0,352.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2110,25.7,40.9,2.9,184.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2111,8.7,49.8,4.5,423.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2112,36.2,17.1,1.0,475.4,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2113,25.3,50.3,3.8,300.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2114,17.4,61.5,5.0,284.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2115,40.1,70.6,4.2,423.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2116,22.7,62.3,4.3,153.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2117,29.3,65.1,4.3,468.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2118,39.1,88.1,5.3,471.0,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2119,29.8,59.0,4.5,318.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2120,5.6,38.2,3.5,465.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2121,38.1,57.6,3.4,137.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2122,26.3,92.9,6.4,130.6,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2123,41.4,39.6,2.2,122.3,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2124,7.3,58.1,5.1,416.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2125,39.0,65.3,3.9,286.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2126,31.1,58.2,3.8,344.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2127,8.4,76.7,6.2,283.5,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2128,23.4,68.4,4.9,348.1,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2129,25.2,75.8,5.3,387.2,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2130,6.0,20.3,3.0,347.0,Deep Sand / Mud Bog Ruts Active
DEFENDER-ATPC-2131,35.3,59.8,3.7,288.4,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2132,28.0,49.4,3.4,358.9,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2133,9.3,80.7,6.6,264.7,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2134,20.8,89.2,6.7,249.8,Optimal Rock Crawl / Grass-Gravel Grip
DEFENDER-ATPC-2135,13.4,84.4,7.0,446.1,Optimal Rock Crawl / Grass-Gravel Grip
