Swap_Session_ID,Chassis_Alignment_Error_mm,Bayonet_Lock_Torque_Nm,Total_Swap_Duration_s,Dielectric_Safety_Score,Swap_Quality_Status
NIO-SWAP4-1925,1.15,74.4,185,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1926,1.75,77.2,188,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1927,0.09,73.7,149,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1928,0.45,76.2,168,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1929,0.22,69.3,170,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1930,0.6,74.8,160,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1931,0.11,70.7,151,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1932,0.53,80.6,167,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1933,0.05,75.7,172,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1934,1.28,73.4,181,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1935,0.05,74.0,173,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1936,0.47,69.3,162,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1937,0.94,75.5,172,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1938,0.89,72.3,177,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1939,0.32,71.7,179,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1940,0.3,75.2,167,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1941,0.08,72.1,181,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1942,1.7,75.8,189,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1943,0.34,73.8,163,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1944,0.05,75.8,165,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1945,0.07,75.7,158,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1946,0.63,78.2,183,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1947,0.1,75.0,164,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1948,1.44,75.0,180,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1949,0.2,73.6,161,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1950,0.08,74.2,159,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1951,0.06,72.8,150,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1952,0.99,75.7,175,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1953,0.68,75.1,166,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1954,1.62,75.4,183,99.78,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1955,0.78,76.5,163,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1956,0.55,71.2,177,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1957,0.45,76.2,174,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1958,0.16,69.4,158,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1959,0.34,82.1,168,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1960,0.27,72.2,160,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1961,0.31,79.4,152,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1962,0.81,74.6,185,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1963,1.72,75.2,195,99.96,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1964,0.14,78.3,163,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1965,0.16,71.9,164,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1966,0.05,68.9,157,99.22,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1967,0.6,75.5,165,99.26,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1968,0.28,76.5,170,99.89,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1969,1.5,72.4,194,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1970,2.12,78.6,209,99.6,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-1971,0.82,74.7,173,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1972,0.16,78.4,165,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1973,0.58,76.0,172,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1974,1.16,81.1,185,99.26,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1975,1.04,79.3,174,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1976,0.74,75.4,179,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1977,0.23,68.4,164,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1978,1.0,72.3,184,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1979,0.27,75.8,165,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1980,0.06,67.3,158,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1981,0.21,69.9,165,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1982,0.3,75.4,167,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1983,0.21,72.9,159,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1984,0.27,79.1,158,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1985,0.2,71.0,158,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1986,0.91,72.8,178,99.8,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1987,0.23,71.7,167,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1988,0.96,73.6,182,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1989,0.49,73.4,167,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1990,1.0,71.1,180,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1991,0.25,75.0,166,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1992,1.26,79.8,183,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1993,0.46,74.8,172,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1994,0.52,76.6,171,99.43,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1995,1.49,76.1,193,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1996,0.05,72.2,164,99.47,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1997,0.12,78.8,160,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1998,1.02,70.5,179,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-1999,3.33,72.8,210,99.97,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2000,0.62,72.6,185,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2001,1.56,72.4,195,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2002,0.18,70.6,161,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2003,0.17,74.5,162,99.66,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2004,0.45,69.3,170,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2005,0.08,75.6,161,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2006,0.89,81.3,172,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2007,1.66,70.9,189,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2008,0.26,71.8,165,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2009,0.1,75.5,157,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2010,0.14,68.8,173,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2011,0.26,77.8,170,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2012,0.1,70.4,168,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2013,0.05,72.1,153,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2014,3.57,69.8,220,99.6,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2015,0.15,78.0,156,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2016,0.62,81.5,170,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2017,0.11,73.3,173,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2018,1.17,78.0,193,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2019,0.33,72.1,167,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2020,0.22,74.3,174,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2021,0.15,72.3,165,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2022,0.05,67.7,169,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2023,1.11,69.9,171,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2024,0.22,74.3,153,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2025,1.88,76.9,195,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2026,0.87,74.6,173,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2027,0.08,76.5,167,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2028,1.41,73.9,193,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2029,0.85,76.3,171,100.0,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2030,0.66,79.0,167,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2031,0.31,74.2,165,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2032,0.35,74.3,170,99.73,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2033,0.21,72.2,167,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2034,0.32,78.4,158,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2035,0.19,75.0,160,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2036,0.29,66.8,168,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2037,0.42,73.5,163,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2038,0.66,78.2,173,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2039,0.15,77.8,147,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2040,2.06,77.6,202,99.78,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2041,0.82,80.9,176,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2042,0.39,72.2,175,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2043,0.12,74.3,156,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2044,1.22,76.2,183,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2045,0.63,75.8,167,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2046,1.0,71.6,188,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2047,0.08,72.4,168,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2048,0.89,75.1,173,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2049,1.08,77.0,174,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2050,0.84,71.1,166,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2051,0.24,75.8,173,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2052,0.97,71.5,180,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2053,0.18,79.1,154,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2054,0.12,73.5,165,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2055,0.19,72.2,158,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2056,0.38,72.6,169,99.61,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2057,1.06,75.6,177,99.93,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2058,1.3,74.0,182,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2059,0.55,72.0,174,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2060,0.49,73.4,163,99.38,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2061,0.06,77.5,163,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2062,0.18,79.3,164,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2063,0.16,75.3,174,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2064,0.4,77.9,157,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2065,1.38,69.7,182,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2066,0.45,72.8,167,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2067,0.09,71.8,154,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2068,0.59,75.3,173,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2069,2.1,70.9,200,99.67,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2070,0.97,74.3,182,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2071,0.05,69.0,163,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2072,0.05,69.5,162,99.42,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2073,1.05,75.8,186,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2074,0.44,77.7,172,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2075,0.48,69.8,166,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2076,0.19,79.3,154,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2077,0.07,72.6,169,99.69,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2078,0.64,73.9,160,99.23,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2079,0.09,77.7,165,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2080,0.61,75.0,166,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2081,0.71,71.5,177,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2082,0.25,71.0,168,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2083,0.08,74.5,158,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2084,0.63,76.0,172,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2085,1.04,77.7,179,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2086,0.47,78.0,173,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2087,1.83,77.8,200,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2088,0.06,75.1,171,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2089,1.57,83.6,183,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2090,0.16,72.0,169,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2091,0.55,68.3,166,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2092,0.72,73.4,168,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2093,0.05,82.5,163,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2094,3.13,74.9,214,99.79,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2095,0.31,74.9,168,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2096,2.09,76.3,193,99.51,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2097,0.6,74.0,174,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2098,0.12,69.7,167,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2099,0.05,76.4,166,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2100,1.39,80.1,189,99.72,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2101,0.23,83.2,173,99.49,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2102,1.71,70.9,200,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2103,0.33,79.8,174,99.87,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2104,1.87,73.6,187,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2105,0.17,77.8,174,99.59,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2106,0.56,80.6,170,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2107,0.16,73.5,159,99.56,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2108,0.96,71.7,176,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2109,0.37,73.7,166,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2110,0.14,73.0,163,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2111,1.0,71.9,180,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2112,0.1,70.4,155,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2113,0.06,70.6,166,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2114,0.07,73.7,167,99.82,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2115,1.14,73.8,185,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2116,0.14,69.8,166,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2117,1.3,72.4,176,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2118,0.64,73.3,172,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2119,0.1,70.9,165,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2120,0.36,69.9,168,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2121,0.7,82.8,169,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2122,1.36,81.4,185,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2123,1.83,74.6,191,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2124,0.27,75.4,155,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2125,0.18,75.1,150,99.39,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2126,0.46,79.8,166,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2127,1.02,71.1,176,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2128,0.07,80.8,165,99.22,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2129,0.63,66.5,163,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2130,0.94,75.3,178,99.98,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2131,0.53,76.6,161,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2132,0.44,70.3,168,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2133,0.29,74.7,167,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2134,0.35,72.9,164,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2135,0.11,79.6,169,99.7,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2136,0.47,77.5,160,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2137,0.39,77.5,171,99.88,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2138,0.68,79.4,172,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2139,0.91,75.6,183,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2140,0.05,76.8,160,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2141,0.73,67.8,178,99.46,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2142,0.46,73.8,164,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2143,0.29,75.1,166,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2144,0.87,73.1,173,99.94,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2145,0.07,71.7,153,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2146,1.21,77.1,190,99.9,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2147,0.05,74.2,158,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2148,0.44,78.2,158,99.65,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2149,0.08,79.4,174,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2150,0.34,74.6,159,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2151,2.29,76.4,206,99.27,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2152,0.34,74.4,162,99.48,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2153,0.52,71.3,160,99.4,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2154,0.13,66.4,162,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2155,0.32,77.1,147,99.83,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2156,0.8,73.8,165,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2157,0.16,76.0,167,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2158,0.65,73.6,168,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2159,0.62,71.9,169,99.28,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2160,0.82,73.6,171,99.26,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2161,0.23,75.9,173,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2162,0.59,73.0,163,99.62,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2163,0.05,75.6,169,99.67,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2164,0.07,76.8,154,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2165,0.43,74.6,175,99.91,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2166,1.16,75.0,182,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2167,0.05,73.6,162,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2168,1.1,76.7,180,99.34,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2169,0.8,70.8,183,99.45,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2170,0.05,74.3,172,99.41,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2171,0.05,68.1,167,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2172,0.13,74.8,166,99.75,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2173,0.58,72.2,167,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2174,0.05,74.8,157,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2175,0.47,71.4,166,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2176,0.05,76.8,174,99.68,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2177,0.95,82.2,172,99.33,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2178,1.88,77.0,192,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2179,0.34,74.1,169,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2180,0.74,78.3,176,99.51,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2181,0.41,80.6,170,99.36,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2182,0.62,71.0,168,99.37,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2183,0.09,75.5,163,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2184,0.31,75.1,173,99.52,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2185,0.05,72.4,164,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2186,0.11,70.9,169,99.35,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2187,0.34,68.7,177,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2188,0.42,75.9,164,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2189,0.26,78.8,157,99.31,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2190,2.49,75.8,197,99.27,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2191,0.98,80.2,178,99.57,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2192,2.7,68.3,213,99.37,Robotic 3D Vision Re-Scan Required
NIO-SWAP4-2193,0.47,71.1,158,99.64,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2194,0.22,69.4,178,99.5,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2195,0.45,75.2,167,99.77,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2196,0.08,72.4,157,99.32,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2197,0.4,69.9,155,99.58,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2198,0.24,75.2,155,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2199,0.85,79.9,176,99.6,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2200,0.15,80.1,167,100.0,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2201,0.57,72.7,179,99.85,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2202,0.74,72.6,168,99.21,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2203,0.17,73.5,166,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2204,0.66,74.6,171,99.99,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2205,0.07,77.1,167,99.76,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2206,0.25,80.2,169,99.74,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2207,0.23,74.7,164,99.2,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2208,0.25,79.0,170,99.97,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2209,1.25,79.2,194,99.22,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2210,0.4,75.3,164,99.25,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2211,0.41,68.1,177,99.44,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2212,0.25,73.2,171,99.54,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2213,0.46,73.5,180,99.81,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2214,0.05,78.5,169,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2215,0.18,72.3,163,99.55,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2216,1.11,76.8,185,99.53,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2217,0.13,74.3,159,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2218,0.44,78.9,168,99.95,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2219,0.1,72.4,155,99.71,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2220,0.2,80.5,176,99.86,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2221,0.2,78.6,169,99.63,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2222,0.05,66.4,162,99.27,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2223,0.65,86.8,173,99.84,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2224,1.02,75.1,178,99.92,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2225,0.89,68.8,167,99.79,Sub-3-Minute Automated Swap Completed
NIO-SWAP4-2226,0.78,76.9,170,99.34,Sub-3-Minute Automated Swap Completed
