Lap_Telemetry_ID,Apex_Speed_kmh,Battery_State_of_Charge_pct,Battery_Core_Temp_C,Electric_MGU_K_Boost_kW,Sector_Time_Gain_s,Hybrid_Strategy
FERRARI-SF90-1944,91.0,95.0,56.6,136.9,0.49,Full 160kW Qualify Boost
FERRARI-SF90-1945,70.8,55.4,50.2,89.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-1946,133.3,78.0,50.5,126.6,0.4,Regenerative Harvesting Active
FERRARI-SF90-1947,141.1,60.7,49.2,111.3,0.32,Regenerative Harvesting Active
FERRARI-SF90-1948,163.9,27.1,39.4,68.3,0.27,Regenerative Harvesting Active
FERRARI-SF90-1949,115.5,47.7,49.3,89.8,0.3,Regenerative Harvesting Active
FERRARI-SF90-1950,172.3,32.3,41.7,58.8,0.18,Regenerative Harvesting Active
FERRARI-SF90-1951,122.9,41.4,40.9,81.3,0.31,Regenerative Harvesting Active
FERRARI-SF90-1952,109.5,56.5,49.7,86.2,0.31,Regenerative Harvesting Active
FERRARI-SF90-1953,96.4,86.7,58.1,129.0,0.42,Regenerative Harvesting Active
FERRARI-SF90-1954,137.1,88.5,51.6,133.2,0.51,Regenerative Harvesting Active
FERRARI-SF90-1955,153.4,92.5,58.8,144.9,0.46,Full 160kW Qualify Boost
FERRARI-SF90-1956,102.7,40.3,44.4,79.0,0.24,Regenerative Harvesting Active
FERRARI-SF90-1957,80.5,30.0,37.0,83.9,0.33,Regenerative Harvesting Active
FERRARI-SF90-1958,87.2,86.9,57.1,141.5,0.44,Full 160kW Qualify Boost
FERRARI-SF90-1959,85.3,67.4,47.6,111.9,0.3,Regenerative Harvesting Active
FERRARI-SF90-1960,85.0,32.5,36.6,79.0,0.29,Regenerative Harvesting Active
FERRARI-SF90-1961,74.6,66.8,49.9,105.1,0.38,Regenerative Harvesting Active
FERRARI-SF90-1962,157.3,38.4,44.1,88.2,0.3,Regenerative Harvesting Active
FERRARI-SF90-1963,179.0,45.4,47.7,75.5,0.29,Regenerative Harvesting Active
FERRARI-SF90-1964,131.1,85.6,57.5,133.2,0.45,Regenerative Harvesting Active
FERRARI-SF90-1965,76.2,36.1,38.5,63.3,0.21,Regenerative Harvesting Active
FERRARI-SF90-1966,142.0,87.7,57.3,138.9,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1967,77.5,79.6,53.7,119.6,0.42,Regenerative Harvesting Active
FERRARI-SF90-1968,93.3,80.3,48.8,143.1,0.5,Full 160kW Qualify Boost
FERRARI-SF90-1969,126.9,43.2,46.2,80.5,0.32,Regenerative Harvesting Active
FERRARI-SF90-1970,144.6,42.7,47.3,80.0,0.3,Regenerative Harvesting Active
FERRARI-SF90-1971,177.0,25.5,39.7,76.4,0.24,Regenerative Harvesting Active
FERRARI-SF90-1972,106.3,35.8,41.5,71.8,0.2,Regenerative Harvesting Active
FERRARI-SF90-1973,107.9,42.0,46.2,73.4,0.26,Regenerative Harvesting Active
FERRARI-SF90-1974,136.7,48.8,43.2,102.0,0.29,Regenerative Harvesting Active
FERRARI-SF90-1975,125.9,53.2,46.1,92.3,0.38,Regenerative Harvesting Active
FERRARI-SF90-1976,172.6,89.0,53.1,140.2,0.56,Full 160kW Qualify Boost
FERRARI-SF90-1977,172.7,34.5,38.9,90.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-1978,175.0,74.5,53.9,113.6,0.36,Regenerative Harvesting Active
FERRARI-SF90-1979,155.4,63.5,48.9,114.7,0.38,Regenerative Harvesting Active
FERRARI-SF90-1980,130.5,36.4,43.0,88.5,0.32,Regenerative Harvesting Active
FERRARI-SF90-1981,135.4,38.8,42.2,79.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-1982,99.8,71.0,49.8,131.0,0.42,Regenerative Harvesting Active
FERRARI-SF90-1983,125.2,81.0,57.7,109.3,0.35,Regenerative Harvesting Active
FERRARI-SF90-1984,120.3,67.3,51.4,118.3,0.42,Regenerative Harvesting Active
FERRARI-SF90-1985,160.3,46.6,46.6,84.0,0.34,Regenerative Harvesting Active
FERRARI-SF90-1986,78.8,90.8,58.2,136.3,0.44,Full 160kW Qualify Boost
FERRARI-SF90-1987,72.0,40.5,43.7,64.3,0.2,Regenerative Harvesting Active
FERRARI-SF90-1988,155.9,73.6,55.9,115.9,0.31,Regenerative Harvesting Active
FERRARI-SF90-1989,93.0,86.5,53.7,144.3,0.47,Full 160kW Qualify Boost
FERRARI-SF90-1990,172.7,66.6,56.4,97.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-1991,80.5,54.8,50.6,90.9,0.27,Regenerative Harvesting Active
FERRARI-SF90-1992,95.0,93.0,56.5,155.5,0.51,Full 160kW Qualify Boost
FERRARI-SF90-1993,83.6,68.8,56.7,100.6,0.37,Regenerative Harvesting Active
FERRARI-SF90-1994,82.8,40.9,40.5,84.8,0.37,Regenerative Harvesting Active
FERRARI-SF90-1995,154.3,33.2,45.3,63.4,0.17,Regenerative Harvesting Active
FERRARI-SF90-1996,74.7,69.5,50.9,114.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-1997,146.3,39.6,42.6,93.7,0.33,Regenerative Harvesting Active
FERRARI-SF90-1998,149.4,68.3,52.0,99.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-1999,74.6,54.0,49.7,89.4,0.3,Regenerative Harvesting Active
FERRARI-SF90-2000,106.9,52.6,48.4,84.1,0.32,Regenerative Harvesting Active
FERRARI-SF90-2001,152.5,55.8,44.8,110.1,0.36,Regenerative Harvesting Active
FERRARI-SF90-2002,175.1,26.9,39.9,59.4,0.17,Regenerative Harvesting Active
FERRARI-SF90-2003,109.7,81.4,54.6,128.5,0.47,Regenerative Harvesting Active
FERRARI-SF90-2004,135.1,88.8,56.5,149.9,0.54,Full 160kW Qualify Boost
FERRARI-SF90-2005,84.3,40.4,44.0,77.0,0.21,Regenerative Harvesting Active
FERRARI-SF90-2006,101.0,39.8,45.9,80.2,0.32,Regenerative Harvesting Active
FERRARI-SF90-2007,86.2,54.4,47.9,99.8,0.33,Regenerative Harvesting Active
FERRARI-SF90-2008,92.3,59.1,52.9,105.7,0.35,Regenerative Harvesting Active
FERRARI-SF90-2009,83.5,89.2,57.2,150.2,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2010,143.9,79.2,53.8,123.0,0.47,Regenerative Harvesting Active
FERRARI-SF90-2011,107.5,73.3,57.0,115.7,0.36,Regenerative Harvesting Active
FERRARI-SF90-2012,177.9,65.1,50.9,111.4,0.44,Regenerative Harvesting Active
FERRARI-SF90-2013,98.8,58.4,50.4,100.3,0.41,Regenerative Harvesting Active
FERRARI-SF90-2014,105.5,84.2,52.6,149.6,0.56,Full 160kW Qualify Boost
FERRARI-SF90-2015,110.7,36.7,43.4,61.0,0.19,Regenerative Harvesting Active
FERRARI-SF90-2016,164.2,47.1,48.7,75.6,0.23,Regenerative Harvesting Active
FERRARI-SF90-2017,166.8,57.3,50.3,95.4,0.27,Regenerative Harvesting Active
FERRARI-SF90-2018,86.4,51.5,45.8,91.0,0.33,Regenerative Harvesting Active
FERRARI-SF90-2019,172.7,69.1,52.8,98.6,0.35,Regenerative Harvesting Active
FERRARI-SF90-2020,172.7,59.3,49.4,100.4,0.31,Regenerative Harvesting Active
FERRARI-SF90-2021,176.2,48.6,46.4,87.0,0.38,Regenerative Harvesting Active
FERRARI-SF90-2022,163.8,53.2,45.6,108.2,0.39,Regenerative Harvesting Active
FERRARI-SF90-2023,142.6,84.9,59.0,118.6,0.41,Regenerative Harvesting Active
FERRARI-SF90-2024,71.3,42.9,46.0,81.3,0.27,Regenerative Harvesting Active
FERRARI-SF90-2025,167.1,72.4,49.0,122.6,0.39,Regenerative Harvesting Active
FERRARI-SF90-2026,78.5,43.7,44.3,80.8,0.3,Regenerative Harvesting Active
FERRARI-SF90-2027,116.0,32.0,47.9,50.4,0.19,Regenerative Harvesting Active
FERRARI-SF90-2028,105.6,36.0,39.9,80.1,0.23,Regenerative Harvesting Active
FERRARI-SF90-2029,111.0,25.1,42.1,55.9,0.16,Regenerative Harvesting Active
FERRARI-SF90-2030,147.5,92.1,57.5,150.7,0.59,Full 160kW Qualify Boost
FERRARI-SF90-2031,73.3,54.3,45.2,113.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-2032,100.2,62.0,51.5,94.4,0.35,Regenerative Harvesting Active
FERRARI-SF90-2033,105.4,49.8,46.2,78.2,0.26,Regenerative Harvesting Active
FERRARI-SF90-2034,123.8,92.9,58.5,134.7,0.45,Regenerative Harvesting Active
FERRARI-SF90-2035,144.9,58.4,52.2,94.1,0.36,Regenerative Harvesting Active
FERRARI-SF90-2036,97.1,25.1,36.6,66.9,0.22,Regenerative Harvesting Active
FERRARI-SF90-2037,166.1,78.2,51.6,128.0,0.44,Regenerative Harvesting Active
FERRARI-SF90-2038,135.0,45.5,42.6,98.3,0.33,Regenerative Harvesting Active
FERRARI-SF90-2039,142.1,58.4,46.7,98.3,0.37,Regenerative Harvesting Active
FERRARI-SF90-2040,83.9,89.1,59.6,132.6,0.54,Regenerative Harvesting Active
FERRARI-SF90-2041,117.3,40.9,48.8,72.8,0.27,Regenerative Harvesting Active
FERRARI-SF90-2042,127.5,64.2,54.0,102.7,0.37,Regenerative Harvesting Active
FERRARI-SF90-2043,124.7,44.0,46.7,88.7,0.22,Regenerative Harvesting Active
FERRARI-SF90-2044,93.1,40.8,43.6,73.7,0.28,Regenerative Harvesting Active
FERRARI-SF90-2045,107.3,91.2,59.3,154.8,0.53,Full 160kW Qualify Boost
FERRARI-SF90-2046,154.8,66.6,50.4,116.4,0.43,Regenerative Harvesting Active
FERRARI-SF90-2047,79.6,60.5,49.7,92.1,0.35,Regenerative Harvesting Active
FERRARI-SF90-2048,127.0,42.8,45.0,91.7,0.29,Regenerative Harvesting Active
FERRARI-SF90-2049,95.1,81.9,55.3,127.1,0.44,Regenerative Harvesting Active
FERRARI-SF90-2050,99.4,37.6,45.4,75.2,0.2,Regenerative Harvesting Active
FERRARI-SF90-2051,130.9,41.3,45.6,68.4,0.26,Regenerative Harvesting Active
FERRARI-SF90-2052,113.2,91.4,58.9,149.1,0.51,Full 160kW Qualify Boost
FERRARI-SF90-2053,106.5,88.4,57.1,132.7,0.39,Regenerative Harvesting Active
FERRARI-SF90-2054,98.5,65.7,47.0,114.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-2055,176.2,63.6,46.8,104.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-2056,101.1,33.3,38.8,80.4,0.24,Regenerative Harvesting Active
FERRARI-SF90-2057,111.0,55.4,46.2,108.4,0.4,Regenerative Harvesting Active
FERRARI-SF90-2058,110.1,29.9,40.2,67.9,0.22,Regenerative Harvesting Active
FERRARI-SF90-2059,76.1,38.6,42.4,70.5,0.22,Regenerative Harvesting Active
FERRARI-SF90-2060,179.4,93.8,56.4,162.0,0.57,Full 160kW Qualify Boost
FERRARI-SF90-2061,104.7,37.8,41.1,76.0,0.25,Regenerative Harvesting Active
FERRARI-SF90-2062,82.6,38.4,48.9,63.3,0.28,Regenerative Harvesting Active
FERRARI-SF90-2063,106.6,87.8,54.1,142.4,0.53,Full 160kW Qualify Boost
FERRARI-SF90-2064,108.0,58.2,49.6,87.6,0.3,Regenerative Harvesting Active
FERRARI-SF90-2065,172.1,31.2,37.6,59.4,0.21,Regenerative Harvesting Active
FERRARI-SF90-2066,127.2,49.8,45.8,79.7,0.26,Regenerative Harvesting Active
FERRARI-SF90-2067,83.1,72.3,51.6,109.4,0.36,Regenerative Harvesting Active
FERRARI-SF90-2068,138.4,85.9,56.4,129.0,0.43,Regenerative Harvesting Active
FERRARI-SF90-2069,177.9,71.7,48.8,125.4,0.46,Regenerative Harvesting Active
FERRARI-SF90-2070,174.1,68.8,56.9,107.8,0.37,Regenerative Harvesting Active
FERRARI-SF90-2071,120.8,71.3,54.3,115.6,0.44,Regenerative Harvesting Active
FERRARI-SF90-2072,98.3,83.0,56.4,132.4,0.45,Regenerative Harvesting Active
FERRARI-SF90-2073,123.1,66.1,52.8,106.5,0.44,Regenerative Harvesting Active
FERRARI-SF90-2074,125.7,53.5,49.7,85.2,0.28,Regenerative Harvesting Active
FERRARI-SF90-2075,86.5,51.1,45.5,82.4,0.26,Regenerative Harvesting Active
FERRARI-SF90-2076,76.6,46.0,42.8,85.8,0.41,Regenerative Harvesting Active
FERRARI-SF90-2077,169.9,70.3,48.4,120.1,0.39,Regenerative Harvesting Active
FERRARI-SF90-2078,176.9,37.8,42.4,76.3,0.29,Regenerative Harvesting Active
FERRARI-SF90-2079,74.8,44.5,42.8,68.6,0.27,Regenerative Harvesting Active
FERRARI-SF90-2080,151.0,87.7,53.0,143.4,0.5,Full 160kW Qualify Boost
FERRARI-SF90-2081,126.0,44.6,42.5,88.9,0.41,Regenerative Harvesting Active
FERRARI-SF90-2082,160.8,29.0,43.0,42.8,0.1,Regenerative Harvesting Active
FERRARI-SF90-2083,80.1,31.0,41.0,60.7,0.18,Regenerative Harvesting Active
FERRARI-SF90-2084,70.0,41.7,45.7,66.8,0.21,Regenerative Harvesting Active
FERRARI-SF90-2085,85.9,68.2,51.5,116.3,0.38,Regenerative Harvesting Active
FERRARI-SF90-2086,82.9,82.7,52.6,128.3,0.45,Regenerative Harvesting Active
FERRARI-SF90-2087,176.2,31.5,43.1,60.0,0.22,Regenerative Harvesting Active
FERRARI-SF90-2088,158.3,51.7,51.4,76.8,0.23,Regenerative Harvesting Active
FERRARI-SF90-2089,165.8,87.0,55.9,130.1,0.49,Regenerative Harvesting Active
FERRARI-SF90-2090,127.6,74.3,54.4,117.0,0.39,Regenerative Harvesting Active
FERRARI-SF90-2091,133.5,28.3,36.1,55.1,0.17,Regenerative Harvesting Active
FERRARI-SF90-2092,126.3,31.4,38.8,68.4,0.28,Regenerative Harvesting Active
FERRARI-SF90-2093,143.1,88.9,55.2,152.9,0.48,Full 160kW Qualify Boost
FERRARI-SF90-2094,87.5,65.3,50.0,116.4,0.48,Regenerative Harvesting Active
FERRARI-SF90-2095,158.0,88.8,58.2,128.3,0.31,Regenerative Harvesting Active
FERRARI-SF90-2096,98.0,47.7,49.0,78.5,0.23,Regenerative Harvesting Active
FERRARI-SF90-2097,155.5,38.4,42.5,94.9,0.28,Regenerative Harvesting Active
FERRARI-SF90-2098,178.3,27.3,40.4,52.1,0.19,Regenerative Harvesting Active
FERRARI-SF90-2099,104.1,80.0,55.2,109.0,0.33,Regenerative Harvesting Active
FERRARI-SF90-2100,77.6,32.9,42.0,79.1,0.3,Regenerative Harvesting Active
FERRARI-SF90-2101,170.8,46.0,42.0,93.6,0.27,Regenerative Harvesting Active
FERRARI-SF90-2102,147.4,74.8,52.4,128.5,0.42,Regenerative Harvesting Active
FERRARI-SF90-2103,136.7,49.2,50.2,94.7,0.32,Regenerative Harvesting Active
FERRARI-SF90-2104,179.9,68.9,53.2,104.8,0.38,Regenerative Harvesting Active
FERRARI-SF90-2105,74.8,66.9,49.2,114.9,0.41,Regenerative Harvesting Active
FERRARI-SF90-2106,98.8,84.8,54.8,132.0,0.41,Regenerative Harvesting Active
FERRARI-SF90-2107,88.8,54.3,48.2,102.2,0.33,Regenerative Harvesting Active
FERRARI-SF90-2108,78.9,46.7,43.3,86.6,0.33,Regenerative Harvesting Active
FERRARI-SF90-2109,87.2,51.1,44.7,90.8,0.3,Regenerative Harvesting Active
FERRARI-SF90-2110,90.9,44.2,42.1,65.5,0.25,Regenerative Harvesting Active
FERRARI-SF90-2111,90.9,43.0,46.5,78.0,0.2,Regenerative Harvesting Active
FERRARI-SF90-2112,104.0,93.6,56.6,141.8,0.52,Full 160kW Qualify Boost
FERRARI-SF90-2113,155.4,26.1,37.1,60.6,0.16,Regenerative Harvesting Active
FERRARI-SF90-2114,157.4,62.0,50.2,88.8,0.33,Regenerative Harvesting Active
FERRARI-SF90-2115,171.8,85.3,53.1,146.1,0.47,Full 160kW Qualify Boost
FERRARI-SF90-2116,145.2,40.1,39.2,78.8,0.31,Regenerative Harvesting Active
FERRARI-SF90-2117,94.0,85.6,52.3,125.4,0.43,Regenerative Harvesting Active
FERRARI-SF90-2118,84.3,77.0,51.9,133.8,0.46,Regenerative Harvesting Active
FERRARI-SF90-2119,107.2,93.0,57.1,145.7,0.57,Full 160kW Qualify Boost
FERRARI-SF90-2120,98.3,84.2,58.0,131.6,0.5,Regenerative Harvesting Active
FERRARI-SF90-2121,144.3,63.2,48.5,111.3,0.38,Regenerative Harvesting Active
FERRARI-SF90-2122,96.2,78.8,57.3,107.7,0.38,Regenerative Harvesting Active
FERRARI-SF90-2123,85.1,42.2,42.7,71.5,0.25,Regenerative Harvesting Active
FERRARI-SF90-2124,168.1,92.8,58.8,149.0,0.46,Full 160kW Qualify Boost
FERRARI-SF90-2125,123.4,58.0,50.4,96.0,0.36,Regenerative Harvesting Active
FERRARI-SF90-2126,92.9,74.9,52.4,121.5,0.46,Regenerative Harvesting Active
FERRARI-SF90-2127,85.7,32.6,39.6,62.3,0.16,Regenerative Harvesting Active
FERRARI-SF90-2128,149.0,48.2,45.1,86.8,0.3,Regenerative Harvesting Active
FERRARI-SF90-2129,79.2,53.0,46.3,81.2,0.22,Regenerative Harvesting Active
FERRARI-SF90-2130,135.1,52.5,46.8,90.1,0.24,Regenerative Harvesting Active
FERRARI-SF90-2131,92.7,36.9,44.9,76.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-2132,120.8,42.3,43.0,74.6,0.31,Regenerative Harvesting Active
FERRARI-SF90-2133,160.2,36.2,43.0,79.3,0.28,Regenerative Harvesting Active
FERRARI-SF90-2134,110.9,79.3,54.9,134.8,0.47,Regenerative Harvesting Active
FERRARI-SF90-2135,135.4,45.8,44.0,89.6,0.34,Regenerative Harvesting Active
FERRARI-SF90-2136,135.5,34.4,44.4,67.4,0.25,Regenerative Harvesting Active
FERRARI-SF90-2137,75.8,85.0,55.8,149.2,0.5,Full 160kW Qualify Boost
FERRARI-SF90-2138,71.6,64.3,51.6,109.5,0.4,Regenerative Harvesting Active
FERRARI-SF90-2139,161.9,56.4,45.3,86.9,0.27,Regenerative Harvesting Active
FERRARI-SF90-2140,171.4,79.3,48.4,135.7,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2141,146.0,30.5,35.8,80.2,0.34,Regenerative Harvesting Active
FERRARI-SF90-2142,116.9,35.8,37.2,85.7,0.21,Regenerative Harvesting Active
FERRARI-SF90-2143,132.0,35.8,42.4,65.4,0.14,Regenerative Harvesting Active
FERRARI-SF90-2144,125.7,69.2,52.0,110.4,0.42,Regenerative Harvesting Active
FERRARI-SF90-2145,100.8,30.6,39.7,69.5,0.14,Regenerative Harvesting Active
FERRARI-SF90-2146,164.6,47.5,45.0,75.6,0.26,Regenerative Harvesting Active
FERRARI-SF90-2147,167.6,91.4,55.6,143.9,0.52,Full 160kW Qualify Boost
FERRARI-SF90-2148,90.0,63.8,49.8,125.7,0.45,Regenerative Harvesting Active
FERRARI-SF90-2149,143.3,42.6,48.3,62.3,0.21,Regenerative Harvesting Active
FERRARI-SF90-2150,178.3,74.5,53.4,121.5,0.38,Regenerative Harvesting Active
FERRARI-SF90-2151,157.9,92.4,55.2,144.8,0.5,Full 160kW Qualify Boost
FERRARI-SF90-2152,98.2,52.9,42.3,90.7,0.33,Regenerative Harvesting Active
FERRARI-SF90-2153,112.7,51.4,50.6,82.6,0.27,Regenerative Harvesting Active
FERRARI-SF90-2154,102.4,30.5,41.7,61.2,0.23,Regenerative Harvesting Active
FERRARI-SF90-2155,93.1,27.0,40.3,48.1,0.15,Regenerative Harvesting Active
FERRARI-SF90-2156,147.6,52.0,46.8,85.8,0.25,Regenerative Harvesting Active
FERRARI-SF90-2157,162.2,50.5,48.3,82.0,0.35,Regenerative Harvesting Active
FERRARI-SF90-2158,119.8,60.7,45.3,106.7,0.4,Regenerative Harvesting Active
FERRARI-SF90-2159,162.5,31.4,45.5,70.9,0.22,Regenerative Harvesting Active
FERRARI-SF90-2160,111.4,28.5,43.2,61.5,0.22,Regenerative Harvesting Active
FERRARI-SF90-2161,169.8,35.8,42.6,67.4,0.21,Regenerative Harvesting Active
FERRARI-SF90-2162,136.0,88.3,55.5,134.2,0.5,Regenerative Harvesting Active
FERRARI-SF90-2163,82.9,62.1,48.3,124.2,0.42,Regenerative Harvesting Active
FERRARI-SF90-2164,94.0,56.3,50.2,97.5,0.34,Regenerative Harvesting Active
FERRARI-SF90-2165,158.5,72.5,53.6,111.8,0.35,Regenerative Harvesting Active
FERRARI-SF90-2166,178.8,70.8,48.7,114.8,0.4,Regenerative Harvesting Active
FERRARI-SF90-2167,107.4,90.3,57.0,138.4,0.48,Full 160kW Qualify Boost
FERRARI-SF90-2168,140.8,62.1,48.3,101.5,0.41,Regenerative Harvesting Active
FERRARI-SF90-2169,146.8,95.0,64.3,125.1,0.39,Regenerative Harvesting Active
FERRARI-SF90-2170,82.5,58.4,49.3,98.6,0.34,Regenerative Harvesting Active
FERRARI-SF90-2171,94.6,77.8,53.3,117.9,0.38,Regenerative Harvesting Active
FERRARI-SF90-2172,137.6,94.1,54.2,141.7,0.51,Full 160kW Qualify Boost
FERRARI-SF90-2173,85.1,79.4,51.0,120.2,0.4,Regenerative Harvesting Active
FERRARI-SF90-2174,116.6,87.5,57.7,135.3,0.43,Full 160kW Qualify Boost
FERRARI-SF90-2175,168.9,92.5,56.1,151.6,0.55,Full 160kW Qualify Boost
FERRARI-SF90-2176,152.8,28.2,41.0,61.4,0.24,Regenerative Harvesting Active
FERRARI-SF90-2177,101.3,28.5,40.0,61.6,0.19,Regenerative Harvesting Active
FERRARI-SF90-2178,70.2,77.6,52.5,107.4,0.34,Regenerative Harvesting Active
FERRARI-SF90-2179,76.1,30.3,35.9,72.3,0.24,Regenerative Harvesting Active
FERRARI-SF90-2180,160.9,88.7,54.0,133.5,0.5,Regenerative Harvesting Active
FERRARI-SF90-2181,137.7,73.1,52.2,111.8,0.37,Regenerative Harvesting Active
FERRARI-SF90-2182,160.5,86.1,56.3,144.1,0.54,Full 160kW Qualify Boost
FERRARI-SF90-2183,137.2,73.0,49.5,135.9,0.48,Full 160kW Qualify Boost
FERRARI-SF90-2184,99.0,36.1,45.5,59.5,0.19,Regenerative Harvesting Active
FERRARI-SF90-2185,120.0,29.5,41.1,52.4,0.22,Regenerative Harvesting Active
FERRARI-SF90-2186,134.4,39.7,44.8,85.6,0.32,Regenerative Harvesting Active
FERRARI-SF90-2187,159.5,48.9,44.2,85.9,0.35,Regenerative Harvesting Active
FERRARI-SF90-2188,94.8,74.4,52.8,122.5,0.48,Regenerative Harvesting Active
FERRARI-SF90-2189,93.0,62.4,50.0,105.6,0.3,Regenerative Harvesting Active
FERRARI-SF90-2190,137.0,72.4,47.0,120.2,0.4,Regenerative Harvesting Active
FERRARI-SF90-2191,138.9,40.0,44.5,72.3,0.32,Regenerative Harvesting Active
FERRARI-SF90-2192,163.9,57.2,45.5,113.9,0.45,Regenerative Harvesting Active
FERRARI-SF90-2193,149.5,90.8,55.3,143.2,0.49,Full 160kW Qualify Boost
FERRARI-SF90-2194,107.7,58.7,50.5,94.7,0.31,Regenerative Harvesting Active
FERRARI-SF90-2195,174.9,49.8,43.7,99.2,0.31,Regenerative Harvesting Active
FERRARI-SF90-2196,155.6,78.9,53.9,128.5,0.41,Regenerative Harvesting Active
FERRARI-SF90-2197,94.0,47.9,42.9,110.2,0.37,Regenerative Harvesting Active
FERRARI-SF90-2198,125.3,95.0,58.1,148.0,0.47,Full 160kW Qualify Boost
FERRARI-SF90-2199,115.5,50.4,43.8,88.4,0.31,Regenerative Harvesting Active
FERRARI-SF90-2200,146.0,80.0,52.4,126.6,0.43,Regenerative Harvesting Active
FERRARI-SF90-2201,75.1,41.2,38.5,80.7,0.24,Regenerative Harvesting Active
FERRARI-SF90-2202,144.8,45.6,46.8,76.0,0.3,Regenerative Harvesting Active
FERRARI-SF90-2203,95.1,59.8,46.0,108.8,0.36,Regenerative Harvesting Active
FERRARI-SF90-2204,70.7,58.5,50.4,91.9,0.29,Regenerative Harvesting Active
FERRARI-SF90-2205,146.5,45.6,41.5,79.9,0.3,Regenerative Harvesting Active
FERRARI-SF90-2206,102.6,89.7,59.8,136.8,0.4,Full 160kW Qualify Boost
FERRARI-SF90-2207,154.5,68.5,53.3,108.0,0.37,Regenerative Harvesting Active
FERRARI-SF90-2208,114.5,33.5,45.7,67.1,0.23,Regenerative Harvesting Active
FERRARI-SF90-2209,144.9,67.3,51.0,119.9,0.37,Regenerative Harvesting Active
FERRARI-SF90-2210,151.2,64.3,49.2,111.8,0.38,Regenerative Harvesting Active
FERRARI-SF90-2211,74.6,42.1,40.9,64.5,0.28,Regenerative Harvesting Active
FERRARI-SF90-2212,170.7,59.1,46.6,92.6,0.27,Regenerative Harvesting Active
FERRARI-SF90-2213,169.8,80.0,48.5,130.2,0.41,Regenerative Harvesting Active
FERRARI-SF90-2214,124.9,51.1,44.9,84.7,0.31,Regenerative Harvesting Active
FERRARI-SF90-2215,75.8,67.3,53.6,99.5,0.32,Regenerative Harvesting Active
FERRARI-SF90-2216,140.7,35.1,42.4,70.7,0.25,Regenerative Harvesting Active
FERRARI-SF90-2217,89.2,34.4,44.5,63.4,0.2,Regenerative Harvesting Active
FERRARI-SF90-2218,78.3,77.8,54.9,126.5,0.43,Regenerative Harvesting Active
FERRARI-SF90-2219,174.2,58.8,51.6,96.6,0.35,Regenerative Harvesting Active
FERRARI-SF90-2220,77.1,79.1,55.9,124.0,0.45,Regenerative Harvesting Active
FERRARI-SF90-2221,172.8,43.6,40.2,92.7,0.33,Regenerative Harvesting Active
FERRARI-SF90-2222,167.4,33.2,42.1,60.7,0.23,Regenerative Harvesting Active
FERRARI-SF90-2223,101.6,60.4,48.0,99.5,0.29,Regenerative Harvesting Active
FERRARI-SF90-2224,99.2,69.2,50.1,120.6,0.47,Regenerative Harvesting Active
FERRARI-SF90-2225,154.0,25.0,40.3,56.6,0.17,Regenerative Harvesting Active
FERRARI-SF90-2226,73.3,52.9,46.0,99.4,0.37,Regenerative Harvesting Active
FERRARI-SF90-2227,104.5,39.0,41.8,82.6,0.29,Regenerative Harvesting Active
FERRARI-SF90-2228,165.2,67.8,50.5,117.4,0.39,Regenerative Harvesting Active
FERRARI-SF90-2229,170.2,38.8,39.6,94.6,0.22,Regenerative Harvesting Active
FERRARI-SF90-2230,93.9,69.4,49.2,121.5,0.36,Regenerative Harvesting Active
FERRARI-SF90-2231,120.8,50.5,40.5,88.2,0.26,Regenerative Harvesting Active
FERRARI-SF90-2232,75.2,31.2,41.3,51.6,0.17,Regenerative Harvesting Active
FERRARI-SF90-2233,75.2,38.4,44.3,78.3,0.28,Regenerative Harvesting Active
FERRARI-SF90-2234,117.9,35.8,38.2,88.5,0.26,Regenerative Harvesting Active
FERRARI-SF90-2235,127.9,39.4,43.8,78.7,0.23,Regenerative Harvesting Active
FERRARI-SF90-2236,167.4,49.8,42.4,89.3,0.33,Regenerative Harvesting Active
FERRARI-SF90-2237,103.5,66.0,48.6,109.1,0.38,Regenerative Harvesting Active
FERRARI-SF90-2238,75.2,71.6,50.9,119.2,0.4,Regenerative Harvesting Active
FERRARI-SF90-2239,145.8,88.2,57.7,135.9,0.48,Full 160kW Qualify Boost
FERRARI-SF90-2240,93.1,82.2,55.5,130.9,0.39,Regenerative Harvesting Active
FERRARI-SF90-2241,111.0,77.6,52.7,116.9,0.35,Regenerative Harvesting Active
FERRARI-SF90-2242,169.3,62.4,50.0,109.0,0.4,Regenerative Harvesting Active
FERRARI-SF90-2243,100.9,75.3,48.9,119.1,0.34,Regenerative Harvesting Active
FERRARI-SF90-2244,83.4,28.8,43.0,64.0,0.25,Regenerative Harvesting Active
