Fleet_Event_ID,Vehicle_Speed_mph,Sun_Glare_Angle_deg,Road_Curvature_deg,Camera_Inference_Latency_ms,Human_AI_Disparity_deg,Autonomy_Alignment
TESLA-SHADOW-1937,70.5,54.4,19.1,23.0,1.62,Seamless Autonomous Alignment
TESLA-SHADOW-1938,45.0,20.4,32.6,33.6,3.08,Seamless Autonomous Alignment
TESLA-SHADOW-1939,56.2,58.9,14.1,24.1,4.16,Seamless Autonomous Alignment
TESLA-SHADOW-1940,39.1,16.0,31.0,28.3,2.93,Seamless Autonomous Alignment
TESLA-SHADOW-1941,67.4,24.3,33.6,22.1,2.14,Seamless Autonomous Alignment
TESLA-SHADOW-1942,54.1,51.3,33.3,26.6,4.36,Seamless Autonomous Alignment
TESLA-SHADOW-1943,65.9,32.7,12.7,29.8,2.76,Seamless Autonomous Alignment
TESLA-SHADOW-1944,73.8,54.5,32.9,27.5,0.13,Seamless Autonomous Alignment
TESLA-SHADOW-1945,70.8,4.2,9.5,28.4,0.5,Seamless Autonomous Alignment
TESLA-SHADOW-1946,51.6,35.9,20.8,29.9,2.02,Seamless Autonomous Alignment
TESLA-SHADOW-1947,44.5,4.0,5.6,22.0,0.08,Seamless Autonomous Alignment
TESLA-SHADOW-1948,66.2,40.2,2.8,22.3,1.15,Seamless Autonomous Alignment
TESLA-SHADOW-1949,33.0,33.7,15.9,22.1,1.63,Seamless Autonomous Alignment
TESLA-SHADOW-1950,57.9,84.5,8.2,26.9,4.08,Seamless Autonomous Alignment
TESLA-SHADOW-1951,57.7,27.2,9.1,27.2,2.67,Seamless Autonomous Alignment
TESLA-SHADOW-1952,57.5,63.4,28.8,25.4,1.8,Seamless Autonomous Alignment
TESLA-SHADOW-1953,58.9,16.9,17.9,25.0,1.23,Seamless Autonomous Alignment
TESLA-SHADOW-1954,64.8,17.0,5.7,22.4,3.0,Seamless Autonomous Alignment
TESLA-SHADOW-1955,25.3,66.5,20.0,22.4,0.95,Seamless Autonomous Alignment
TESLA-SHADOW-1956,57.0,15.4,2.7,24.4,0.57,Seamless Autonomous Alignment
TESLA-SHADOW-1957,28.3,72.1,19.1,28.1,5.1,Shadow Disengagement Triggered
TESLA-SHADOW-1958,74.4,83.6,3.5,31.5,2.79,Shadow Disengagement Triggered
TESLA-SHADOW-1959,67.8,76.4,23.4,28.6,1.3,Seamless Autonomous Alignment
TESLA-SHADOW-1960,50.9,6.6,5.6,25.6,0.81,Seamless Autonomous Alignment
TESLA-SHADOW-1961,44.0,26.8,9.4,26.2,3.56,Seamless Autonomous Alignment
TESLA-SHADOW-1962,34.0,23.2,22.1,29.0,1.12,Seamless Autonomous Alignment
TESLA-SHADOW-1963,70.0,18.8,6.5,30.9,2.85,Seamless Autonomous Alignment
TESLA-SHADOW-1964,54.1,60.2,8.5,25.6,0.14,Seamless Autonomous Alignment
TESLA-SHADOW-1965,31.8,20.6,17.9,23.6,2.06,Seamless Autonomous Alignment
TESLA-SHADOW-1966,45.6,58.3,24.8,22.9,1.32,Seamless Autonomous Alignment
TESLA-SHADOW-1967,39.1,3.0,15.7,26.1,1.19,Seamless Autonomous Alignment
TESLA-SHADOW-1968,50.5,31.7,25.4,23.7,0.53,Seamless Autonomous Alignment
TESLA-SHADOW-1969,61.8,1.8,6.0,23.4,0.24,Seamless Autonomous Alignment
TESLA-SHADOW-1970,37.8,86.5,15.1,24.2,4.48,Seamless Autonomous Alignment
TESLA-SHADOW-1971,48.4,13.0,28.6,28.5,1.29,Seamless Autonomous Alignment
TESLA-SHADOW-1972,50.1,14.2,13.3,27.9,2.87,Seamless Autonomous Alignment
TESLA-SHADOW-1973,70.6,15.4,16.3,24.7,0.95,Seamless Autonomous Alignment
TESLA-SHADOW-1974,66.3,53.9,21.9,25.3,3.36,Seamless Autonomous Alignment
TESLA-SHADOW-1975,35.5,0.2,12.4,24.3,0.41,Seamless Autonomous Alignment
TESLA-SHADOW-1976,62.9,81.9,26.7,25.7,4.64,Shadow Disengagement Triggered
TESLA-SHADOW-1977,31.7,75.5,15.9,27.9,1.21,Seamless Autonomous Alignment
TESLA-SHADOW-1978,42.6,45.5,0.9,26.7,1.13,Seamless Autonomous Alignment
TESLA-SHADOW-1979,58.9,10.8,18.0,26.7,1.12,Seamless Autonomous Alignment
TESLA-SHADOW-1980,57.0,78.4,1.8,22.6,2.19,Seamless Autonomous Alignment
TESLA-SHADOW-1981,52.7,40.7,21.1,23.2,4.29,Seamless Autonomous Alignment
TESLA-SHADOW-1982,37.6,65.3,12.4,26.9,3.83,Seamless Autonomous Alignment
TESLA-SHADOW-1983,71.4,27.9,27.4,23.8,5.15,Shadow Disengagement Triggered
TESLA-SHADOW-1984,36.7,78.7,21.9,23.5,4.49,Seamless Autonomous Alignment
TESLA-SHADOW-1985,28.8,66.7,2.6,25.8,1.49,Seamless Autonomous Alignment
TESLA-SHADOW-1986,26.2,41.3,30.1,23.2,2.45,Seamless Autonomous Alignment
TESLA-SHADOW-1987,33.8,63.5,33.1,26.0,3.94,Seamless Autonomous Alignment
TESLA-SHADOW-1988,66.4,16.2,8.1,31.4,1.07,Seamless Autonomous Alignment
TESLA-SHADOW-1989,38.8,85.8,33.3,23.5,5.94,Shadow Disengagement Triggered
TESLA-SHADOW-1990,55.9,35.7,26.5,27.7,0.41,Seamless Autonomous Alignment
TESLA-SHADOW-1991,53.4,69.4,34.8,24.9,3.81,Seamless Autonomous Alignment
TESLA-SHADOW-1992,55.8,2.1,14.8,24.8,1.93,Seamless Autonomous Alignment
TESLA-SHADOW-1993,66.6,69.7,6.6,38.1,0.26,Seamless Autonomous Alignment
TESLA-SHADOW-1994,69.7,42.7,24.2,26.8,0.71,Seamless Autonomous Alignment
TESLA-SHADOW-1995,72.6,89.7,13.4,22.6,1.51,Seamless Autonomous Alignment
TESLA-SHADOW-1996,57.0,2.1,19.3,27.2,0.34,Seamless Autonomous Alignment
TESLA-SHADOW-1997,65.1,84.2,4.5,24.8,4.29,Seamless Autonomous Alignment
TESLA-SHADOW-1998,38.2,53.1,21.4,29.0,2.18,Seamless Autonomous Alignment
TESLA-SHADOW-1999,73.3,67.0,33.7,31.4,5.24,Shadow Disengagement Triggered
TESLA-SHADOW-2000,26.0,32.2,32.7,27.6,2.02,Seamless Autonomous Alignment
TESLA-SHADOW-2001,31.9,3.8,25.9,32.7,3.26,Seamless Autonomous Alignment
TESLA-SHADOW-2002,73.6,14.3,31.9,24.7,1.15,Seamless Autonomous Alignment
TESLA-SHADOW-2003,59.5,11.9,25.6,25.0,1.44,Seamless Autonomous Alignment
TESLA-SHADOW-2004,32.0,32.4,19.0,25.5,0.13,Seamless Autonomous Alignment
TESLA-SHADOW-2005,65.6,47.8,31.7,25.9,1.59,Seamless Autonomous Alignment
TESLA-SHADOW-2006,56.6,68.3,29.3,30.4,5.59,Shadow Disengagement Triggered
TESLA-SHADOW-2007,50.5,6.1,31.8,27.5,1.52,Seamless Autonomous Alignment
TESLA-SHADOW-2008,53.8,16.5,31.0,22.8,2.03,Seamless Autonomous Alignment
TESLA-SHADOW-2009,25.2,36.8,20.7,23.2,0.59,Seamless Autonomous Alignment
TESLA-SHADOW-2010,28.7,49.5,32.6,27.7,2.81,Seamless Autonomous Alignment
TESLA-SHADOW-2011,45.2,27.3,9.9,22.1,1.6,Seamless Autonomous Alignment
TESLA-SHADOW-2012,40.1,36.5,21.6,35.5,2.38,Seamless Autonomous Alignment
TESLA-SHADOW-2013,56.1,63.3,16.2,22.3,1.28,Seamless Autonomous Alignment
TESLA-SHADOW-2014,28.2,0.7,13.8,24.6,1.63,Seamless Autonomous Alignment
TESLA-SHADOW-2015,31.1,37.2,12.9,22.1,4.53,Shadow Disengagement Triggered
TESLA-SHADOW-2016,55.3,72.0,34.7,24.1,7.28,Shadow Disengagement Triggered
TESLA-SHADOW-2017,58.8,68.8,21.2,35.6,1.05,Seamless Autonomous Alignment
TESLA-SHADOW-2018,38.6,67.4,0.8,23.6,1.41,Seamless Autonomous Alignment
TESLA-SHADOW-2019,56.7,35.7,2.0,27.8,1.26,Seamless Autonomous Alignment
TESLA-SHADOW-2020,30.4,51.8,6.0,23.8,1.97,Seamless Autonomous Alignment
TESLA-SHADOW-2021,73.0,43.6,14.2,24.0,3.33,Seamless Autonomous Alignment
TESLA-SHADOW-2022,29.4,64.7,7.6,22.1,4.72,Shadow Disengagement Triggered
TESLA-SHADOW-2023,28.5,67.2,25.0,24.9,6.47,Shadow Disengagement Triggered
TESLA-SHADOW-2024,25.0,35.6,29.4,22.2,1.53,Seamless Autonomous Alignment
TESLA-SHADOW-2025,70.0,37.2,1.7,33.9,2.73,Seamless Autonomous Alignment
TESLA-SHADOW-2026,51.0,48.6,22.0,37.1,2.77,Seamless Autonomous Alignment
TESLA-SHADOW-2027,40.6,62.8,13.2,25.4,3.56,Seamless Autonomous Alignment
TESLA-SHADOW-2028,51.1,41.5,17.0,26.2,1.44,Seamless Autonomous Alignment
TESLA-SHADOW-2029,67.3,28.4,16.7,39.4,0.16,Seamless Autonomous Alignment
TESLA-SHADOW-2030,56.1,19.2,12.7,25.7,1.97,Seamless Autonomous Alignment
TESLA-SHADOW-2031,45.8,1.9,15.3,25.0,0.53,Seamless Autonomous Alignment
TESLA-SHADOW-2032,44.5,39.9,13.0,24.9,3.34,Seamless Autonomous Alignment
TESLA-SHADOW-2033,26.3,16.1,8.7,24.8,2.34,Seamless Autonomous Alignment
TESLA-SHADOW-2034,38.2,60.1,14.9,22.4,0.92,Seamless Autonomous Alignment
TESLA-SHADOW-2035,27.6,59.1,32.3,30.6,0.61,Seamless Autonomous Alignment
TESLA-SHADOW-2036,48.6,10.6,33.0,22.1,5.41,Shadow Disengagement Triggered
TESLA-SHADOW-2037,47.5,86.4,31.3,38.8,3.52,Shadow Disengagement Triggered
TESLA-SHADOW-2038,51.1,65.0,12.6,29.0,2.82,Seamless Autonomous Alignment
TESLA-SHADOW-2039,26.8,30.4,9.3,22.5,0.05,Seamless Autonomous Alignment
TESLA-SHADOW-2040,56.2,47.0,20.8,27.3,0.42,Seamless Autonomous Alignment
TESLA-SHADOW-2041,45.4,75.2,0.3,26.9,4.2,Seamless Autonomous Alignment
TESLA-SHADOW-2042,44.8,69.0,32.0,24.5,3.06,Seamless Autonomous Alignment
TESLA-SHADOW-2043,33.5,22.8,11.4,23.6,4.26,Seamless Autonomous Alignment
TESLA-SHADOW-2044,58.1,3.7,4.9,24.4,0.99,Seamless Autonomous Alignment
TESLA-SHADOW-2045,31.0,27.8,27.6,39.8,1.43,Seamless Autonomous Alignment
TESLA-SHADOW-2046,31.1,38.0,34.8,22.8,2.58,Seamless Autonomous Alignment
TESLA-SHADOW-2047,39.1,62.8,29.9,33.9,1.56,Seamless Autonomous Alignment
TESLA-SHADOW-2048,48.6,29.3,22.5,24.8,5.53,Shadow Disengagement Triggered
TESLA-SHADOW-2049,34.6,38.0,25.8,25.7,2.67,Seamless Autonomous Alignment
TESLA-SHADOW-2050,54.0,19.3,22.8,24.3,1.62,Seamless Autonomous Alignment
TESLA-SHADOW-2051,69.5,66.2,27.5,24.5,0.06,Seamless Autonomous Alignment
TESLA-SHADOW-2052,44.4,43.0,22.8,28.3,5.85,Shadow Disengagement Triggered
TESLA-SHADOW-2053,35.5,43.7,8.3,26.6,1.75,Seamless Autonomous Alignment
TESLA-SHADOW-2054,37.3,74.5,7.9,22.1,4.4,Seamless Autonomous Alignment
TESLA-SHADOW-2055,66.2,39.9,10.6,38.1,1.32,Seamless Autonomous Alignment
TESLA-SHADOW-2056,44.1,79.3,3.7,23.1,2.91,Seamless Autonomous Alignment
TESLA-SHADOW-2057,35.6,79.4,1.3,24.9,3.53,Seamless Autonomous Alignment
TESLA-SHADOW-2058,67.9,20.9,5.6,22.2,1.19,Seamless Autonomous Alignment
TESLA-SHADOW-2059,63.9,34.0,15.1,46.4,0.84,Seamless Autonomous Alignment
TESLA-SHADOW-2060,34.1,88.4,24.5,24.0,2.57,Seamless Autonomous Alignment
TESLA-SHADOW-2061,59.4,11.3,24.7,23.9,0.31,Seamless Autonomous Alignment
TESLA-SHADOW-2062,61.1,33.2,13.0,35.3,1.46,Seamless Autonomous Alignment
TESLA-SHADOW-2063,54.9,26.4,32.5,22.5,2.5,Seamless Autonomous Alignment
TESLA-SHADOW-2064,64.6,35.1,30.3,45.3,3.64,Seamless Autonomous Alignment
TESLA-SHADOW-2065,50.2,4.9,28.9,30.8,1.74,Seamless Autonomous Alignment
TESLA-SHADOW-2066,70.6,45.2,32.8,30.1,2.43,Seamless Autonomous Alignment
TESLA-SHADOW-2067,70.8,51.2,16.1,26.5,1.26,Seamless Autonomous Alignment
TESLA-SHADOW-2068,33.1,63.3,2.3,22.5,0.9,Seamless Autonomous Alignment
TESLA-SHADOW-2069,39.3,70.3,18.9,26.7,3.65,Seamless Autonomous Alignment
TESLA-SHADOW-2070,58.8,80.6,27.4,25.1,3.2,Seamless Autonomous Alignment
TESLA-SHADOW-2071,67.8,62.8,16.2,22.3,2.96,Seamless Autonomous Alignment
TESLA-SHADOW-2072,28.6,53.6,15.4,23.6,2.09,Seamless Autonomous Alignment
TESLA-SHADOW-2073,54.4,35.0,13.5,25.6,0.62,Seamless Autonomous Alignment
TESLA-SHADOW-2074,53.3,81.2,24.9,25.6,1.16,Seamless Autonomous Alignment
TESLA-SHADOW-2075,56.7,31.1,31.5,26.2,1.29,Seamless Autonomous Alignment
TESLA-SHADOW-2076,26.5,44.6,30.2,24.2,4.85,Shadow Disengagement Triggered
TESLA-SHADOW-2077,41.7,72.5,2.4,29.6,0.5,Seamless Autonomous Alignment
TESLA-SHADOW-2078,29.8,6.6,11.9,24.2,0.54,Seamless Autonomous Alignment
TESLA-SHADOW-2079,34.1,77.8,12.4,22.7,0.11,Seamless Autonomous Alignment
TESLA-SHADOW-2080,65.1,76.4,18.9,24.6,3.53,Seamless Autonomous Alignment
TESLA-SHADOW-2081,46.7,11.7,1.8,24.2,1.23,Seamless Autonomous Alignment
TESLA-SHADOW-2082,73.3,68.0,15.3,24.9,2.03,Seamless Autonomous Alignment
TESLA-SHADOW-2083,64.3,75.3,0.8,22.3,0.64,Seamless Autonomous Alignment
TESLA-SHADOW-2084,42.8,11.9,13.6,28.5,0.77,Seamless Autonomous Alignment
TESLA-SHADOW-2085,43.0,0.9,26.7,25.5,1.49,Seamless Autonomous Alignment
TESLA-SHADOW-2086,31.1,84.7,0.4,25.9,1.37,Seamless Autonomous Alignment
TESLA-SHADOW-2087,38.2,40.6,14.9,22.4,3.34,Seamless Autonomous Alignment
TESLA-SHADOW-2088,33.1,68.7,2.1,22.1,0.76,Seamless Autonomous Alignment
TESLA-SHADOW-2089,61.4,48.9,31.9,23.6,2.33,Seamless Autonomous Alignment
TESLA-SHADOW-2090,49.7,57.4,20.1,29.1,2.5,Seamless Autonomous Alignment
TESLA-SHADOW-2091,60.1,59.9,13.2,23.7,5.2,Shadow Disengagement Triggered
TESLA-SHADOW-2092,50.2,38.2,4.6,22.2,0.63,Seamless Autonomous Alignment
TESLA-SHADOW-2093,69.0,7.3,20.5,22.4,3.94,Seamless Autonomous Alignment
TESLA-SHADOW-2094,40.0,55.7,6.4,23.1,1.48,Seamless Autonomous Alignment
TESLA-SHADOW-2095,67.7,59.0,24.2,30.7,3.08,Seamless Autonomous Alignment
TESLA-SHADOW-2096,38.1,36.3,30.4,28.7,1.94,Seamless Autonomous Alignment
TESLA-SHADOW-2097,44.8,74.6,20.8,24.1,1.94,Seamless Autonomous Alignment
TESLA-SHADOW-2098,34.9,44.1,33.6,22.2,4.77,Shadow Disengagement Triggered
TESLA-SHADOW-2099,40.1,54.4,13.3,26.6,1.31,Seamless Autonomous Alignment
TESLA-SHADOW-2100,43.7,86.4,28.9,23.1,4.97,Shadow Disengagement Triggered
TESLA-SHADOW-2101,42.5,43.1,0.9,23.5,0.5,Seamless Autonomous Alignment
TESLA-SHADOW-2102,55.7,81.5,1.3,22.4,2.39,Seamless Autonomous Alignment
TESLA-SHADOW-2103,72.6,71.3,23.2,29.4,1.29,Seamless Autonomous Alignment
TESLA-SHADOW-2104,49.5,86.9,29.8,23.6,2.1,Seamless Autonomous Alignment
TESLA-SHADOW-2105,27.5,62.2,28.2,22.2,1.92,Seamless Autonomous Alignment
TESLA-SHADOW-2106,35.4,38.0,16.7,36.3,0.82,Seamless Autonomous Alignment
TESLA-SHADOW-2107,43.3,14.5,20.2,29.0,4.11,Seamless Autonomous Alignment
TESLA-SHADOW-2108,71.8,25.7,7.4,28.6,0.91,Seamless Autonomous Alignment
TESLA-SHADOW-2109,47.6,89.0,2.9,29.0,0.75,Seamless Autonomous Alignment
TESLA-SHADOW-2110,36.8,61.5,28.2,28.4,2.03,Seamless Autonomous Alignment
TESLA-SHADOW-2111,25.7,85.4,30.4,26.3,2.77,Seamless Autonomous Alignment
TESLA-SHADOW-2112,51.1,51.3,20.7,26.0,1.29,Seamless Autonomous Alignment
TESLA-SHADOW-2113,36.6,17.5,18.5,23.6,1.63,Seamless Autonomous Alignment
TESLA-SHADOW-2114,37.4,48.7,4.6,22.2,1.32,Seamless Autonomous Alignment
TESLA-SHADOW-2115,51.9,43.7,20.6,24.1,0.19,Seamless Autonomous Alignment
TESLA-SHADOW-2116,49.8,6.3,30.1,25.4,3.4,Seamless Autonomous Alignment
TESLA-SHADOW-2117,56.1,77.5,21.7,27.5,3.86,Seamless Autonomous Alignment
TESLA-SHADOW-2118,25.7,5.6,3.2,29.4,0.33,Seamless Autonomous Alignment
TESLA-SHADOW-2119,41.7,54.3,18.4,23.8,1.94,Seamless Autonomous Alignment
TESLA-SHADOW-2120,49.1,52.3,32.8,23.3,3.33,Seamless Autonomous Alignment
TESLA-SHADOW-2121,25.7,41.4,6.6,25.3,1.58,Seamless Autonomous Alignment
TESLA-SHADOW-2122,38.9,18.8,14.7,29.6,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-2123,74.8,32.1,14.8,25.3,2.47,Seamless Autonomous Alignment
TESLA-SHADOW-2124,63.5,69.1,31.7,27.3,5.16,Shadow Disengagement Triggered
TESLA-SHADOW-2125,44.8,14.3,23.1,26.7,0.71,Seamless Autonomous Alignment
TESLA-SHADOW-2126,44.4,45.7,24.5,28.4,0.1,Seamless Autonomous Alignment
TESLA-SHADOW-2127,70.8,84.4,9.3,23.0,1.58,Seamless Autonomous Alignment
TESLA-SHADOW-2128,37.8,85.7,13.3,23.2,0.82,Seamless Autonomous Alignment
TESLA-SHADOW-2129,65.5,70.8,3.5,22.2,1.57,Seamless Autonomous Alignment
TESLA-SHADOW-2130,53.2,76.0,3.9,22.7,0.82,Seamless Autonomous Alignment
TESLA-SHADOW-2131,29.1,64.9,24.9,22.9,1.3,Seamless Autonomous Alignment
TESLA-SHADOW-2132,54.7,14.9,24.8,31.5,0.13,Seamless Autonomous Alignment
TESLA-SHADOW-2133,58.2,11.9,10.4,25.9,0.58,Seamless Autonomous Alignment
TESLA-SHADOW-2134,55.4,51.0,10.4,23.6,0.22,Seamless Autonomous Alignment
TESLA-SHADOW-2135,60.0,7.5,28.0,23.7,2.78,Seamless Autonomous Alignment
TESLA-SHADOW-2136,55.5,78.0,24.6,23.8,2.75,Seamless Autonomous Alignment
TESLA-SHADOW-2137,72.9,79.1,3.2,26.4,2.32,Seamless Autonomous Alignment
TESLA-SHADOW-2138,34.7,39.3,8.9,22.8,2.56,Seamless Autonomous Alignment
TESLA-SHADOW-2139,34.5,26.8,5.2,33.2,1.81,Seamless Autonomous Alignment
TESLA-SHADOW-2140,69.1,20.2,7.3,28.3,2.45,Seamless Autonomous Alignment
TESLA-SHADOW-2141,69.4,24.5,12.5,22.4,4.06,Seamless Autonomous Alignment
TESLA-SHADOW-2142,67.5,74.2,10.7,23.8,3.73,Seamless Autonomous Alignment
TESLA-SHADOW-2143,51.2,78.6,34.9,30.2,4.18,Shadow Disengagement Triggered
TESLA-SHADOW-2144,52.8,8.4,21.3,23.1,1.11,Seamless Autonomous Alignment
TESLA-SHADOW-2145,28.4,89.6,7.8,28.3,1.25,Seamless Autonomous Alignment
TESLA-SHADOW-2146,38.6,51.4,21.5,27.3,1.81,Seamless Autonomous Alignment
TESLA-SHADOW-2147,33.1,44.2,14.3,22.7,3.11,Seamless Autonomous Alignment
TESLA-SHADOW-2148,27.8,67.2,5.1,27.8,3.39,Seamless Autonomous Alignment
TESLA-SHADOW-2149,59.0,2.2,26.5,22.6,1.25,Seamless Autonomous Alignment
TESLA-SHADOW-2150,74.9,51.0,14.6,27.4,3.55,Seamless Autonomous Alignment
TESLA-SHADOW-2151,29.0,19.4,7.8,22.8,0.99,Seamless Autonomous Alignment
TESLA-SHADOW-2152,52.1,87.6,1.3,24.6,1.03,Seamless Autonomous Alignment
TESLA-SHADOW-2153,41.5,29.5,9.5,24.9,1.17,Seamless Autonomous Alignment
TESLA-SHADOW-2154,48.9,73.6,10.4,23.0,3.58,Seamless Autonomous Alignment
TESLA-SHADOW-2155,30.3,43.0,21.7,22.3,3.13,Seamless Autonomous Alignment
TESLA-SHADOW-2156,59.2,3.7,29.8,22.5,1.83,Seamless Autonomous Alignment
TESLA-SHADOW-2157,58.4,82.9,11.2,23.8,2.96,Seamless Autonomous Alignment
TESLA-SHADOW-2158,40.9,73.8,1.1,23.7,0.55,Seamless Autonomous Alignment
TESLA-SHADOW-2159,69.8,28.7,31.3,23.8,0.99,Seamless Autonomous Alignment
TESLA-SHADOW-2160,40.8,38.6,17.9,22.3,0.41,Seamless Autonomous Alignment
TESLA-SHADOW-2161,36.4,33.1,9.9,26.8,0.56,Seamless Autonomous Alignment
TESLA-SHADOW-2162,64.9,87.3,3.6,32.2,5.11,Shadow Disengagement Triggered
TESLA-SHADOW-2163,71.4,71.3,21.1,22.6,0.92,Seamless Autonomous Alignment
TESLA-SHADOW-2164,66.6,77.9,14.8,33.3,2.95,Shadow Disengagement Triggered
TESLA-SHADOW-2165,39.3,59.7,9.2,30.1,2.17,Seamless Autonomous Alignment
TESLA-SHADOW-2166,67.3,18.9,6.6,25.0,0.47,Seamless Autonomous Alignment
TESLA-SHADOW-2167,41.0,35.8,27.9,29.1,0.35,Seamless Autonomous Alignment
TESLA-SHADOW-2168,54.0,78.8,13.0,27.0,5.19,Shadow Disengagement Triggered
TESLA-SHADOW-2169,46.1,40.3,31.7,22.3,0.36,Seamless Autonomous Alignment
TESLA-SHADOW-2170,31.6,37.8,22.8,29.3,1.03,Seamless Autonomous Alignment
TESLA-SHADOW-2171,57.8,21.4,11.2,26.0,4.05,Seamless Autonomous Alignment
TESLA-SHADOW-2172,35.7,80.4,0.2,26.8,0.24,Seamless Autonomous Alignment
TESLA-SHADOW-2173,62.7,25.7,26.3,24.2,2.75,Seamless Autonomous Alignment
TESLA-SHADOW-2174,28.4,16.6,24.2,29.5,1.52,Seamless Autonomous Alignment
TESLA-SHADOW-2175,62.5,89.8,5.5,23.1,5.19,Shadow Disengagement Triggered
TESLA-SHADOW-2176,33.9,38.8,25.7,23.7,3.17,Seamless Autonomous Alignment
TESLA-SHADOW-2177,61.6,78.3,26.5,27.5,3.36,Seamless Autonomous Alignment
TESLA-SHADOW-2178,65.2,67.7,31.4,24.5,3.74,Seamless Autonomous Alignment
TESLA-SHADOW-2179,68.5,71.3,29.5,27.9,4.46,Seamless Autonomous Alignment
TESLA-SHADOW-2180,51.2,21.7,27.4,24.7,3.32,Seamless Autonomous Alignment
TESLA-SHADOW-2181,30.0,71.6,12.1,30.2,3.19,Shadow Disengagement Triggered
TESLA-SHADOW-2182,42.4,58.5,21.0,24.9,5.15,Shadow Disengagement Triggered
TESLA-SHADOW-2183,66.9,6.9,26.7,24.6,1.56,Seamless Autonomous Alignment
TESLA-SHADOW-2184,60.7,50.3,12.2,22.5,1.24,Seamless Autonomous Alignment
TESLA-SHADOW-2185,54.8,57.2,12.1,22.7,1.76,Seamless Autonomous Alignment
TESLA-SHADOW-2186,57.4,90.0,25.1,23.7,4.17,Seamless Autonomous Alignment
TESLA-SHADOW-2187,37.5,36.1,31.2,22.4,0.09,Seamless Autonomous Alignment
TESLA-SHADOW-2188,27.4,10.3,11.6,27.2,0.73,Seamless Autonomous Alignment
TESLA-SHADOW-2189,52.0,1.5,1.0,24.3,1.01,Seamless Autonomous Alignment
TESLA-SHADOW-2190,52.3,89.9,1.0,28.9,1.97,Seamless Autonomous Alignment
TESLA-SHADOW-2191,57.2,23.2,21.2,23.1,3.89,Seamless Autonomous Alignment
TESLA-SHADOW-2192,68.0,58.7,12.9,29.7,3.9,Seamless Autonomous Alignment
TESLA-SHADOW-2193,61.1,84.3,5.6,22.4,1.93,Seamless Autonomous Alignment
TESLA-SHADOW-2194,59.7,43.9,0.7,22.4,2.29,Seamless Autonomous Alignment
TESLA-SHADOW-2195,67.1,15.9,22.6,32.0,1.13,Seamless Autonomous Alignment
TESLA-SHADOW-2196,49.0,25.0,7.5,31.1,0.67,Seamless Autonomous Alignment
TESLA-SHADOW-2197,73.1,17.0,16.9,22.9,1.54,Seamless Autonomous Alignment
TESLA-SHADOW-2198,42.5,56.7,9.2,25.4,3.07,Seamless Autonomous Alignment
TESLA-SHADOW-2199,73.7,61.0,17.0,22.2,3.66,Seamless Autonomous Alignment
TESLA-SHADOW-2200,54.5,70.5,23.3,28.7,0.3,Seamless Autonomous Alignment
TESLA-SHADOW-2201,25.9,32.8,33.2,23.1,3.86,Seamless Autonomous Alignment
TESLA-SHADOW-2202,33.9,72.7,15.7,22.1,5.56,Shadow Disengagement Triggered
TESLA-SHADOW-2203,55.6,58.7,30.7,22.3,1.14,Seamless Autonomous Alignment
TESLA-SHADOW-2204,28.5,21.7,24.6,32.0,0.21,Seamless Autonomous Alignment
TESLA-SHADOW-2205,42.5,24.1,10.1,23.5,0.92,Seamless Autonomous Alignment
TESLA-SHADOW-2206,68.2,64.7,24.4,30.0,5.32,Shadow Disengagement Triggered
TESLA-SHADOW-2207,58.8,18.0,31.1,25.4,2.49,Seamless Autonomous Alignment
TESLA-SHADOW-2208,26.6,20.8,3.5,25.8,0.89,Seamless Autonomous Alignment
TESLA-SHADOW-2209,27.4,35.1,25.4,29.5,2.77,Seamless Autonomous Alignment
TESLA-SHADOW-2210,55.3,30.3,20.4,30.8,2.12,Seamless Autonomous Alignment
TESLA-SHADOW-2211,50.9,48.7,32.1,22.3,1.07,Seamless Autonomous Alignment
TESLA-SHADOW-2212,64.0,65.1,5.8,27.3,0.09,Seamless Autonomous Alignment
TESLA-SHADOW-2213,67.5,9.0,15.3,27.5,0.69,Seamless Autonomous Alignment
TESLA-SHADOW-2214,45.0,33.4,30.1,29.0,4.14,Seamless Autonomous Alignment
TESLA-SHADOW-2215,66.1,45.7,8.1,23.4,0.88,Seamless Autonomous Alignment
TESLA-SHADOW-2216,40.7,17.1,1.2,31.2,0.39,Seamless Autonomous Alignment
TESLA-SHADOW-2217,42.6,47.3,11.9,22.0,1.39,Seamless Autonomous Alignment
TESLA-SHADOW-2218,32.7,25.1,33.2,33.5,1.83,Seamless Autonomous Alignment
TESLA-SHADOW-2219,38.0,67.1,6.5,33.5,3.67,Seamless Autonomous Alignment
TESLA-SHADOW-2220,40.1,84.3,27.9,23.1,3.91,Seamless Autonomous Alignment
TESLA-SHADOW-2221,31.6,18.8,13.3,27.4,2.85,Seamless Autonomous Alignment
TESLA-SHADOW-2222,30.2,89.8,1.6,24.8,0.46,Seamless Autonomous Alignment
TESLA-SHADOW-2223,35.1,15.3,23.2,23.3,2.1,Seamless Autonomous Alignment
TESLA-SHADOW-2224,66.0,60.1,21.4,33.0,1.48,Seamless Autonomous Alignment
TESLA-SHADOW-2225,51.7,9.3,18.7,26.8,0.51,Seamless Autonomous Alignment
