Qilin_Cell_Cycle_ID,Charging_C_Rate,Heat_Dissipation_Rate_W,Max_Cell_Core_Temp_C,Anode_Overpotential_mV,Fast_Charging_State
CATL-CTP3-1944,2.05,6672,35.2,131.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1945,2.41,9314,39.7,117.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1946,2.12,7304,36.6,126.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1947,2.67,10461,38.8,123.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1948,3.74,17444,43.4,96.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1949,4.01,18235,46.3,93.3,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1950,2.12,8097,36.6,123.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1951,1.21,2042,32.2,139.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1952,3.91,18801,43.7,101.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1953,2.5,10173,38.6,116.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1954,3.12,12680,41.9,113.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1955,3.09,12252,39.3,99.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1956,2.92,10765,39.2,118.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1957,2.26,7824,39.3,130.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1958,3.95,17743,44.4,92.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1959,2.4,8273,36.8,117.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1960,3.34,13739,42.1,102.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1961,2.55,8897,36.5,112.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1962,3.21,13181,42.0,111.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1963,1.71,5533,33.3,130.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1964,2.96,12164,38.9,104.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1965,1.45,4102,35.6,140.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1966,1.47,3954,34.6,129.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1967,1.33,3809,35.2,145.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1968,3.22,14055,40.9,106.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1969,4.18,20125,45.6,81.0,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1970,2.84,10741,40.9,119.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1971,4.0,18450,45.6,86.3,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1972,1.31,2233,32.4,138.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1973,3.57,14671,44.0,101.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1974,2.73,10118,38.4,115.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1975,4.01,18194,42.5,95.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1976,1.1,1963,34.2,153.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1977,3.87,16567,43.0,100.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1978,1.63,5211,34.9,121.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1979,1.1,2053,34.5,150.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1980,2.84,10908,39.4,112.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1981,2.17,8050,36.5,107.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1982,3.27,12961,40.0,109.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1983,2.0,6246,36.8,131.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1984,1.93,6489,37.8,134.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1985,1.79,4644,34.6,133.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1986,3.28,13939,43.2,103.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1987,3.17,12604,41.8,101.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1988,3.84,18147,43.5,88.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1989,3.18,13103,38.7,97.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1990,3.64,15825,42.2,91.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1991,4.17,19480,44.8,95.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1992,1.2,2913,32.9,142.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1993,4.01,18725,47.0,95.1,Lithium Plating Guard Active / Current Derate
CATL-CTP3-1994,3.65,16187,42.7,86.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1995,1.97,6275,34.6,117.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1996,1.79,5723,36.2,132.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1997,3.91,17832,43.8,93.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1998,3.39,14640,41.2,96.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-1999,3.88,17687,43.8,100.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2000,4.04,19172,44.9,90.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2001,2.43,8591,37.5,124.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2002,3.05,11805,40.6,116.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2003,3.15,12935,41.2,108.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2004,3.68,16203,43.6,96.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2005,4.13,19521,44.4,95.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2006,2.69,10244,38.7,114.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2007,1.21,3011,33.0,141.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2008,1.63,5107,34.6,131.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2009,3.09,12811,42.0,107.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2010,3.4,14066,43.1,102.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2011,1.29,2740,32.0,140.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2012,3.3,14235,40.2,103.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2013,2.09,6772,37.2,124.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2014,2.68,11337,39.7,107.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2015,2.04,6978,36.1,118.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2016,1.99,6973,35.8,133.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2017,1.16,2281,31.9,150.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2018,2.4,8718,38.8,122.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2019,2.0,7633,35.2,132.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2020,3.34,14447,41.1,105.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2021,1.49,3539,34.7,129.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2022,2.1,6576,37.1,131.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2023,2.09,6967,37.2,132.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2024,1.82,5963,34.0,137.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2025,1.12,3271,33.8,142.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2026,3.61,15339,41.4,90.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2027,3.26,13783,39.7,102.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2028,3.48,14881,41.1,94.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2029,3.24,13481,39.1,97.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2030,3.86,17099,42.2,78.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2031,3.55,15775,42.9,98.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2032,1.33,3545,33.7,146.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2033,1.48,4556,34.8,129.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2034,1.74,4470,35.3,132.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2035,2.91,11461,38.5,103.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2036,1.68,5224,34.5,127.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2037,2.14,6817,36.5,132.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2038,3.97,17802,47.7,97.5,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2039,3.63,16084,43.1,84.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2040,3.55,15794,40.6,102.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2041,2.25,7682,39.3,136.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2042,3.98,18515,44.9,91.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2043,2.37,9153,39.5,115.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2044,1.35,3624,32.4,135.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2045,1.58,4427,36.2,122.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2046,3.47,14917,42.9,101.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2047,2.12,6593,36.6,125.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2048,1.41,3767,32.2,121.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2049,1.27,3027,33.0,138.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2050,1.21,3552,33.8,137.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2051,1.28,3594,31.5,127.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2052,3.81,16225,43.7,99.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2053,2.17,6897,37.1,117.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2054,2.16,6839,39.0,131.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2055,1.25,3576,32.9,145.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2056,1.46,4061,32.8,145.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2057,1.14,2961,33.1,145.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2058,1.74,4991,33.8,128.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2059,3.09,11795,42.5,107.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2060,4.18,20203,46.0,94.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2061,3.42,14521,41.8,100.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2062,1.98,6256,35.9,135.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2063,2.84,10988,41.3,124.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2064,1.57,4346,34.1,131.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2065,3.34,15352,40.6,86.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2066,1.97,5980,35.9,120.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2067,3.25,14496,41.8,105.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2068,1.05,2037,32.2,150.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2069,2.11,6615,38.5,129.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2070,2.49,8328,40.2,118.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2071,3.33,14001,39.6,105.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2072,1.52,4260,31.2,121.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2073,1.92,7030,37.3,137.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2074,2.32,7565,38.2,116.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2075,3.95,17442,46.5,102.5,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2076,1.72,5714,36.8,122.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2077,1.93,5904,35.4,120.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2078,1.91,6612,34.4,125.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2079,3.19,14125,42.2,107.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2080,3.22,13721,41.9,98.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2081,3.31,13662,42.1,110.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2082,3.02,12981,38.1,101.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2083,2.59,9098,37.8,103.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2084,3.3,14326,42.0,98.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2085,2.25,7678,36.1,122.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2086,3.11,13811,41.5,109.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2087,2.95,11486,40.0,113.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2088,3.85,18020,45.8,95.7,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2089,4.01,18809,45.6,86.7,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2090,3.68,16374,43.7,93.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2091,2.41,9166,37.0,120.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2092,2.31,8604,37.1,133.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2093,2.7,9516,39.0,121.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2094,2.93,11851,39.5,112.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2095,3.4,15089,40.1,98.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2096,4.01,18581,42.8,95.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2097,3.18,13784,40.2,92.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2098,3.42,14196,42.2,105.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2099,1.52,4306,33.8,131.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2100,2.53,9473,37.8,113.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2101,3.8,17372,44.7,94.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2102,2.69,10128,38.5,116.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2103,3.0,11916,41.9,96.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2104,2.19,6924,35.7,120.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2105,3.12,11826,42.6,115.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2106,1.07,3446,30.2,138.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2107,2.57,9602,41.2,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2108,1.63,5159,34.7,124.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2109,3.27,13923,41.6,103.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2110,3.4,14331,41.7,102.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2111,3.27,14643,40.2,103.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2112,3.82,18301,45.0,99.3,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2113,1.38,3938,34.2,138.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2114,1.27,3202,36.0,138.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2115,1.84,6232,34.7,122.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2116,2.71,9379,37.9,115.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2117,3.41,14515,39.6,100.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2118,1.73,5371,34.1,128.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2119,2.1,6499,36.6,126.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2120,2.35,7817,38.3,114.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2121,3.96,17755,46.0,91.5,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2122,2.57,9833,40.4,108.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2123,3.06,12155,40.4,106.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2124,3.28,14044,40.8,105.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2125,1.02,3027,29.0,137.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2126,1.3,3692,33.3,139.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2127,3.16,13313,40.5,95.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2128,1.73,5533,36.8,133.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2129,1.15,3313,31.3,145.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2130,3.18,13164,41.6,106.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2131,3.39,13796,43.1,103.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2132,3.13,12514,42.3,96.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2133,2.62,9476,39.0,114.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2134,2.7,10356,38.0,122.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2135,3.87,17894,45.7,99.6,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2136,2.75,10311,38.4,110.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2137,2.46,9811,39.6,126.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2138,2.97,11491,39.9,106.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2139,4.01,18209,47.5,92.3,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2140,3.64,16572,41.9,102.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2141,1.63,4552,33.0,126.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2142,3.15,12495,42.2,106.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2143,2.51,9900,38.5,110.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2144,1.57,4385,34.8,142.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2145,3.9,17730,43.2,102.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2146,3.48,14892,40.7,93.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2147,1.37,4578,33.2,132.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2148,3.48,14622,43.9,103.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2149,2.37,8522,36.7,112.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2150,2.94,10937,39.2,118.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2151,2.99,12080,41.1,107.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2152,3.47,14742,41.5,110.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2153,1.8,5199,34.5,127.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2154,2.57,9662,38.5,125.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2155,1.92,6638,35.5,122.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2156,2.26,9181,36.8,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2157,1.41,3729,32.1,132.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2158,3.17,13312,40.9,105.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2159,2.05,6059,35.6,127.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2160,1.04,2442,30.9,133.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2161,3.02,12290,41.6,117.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2162,3.69,17454,43.3,104.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2163,2.89,11490,39.7,121.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2164,2.56,8268,39.3,118.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2165,3.41,13826,41.4,113.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2166,3.58,15821,41.8,95.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2167,2.04,6275,36.7,118.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2168,4.14,19421,45.4,86.9,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2169,2.94,11912,40.9,101.8,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2170,1.85,6165,37.1,125.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2171,2.5,9073,38.5,118.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2172,3.83,16860,43.9,87.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2173,1.98,6085,35.9,122.7,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2174,1.55,5039,33.1,134.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2175,3.42,14486,40.5,103.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2176,2.72,11197,39.6,108.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2177,2.17,7345,39.1,125.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2178,1.14,2903,33.0,147.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2179,1.72,5586,33.9,135.2,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2180,1.55,4475,36.4,148.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2181,3.06,12410,40.5,114.0,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2182,4.04,18375,46.8,87.2,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2183,3.88,18473,45.5,100.8,Lithium Plating Guard Active / Current Derate
CATL-CTP3-2184,3.32,14856,41.4,101.1,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2185,2.55,9008,37.5,121.9,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2186,2.36,8790,39.3,118.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2187,1.1,3022,35.1,148.4,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2188,2.61,9858,40.4,110.5,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2189,2.46,8666,39.8,115.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2190,1.8,5606,32.1,122.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2191,1.08,2537,32.2,138.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2192,1.19,2591,33.7,130.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2193,2.8,11106,39.1,106.6,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
CATL-CTP3-2194,2.03,6602,38.0,122.3,Safe 4C Ultra-Fast Charge (10-Min 10-80%)
