Inspection_ID,Vehicle_Zone,Defect_Type,Camera_Confidence,Box_Accuracy,Line_Speed_m_min
INSP-21945,Trunk Lid,No Defect (Pass),0.961,0.0,4.4
INSP-21946,Door Left Front,No Defect (Pass),0.93,0.0,3.49
INSP-21947,Hood,No Defect (Pass),0.934,0.0,4.56
INSP-21948,Quarter Panel Right,No Defect (Pass),0.98,0.0,4.37
INSP-21949,Roof Pillar,No Defect (Pass),0.975,0.0,3.97
INSP-21950,Trunk Lid,Panel Gap Misalignment,0.892,0.71,4.04
INSP-21951,Trunk Lid,No Defect (Pass),0.953,0.0,4.3
INSP-21952,Hood,No Defect (Pass),0.97,0.0,4.1
INSP-21953,Hood,Paint Scratch / Blemish,0.675,0.86,4.29
INSP-21954,Roof Pillar,No Defect (Pass),0.812,0.0,4.34
INSP-21955,Trunk Lid,No Defect (Pass),0.981,0.0,4.52
INSP-21956,Trunk Lid,No Defect (Pass),0.893,0.0,4.68
INSP-21957,Roof Pillar,No Defect (Pass),0.945,0.0,4.53
INSP-21958,Hood,No Defect (Pass),0.973,0.0,3.92
INSP-21959,Quarter Panel Right,No Defect (Pass),0.835,0.0,4.35
INSP-21960,Door Left Front,No Defect (Pass),0.941,0.0,4.19
INSP-21961,Hood,No Defect (Pass),0.901,0.0,4.29
INSP-21962,Quarter Panel Right,No Defect (Pass),0.85,0.0,4.16
INSP-21963,Trunk Lid,Panel Gap Misalignment,0.939,0.78,4.32
INSP-21964,Roof Pillar,No Defect (Pass),0.948,0.0,4.98
INSP-21965,Hood,No Defect (Pass),0.974,0.0,3.75
INSP-21966,Hood,No Defect (Pass),0.988,0.0,4.58
INSP-21967,Trunk Lid,No Defect (Pass),0.963,0.0,3.9
INSP-21968,Quarter Panel Right,Clear-coat Orange Peel,0.924,0.84,4.1
INSP-21969,Door Left Front,No Defect (Pass),0.836,0.0,3.67
INSP-21970,Quarter Panel Right,No Defect (Pass),0.817,0.0,4.31
INSP-21971,Roof Pillar,No Defect (Pass),0.967,0.0,4.27
INSP-21972,Trunk Lid,No Defect (Pass),0.87,0.0,4.08
INSP-21973,Quarter Panel Right,No Defect (Pass),0.976,0.0,4.02
INSP-21974,Trunk Lid,No Defect (Pass),0.988,0.0,3.64
INSP-21975,Trunk Lid,No Defect (Pass),0.718,0.0,4.37
INSP-21976,Trunk Lid,Clear-coat Orange Peel,0.947,0.69,4.13
INSP-21977,Roof Pillar,No Defect (Pass),0.908,0.0,4.11
INSP-21978,Hood,No Defect (Pass),0.94,0.0,4.66
INSP-21979,Roof Pillar,No Defect (Pass),0.996,0.0,4.44
INSP-21980,Trunk Lid,Panel Gap Misalignment,0.857,0.87,4.43
INSP-21981,Roof Pillar,No Defect (Pass),0.922,0.0,3.58
INSP-21982,Trunk Lid,No Defect (Pass),0.968,0.0,4.89
INSP-21983,Quarter Panel Right,No Defect (Pass),0.986,0.0,3.96
INSP-21984,Roof Pillar,No Defect (Pass),0.961,0.0,3.82
INSP-21985,Quarter Panel Right,No Defect (Pass),0.908,0.0,4.36
INSP-21986,Roof Pillar,No Defect (Pass),0.939,0.0,3.47
INSP-21987,Trunk Lid,No Defect (Pass),0.882,0.0,3.94
INSP-21988,Roof Pillar,No Defect (Pass),0.844,0.0,4.09
INSP-21989,Quarter Panel Right,No Defect (Pass),0.924,0.0,4.34
INSP-21990,Trunk Lid,Clear-coat Orange Peel,0.623,0.72,4.45
INSP-21991,Quarter Panel Right,No Defect (Pass),0.984,0.0,4.03
INSP-21992,Hood,No Defect (Pass),0.954,0.0,4.33
INSP-21993,Trunk Lid,No Defect (Pass),0.949,0.0,4.53
INSP-21994,Hood,No Defect (Pass),0.815,0.0,4.13
INSP-21995,Hood,No Defect (Pass),0.969,0.0,3.88
INSP-21996,Hood,No Defect (Pass),0.669,0.0,4.04
INSP-21997,Trunk Lid,No Defect (Pass),0.706,0.0,4.14
INSP-21998,Trunk Lid,Paint Scratch / Blemish,0.914,0.91,3.98
INSP-21999,Trunk Lid,No Defect (Pass),0.926,0.0,3.4
INSP-22000,Quarter Panel Right,No Defect (Pass),0.966,0.0,3.99
INSP-22001,Hood,No Defect (Pass),0.832,0.0,4.08
INSP-22002,Quarter Panel Right,No Defect (Pass),0.877,0.0,4.26
INSP-22003,Door Left Front,No Defect (Pass),0.985,0.0,4.25
INSP-22004,Quarter Panel Right,No Defect (Pass),0.902,0.0,4.14
INSP-22005,Quarter Panel Right,No Defect (Pass),0.711,0.0,3.98
INSP-22006,Hood,No Defect (Pass),0.924,0.0,4.56
INSP-22007,Quarter Panel Right,Clear-coat Orange Peel,0.861,0.93,3.7
INSP-22008,Door Left Front,No Defect (Pass),0.986,0.0,3.92
INSP-22009,Roof Pillar,No Defect (Pass),0.991,0.0,3.83
INSP-22010,Hood,Paint Scratch / Blemish,0.914,0.83,4.19
INSP-22011,Trunk Lid,No Defect (Pass),0.783,0.0,3.47
INSP-22012,Trunk Lid,No Defect (Pass),0.988,0.0,4.33
INSP-22013,Roof Pillar,Clear-coat Orange Peel,0.684,0.9,4.02
INSP-22014,Quarter Panel Right,No Defect (Pass),0.992,0.0,4.01
INSP-22015,Trunk Lid,No Defect (Pass),0.812,0.0,4.02
INSP-22016,Trunk Lid,No Defect (Pass),0.93,0.0,4.58
INSP-22017,Quarter Panel Right,No Defect (Pass),0.993,0.0,3.49
INSP-22018,Trunk Lid,No Defect (Pass),0.872,0.0,4.11
INSP-22019,Hood,No Defect (Pass),0.893,0.0,4.58
INSP-22020,Hood,No Defect (Pass),0.919,0.0,4.04
INSP-22021,Roof Pillar,No Defect (Pass),0.824,0.0,3.63
INSP-22022,Quarter Panel Right,No Defect (Pass),0.99,0.0,4.08
INSP-22023,Quarter Panel Right,No Defect (Pass),0.968,0.0,4.02
INSP-22024,Trunk Lid,No Defect (Pass),0.927,0.0,4.46
INSP-22025,Door Left Front,No Defect (Pass),0.909,0.0,4.19
INSP-22026,Hood,Welding Porosity,0.636,0.72,4.04
INSP-22027,Roof Pillar,No Defect (Pass),0.804,0.0,4.12
INSP-22028,Roof Pillar,No Defect (Pass),0.972,0.0,3.81
INSP-22029,Door Left Front,No Defect (Pass),0.899,0.0,4.22
INSP-22030,Quarter Panel Right,No Defect (Pass),0.882,0.0,3.98
INSP-22031,Hood,Paint Scratch / Blemish,0.883,0.73,4.24
INSP-22032,Door Left Front,No Defect (Pass),0.772,0.0,4.2
INSP-22033,Quarter Panel Right,Panel Gap Misalignment,0.902,0.77,4.13
INSP-22034,Hood,No Defect (Pass),0.98,0.0,3.91
INSP-22035,Door Left Front,No Defect (Pass),0.864,0.0,4.02
INSP-22036,Quarter Panel Right,Panel Gap Misalignment,0.901,0.66,4.2
INSP-22037,Door Left Front,No Defect (Pass),0.961,0.0,4.37
INSP-22038,Door Left Front,No Defect (Pass),0.83,0.0,4.38
INSP-22039,Hood,No Defect (Pass),0.979,0.0,4.17
INSP-22040,Door Left Front,No Defect (Pass),0.991,0.0,3.88
INSP-22041,Trunk Lid,Panel Gap Misalignment,0.596,0.91,4.05
INSP-22042,Quarter Panel Right,Panel Gap Misalignment,0.755,0.9,4.12
INSP-22043,Roof Pillar,Welding Porosity,0.814,0.84,4.14
INSP-22044,Quarter Panel Right,No Defect (Pass),0.812,0.0,4.05
INSP-22045,Door Left Front,No Defect (Pass),0.97,0.0,3.93
INSP-22046,Door Left Front,Paint Scratch / Blemish,0.933,0.74,4.12
INSP-22047,Door Left Front,No Defect (Pass),0.885,0.0,3.82
INSP-22048,Hood,No Defect (Pass),0.999,0.0,4.52
INSP-22049,Hood,Panel Gap Misalignment,0.936,0.8,4.0
INSP-22050,Door Left Front,No Defect (Pass),0.993,0.0,3.82
INSP-22051,Trunk Lid,No Defect (Pass),0.95,0.0,4.18
INSP-22052,Trunk Lid,No Defect (Pass),0.752,0.0,4.51
INSP-22053,Trunk Lid,No Defect (Pass),0.537,0.0,4.1
INSP-22054,Roof Pillar,No Defect (Pass),0.993,0.0,4.27
INSP-22055,Roof Pillar,No Defect (Pass),0.745,0.0,4.23
INSP-22056,Trunk Lid,No Defect (Pass),1.0,0.0,4.25
INSP-22057,Hood,Panel Gap Misalignment,0.665,0.89,4.25
INSP-22058,Quarter Panel Right,Paint Scratch / Blemish,0.668,0.82,4.13
INSP-22059,Trunk Lid,No Defect (Pass),0.985,0.0,4.38
INSP-22060,Hood,No Defect (Pass),0.76,0.0,4.14
INSP-22061,Roof Pillar,No Defect (Pass),0.969,0.0,4.14
INSP-22062,Trunk Lid,No Defect (Pass),0.939,0.0,4.68
INSP-22063,Hood,Paint Scratch / Blemish,0.821,0.74,3.86
INSP-22064,Door Left Front,Welding Porosity,0.588,0.84,4.86
INSP-22065,Roof Pillar,No Defect (Pass),0.926,0.0,4.28
INSP-22066,Roof Pillar,No Defect (Pass),0.887,0.0,4.06
INSP-22067,Hood,No Defect (Pass),0.812,0.0,4.31
INSP-22068,Trunk Lid,Panel Gap Misalignment,0.759,0.75,4.24
INSP-22069,Roof Pillar,No Defect (Pass),0.985,0.0,4.3
INSP-22070,Roof Pillar,No Defect (Pass),0.965,0.0,4.43
INSP-22071,Roof Pillar,Panel Gap Misalignment,0.634,0.8,4.04
INSP-22072,Quarter Panel Right,No Defect (Pass),0.865,0.0,4.0
INSP-22073,Roof Pillar,No Defect (Pass),0.971,0.0,4.65
INSP-22074,Roof Pillar,No Defect (Pass),0.959,0.0,3.93
INSP-22075,Roof Pillar,No Defect (Pass),0.984,0.0,4.1
INSP-22076,Quarter Panel Right,No Defect (Pass),0.981,0.0,4.66
INSP-22077,Hood,No Defect (Pass),0.996,0.0,4.01
INSP-22078,Door Left Front,No Defect (Pass),0.84,0.0,4.13
INSP-22079,Hood,No Defect (Pass),0.879,0.0,3.89
INSP-22080,Trunk Lid,No Defect (Pass),0.924,0.0,4.41
INSP-22081,Roof Pillar,Clear-coat Orange Peel,0.876,0.86,4.0
INSP-22082,Quarter Panel Right,Paint Scratch / Blemish,0.839,0.69,3.48
INSP-22083,Roof Pillar,No Defect (Pass),0.879,0.0,3.98
INSP-22084,Door Left Front,No Defect (Pass),0.982,0.0,4.04
INSP-22085,Roof Pillar,No Defect (Pass),0.96,0.0,4.58
INSP-22086,Quarter Panel Right,Clear-coat Orange Peel,0.86,0.71,4.6
INSP-22087,Door Left Front,No Defect (Pass),0.958,0.0,4.13
INSP-22088,Trunk Lid,No Defect (Pass),0.998,0.0,4.0
INSP-22089,Door Left Front,No Defect (Pass),0.979,0.0,4.01
INSP-22090,Door Left Front,No Defect (Pass),0.988,0.0,4.3
INSP-22091,Hood,No Defect (Pass),0.923,0.0,4.52
INSP-22092,Door Left Front,No Defect (Pass),0.958,0.0,4.94
INSP-22093,Door Left Front,No Defect (Pass),0.994,0.0,4.43
INSP-22094,Trunk Lid,No Defect (Pass),0.841,0.0,3.97
INSP-22095,Hood,No Defect (Pass),0.935,0.0,4.32
INSP-22096,Trunk Lid,No Defect (Pass),0.922,0.0,3.87
INSP-22097,Door Left Front,No Defect (Pass),0.921,0.0,4.06
INSP-22098,Quarter Panel Right,No Defect (Pass),0.938,0.0,4.19
INSP-22099,Trunk Lid,No Defect (Pass),0.984,0.0,4.03
INSP-22100,Trunk Lid,Paint Scratch / Blemish,0.763,0.68,4.01
INSP-22101,Door Left Front,No Defect (Pass),0.883,0.0,4.38
INSP-22102,Door Left Front,No Defect (Pass),0.921,0.0,4.17
INSP-22103,Roof Pillar,No Defect (Pass),0.98,0.0,4.48
INSP-22104,Hood,No Defect (Pass),0.677,0.0,4.55
INSP-22105,Hood,Welding Porosity,0.803,0.75,4.56
INSP-22106,Quarter Panel Right,No Defect (Pass),0.99,0.0,4.22
INSP-22107,Hood,No Defect (Pass),0.83,0.0,4.49
INSP-22108,Door Left Front,No Defect (Pass),0.805,0.0,4.16
INSP-22109,Hood,No Defect (Pass),1.0,0.0,4.22
INSP-22110,Trunk Lid,No Defect (Pass),0.964,0.0,4.59
INSP-22111,Quarter Panel Right,No Defect (Pass),0.497,0.0,3.43
INSP-22112,Quarter Panel Right,No Defect (Pass),0.922,0.0,4.13
INSP-22113,Door Left Front,No Defect (Pass),0.972,0.0,4.27
INSP-22114,Hood,No Defect (Pass),0.847,0.0,4.16
INSP-22115,Trunk Lid,No Defect (Pass),0.94,0.0,3.72
INSP-22116,Quarter Panel Right,No Defect (Pass),0.731,0.0,4.41
INSP-22117,Door Left Front,No Defect (Pass),0.862,0.0,3.78
INSP-22118,Trunk Lid,No Defect (Pass),0.99,0.0,4.72
INSP-22119,Quarter Panel Right,No Defect (Pass),0.873,0.0,4.1
INSP-22120,Quarter Panel Right,No Defect (Pass),0.987,0.0,4.3
INSP-22121,Roof Pillar,No Defect (Pass),0.814,0.0,4.48
INSP-22122,Door Left Front,No Defect (Pass),0.877,0.0,4.06
INSP-22123,Door Left Front,Clear-coat Orange Peel,0.714,0.74,4.49
INSP-22124,Hood,No Defect (Pass),0.998,0.0,4.03
INSP-22125,Hood,No Defect (Pass),0.957,0.0,4.07
INSP-22126,Hood,No Defect (Pass),0.747,0.0,4.32
INSP-22127,Quarter Panel Right,No Defect (Pass),0.919,0.0,4.28
INSP-22128,Hood,Panel Gap Misalignment,0.898,0.74,4.11
INSP-22129,Trunk Lid,No Defect (Pass),0.854,0.0,4.12
INSP-22130,Trunk Lid,No Defect (Pass),0.904,0.0,5.1
INSP-22131,Door Left Front,No Defect (Pass),0.741,0.0,4.24
INSP-22132,Hood,No Defect (Pass),0.931,0.0,4.42
INSP-22133,Trunk Lid,Welding Porosity,0.811,0.82,3.89
INSP-22134,Door Left Front,No Defect (Pass),0.94,0.0,4.03
INSP-22135,Door Left Front,No Defect (Pass),0.987,0.0,4.43
INSP-22136,Hood,No Defect (Pass),0.962,0.0,4.44
INSP-22137,Hood,No Defect (Pass),0.971,0.0,4.59
INSP-22138,Quarter Panel Right,No Defect (Pass),0.922,0.0,4.38
INSP-22139,Hood,Panel Gap Misalignment,0.561,0.79,4.2
INSP-22140,Trunk Lid,No Defect (Pass),0.966,0.0,3.99
INSP-22141,Hood,No Defect (Pass),0.992,0.0,4.23
INSP-22142,Hood,No Defect (Pass),0.931,0.0,3.88
INSP-22143,Quarter Panel Right,No Defect (Pass),0.999,0.0,3.7
INSP-22144,Quarter Panel Right,No Defect (Pass),0.888,0.0,4.01
INSP-22145,Roof Pillar,No Defect (Pass),0.921,0.0,4.33
INSP-22146,Hood,No Defect (Pass),0.98,0.0,3.65
INSP-22147,Door Left Front,Paint Scratch / Blemish,0.835,0.91,4.46
INSP-22148,Hood,No Defect (Pass),0.938,0.0,4.31
INSP-22149,Door Left Front,No Defect (Pass),0.97,0.0,4.16
INSP-22150,Door Left Front,Welding Porosity,0.732,0.93,3.93
INSP-22151,Door Left Front,No Defect (Pass),0.677,0.0,4.5
INSP-22152,Door Left Front,No Defect (Pass),0.875,0.0,3.97
INSP-22153,Trunk Lid,No Defect (Pass),0.866,0.0,4.66
INSP-22154,Roof Pillar,No Defect (Pass),0.996,0.0,4.57
INSP-22155,Trunk Lid,No Defect (Pass),0.908,0.0,4.14
INSP-22156,Quarter Panel Right,No Defect (Pass),0.921,0.0,3.92
INSP-22157,Door Left Front,No Defect (Pass),0.781,0.0,4.55
INSP-22158,Roof Pillar,No Defect (Pass),0.841,0.0,4.07
INSP-22159,Roof Pillar,No Defect (Pass),0.986,0.0,4.46
INSP-22160,Trunk Lid,No Defect (Pass),0.963,0.0,4.12
INSP-22161,Door Left Front,No Defect (Pass),0.896,0.0,3.94
INSP-22162,Roof Pillar,No Defect (Pass),0.936,0.0,4.38
INSP-22163,Quarter Panel Right,No Defect (Pass),0.906,0.0,4.47
INSP-22164,Trunk Lid,No Defect (Pass),0.912,0.0,4.25
INSP-22165,Roof Pillar,No Defect (Pass),0.956,0.0,3.9
INSP-22166,Roof Pillar,No Defect (Pass),0.961,0.0,4.49
INSP-22167,Quarter Panel Right,No Defect (Pass),0.878,0.0,4.01
INSP-22168,Trunk Lid,No Defect (Pass),0.99,0.0,4.23
INSP-22169,Trunk Lid,No Defect (Pass),0.917,0.0,3.78
INSP-22170,Door Left Front,No Defect (Pass),0.818,0.0,4.57
INSP-22171,Hood,No Defect (Pass),0.851,0.0,4.09
INSP-22172,Hood,No Defect (Pass),0.932,0.0,4.0
INSP-22173,Trunk Lid,No Defect (Pass),0.789,0.0,3.96
INSP-22174,Quarter Panel Right,No Defect (Pass),0.989,0.0,4.12
INSP-22175,Hood,No Defect (Pass),0.836,0.0,4.19
INSP-22176,Trunk Lid,No Defect (Pass),0.985,0.0,4.22
INSP-22177,Hood,No Defect (Pass),0.963,0.0,4.15
INSP-22178,Trunk Lid,No Defect (Pass),0.97,0.0,4.09
INSP-22179,Door Left Front,No Defect (Pass),0.971,0.0,4.47
INSP-22180,Trunk Lid,No Defect (Pass),0.951,0.0,3.95
INSP-22181,Hood,No Defect (Pass),0.954,0.0,4.31
INSP-22182,Hood,Paint Scratch / Blemish,0.663,0.8,3.8
INSP-22183,Hood,No Defect (Pass),0.864,0.0,4.16
INSP-22184,Door Left Front,No Defect (Pass),0.975,0.0,4.35
INSP-22185,Hood,Panel Gap Misalignment,0.971,0.87,3.97
INSP-22186,Door Left Front,Welding Porosity,0.914,0.87,3.74
INSP-22187,Hood,No Defect (Pass),0.933,0.0,4.26
INSP-22188,Hood,No Defect (Pass),0.993,0.0,4.76
INSP-22189,Roof Pillar,No Defect (Pass),0.928,0.0,3.86
INSP-22190,Door Left Front,No Defect (Pass),0.906,0.0,4.63
INSP-22191,Trunk Lid,No Defect (Pass),0.991,0.0,4.12
INSP-22192,Quarter Panel Right,No Defect (Pass),0.752,0.0,3.86
INSP-22193,Quarter Panel Right,No Defect (Pass),0.979,0.0,4.4
INSP-22194,Quarter Panel Right,No Defect (Pass),0.778,0.0,3.64
INSP-22195,Door Left Front,No Defect (Pass),0.976,0.0,3.87
INSP-22196,Door Left Front,No Defect (Pass),0.813,0.0,4.09
INSP-22197,Door Left Front,No Defect (Pass),0.807,0.0,3.85
INSP-22198,Roof Pillar,No Defect (Pass),0.86,0.0,4.74
INSP-22199,Trunk Lid,No Defect (Pass),0.967,0.0,3.6
INSP-22200,Door Left Front,No Defect (Pass),0.991,0.0,4.06
INSP-22201,Hood,No Defect (Pass),0.995,0.0,3.76
INSP-22202,Hood,Panel Gap Misalignment,0.739,0.66,4.4
INSP-22203,Roof Pillar,No Defect (Pass),0.91,0.0,4.2
INSP-22204,Trunk Lid,No Defect (Pass),0.702,0.0,4.42
INSP-22205,Roof Pillar,No Defect (Pass),0.824,0.0,4.37
INSP-22206,Roof Pillar,No Defect (Pass),0.908,0.0,4.57
INSP-22207,Hood,No Defect (Pass),0.879,0.0,4.23
INSP-22208,Door Left Front,No Defect (Pass),0.919,0.0,4.3
INSP-22209,Hood,No Defect (Pass),0.935,0.0,4.55
INSP-22210,Quarter Panel Right,No Defect (Pass),0.901,0.0,4.16
INSP-22211,Door Left Front,Paint Scratch / Blemish,0.909,0.82,4.19
INSP-22212,Quarter Panel Right,No Defect (Pass),0.715,0.0,4.5
INSP-22213,Quarter Panel Right,Welding Porosity,0.748,0.95,4.16
INSP-22214,Quarter Panel Right,Panel Gap Misalignment,0.877,0.92,4.79
INSP-22215,Hood,Paint Scratch / Blemish,0.601,0.88,3.99
INSP-22216,Quarter Panel Right,Welding Porosity,0.819,0.74,4.78
INSP-22217,Trunk Lid,No Defect (Pass),0.873,0.0,4.32
INSP-22218,Roof Pillar,No Defect (Pass),0.888,0.0,3.98
INSP-22219,Hood,No Defect (Pass),0.982,0.0,4.45
INSP-22220,Door Left Front,No Defect (Pass),0.908,0.0,4.74
INSP-22221,Door Left Front,No Defect (Pass),0.812,0.0,4.19
INSP-22222,Roof Pillar,Panel Gap Misalignment,0.789,0.94,4.41
INSP-22223,Hood,No Defect (Pass),0.976,0.0,4.34
INSP-22224,Quarter Panel Right,No Defect (Pass),0.987,0.0,4.3
INSP-22225,Roof Pillar,No Defect (Pass),0.994,0.0,4.23
INSP-22226,Door Left Front,No Defect (Pass),0.991,0.0,4.28
INSP-22227,Roof Pillar,No Defect (Pass),0.926,0.0,3.85
INSP-22228,Door Left Front,No Defect (Pass),0.792,0.0,4.15
INSP-22229,Door Left Front,No Defect (Pass),0.66,0.0,4.28
INSP-22230,Quarter Panel Right,No Defect (Pass),0.856,0.0,4.66
INSP-22231,Quarter Panel Right,Welding Porosity,0.779,0.95,4.6
INSP-22232,Hood,No Defect (Pass),0.91,0.0,3.83
INSP-22233,Roof Pillar,No Defect (Pass),0.974,0.0,4.23
INSP-22234,Door Left Front,No Defect (Pass),0.867,0.0,4.11
INSP-22235,Roof Pillar,No Defect (Pass),0.806,0.0,4.01
INSP-22236,Door Left Front,No Defect (Pass),0.882,0.0,4.43
INSP-22237,Quarter Panel Right,No Defect (Pass),0.895,0.0,4.34
INSP-22238,Door Left Front,No Defect (Pass),0.978,0.0,3.95
INSP-22239,Quarter Panel Right,No Defect (Pass),0.966,0.0,4.1
INSP-22240,Hood,No Defect (Pass),0.976,0.0,3.93
INSP-22241,Hood,No Defect (Pass),0.71,0.0,4.19
INSP-22242,Quarter Panel Right,No Defect (Pass),0.976,0.0,4.11
INSP-22243,Door Left Front,No Defect (Pass),0.927,0.0,4.5
INSP-22244,Hood,No Defect (Pass),0.968,0.0,4.27
INSP-22245,Roof Pillar,No Defect (Pass),0.944,0.0,4.17
INSP-22246,Quarter Panel Right,No Defect (Pass),0.887,0.0,3.9
INSP-22247,Hood,No Defect (Pass),0.983,0.0,3.69
INSP-22248,Hood,No Defect (Pass),0.909,0.0,4.39
INSP-22249,Quarter Panel Right,No Defect (Pass),0.733,0.0,4.16
INSP-22250,Quarter Panel Right,Welding Porosity,0.897,0.85,4.44
INSP-22251,Door Left Front,No Defect (Pass),0.988,0.0,4.43
INSP-22252,Hood,No Defect (Pass),0.868,0.0,4.24
INSP-22253,Door Left Front,No Defect (Pass),0.834,0.0,4.29
INSP-22254,Quarter Panel Right,No Defect (Pass),1.0,0.0,4.26
INSP-22255,Roof Pillar,No Defect (Pass),0.943,0.0,4.28
INSP-22256,Hood,No Defect (Pass),0.705,0.0,4.0
INSP-22257,Quarter Panel Right,No Defect (Pass),0.957,0.0,4.31
INSP-22258,Roof Pillar,No Defect (Pass),0.705,0.0,4.59
INSP-22259,Roof Pillar,Panel Gap Misalignment,0.839,0.78,4.37
INSP-22260,Trunk Lid,No Defect (Pass),0.903,0.0,4.1
INSP-22261,Roof Pillar,Paint Scratch / Blemish,0.667,0.73,3.69
INSP-22262,Door Left Front,No Defect (Pass),0.951,0.0,4.36
INSP-22263,Hood,No Defect (Pass),0.698,0.0,4.79
INSP-22264,Door Left Front,Panel Gap Misalignment,0.678,0.82,3.98
INSP-22265,Hood,Paint Scratch / Blemish,0.794,0.92,3.85
INSP-22266,Roof Pillar,No Defect (Pass),0.975,0.0,4.74
INSP-22267,Hood,No Defect (Pass),0.912,0.0,4.11
INSP-22268,Quarter Panel Right,Welding Porosity,0.886,0.91,3.81
INSP-22269,Roof Pillar,No Defect (Pass),0.92,0.0,4.29
INSP-22270,Hood,No Defect (Pass),0.969,0.0,3.84
INSP-22271,Door Left Front,No Defect (Pass),0.708,0.0,4.39
INSP-22272,Quarter Panel Right,No Defect (Pass),0.995,0.0,4.35
INSP-22273,Quarter Panel Right,No Defect (Pass),0.94,0.0,4.38
INSP-22274,Trunk Lid,No Defect (Pass),0.827,0.0,4.5
INSP-22275,Door Left Front,No Defect (Pass),0.95,0.0,4.09
INSP-22276,Trunk Lid,No Defect (Pass),0.869,0.0,4.49
INSP-22277,Roof Pillar,No Defect (Pass),0.892,0.0,4.6
INSP-22278,Quarter Panel Right,No Defect (Pass),0.969,0.0,4.05
INSP-22279,Hood,No Defect (Pass),0.732,0.0,4.32
INSP-22280,Roof Pillar,No Defect (Pass),0.915,0.0,3.67
INSP-22281,Trunk Lid,No Defect (Pass),0.966,0.0,4.12
INSP-22282,Hood,No Defect (Pass),0.989,0.0,4.31
INSP-22283,Quarter Panel Right,No Defect (Pass),0.772,0.0,4.52
INSP-22284,Door Left Front,Clear-coat Orange Peel,0.964,0.68,4.0
INSP-22285,Quarter Panel Right,No Defect (Pass),0.916,0.0,4.54
INSP-22286,Door Left Front,No Defect (Pass),0.974,0.0,4.98
INSP-22287,Trunk Lid,No Defect (Pass),0.822,0.0,4.1
INSP-22288,Hood,No Defect (Pass),0.904,0.0,3.98
INSP-22289,Trunk Lid,No Defect (Pass),0.961,0.0,4.42
INSP-22290,Quarter Panel Right,No Defect (Pass),0.979,0.0,3.89
INSP-22291,Quarter Panel Right,No Defect (Pass),0.993,0.0,4.24
INSP-22292,Door Left Front,No Defect (Pass),0.979,0.0,4.76
INSP-22293,Quarter Panel Right,No Defect (Pass),0.945,0.0,4.11
INSP-22294,Hood,No Defect (Pass),0.988,0.0,4.13
INSP-22295,Quarter Panel Right,No Defect (Pass),0.929,0.0,4.11
INSP-22296,Hood,No Defect (Pass),0.842,0.0,4.11
INSP-22297,Hood,No Defect (Pass),0.83,0.0,4.45
INSP-22298,Roof Pillar,No Defect (Pass),0.976,0.0,4.5
INSP-22299,Trunk Lid,No Defect (Pass),0.951,0.0,3.84
INSP-22300,Trunk Lid,No Defect (Pass),0.992,0.0,3.99
INSP-22301,Quarter Panel Right,No Defect (Pass),0.823,0.0,4.26
INSP-22302,Quarter Panel Right,No Defect (Pass),0.993,0.0,4.74
INSP-22303,Roof Pillar,No Defect (Pass),0.909,0.0,4.13
INSP-22304,Quarter Panel Right,No Defect (Pass),0.896,0.0,4.53
INSP-22305,Trunk Lid,No Defect (Pass),0.985,0.0,4.55
INSP-22306,Door Left Front,No Defect (Pass),0.997,0.0,3.8
INSP-22307,Quarter Panel Right,No Defect (Pass),0.972,0.0,4.57
INSP-22308,Quarter Panel Right,No Defect (Pass),0.987,0.0,4.24
INSP-22309,Quarter Panel Right,No Defect (Pass),0.939,0.0,3.96
INSP-22310,Door Left Front,No Defect (Pass),0.91,0.0,4.32
INSP-22311,Door Left Front,No Defect (Pass),0.977,0.0,4.01
INSP-22312,Door Left Front,No Defect (Pass),0.89,0.0,4.61
INSP-22313,Roof Pillar,No Defect (Pass),0.916,0.0,4.23
INSP-22314,Roof Pillar,No Defect (Pass),0.986,0.0,4.57
INSP-22315,Hood,No Defect (Pass),0.999,0.0,4.23
INSP-22316,Roof Pillar,No Defect (Pass),0.98,0.0,4.6
INSP-22317,Roof Pillar,No Defect (Pass),0.859,0.0,4.41
INSP-22318,Roof Pillar,No Defect (Pass),0.954,0.0,3.48
INSP-22319,Trunk Lid,No Defect (Pass),0.729,0.0,4.51
INSP-22320,Quarter Panel Right,No Defect (Pass),0.793,0.0,4.08
INSP-22321,Hood,No Defect (Pass),0.978,0.0,4.1
INSP-22322,Roof Pillar,No Defect (Pass),0.947,0.0,4.15
INSP-22323,Roof Pillar,No Defect (Pass),0.899,0.0,4.75
INSP-22324,Hood,No Defect (Pass),0.916,0.0,4.41
INSP-22325,Quarter Panel Right,No Defect (Pass),0.802,0.0,3.94
INSP-22326,Trunk Lid,No Defect (Pass),0.993,0.0,4.26
INSP-22327,Roof Pillar,No Defect (Pass),0.977,0.0,4.05
INSP-22328,Trunk Lid,No Defect (Pass),0.906,0.0,3.91
INSP-22329,Quarter Panel Right,No Defect (Pass),0.864,0.0,4.22
INSP-22330,Door Left Front,No Defect (Pass),0.795,0.0,3.75
INSP-22331,Quarter Panel Right,No Defect (Pass),0.978,0.0,4.54
INSP-22332,Hood,Paint Scratch / Blemish,0.921,0.79,4.07
INSP-22333,Hood,No Defect (Pass),0.883,0.0,4.07
INSP-22334,Roof Pillar,No Defect (Pass),0.772,0.0,4.54
