Sensor_Pulse_ID,Tire_Slip_Angle_deg,In_Tread_Piezo_Accel_G,Estimated_Road_Friction_Mu,Contact_Patch_Length_mm,Tire_Grip_Status
PIRELLI-CYBER-1933,2.32,249.5,1.02,171.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1934,4.55,337.0,0.82,163.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1935,2.73,234.9,1.11,175.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1936,4.45,308.2,0.91,158.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1937,3.38,258.7,0.94,167.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1938,3.73,297.2,0.97,167.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1939,2.06,210.8,1.01,169.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1940,5.99,385.3,0.85,156.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1941,2.02,208.5,1.1,175.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1942,7.97,473.2,0.76,142.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1943,2.65,251.9,0.94,169.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1944,2.81,286.3,1.0,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1945,5.69,399.1,0.86,158.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1946,7.5,438.3,0.79,143.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1947,6.82,417.7,0.84,148.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1948,8.82,517.5,0.76,140.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1949,4.83,350.6,0.9,164.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1950,1.74,184.3,1.05,173.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1951,1.84,226.6,1.06,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-1952,7.46,452.3,0.78,150.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1953,8.08,480.4,0.87,145.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1954,1.74,235.8,1.01,171.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1955,5.13,364.7,0.87,162.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1956,8.97,549.0,0.67,142.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1957,4.82,331.1,0.92,153.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1958,3.73,279.0,1.03,170.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1959,2.44,187.8,0.96,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1960,6.01,386.2,0.83,155.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1961,4.19,301.3,0.9,162.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1962,1.58,200.5,1.1,175.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1963,4.71,352.2,0.93,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1964,4.72,333.2,0.9,163.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1965,4.83,323.0,0.95,160.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1966,8.12,496.5,0.77,141.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1967,2.35,193.7,1.0,172.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1968,8.45,479.6,0.71,145.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1969,6.54,388.3,0.87,155.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1970,5.82,384.0,0.86,149.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1971,5.97,405.2,0.84,155.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1972,1.07,153.5,1.12,185.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-1973,7.63,457.4,0.75,142.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1974,0.78,159.0,1.15,186.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1975,3.26,253.2,1.0,171.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1976,2.37,210.6,1.06,172.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1977,8.52,501.3,0.67,137.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1978,2.53,247.5,1.04,173.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1979,1.28,209.4,1.03,176.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1980,6.51,420.8,0.73,149.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1981,5.15,297.0,0.85,154.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1982,6.36,422.3,0.82,149.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1983,2.96,226.7,1.05,169.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-1984,3.6,302.8,0.98,168.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-1985,3.42,260.9,0.95,166.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-1986,8.94,536.5,0.65,138.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1987,7.06,453.2,0.75,146.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1988,1.76,209.1,1.05,175.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1989,1.67,201.7,1.06,176.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1990,6.85,432.9,0.76,149.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1991,8.97,526.6,0.67,138.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1992,1.02,197.0,1.04,174.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-1993,8.77,518.0,0.66,140.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1994,2.92,300.3,1.01,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-1995,5.94,382.1,0.85,154.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-1996,5.4,358.0,0.9,152.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-1997,7.12,455.5,0.86,144.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-1998,3.77,284.9,1.0,163.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-1999,8.72,508.7,0.76,138.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2000,0.6,150.4,1.18,187.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2001,6.29,392.8,0.82,152.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2002,3.12,250.0,0.98,168.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2003,2.85,263.4,0.99,165.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2004,7.95,477.1,0.73,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2005,2.5,216.9,0.97,171.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2006,2.44,229.7,0.93,169.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2007,5.21,387.0,0.88,159.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2008,1.16,166.3,1.03,178.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2009,7.21,423.2,0.74,145.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2010,4.85,340.7,0.93,158.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2011,5.57,346.4,0.86,157.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2012,2.01,212.0,1.0,179.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2013,2.5,268.7,1.08,175.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2014,8.44,467.8,0.69,138.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2015,8.63,531.2,0.71,138.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2016,3.35,255.8,0.99,169.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2017,7.97,480.6,0.78,138.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2018,5.37,347.6,0.83,160.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2019,1.1,170.8,1.09,183.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2020,2.81,236.7,0.99,174.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2021,1.84,185.9,1.0,171.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2022,7.23,460.2,0.79,144.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2023,4.19,307.6,0.96,168.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2024,2.69,234.6,1.02,168.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2025,7.08,393.8,0.76,145.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2026,8.09,478.8,0.74,147.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2027,7.65,480.1,0.79,142.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2028,3.54,279.3,0.98,166.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2029,1.19,182.4,1.14,177.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2030,7.21,443.5,0.84,146.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2031,2.99,227.9,1.02,168.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2032,2.41,215.3,1.04,172.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2033,5.1,343.7,0.9,160.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2034,3.71,282.7,0.97,167.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2035,4.93,344.9,0.92,157.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2036,4.02,313.6,0.93,169.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2037,6.95,471.9,0.81,148.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2038,3.48,272.9,0.94,165.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2039,1.24,180.7,1.09,175.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2040,8.8,524.7,0.68,144.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2041,4.58,316.2,0.89,160.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2042,5.92,389.7,0.86,157.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2043,4.37,356.0,0.94,155.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2044,5.9,404.7,0.87,156.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2045,0.97,159.9,1.12,187.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2046,6.81,421.9,0.74,151.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2047,1.88,215.6,0.99,178.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2048,8.38,461.5,0.77,141.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2049,7.62,462.9,0.82,146.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2050,4.33,313.6,0.99,160.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2051,4.29,323.0,0.96,160.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2052,7.84,465.9,0.73,145.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2053,7.98,499.5,0.79,144.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2054,1.66,202.1,1.0,176.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2055,2.02,220.7,1.04,171.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2056,2.43,221.7,1.06,172.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2057,0.92,143.8,1.08,181.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2058,8.73,517.0,0.73,140.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2059,2.18,180.4,1.04,171.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2060,4.72,327.6,0.94,158.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2061,6.75,436.8,0.8,152.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2062,5.34,372.6,0.84,156.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2063,2.22,203.7,1.09,173.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2064,5.45,367.4,0.88,159.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2065,1.72,195.9,1.03,177.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2066,8.84,505.2,0.75,141.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2067,4.79,350.7,0.91,164.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2068,8.96,479.0,0.71,141.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2069,2.21,222.0,1.01,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2070,4.67,321.8,0.85,162.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2071,1.17,185.8,1.12,177.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2072,4.54,325.5,0.9,161.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2073,1.49,178.3,1.1,179.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2074,3.42,294.7,1.02,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2075,8.14,477.3,0.69,141.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2076,8.06,467.6,0.76,137.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2077,6.19,425.0,0.8,149.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2078,6.23,372.2,0.78,154.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2079,3.53,281.6,1.0,169.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2080,7.37,445.6,0.76,148.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2081,3.35,283.7,1.04,168.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2082,4.2,277.8,1.01,162.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2083,4.97,373.6,0.97,159.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2084,5.03,325.8,0.98,155.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2085,5.87,394.3,0.86,159.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2086,2.57,231.3,1.01,170.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2087,1.66,190.2,1.1,166.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2088,4.99,361.5,0.89,160.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2089,7.71,478.9,0.76,142.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2090,7.4,453.2,0.8,144.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2091,6.34,419.3,0.82,150.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2092,4.1,319.2,0.99,161.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2093,0.84,153.7,1.14,179.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2094,2.25,208.4,1.06,171.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2095,0.56,126.9,1.13,183.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2096,3.21,270.8,1.0,172.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2097,8.3,501.4,0.76,141.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2098,5.75,349.4,0.88,156.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2099,2.54,250.6,0.98,172.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2100,6.81,415.1,0.82,153.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2101,4.27,316.7,0.92,167.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2102,4.9,350.3,0.83,159.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2103,5.57,367.0,0.91,155.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2104,3.51,301.5,0.92,165.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2105,8.19,479.5,0.74,143.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2106,0.58,136.8,0.98,180.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2107,4.03,307.4,0.93,165.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2108,7.82,483.3,0.74,142.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2109,5.12,341.1,0.85,158.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2110,7.74,477.0,0.73,143.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2111,8.59,512.5,0.76,142.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2112,8.4,487.1,0.7,141.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2113,1.49,183.4,1.14,176.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2114,0.74,162.0,1.09,180.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2115,3.36,267.1,0.99,166.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2116,8.25,494.5,0.71,140.9,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2117,2.18,207.0,0.97,172.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2118,3.83,269.0,1.02,167.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2119,1.73,191.6,1.11,178.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2120,0.73,139.8,1.07,180.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2121,3.17,259.5,1.02,168.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2122,7.71,460.0,0.77,142.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2123,1.29,171.6,0.99,182.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2124,5.37,340.2,0.86,161.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2125,4.43,322.5,0.93,158.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2126,1.28,178.3,1.16,178.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2127,6.46,436.4,0.76,154.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2128,0.87,155.2,1.1,185.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2129,1.75,202.0,1.06,176.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2130,4.63,327.6,0.91,163.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2131,1.04,161.9,1.14,178.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2132,0.83,143.3,1.11,184.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2133,6.88,425.0,0.84,145.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2134,3.36,276.3,1.0,162.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2135,1.75,214.4,1.13,177.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2136,6.84,427.9,0.82,148.2,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2137,8.62,508.7,0.73,138.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2138,6.92,457.5,0.77,145.6,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2139,2.4,242.2,1.11,168.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2140,1.14,174.8,1.12,185.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2141,8.63,489.4,0.71,136.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2142,5.65,391.3,0.81,151.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2143,4.13,309.3,0.92,159.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2144,6.07,377.3,0.77,155.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2145,5.89,390.9,0.87,155.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2146,7.09,438.8,0.84,144.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2147,0.58,140.9,1.1,182.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2148,3.32,255.3,0.98,163.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2149,3.25,287.3,0.97,166.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2150,5.46,396.9,0.81,158.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2151,2.86,270.6,1.0,169.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2152,8.36,500.6,0.72,142.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2153,6.88,438.7,0.83,143.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2154,0.61,138.2,1.12,179.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2155,5.44,389.4,0.9,156.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2156,4.1,319.1,0.93,159.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2157,1.06,163.8,1.02,176.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2158,5.15,365.7,0.97,158.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2159,6.9,461.8,0.78,152.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2160,1.5,167.1,1.06,177.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2161,2.92,241.3,1.02,176.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2162,5.07,338.4,0.93,163.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2163,4.28,273.7,0.92,167.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2164,2.66,242.1,1.03,171.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2165,6.98,438.3,0.69,151.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2166,7.93,474.4,0.71,138.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2167,0.89,129.9,1.08,178.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2168,1.49,210.8,1.09,172.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2169,6.2,399.4,0.84,156.8,Optimal Elastic Grip Domain
PIRELLI-CYBER-2170,8.22,477.2,0.76,141.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2171,7.14,461.1,0.8,147.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2172,3.03,256.4,0.95,171.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2173,3.72,315.8,0.96,168.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2174,4.49,329.7,0.88,160.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2175,2.21,210.1,1.02,168.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2176,0.82,134.6,1.12,183.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2177,8.04,480.8,0.75,142.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2178,7.82,465.3,0.79,145.7,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2179,6.75,419.8,0.87,151.8,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2180,5.25,362.2,0.83,155.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2181,3.79,281.1,1.04,169.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2182,7.14,419.6,0.86,156.1,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2183,0.52,158.9,1.02,181.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2184,2.34,240.2,1.0,172.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2185,5.64,349.9,0.9,152.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2186,3.32,274.8,1.01,165.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2187,1.92,224.4,1.01,173.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2188,0.97,156.7,1.13,179.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2189,5.56,346.1,0.86,156.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2190,0.84,152.4,1.03,181.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2191,3.99,291.0,0.87,166.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2192,1.74,203.4,1.11,176.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2193,7.65,452.7,0.8,146.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2194,8.44,522.4,0.66,141.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2195,4.78,336.2,0.95,159.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2196,5.48,385.8,0.88,156.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2197,4.94,340.6,0.89,160.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2198,0.53,126.6,1.14,183.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2199,5.88,380.2,0.86,154.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2200,7.74,474.8,0.84,145.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2201,3.71,309.5,1.01,161.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2202,1.51,183.7,1.09,178.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2203,5.91,421.8,0.88,149.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2204,1.39,173.4,1.11,174.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2205,6.7,420.4,0.8,145.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2206,4.94,331.8,0.94,160.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2207,6.13,420.5,0.85,150.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2208,1.78,217.1,1.11,171.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2209,6.51,414.7,0.91,158.5,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2210,4.97,337.9,0.93,159.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2211,4.16,289.4,0.99,163.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2212,2.52,222.4,0.96,172.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2213,6.34,411.2,0.86,155.3,Optimal Elastic Grip Domain
PIRELLI-CYBER-2214,4.1,303.4,0.96,159.2,Optimal Elastic Grip Domain
PIRELLI-CYBER-2215,2.13,193.8,1.08,174.6,Optimal Elastic Grip Domain
PIRELLI-CYBER-2216,8.4,495.5,0.67,139.4,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2217,6.03,397.1,0.89,157.9,Optimal Elastic Grip Domain
PIRELLI-CYBER-2218,4.5,330.9,0.95,156.0,Optimal Elastic Grip Domain
PIRELLI-CYBER-2219,5.47,351.0,0.82,155.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2220,3.43,267.2,1.02,169.1,Optimal Elastic Grip Domain
PIRELLI-CYBER-2221,2.22,223.4,0.98,172.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2222,8.06,496.7,0.65,146.3,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2223,6.98,427.1,0.78,148.0,Peak Slip Exceeded / Traction Loss
PIRELLI-CYBER-2224,1.17,160.5,1.09,175.7,Optimal Elastic Grip Domain
PIRELLI-CYBER-2225,4.89,362.9,0.93,157.5,Optimal Elastic Grip Domain
PIRELLI-CYBER-2226,5.92,401.2,0.85,154.4,Optimal Elastic Grip Domain
PIRELLI-CYBER-2227,5.26,337.7,0.91,161.4,Optimal Elastic Grip Domain
