Detection_Event_ID,Road_User_Type,Distance_to_Vehicle_m,Crossing_Speed_m_s,Time_to_Collision_s,Safety_Intervention
VOLVO-VRU-1961,Child Crossing,19.9,1.2,1.85,Warning Prompt in Driver Display
VOLVO-VRU-1962,Cyclist Fast,32.0,6.3,2.03,Warning Prompt in Driver Display
VOLVO-VRU-1963,Child Crossing,33.0,3.3,2.8,Warning Prompt in Driver Display
VOLVO-VRU-1964,Pedestrian Running,39.0,1.4,3.86,Warning Prompt in Driver Display
VOLVO-VRU-1965,Pedestrian Walking,37.1,7.3,2.33,Warning Prompt in Driver Display
VOLVO-VRU-1966,Pedestrian Walking,41.2,4.5,3.18,Warning Prompt in Driver Display
VOLVO-VRU-1967,Cyclist Fast,27.5,7.5,1.54,Automatic Emergency Braking (AEB)
VOLVO-VRU-1968,Cyclist Fast,11.0,5.8,0.85,Automatic Emergency Braking (AEB)
VOLVO-VRU-1969,Pedestrian Running,41.0,7.3,2.31,Warning Prompt in Driver Display
VOLVO-VRU-1970,Cyclist Fast,40.4,3.1,3.61,Warning Prompt in Driver Display
VOLVO-VRU-1971,Cyclist Fast,20.6,3.1,1.59,Automatic Emergency Braking (AEB)
VOLVO-VRU-1972,Cyclist Fast,30.9,5.9,2.27,Warning Prompt in Driver Display
VOLVO-VRU-1973,Pedestrian Walking,42.6,5.0,3.22,Warning Prompt in Driver Display
VOLVO-VRU-1974,Cyclist Fast,26.3,6.9,2.12,Warning Prompt in Driver Display
VOLVO-VRU-1975,Cyclist Fast,33.8,5.0,2.62,Warning Prompt in Driver Display
VOLVO-VRU-1976,Cyclist Fast,33.9,3.5,2.72,Warning Prompt in Driver Display
VOLVO-VRU-1977,E-Scooter Commuter,11.5,3.1,1.0,Automatic Emergency Braking (AEB)
VOLVO-VRU-1978,Pedestrian Walking,42.6,5.9,2.62,Warning Prompt in Driver Display
VOLVO-VRU-1979,E-Scooter Commuter,9.1,3.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1980,Cyclist Fast,16.0,5.3,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-1981,Pedestrian Walking,44.6,2.5,4.07,Warning Prompt in Driver Display
VOLVO-VRU-1982,E-Scooter Commuter,17.4,6.1,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-1983,Pedestrian Running,9.8,3.4,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-1984,Cyclist Fast,37.5,7.0,2.37,Warning Prompt in Driver Display
VOLVO-VRU-1985,Pedestrian Walking,32.9,7.3,2.47,Warning Prompt in Driver Display
VOLVO-VRU-1986,Cyclist Fast,39.4,7.5,2.33,Warning Prompt in Driver Display
VOLVO-VRU-1987,Pedestrian Walking,8.0,4.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1988,Child Crossing,22.4,2.1,2.1,Warning Prompt in Driver Display
VOLVO-VRU-1989,Pedestrian Running,41.4,4.6,3.47,Warning Prompt in Driver Display
VOLVO-VRU-1990,Cyclist Fast,30.7,4.6,2.53,Warning Prompt in Driver Display
VOLVO-VRU-1991,Pedestrian Walking,33.4,2.7,3.08,Warning Prompt in Driver Display
VOLVO-VRU-1992,Cyclist Fast,8.8,6.2,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-1993,Pedestrian Walking,22.4,5.5,1.74,Automatic Emergency Braking (AEB)
VOLVO-VRU-1994,Pedestrian Walking,23.5,7.2,1.43,Automatic Emergency Braking (AEB)
VOLVO-VRU-1995,Pedestrian Walking,35.9,6.3,2.31,Warning Prompt in Driver Display
VOLVO-VRU-1996,E-Scooter Commuter,15.2,6.5,1.13,Automatic Emergency Braking (AEB)
VOLVO-VRU-1997,Cyclist Fast,26.6,4.8,2.01,Warning Prompt in Driver Display
VOLVO-VRU-1998,Cyclist Fast,25.6,5.1,2.09,Warning Prompt in Driver Display
VOLVO-VRU-1999,E-Scooter Commuter,19.6,1.8,2.09,Warning Prompt in Driver Display
VOLVO-VRU-2000,Pedestrian Running,5.7,3.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2001,Pedestrian Walking,33.8,6.2,1.95,Warning Prompt in Driver Display
VOLVO-VRU-2002,E-Scooter Commuter,32.6,6.0,2.31,Warning Prompt in Driver Display
VOLVO-VRU-2003,Pedestrian Walking,29.2,3.4,2.85,Warning Prompt in Driver Display
VOLVO-VRU-2004,E-Scooter Commuter,33.8,3.6,2.47,Warning Prompt in Driver Display
VOLVO-VRU-2005,Pedestrian Walking,26.3,3.2,2.52,Warning Prompt in Driver Display
VOLVO-VRU-2006,Pedestrian Walking,9.7,6.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2007,Pedestrian Walking,11.2,2.2,1.04,Automatic Emergency Braking (AEB)
VOLVO-VRU-2008,Pedestrian Walking,29.3,5.8,1.87,Warning Prompt in Driver Display
VOLVO-VRU-2009,Pedestrian Running,17.0,5.1,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-2010,Cyclist Fast,35.4,1.2,3.66,Warning Prompt in Driver Display
VOLVO-VRU-2011,E-Scooter Commuter,16.7,1.4,1.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2012,E-Scooter Commuter,33.0,5.3,2.15,Warning Prompt in Driver Display
VOLVO-VRU-2013,Cyclist Fast,44.5,7.3,2.86,Warning Prompt in Driver Display
VOLVO-VRU-2014,Pedestrian Walking,34.8,2.6,3.26,Warning Prompt in Driver Display
VOLVO-VRU-2015,Pedestrian Walking,24.8,5.2,1.93,Warning Prompt in Driver Display
VOLVO-VRU-2016,Child Crossing,31.8,3.4,2.79,Warning Prompt in Driver Display
VOLVO-VRU-2017,Pedestrian Running,20.0,2.9,1.49,Automatic Emergency Braking (AEB)
VOLVO-VRU-2018,Child Crossing,8.6,6.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2019,Pedestrian Walking,24.5,7.2,1.65,Automatic Emergency Braking (AEB)
VOLVO-VRU-2020,E-Scooter Commuter,15.6,6.3,0.99,Automatic Emergency Braking (AEB)
VOLVO-VRU-2021,Pedestrian Walking,24.7,5.7,1.75,Automatic Emergency Braking (AEB)
VOLVO-VRU-2022,Cyclist Fast,22.3,3.0,1.83,Warning Prompt in Driver Display
VOLVO-VRU-2023,Pedestrian Walking,12.6,3.3,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-2024,E-Scooter Commuter,33.2,2.8,2.88,Warning Prompt in Driver Display
VOLVO-VRU-2025,Pedestrian Running,13.2,3.4,1.05,Automatic Emergency Braking (AEB)
VOLVO-VRU-2026,Pedestrian Running,44.1,4.1,3.17,Warning Prompt in Driver Display
VOLVO-VRU-2027,Pedestrian Walking,9.2,4.6,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2028,Pedestrian Walking,14.4,3.1,1.29,Automatic Emergency Braking (AEB)
VOLVO-VRU-2029,Pedestrian Walking,13.3,4.4,1.16,Automatic Emergency Braking (AEB)
VOLVO-VRU-2030,Pedestrian Running,19.2,4.0,1.92,Warning Prompt in Driver Display
VOLVO-VRU-2031,Pedestrian Walking,24.0,2.0,1.96,Warning Prompt in Driver Display
VOLVO-VRU-2032,Pedestrian Walking,17.4,6.5,1.37,Automatic Emergency Braking (AEB)
VOLVO-VRU-2033,Pedestrian Walking,25.1,4.8,1.91,Warning Prompt in Driver Display
VOLVO-VRU-2034,Cyclist Fast,40.1,6.0,2.77,Warning Prompt in Driver Display
VOLVO-VRU-2035,E-Scooter Commuter,14.5,3.5,1.53,Automatic Emergency Braking (AEB)
VOLVO-VRU-2036,Pedestrian Walking,24.8,4.5,1.88,Warning Prompt in Driver Display
VOLVO-VRU-2037,Pedestrian Walking,42.1,3.5,3.53,Warning Prompt in Driver Display
VOLVO-VRU-2038,Cyclist Fast,30.6,2.4,2.77,Warning Prompt in Driver Display
VOLVO-VRU-2039,Cyclist Fast,37.1,1.2,4.0,Warning Prompt in Driver Display
VOLVO-VRU-2040,Pedestrian Walking,44.2,4.3,3.39,Warning Prompt in Driver Display
VOLVO-VRU-2041,Pedestrian Walking,37.3,5.8,2.87,Warning Prompt in Driver Display
VOLVO-VRU-2042,Pedestrian Walking,43.5,4.9,3.16,Warning Prompt in Driver Display
VOLVO-VRU-2043,Pedestrian Walking,36.2,2.7,3.36,Warning Prompt in Driver Display
VOLVO-VRU-2044,Cyclist Fast,43.7,3.9,3.35,Warning Prompt in Driver Display
VOLVO-VRU-2045,Pedestrian Walking,43.7,2.2,3.77,Warning Prompt in Driver Display
VOLVO-VRU-2046,Cyclist Fast,39.1,3.7,3.02,Warning Prompt in Driver Display
VOLVO-VRU-2047,Pedestrian Walking,40.4,5.5,3.15,Warning Prompt in Driver Display
VOLVO-VRU-2048,Pedestrian Walking,16.7,4.6,1.26,Automatic Emergency Braking (AEB)
VOLVO-VRU-2049,Cyclist Fast,41.8,1.4,4.08,Warning Prompt in Driver Display
VOLVO-VRU-2050,Pedestrian Walking,39.9,6.4,2.77,Warning Prompt in Driver Display
VOLVO-VRU-2051,E-Scooter Commuter,36.1,6.3,2.6,Warning Prompt in Driver Display
VOLVO-VRU-2052,Pedestrian Walking,25.5,2.8,2.35,Warning Prompt in Driver Display
VOLVO-VRU-2053,Cyclist Fast,24.6,2.7,2.38,Warning Prompt in Driver Display
VOLVO-VRU-2054,E-Scooter Commuter,28.9,4.9,2.08,Warning Prompt in Driver Display
VOLVO-VRU-2055,E-Scooter Commuter,38.3,3.2,3.14,Warning Prompt in Driver Display
VOLVO-VRU-2056,Cyclist Fast,12.0,4.9,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-2057,Cyclist Fast,32.9,4.3,2.68,Warning Prompt in Driver Display
VOLVO-VRU-2058,Cyclist Fast,37.4,6.4,2.26,Warning Prompt in Driver Display
VOLVO-VRU-2059,Pedestrian Walking,32.6,6.1,2.47,Warning Prompt in Driver Display
VOLVO-VRU-2060,Pedestrian Walking,7.0,1.3,0.8,Automatic Emergency Braking (AEB)
VOLVO-VRU-2061,Pedestrian Walking,11.0,5.8,0.73,Automatic Emergency Braking (AEB)
VOLVO-VRU-2062,Pedestrian Running,11.3,4.9,0.98,Automatic Emergency Braking (AEB)
VOLVO-VRU-2063,E-Scooter Commuter,20.9,3.3,1.84,Warning Prompt in Driver Display
VOLVO-VRU-2064,Child Crossing,29.8,2.7,2.65,Warning Prompt in Driver Display
VOLVO-VRU-2065,Pedestrian Walking,15.3,2.1,1.03,Automatic Emergency Braking (AEB)
VOLVO-VRU-2066,Pedestrian Walking,22.9,6.1,1.34,Automatic Emergency Braking (AEB)
VOLVO-VRU-2067,Pedestrian Walking,23.8,5.9,1.21,Automatic Emergency Braking (AEB)
VOLVO-VRU-2068,Pedestrian Walking,18.9,7.3,1.41,Automatic Emergency Braking (AEB)
VOLVO-VRU-2069,Cyclist Fast,20.3,6.0,1.36,Automatic Emergency Braking (AEB)
VOLVO-VRU-2070,Pedestrian Walking,37.6,6.0,2.46,Warning Prompt in Driver Display
VOLVO-VRU-2071,E-Scooter Commuter,14.3,4.9,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-2072,Pedestrian Walking,30.0,6.2,2.39,Warning Prompt in Driver Display
VOLVO-VRU-2073,Pedestrian Walking,29.2,7.1,1.85,Warning Prompt in Driver Display
VOLVO-VRU-2074,Pedestrian Walking,24.5,5.9,1.85,Warning Prompt in Driver Display
VOLVO-VRU-2075,Cyclist Fast,31.1,2.3,2.58,Warning Prompt in Driver Display
VOLVO-VRU-2076,Pedestrian Walking,8.9,2.0,0.9,Automatic Emergency Braking (AEB)
VOLVO-VRU-2077,Pedestrian Walking,17.4,6.0,1.05,Automatic Emergency Braking (AEB)
VOLVO-VRU-2078,Pedestrian Running,12.5,6.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2079,Child Crossing,23.7,2.1,2.07,Warning Prompt in Driver Display
VOLVO-VRU-2080,E-Scooter Commuter,11.7,5.5,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-2081,Pedestrian Walking,32.5,7.4,2.48,Warning Prompt in Driver Display
VOLVO-VRU-2082,Pedestrian Walking,33.7,1.8,3.28,Warning Prompt in Driver Display
VOLVO-VRU-2083,Cyclist Fast,42.0,5.4,2.99,Warning Prompt in Driver Display
VOLVO-VRU-2084,Pedestrian Running,20.7,6.3,1.67,Automatic Emergency Braking (AEB)
VOLVO-VRU-2085,Pedestrian Walking,36.1,1.7,3.38,Warning Prompt in Driver Display
VOLVO-VRU-2086,Pedestrian Running,13.3,4.8,0.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-2087,E-Scooter Commuter,41.1,1.5,4.24,Warning Prompt in Driver Display
VOLVO-VRU-2088,E-Scooter Commuter,32.3,1.9,2.9,Warning Prompt in Driver Display
VOLVO-VRU-2089,Pedestrian Running,17.4,4.9,1.02,Automatic Emergency Braking (AEB)
VOLVO-VRU-2090,Pedestrian Walking,29.6,2.7,2.56,Warning Prompt in Driver Display
VOLVO-VRU-2091,Cyclist Fast,25.1,4.9,1.97,Warning Prompt in Driver Display
VOLVO-VRU-2092,Pedestrian Walking,14.4,6.1,1.13,Automatic Emergency Braking (AEB)
VOLVO-VRU-2093,Pedestrian Walking,44.8,5.6,3.04,Warning Prompt in Driver Display
VOLVO-VRU-2094,Pedestrian Running,22.2,4.4,1.84,Warning Prompt in Driver Display
VOLVO-VRU-2095,Pedestrian Walking,29.5,1.9,2.85,Warning Prompt in Driver Display
VOLVO-VRU-2096,Pedestrian Running,22.0,1.8,2.36,Warning Prompt in Driver Display
VOLVO-VRU-2097,Pedestrian Walking,27.4,7.0,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-2098,Cyclist Fast,36.0,6.6,2.56,Warning Prompt in Driver Display
VOLVO-VRU-2099,Pedestrian Walking,38.4,4.8,2.7,Warning Prompt in Driver Display
VOLVO-VRU-2100,Pedestrian Walking,5.4,6.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2101,E-Scooter Commuter,33.4,2.7,3.21,Warning Prompt in Driver Display
VOLVO-VRU-2102,Pedestrian Running,14.8,3.0,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-2103,Cyclist Fast,15.5,6.0,1.1,Automatic Emergency Braking (AEB)
VOLVO-VRU-2104,Pedestrian Walking,26.2,1.2,3.0,Warning Prompt in Driver Display
VOLVO-VRU-2105,Pedestrian Running,40.1,2.4,3.43,Warning Prompt in Driver Display
VOLVO-VRU-2106,Cyclist Fast,23.3,6.7,1.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-2107,Pedestrian Walking,12.2,6.6,0.8,Automatic Emergency Braking (AEB)
VOLVO-VRU-2108,Pedestrian Walking,15.2,6.3,0.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-2109,Pedestrian Running,27.6,7.1,1.86,Warning Prompt in Driver Display
VOLVO-VRU-2110,Pedestrian Walking,30.0,2.9,2.86,Warning Prompt in Driver Display
VOLVO-VRU-2111,Pedestrian Walking,25.1,3.9,1.61,Automatic Emergency Braking (AEB)
VOLVO-VRU-2112,E-Scooter Commuter,32.6,2.3,2.74,Warning Prompt in Driver Display
VOLVO-VRU-2113,Pedestrian Running,25.5,3.1,2.43,Warning Prompt in Driver Display
VOLVO-VRU-2114,Pedestrian Walking,34.4,1.4,3.44,Warning Prompt in Driver Display
VOLVO-VRU-2115,Pedestrian Walking,22.4,6.0,1.68,Automatic Emergency Braking (AEB)
VOLVO-VRU-2116,Pedestrian Running,33.2,3.6,2.74,Warning Prompt in Driver Display
VOLVO-VRU-2117,Pedestrian Running,40.9,5.6,3.22,Warning Prompt in Driver Display
VOLVO-VRU-2118,E-Scooter Commuter,13.5,2.6,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-2119,Pedestrian Walking,43.3,5.3,3.02,Warning Prompt in Driver Display
VOLVO-VRU-2120,Pedestrian Walking,12.3,6.1,1.02,Automatic Emergency Braking (AEB)
VOLVO-VRU-2121,Cyclist Fast,23.5,2.9,1.88,Warning Prompt in Driver Display
VOLVO-VRU-2122,Pedestrian Walking,28.5,6.8,1.99,Warning Prompt in Driver Display
VOLVO-VRU-2123,Pedestrian Running,24.9,6.7,1.91,Warning Prompt in Driver Display
VOLVO-VRU-2124,Child Crossing,12.0,4.5,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-2125,Pedestrian Walking,21.1,3.5,1.84,Warning Prompt in Driver Display
VOLVO-VRU-2126,Cyclist Fast,43.2,5.3,2.75,Warning Prompt in Driver Display
VOLVO-VRU-2127,E-Scooter Commuter,40.0,2.8,3.48,Warning Prompt in Driver Display
VOLVO-VRU-2128,Pedestrian Walking,31.4,6.4,2.36,Warning Prompt in Driver Display
VOLVO-VRU-2129,Pedestrian Walking,15.8,2.3,1.25,Automatic Emergency Braking (AEB)
VOLVO-VRU-2130,Child Crossing,15.8,5.0,0.8,Automatic Emergency Braking (AEB)
VOLVO-VRU-2131,Pedestrian Walking,10.8,2.1,1.11,Automatic Emergency Braking (AEB)
VOLVO-VRU-2132,Pedestrian Running,42.2,4.6,3.37,Warning Prompt in Driver Display
VOLVO-VRU-2133,Cyclist Fast,22.0,5.5,1.46,Automatic Emergency Braking (AEB)
VOLVO-VRU-2134,Pedestrian Running,5.6,5.9,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2135,Pedestrian Running,29.9,6.2,2.1,Warning Prompt in Driver Display
VOLVO-VRU-2136,Pedestrian Walking,43.1,3.2,3.51,Warning Prompt in Driver Display
VOLVO-VRU-2137,Pedestrian Running,31.7,1.5,3.19,Warning Prompt in Driver Display
VOLVO-VRU-2138,E-Scooter Commuter,30.1,5.3,2.13,Warning Prompt in Driver Display
VOLVO-VRU-2139,Child Crossing,6.8,5.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2140,Pedestrian Running,21.3,6.8,0.89,Automatic Emergency Braking (AEB)
VOLVO-VRU-2141,Cyclist Fast,31.8,2.1,2.83,Warning Prompt in Driver Display
VOLVO-VRU-2142,Pedestrian Walking,11.2,3.6,0.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2143,Pedestrian Walking,6.2,2.7,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2144,E-Scooter Commuter,5.5,1.4,0.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-2145,Cyclist Fast,27.2,3.2,2.1,Warning Prompt in Driver Display
VOLVO-VRU-2146,Pedestrian Walking,24.5,5.8,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2147,Pedestrian Walking,12.7,2.9,1.21,Automatic Emergency Braking (AEB)
VOLVO-VRU-2148,E-Scooter Commuter,12.5,1.9,1.09,Automatic Emergency Braking (AEB)
VOLVO-VRU-2149,Cyclist Fast,16.5,5.9,1.08,Automatic Emergency Braking (AEB)
VOLVO-VRU-2150,Pedestrian Walking,27.5,1.1,2.74,Warning Prompt in Driver Display
VOLVO-VRU-2151,Pedestrian Walking,42.9,7.5,2.58,Warning Prompt in Driver Display
VOLVO-VRU-2152,Cyclist Fast,25.4,4.2,2.35,Warning Prompt in Driver Display
VOLVO-VRU-2153,Cyclist Fast,30.0,3.6,2.62,Warning Prompt in Driver Display
VOLVO-VRU-2154,Pedestrian Running,33.5,5.1,2.41,Warning Prompt in Driver Display
VOLVO-VRU-2155,Pedestrian Walking,21.1,2.2,1.49,Automatic Emergency Braking (AEB)
VOLVO-VRU-2156,Pedestrian Running,37.9,2.6,3.26,Warning Prompt in Driver Display
VOLVO-VRU-2157,Pedestrian Walking,31.0,5.0,2.53,Warning Prompt in Driver Display
VOLVO-VRU-2158,Cyclist Fast,24.0,3.9,2.13,Warning Prompt in Driver Display
VOLVO-VRU-2159,Cyclist Fast,30.2,6.5,1.79,Automatic Emergency Braking (AEB)
VOLVO-VRU-2160,Child Crossing,38.4,4.0,3.06,Warning Prompt in Driver Display
VOLVO-VRU-2161,Pedestrian Walking,42.9,2.3,3.49,Warning Prompt in Driver Display
VOLVO-VRU-2162,Pedestrian Walking,27.0,2.0,2.01,Warning Prompt in Driver Display
VOLVO-VRU-2163,E-Scooter Commuter,41.7,4.5,3.2,Warning Prompt in Driver Display
VOLVO-VRU-2164,Cyclist Fast,34.0,4.1,2.44,Warning Prompt in Driver Display
VOLVO-VRU-2165,Pedestrian Walking,21.9,3.6,2.01,Warning Prompt in Driver Display
VOLVO-VRU-2166,Pedestrian Running,12.5,3.4,0.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2167,Cyclist Fast,10.9,4.7,0.71,Automatic Emergency Braking (AEB)
VOLVO-VRU-2168,Pedestrian Walking,12.9,3.1,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-2169,Pedestrian Walking,38.7,1.4,3.77,Warning Prompt in Driver Display
VOLVO-VRU-2170,Pedestrian Walking,33.0,1.3,2.84,Warning Prompt in Driver Display
VOLVO-VRU-2171,Pedestrian Walking,44.4,4.7,3.22,Warning Prompt in Driver Display
VOLVO-VRU-2172,Child Crossing,41.2,5.3,2.76,Warning Prompt in Driver Display
VOLVO-VRU-2173,Cyclist Fast,20.0,1.1,2.13,Warning Prompt in Driver Display
VOLVO-VRU-2174,Pedestrian Running,16.7,4.2,1.3,Automatic Emergency Braking (AEB)
VOLVO-VRU-2175,Pedestrian Running,11.2,6.6,0.64,Automatic Emergency Braking (AEB)
VOLVO-VRU-2176,Pedestrian Running,19.5,6.2,1.26,Automatic Emergency Braking (AEB)
VOLVO-VRU-2177,Child Crossing,23.4,6.2,1.2,Automatic Emergency Braking (AEB)
VOLVO-VRU-2178,Pedestrian Walking,24.7,6.8,1.35,Automatic Emergency Braking (AEB)
VOLVO-VRU-2179,E-Scooter Commuter,29.0,6.2,2.07,Warning Prompt in Driver Display
VOLVO-VRU-2180,Pedestrian Walking,38.1,4.1,2.85,Warning Prompt in Driver Display
VOLVO-VRU-2181,Pedestrian Walking,18.3,6.6,1.66,Automatic Emergency Braking (AEB)
VOLVO-VRU-2182,Pedestrian Walking,33.6,5.7,2.55,Warning Prompt in Driver Display
VOLVO-VRU-2183,Cyclist Fast,23.1,6.5,1.38,Automatic Emergency Braking (AEB)
VOLVO-VRU-2184,Pedestrian Walking,21.9,3.7,1.82,Warning Prompt in Driver Display
VOLVO-VRU-2185,Cyclist Fast,20.9,5.4,1.54,Automatic Emergency Braking (AEB)
VOLVO-VRU-2186,Cyclist Fast,27.6,5.7,1.9,Warning Prompt in Driver Display
VOLVO-VRU-2187,Pedestrian Walking,28.6,1.9,2.56,Warning Prompt in Driver Display
VOLVO-VRU-2188,Pedestrian Walking,12.5,5.6,0.61,Automatic Emergency Braking (AEB)
VOLVO-VRU-2189,Pedestrian Running,10.7,5.9,0.92,Automatic Emergency Braking (AEB)
VOLVO-VRU-2190,Cyclist Fast,24.5,6.4,1.59,Automatic Emergency Braking (AEB)
VOLVO-VRU-2191,Child Crossing,12.8,6.0,1.18,Automatic Emergency Braking (AEB)
VOLVO-VRU-2192,Cyclist Fast,5.3,4.9,0.62,Automatic Emergency Braking (AEB)
VOLVO-VRU-2193,Pedestrian Running,37.5,4.7,3.34,Warning Prompt in Driver Display
VOLVO-VRU-2194,Pedestrian Walking,16.0,3.0,0.87,Automatic Emergency Braking (AEB)
VOLVO-VRU-2195,Pedestrian Walking,40.9,1.8,4.02,Warning Prompt in Driver Display
VOLVO-VRU-2196,Pedestrian Walking,16.7,5.9,0.63,Automatic Emergency Braking (AEB)
VOLVO-VRU-2197,Cyclist Fast,7.3,4.4,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2198,E-Scooter Commuter,44.4,3.1,3.97,Warning Prompt in Driver Display
VOLVO-VRU-2199,Cyclist Fast,31.4,4.8,2.35,Warning Prompt in Driver Display
VOLVO-VRU-2200,Cyclist Fast,8.1,4.3,0.8,Automatic Emergency Braking (AEB)
VOLVO-VRU-2201,E-Scooter Commuter,26.3,1.2,2.65,Warning Prompt in Driver Display
VOLVO-VRU-2202,Pedestrian Walking,42.0,4.2,3.62,Warning Prompt in Driver Display
VOLVO-VRU-2203,Pedestrian Walking,24.9,1.9,2.25,Warning Prompt in Driver Display
VOLVO-VRU-2204,Pedestrian Running,27.2,1.3,2.73,Warning Prompt in Driver Display
VOLVO-VRU-2205,Pedestrian Walking,31.4,1.6,2.83,Warning Prompt in Driver Display
VOLVO-VRU-2206,Pedestrian Running,13.3,6.0,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-2207,Pedestrian Walking,26.8,6.5,1.69,Automatic Emergency Braking (AEB)
VOLVO-VRU-2208,Pedestrian Walking,12.0,1.1,1.14,Automatic Emergency Braking (AEB)
VOLVO-VRU-2209,Pedestrian Running,15.0,3.6,1.15,Automatic Emergency Braking (AEB)
VOLVO-VRU-2210,Pedestrian Running,24.5,5.3,2.18,Warning Prompt in Driver Display
VOLVO-VRU-2211,E-Scooter Commuter,17.3,6.8,1.19,Automatic Emergency Braking (AEB)
VOLVO-VRU-2212,Pedestrian Running,32.9,5.2,2.3,Warning Prompt in Driver Display
VOLVO-VRU-2213,Pedestrian Walking,22.4,2.8,2.2,Warning Prompt in Driver Display
VOLVO-VRU-2214,Pedestrian Walking,24.9,7.4,1.52,Automatic Emergency Braking (AEB)
VOLVO-VRU-2215,E-Scooter Commuter,25.6,4.1,1.78,Automatic Emergency Braking (AEB)
VOLVO-VRU-2216,Cyclist Fast,16.2,5.6,0.98,Automatic Emergency Braking (AEB)
VOLVO-VRU-2217,Cyclist Fast,18.7,5.2,1.04,Automatic Emergency Braking (AEB)
VOLVO-VRU-2218,Pedestrian Walking,35.0,3.9,2.61,Warning Prompt in Driver Display
VOLVO-VRU-2219,Cyclist Fast,26.3,2.0,2.77,Warning Prompt in Driver Display
VOLVO-VRU-2220,E-Scooter Commuter,32.1,4.7,2.32,Warning Prompt in Driver Display
VOLVO-VRU-2221,Cyclist Fast,36.5,5.6,2.31,Warning Prompt in Driver Display
VOLVO-VRU-2222,Pedestrian Walking,43.8,5.6,2.97,Warning Prompt in Driver Display
VOLVO-VRU-2223,Pedestrian Running,7.5,5.1,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2224,Pedestrian Walking,33.2,3.3,2.69,Warning Prompt in Driver Display
VOLVO-VRU-2225,Pedestrian Walking,7.5,3.2,0.91,Automatic Emergency Braking (AEB)
VOLVO-VRU-2226,Cyclist Fast,27.4,7.1,1.7,Automatic Emergency Braking (AEB)
VOLVO-VRU-2227,Pedestrian Walking,20.0,5.2,1.3,Automatic Emergency Braking (AEB)
VOLVO-VRU-2228,Pedestrian Walking,30.9,4.9,2.04,Warning Prompt in Driver Display
VOLVO-VRU-2229,Pedestrian Walking,16.4,5.2,1.57,Automatic Emergency Braking (AEB)
VOLVO-VRU-2230,Pedestrian Walking,19.5,3.4,1.59,Automatic Emergency Braking (AEB)
VOLVO-VRU-2231,Cyclist Fast,12.0,5.9,1.18,Automatic Emergency Braking (AEB)
VOLVO-VRU-2232,Pedestrian Walking,20.1,5.9,1.45,Automatic Emergency Braking (AEB)
VOLVO-VRU-2233,Child Crossing,14.1,4.1,1.09,Automatic Emergency Braking (AEB)
VOLVO-VRU-2234,Cyclist Fast,8.8,3.0,0.6,Automatic Emergency Braking (AEB)
VOLVO-VRU-2235,Cyclist Fast,18.6,6.6,0.89,Automatic Emergency Braking (AEB)
VOLVO-VRU-2236,Pedestrian Running,34.3,2.4,3.12,Warning Prompt in Driver Display
VOLVO-VRU-2237,Pedestrian Walking,36.7,7.5,2.42,Warning Prompt in Driver Display
VOLVO-VRU-2238,Cyclist Fast,35.8,3.0,3.19,Warning Prompt in Driver Display
VOLVO-VRU-2239,Pedestrian Walking,44.6,2.7,3.92,Warning Prompt in Driver Display
