Aero_Run_ID,Speed_kmh,Lateral_Acceleration_G,ALA_Flap_State,Total_Downforce_kg,Inner_Wheel_Yaw_Load_pct
LAMBO-ALA-2635,316.2,0.24,High Downforce (Flaps Closed),443.4,54.8
LAMBO-ALA-2636,130.6,-1.48,Low Drag (Flaps Open),19.6,28.0
LAMBO-ALA-2637,133.1,-0.74,Low Drag (Flaps Open),23.7,42.5
LAMBO-ALA-2638,151.4,-1.19,Aero-Vectoring Right,79.8,35.3
LAMBO-ALA-2639,309.8,-0.53,High Downforce (Flaps Closed),446.3,41.3
LAMBO-ALA-2640,130.0,-0.55,Aero-Vectoring Left,54.0,45.0
LAMBO-ALA-2641,258.7,1.43,Aero-Vectoring Left,219.1,68.6
LAMBO-ALA-2642,184.1,-0.46,High Downforce (Flaps Closed),159.7,42.7
LAMBO-ALA-2643,221.2,1.01,High Downforce (Flaps Closed),220.4,65.1
LAMBO-ALA-2644,281.1,-0.87,High Downforce (Flaps Closed),351.2,37.1
LAMBO-ALA-2645,189.9,-0.94,Aero-Vectoring Left,108.8,35.6
LAMBO-ALA-2646,208.7,1.06,High Downforce (Flaps Closed),195.0,66.6
LAMBO-ALA-2647,322.5,0.18,Aero-Vectoring Right,328.2,51.8
LAMBO-ALA-2648,279.6,-0.26,Low Drag (Flaps Open),110.2,47.9
LAMBO-ALA-2649,147.1,-0.29,Low Drag (Flaps Open),24.2,43.7
LAMBO-ALA-2650,300.4,-1.35,High Downforce (Flaps Closed),413.5,34.5
LAMBO-ALA-2651,212.3,1.33,High Downforce (Flaps Closed),196.8,68.1
LAMBO-ALA-2652,259.9,-1.43,Aero-Vectoring Right,213.6,29.2
LAMBO-ALA-2653,328.6,0.95,Low Drag (Flaps Open),156.3,64.4
LAMBO-ALA-2654,161.8,1.26,Low Drag (Flaps Open),33.1,72.0
LAMBO-ALA-2655,217.6,-0.5,High Downforce (Flaps Closed),212.8,41.3
LAMBO-ALA-2656,142.8,0.31,Aero-Vectoring Right,68.3,53.0
LAMBO-ALA-2657,309.7,0.09,High Downforce (Flaps Closed),445.5,46.9
LAMBO-ALA-2658,181.3,0.64,High Downforce (Flaps Closed),158.6,57.5
LAMBO-ALA-2659,298.9,-1.19,High Downforce (Flaps Closed),407.4,32.0
LAMBO-ALA-2660,137.0,-0.07,Low Drag (Flaps Open),30.0,48.0
LAMBO-ALA-2661,294.0,1.27,High Downforce (Flaps Closed),388.7,68.3
LAMBO-ALA-2662,225.1,-0.91,High Downforce (Flaps Closed),236.2,36.2
LAMBO-ALA-2663,157.2,-0.42,Aero-Vectoring Left,81.1,43.4
LAMBO-ALA-2664,260.5,0.55,High Downforce (Flaps Closed),298.3,56.0
LAMBO-ALA-2665,232.2,0.13,Aero-Vectoring Left,173.8,51.5
LAMBO-ALA-2666,183.1,0.76,High Downforce (Flaps Closed),148.3,62.5
LAMBO-ALA-2667,331.5,-1.47,High Downforce (Flaps Closed),496.5,29.0
LAMBO-ALA-2668,225.2,-0.28,High Downforce (Flaps Closed),228.6,45.4
LAMBO-ALA-2669,253.8,-1.36,Aero-Vectoring Right,212.3,32.4
LAMBO-ALA-2670,262.5,-0.31,High Downforce (Flaps Closed),305.1,45.1
LAMBO-ALA-2671,182.0,0.73,Aero-Vectoring Right,98.8,60.6
LAMBO-ALA-2672,207.4,-0.96,High Downforce (Flaps Closed),192.6,37.8
LAMBO-ALA-2673,139.6,-0.59,Aero-Vectoring Right,66.1,44.1
LAMBO-ALA-2674,183.7,-0.48,High Downforce (Flaps Closed),159.8,40.3
LAMBO-ALA-2675,220.8,-0.09,Aero-Vectoring Left,158.8,45.2
LAMBO-ALA-2676,254.3,-0.11,Aero-Vectoring Right,216.6,46.7
LAMBO-ALA-2677,317.0,1.39,High Downforce (Flaps Closed),460.3,72.0
LAMBO-ALA-2678,237.2,1.27,Aero-Vectoring Left,194.1,67.9
LAMBO-ALA-2679,187.9,-1.09,High Downforce (Flaps Closed),168.0,33.6
LAMBO-ALA-2680,239.8,0.43,High Downforce (Flaps Closed),259.1,53.9
LAMBO-ALA-2681,333.3,0.03,High Downforce (Flaps Closed),477.1,50.3
LAMBO-ALA-2682,284.7,-0.91,Aero-Vectoring Right,264.2,42.1
LAMBO-ALA-2683,196.7,-0.17,High Downforce (Flaps Closed),161.3,54.4
LAMBO-ALA-2684,276.3,0.56,High Downforce (Flaps Closed),346.1,55.8
LAMBO-ALA-2685,168.4,0.62,Aero-Vectoring Left,103.5,58.3
LAMBO-ALA-2686,244.5,0.74,Aero-Vectoring Left,200.2,61.8
LAMBO-ALA-2687,277.8,-0.57,Aero-Vectoring Left,243.5,42.4
LAMBO-ALA-2688,148.4,0.03,Low Drag (Flaps Open),28.8,48.0
LAMBO-ALA-2689,253.9,-1.17,Aero-Vectoring Left,209.8,31.8
LAMBO-ALA-2690,134.0,-0.92,Aero-Vectoring Left,50.5,35.6
LAMBO-ALA-2691,330.9,-1.05,Low Drag (Flaps Open),148.5,36.1
LAMBO-ALA-2692,271.6,0.9,Low Drag (Flaps Open),105.3,62.8
LAMBO-ALA-2693,315.8,-0.57,Low Drag (Flaps Open),136.9,41.9
LAMBO-ALA-2694,215.0,-1.11,Low Drag (Flaps Open),61.9,37.4
LAMBO-ALA-2695,271.4,0.52,Low Drag (Flaps Open),103.9,58.1
LAMBO-ALA-2696,169.1,0.95,High Downforce (Flaps Closed),119.7,63.3
LAMBO-ALA-2697,282.6,-0.07,Aero-Vectoring Right,248.7,49.8
LAMBO-ALA-2698,254.7,0.93,Aero-Vectoring Left,213.6,62.6
LAMBO-ALA-2699,321.3,1.0,Aero-Vectoring Left,317.3,64.1
LAMBO-ALA-2700,193.4,1.05,High Downforce (Flaps Closed),152.9,67.8
LAMBO-ALA-2701,295.5,-0.24,Aero-Vectoring Right,284.1,49.8
LAMBO-ALA-2702,137.8,-0.57,Aero-Vectoring Left,58.1,40.3
LAMBO-ALA-2703,289.9,0.13,High Downforce (Flaps Closed),365.1,52.9
LAMBO-ALA-2704,221.9,0.64,High Downforce (Flaps Closed),206.1,55.0
LAMBO-ALA-2705,316.3,-1.22,Aero-Vectoring Right,315.8,30.9
LAMBO-ALA-2706,277.5,1.19,Aero-Vectoring Left,248.8,64.5
LAMBO-ALA-2707,295.8,0.7,High Downforce (Flaps Closed),385.6,58.1
LAMBO-ALA-2708,203.3,0.48,Aero-Vectoring Right,119.5,56.8
LAMBO-ALA-2709,218.8,1.13,High Downforce (Flaps Closed),208.9,64.5
LAMBO-ALA-2710,222.1,0.43,High Downforce (Flaps Closed),205.3,55.4
LAMBO-ALA-2711,198.4,0.57,Low Drag (Flaps Open),56.7,55.9
LAMBO-ALA-2712,260.4,-0.6,Low Drag (Flaps Open),106.2,44.4
LAMBO-ALA-2713,257.0,-0.77,High Downforce (Flaps Closed),298.8,39.1
LAMBO-ALA-2714,131.7,0.56,Low Drag (Flaps Open),25.5,58.2
LAMBO-ALA-2715,149.7,-0.71,Aero-Vectoring Right,69.3,39.4
LAMBO-ALA-2716,227.5,0.69,Low Drag (Flaps Open),80.4,58.5
LAMBO-ALA-2717,170.1,0.61,Aero-Vectoring Right,98.7,57.1
LAMBO-ALA-2718,132.9,0.05,Low Drag (Flaps Open),26.9,47.4
LAMBO-ALA-2719,255.0,1.47,Aero-Vectoring Right,223.3,68.6
LAMBO-ALA-2720,168.1,0.51,High Downforce (Flaps Closed),117.5,62.0
LAMBO-ALA-2721,308.0,-0.99,High Downforce (Flaps Closed),430.5,35.4
LAMBO-ALA-2722,187.2,-0.49,Aero-Vectoring Right,119.4,44.2
LAMBO-ALA-2723,153.4,1.08,Aero-Vectoring Left,68.6,66.0
LAMBO-ALA-2724,280.5,1.32,High Downforce (Flaps Closed),349.0,68.1
LAMBO-ALA-2725,300.7,-0.07,High Downforce (Flaps Closed),421.9,47.3
LAMBO-ALA-2726,210.2,-0.09,High Downforce (Flaps Closed),211.1,46.1
LAMBO-ALA-2727,256.0,0.61,High Downforce (Flaps Closed),303.9,59.2
LAMBO-ALA-2728,224.7,1.35,Aero-Vectoring Left,160.2,68.2
LAMBO-ALA-2729,257.4,1.0,Aero-Vectoring Left,206.8,64.8
LAMBO-ALA-2730,316.5,-0.39,Aero-Vectoring Left,333.7,44.2
LAMBO-ALA-2731,161.4,0.56,Low Drag (Flaps Open),41.9,57.9
LAMBO-ALA-2732,310.4,1.23,Aero-Vectoring Right,293.5,64.7
LAMBO-ALA-2733,270.4,0.33,High Downforce (Flaps Closed),316.5,53.2
LAMBO-ALA-2734,300.0,-0.05,Aero-Vectoring Right,284.8,49.2
LAMBO-ALA-2735,249.2,1.21,High Downforce (Flaps Closed),262.8,70.9
LAMBO-ALA-2736,225.5,-1.26,High Downforce (Flaps Closed),223.3,32.0
LAMBO-ALA-2737,217.4,0.97,High Downforce (Flaps Closed),207.6,64.8
LAMBO-ALA-2738,279.6,0.93,Low Drag (Flaps Open),109.5,64.4
LAMBO-ALA-2739,279.1,0.21,Aero-Vectoring Left,232.3,55.8
LAMBO-ALA-2740,220.8,1.16,High Downforce (Flaps Closed),206.8,65.2
LAMBO-ALA-2741,219.5,0.14,Low Drag (Flaps Open),71.2,50.1
LAMBO-ALA-2742,158.7,-0.17,Aero-Vectoring Right,93.1,50.1
LAMBO-ALA-2743,190.0,0.92,Aero-Vectoring Left,116.4,64.1
LAMBO-ALA-2744,147.8,-0.46,High Downforce (Flaps Closed),114.3,47.6
LAMBO-ALA-2745,245.7,1.33,High Downforce (Flaps Closed),282.6,66.7
LAMBO-ALA-2746,154.1,-0.5,High Downforce (Flaps Closed),105.0,43.2
LAMBO-ALA-2747,180.5,0.88,High Downforce (Flaps Closed),116.9,62.8
LAMBO-ALA-2748,290.2,-0.02,High Downforce (Flaps Closed),388.6,50.3
LAMBO-ALA-2749,133.6,0.08,Low Drag (Flaps Open),16.6,52.3
LAMBO-ALA-2750,155.4,0.31,High Downforce (Flaps Closed),104.2,53.9
LAMBO-ALA-2751,144.6,0.09,Low Drag (Flaps Open),33.4,49.2
LAMBO-ALA-2752,282.7,-0.12,High Downforce (Flaps Closed),362.8,47.9
LAMBO-ALA-2753,279.5,1.48,High Downforce (Flaps Closed),353.3,68.2
LAMBO-ALA-2754,254.4,-1.04,High Downforce (Flaps Closed),285.2,35.4
LAMBO-ALA-2755,177.8,-0.51,High Downforce (Flaps Closed),144.4,43.6
LAMBO-ALA-2756,184.8,-1.33,High Downforce (Flaps Closed),138.1,31.8
LAMBO-ALA-2757,214.8,-0.83,High Downforce (Flaps Closed),208.0,33.7
LAMBO-ALA-2758,210.8,-1.2,Aero-Vectoring Left,145.9,32.9
LAMBO-ALA-2759,330.7,-0.66,Aero-Vectoring Left,351.4,40.6
LAMBO-ALA-2760,328.9,-0.51,Aero-Vectoring Right,355.0,42.1
LAMBO-ALA-2761,267.2,1.24,High Downforce (Flaps Closed),321.6,69.4
LAMBO-ALA-2762,221.8,1.48,High Downforce (Flaps Closed),227.9,72.0
LAMBO-ALA-2763,173.9,-1.14,High Downforce (Flaps Closed),124.9,34.6
LAMBO-ALA-2764,152.3,1.09,High Downforce (Flaps Closed),104.8,65.1
LAMBO-ALA-2765,321.3,1.12,Low Drag (Flaps Open),141.6,65.5
LAMBO-ALA-2766,253.5,-0.64,Low Drag (Flaps Open),86.4,40.4
LAMBO-ALA-2767,237.4,-0.52,High Downforce (Flaps Closed),247.2,37.0
LAMBO-ALA-2768,207.8,-1.46,Aero-Vectoring Right,139.7,30.1
LAMBO-ALA-2769,186.0,-1.27,High Downforce (Flaps Closed),133.2,34.6
LAMBO-ALA-2770,206.8,-0.55,Aero-Vectoring Left,130.9,42.1
LAMBO-ALA-2771,290.4,-1.49,High Downforce (Flaps Closed),378.9,28.3
LAMBO-ALA-2772,270.4,0.48,Aero-Vectoring Right,225.5,53.6
LAMBO-ALA-2773,287.9,-0.81,Aero-Vectoring Right,266.4,40.5
LAMBO-ALA-2774,221.6,0.69,High Downforce (Flaps Closed),219.2,61.0
LAMBO-ALA-2775,166.2,-0.16,Low Drag (Flaps Open),38.7,46.0
LAMBO-ALA-2776,300.8,-0.59,High Downforce (Flaps Closed),406.2,42.6
LAMBO-ALA-2777,240.6,-1.24,Low Drag (Flaps Open),84.6,34.7
LAMBO-ALA-2778,192.3,1.23,Aero-Vectoring Left,107.9,66.4
LAMBO-ALA-2779,183.6,1.11,Low Drag (Flaps Open),41.8,64.8
LAMBO-ALA-2780,229.5,-1.17,High Downforce (Flaps Closed),255.3,31.5
LAMBO-ALA-2781,304.2,-0.05,Aero-Vectoring Right,297.1,46.9
LAMBO-ALA-2782,265.4,0.65,Low Drag (Flaps Open),98.9,60.7
LAMBO-ALA-2783,239.8,-0.95,Low Drag (Flaps Open),84.1,37.7
LAMBO-ALA-2784,230.4,0.83,Aero-Vectoring Right,163.7,59.3
LAMBO-ALA-2785,293.9,-0.06,Aero-Vectoring Left,261.2,47.4
LAMBO-ALA-2786,237.1,0.24,Aero-Vectoring Left,175.5,55.2
LAMBO-ALA-2787,155.7,1.42,High Downforce (Flaps Closed),127.3,67.7
LAMBO-ALA-2788,289.2,-0.72,Low Drag (Flaps Open),117.9,41.0
LAMBO-ALA-2789,304.7,0.9,Low Drag (Flaps Open),123.1,64.9
LAMBO-ALA-2790,204.2,-1.49,Low Drag (Flaps Open),53.8,33.2
LAMBO-ALA-2791,178.3,0.07,High Downforce (Flaps Closed),144.6,49.4
LAMBO-ALA-2792,209.9,-0.65,High Downforce (Flaps Closed),205.0,43.5
LAMBO-ALA-2793,134.9,0.87,Low Drag (Flaps Open),27.2,63.7
LAMBO-ALA-2794,330.1,-0.89,Low Drag (Flaps Open),151.1,37.4
LAMBO-ALA-2795,274.4,-0.37,Low Drag (Flaps Open),101.3,43.3
LAMBO-ALA-2796,292.0,0.93,Low Drag (Flaps Open),126.6,59.8
LAMBO-ALA-2797,209.6,-0.21,High Downforce (Flaps Closed),188.6,46.7
LAMBO-ALA-2798,324.7,-0.73,High Downforce (Flaps Closed),484.5,42.4
LAMBO-ALA-2799,286.6,-0.1,Aero-Vectoring Left,272.6,49.6
LAMBO-ALA-2800,195.7,0.46,High Downforce (Flaps Closed),169.2,55.1
LAMBO-ALA-2801,124.2,-0.21,Aero-Vectoring Left,55.5,44.4
LAMBO-ALA-2802,141.3,0.05,Low Drag (Flaps Open),28.4,48.2
LAMBO-ALA-2803,120.8,1.46,Low Drag (Flaps Open),23.9,70.6
LAMBO-ALA-2804,312.8,1.39,High Downforce (Flaps Closed),444.0,67.2
LAMBO-ALA-2805,142.0,0.87,High Downforce (Flaps Closed),82.3,59.6
LAMBO-ALA-2806,254.8,0.65,Aero-Vectoring Right,204.4,57.6
LAMBO-ALA-2807,332.6,-1.49,High Downforce (Flaps Closed),504.7,29.1
LAMBO-ALA-2808,157.0,-0.52,High Downforce (Flaps Closed),123.7,41.1
LAMBO-ALA-2809,187.9,-0.88,Low Drag (Flaps Open),40.8,40.2
LAMBO-ALA-2810,288.5,-0.19,Low Drag (Flaps Open),113.6,46.3
LAMBO-ALA-2811,254.8,-0.29,High Downforce (Flaps Closed),305.0,45.9
LAMBO-ALA-2812,283.3,-0.97,High Downforce (Flaps Closed),350.9,36.9
LAMBO-ALA-2813,138.8,-1.23,Aero-Vectoring Left,61.7,34.2
LAMBO-ALA-2814,172.0,1.14,High Downforce (Flaps Closed),133.6,67.4
LAMBO-ALA-2815,157.5,0.32,Low Drag (Flaps Open),27.7,50.2
LAMBO-ALA-2816,162.3,0.15,High Downforce (Flaps Closed),113.2,53.4
LAMBO-ALA-2817,164.4,-0.0,Aero-Vectoring Left,73.5,52.0
LAMBO-ALA-2818,182.0,-0.79,High Downforce (Flaps Closed),130.9,44.6
LAMBO-ALA-2819,259.1,0.64,Aero-Vectoring Right,220.3,60.0
LAMBO-ALA-2820,165.9,0.06,Low Drag (Flaps Open),42.2,50.6
LAMBO-ALA-2821,185.6,0.05,High Downforce (Flaps Closed),149.7,47.8
LAMBO-ALA-2822,155.6,-0.32,Aero-Vectoring Left,70.4,44.2
LAMBO-ALA-2823,134.2,1.04,Aero-Vectoring Right,67.3,62.8
LAMBO-ALA-2824,130.1,1.38,Low Drag (Flaps Open),28.9,66.4
LAMBO-ALA-2825,293.6,1.24,High Downforce (Flaps Closed),385.7,65.3
LAMBO-ALA-2826,230.0,0.64,Aero-Vectoring Left,168.4,57.5
LAMBO-ALA-2827,152.5,-0.49,Aero-Vectoring Right,85.7,41.6
LAMBO-ALA-2828,264.7,-1.43,Aero-Vectoring Left,225.4,28.0
LAMBO-ALA-2829,315.2,0.45,High Downforce (Flaps Closed),450.4,57.3
LAMBO-ALA-2830,318.0,-0.25,High Downforce (Flaps Closed),454.5,44.4
LAMBO-ALA-2831,219.9,0.52,High Downforce (Flaps Closed),224.4,58.5
LAMBO-ALA-2832,319.6,0.36,High Downforce (Flaps Closed),480.9,55.0
LAMBO-ALA-2833,267.2,-0.26,Aero-Vectoring Left,234.1,47.4
LAMBO-ALA-2834,285.6,-1.23,Low Drag (Flaps Open),110.2,32.0
LAMBO-ALA-2835,256.1,0.87,Low Drag (Flaps Open),94.1,60.4
LAMBO-ALA-2836,239.3,0.15,High Downforce (Flaps Closed),259.6,49.3
LAMBO-ALA-2837,167.0,1.44,High Downforce (Flaps Closed),120.8,68.9
LAMBO-ALA-2838,294.8,-0.21,Aero-Vectoring Right,281.6,45.7
LAMBO-ALA-2839,120.9,0.89,Low Drag (Flaps Open),21.6,61.8
LAMBO-ALA-2840,215.9,0.69,High Downforce (Flaps Closed),215.5,59.4
LAMBO-ALA-2841,212.1,-1.08,Aero-Vectoring Left,144.0,33.2
LAMBO-ALA-2842,153.4,-0.83,High Downforce (Flaps Closed),86.6,35.2
LAMBO-ALA-2843,183.7,-0.97,Aero-Vectoring Right,110.7,33.6
LAMBO-ALA-2844,161.6,1.45,Aero-Vectoring Left,77.7,70.5
LAMBO-ALA-2845,159.3,-0.03,High Downforce (Flaps Closed),120.4,50.9
LAMBO-ALA-2846,330.4,0.76,Aero-Vectoring Left,335.3,60.1
LAMBO-ALA-2847,250.5,0.56,Aero-Vectoring Right,194.0,59.4
LAMBO-ALA-2848,151.9,0.18,High Downforce (Flaps Closed),99.0,49.7
LAMBO-ALA-2849,274.6,1.09,High Downforce (Flaps Closed),353.0,64.3
LAMBO-ALA-2850,148.7,1.3,Aero-Vectoring Left,61.0,70.9
LAMBO-ALA-2851,324.0,0.69,Aero-Vectoring Left,334.9,61.7
LAMBO-ALA-2852,306.5,0.18,Aero-Vectoring Left,302.1,53.7
LAMBO-ALA-2853,247.1,-0.44,Aero-Vectoring Right,203.9,42.7
LAMBO-ALA-2854,199.7,-1.45,Low Drag (Flaps Open),52.6,28.5
LAMBO-ALA-2855,244.1,1.34,Aero-Vectoring Left,189.7,70.2
LAMBO-ALA-2856,207.5,-1.37,High Downforce (Flaps Closed),199.4,28.6
LAMBO-ALA-2857,312.5,-0.99,Aero-Vectoring Right,316.6,35.4
LAMBO-ALA-2858,271.8,-1.46,Low Drag (Flaps Open),112.2,31.5
LAMBO-ALA-2859,194.6,1.43,High Downforce (Flaps Closed),160.2,69.0
LAMBO-ALA-2860,223.4,-0.93,Low Drag (Flaps Open),77.4,38.7
LAMBO-ALA-2861,144.3,0.29,Aero-Vectoring Left,71.0,51.3
LAMBO-ALA-2862,227.1,-1.23,Aero-Vectoring Right,178.2,33.7
LAMBO-ALA-2863,122.6,0.42,Low Drag (Flaps Open),30.9,54.0
LAMBO-ALA-2864,291.0,-1.36,High Downforce (Flaps Closed),390.2,28.7
LAMBO-ALA-2865,154.8,-0.5,Aero-Vectoring Right,66.9,45.0
LAMBO-ALA-2866,272.2,1.3,Low Drag (Flaps Open),96.1,68.4
LAMBO-ALA-2867,264.4,-0.26,High Downforce (Flaps Closed),305.9,45.6
LAMBO-ALA-2868,175.7,-0.38,Aero-Vectoring Right,97.5,46.8
LAMBO-ALA-2869,288.6,0.27,Aero-Vectoring Left,283.6,54.3
LAMBO-ALA-2870,208.9,-0.4,High Downforce (Flaps Closed),202.7,43.5
LAMBO-ALA-2871,224.8,0.96,High Downforce (Flaps Closed),246.5,61.2
LAMBO-ALA-2872,145.4,-0.97,Low Drag (Flaps Open),34.4,34.6
LAMBO-ALA-2873,268.6,-1.27,Low Drag (Flaps Open),104.0,32.8
LAMBO-ALA-2874,178.2,1.43,Low Drag (Flaps Open),31.2,70.1
LAMBO-ALA-2875,322.1,1.46,Low Drag (Flaps Open),155.3,70.5
LAMBO-ALA-2876,181.4,0.42,Aero-Vectoring Left,108.7,53.8
LAMBO-ALA-2877,159.2,-0.71,High Downforce (Flaps Closed),98.5,39.6
LAMBO-ALA-2878,265.4,-1.14,Aero-Vectoring Right,222.7,34.1
LAMBO-ALA-2879,149.1,-1.03,High Downforce (Flaps Closed),86.9,35.2
LAMBO-ALA-2880,154.6,-1.26,High Downforce (Flaps Closed),120.1,32.9
LAMBO-ALA-2881,212.6,0.72,Aero-Vectoring Left,140.5,56.6
LAMBO-ALA-2882,178.3,-0.63,High Downforce (Flaps Closed),119.0,42.1
LAMBO-ALA-2883,325.0,-0.91,Aero-Vectoring Right,342.5,35.4
LAMBO-ALA-2884,236.9,-0.31,Low Drag (Flaps Open),78.1,46.3
LAMBO-ALA-2885,263.7,0.68,Aero-Vectoring Right,219.6,60.5
LAMBO-ALA-2886,335.2,1.45,Aero-Vectoring Right,370.6,71.5
LAMBO-ALA-2887,272.2,0.77,High Downforce (Flaps Closed),328.0,60.5
LAMBO-ALA-2888,286.7,1.03,Aero-Vectoring Left,248.5,64.0
LAMBO-ALA-2889,198.3,0.48,Low Drag (Flaps Open),58.7,55.3
LAMBO-ALA-2890,337.1,0.93,Aero-Vectoring Right,348.9,61.5
LAMBO-ALA-2891,199.8,0.69,High Downforce (Flaps Closed),172.5,59.9
LAMBO-ALA-2892,192.8,-1.09,Aero-Vectoring Right,115.7,32.5
LAMBO-ALA-2893,286.3,1.38,Aero-Vectoring Left,261.1,69.4
LAMBO-ALA-2894,152.1,-1.31,Low Drag (Flaps Open),36.0,32.0
LAMBO-ALA-2895,205.3,-1.18,Aero-Vectoring Right,130.7,33.6
LAMBO-ALA-2896,268.3,1.23,Aero-Vectoring Left,231.4,68.3
LAMBO-ALA-2897,240.9,-0.79,Aero-Vectoring Left,185.5,40.9
LAMBO-ALA-2898,329.9,1.31,High Downforce (Flaps Closed),483.2,67.8
LAMBO-ALA-2899,285.0,-0.1,Aero-Vectoring Left,264.0,51.5
LAMBO-ALA-2900,245.1,-0.44,Aero-Vectoring Right,184.2,44.4
LAMBO-ALA-2901,180.8,-0.83,Low Drag (Flaps Open),52.4,41.4
LAMBO-ALA-2902,196.8,-1.38,Aero-Vectoring Left,130.5,30.9
LAMBO-ALA-2903,237.0,0.96,High Downforce (Flaps Closed),252.8,60.7
LAMBO-ALA-2904,332.9,0.05,Low Drag (Flaps Open),154.6,51.6
LAMBO-ALA-2905,167.3,1.01,High Downforce (Flaps Closed),116.0,64.7
LAMBO-ALA-2906,216.2,0.66,Aero-Vectoring Left,143.1,56.0
LAMBO-ALA-2907,290.1,-1.45,Aero-Vectoring Right,271.2,28.0
LAMBO-ALA-2908,291.1,0.78,Low Drag (Flaps Open),119.6,65.2
LAMBO-ALA-2909,225.4,-0.51,High Downforce (Flaps Closed),244.9,46.7
LAMBO-ALA-2910,283.8,-0.59,Low Drag (Flaps Open),112.4,45.1
LAMBO-ALA-2911,218.2,-0.11,Aero-Vectoring Right,162.1,50.6
LAMBO-ALA-2912,193.6,-0.79,High Downforce (Flaps Closed),166.7,39.4
LAMBO-ALA-2913,238.6,-0.52,Aero-Vectoring Left,185.6,43.9
LAMBO-ALA-2914,183.6,0.81,High Downforce (Flaps Closed),158.3,58.7
LAMBO-ALA-2915,269.0,0.71,Aero-Vectoring Left,240.1,61.7
LAMBO-ALA-2916,229.7,-1.22,Aero-Vectoring Left,177.4,32.0
LAMBO-ALA-2917,120.2,-0.74,High Downforce (Flaps Closed),68.4,39.3
LAMBO-ALA-2918,272.6,-1.0,High Downforce (Flaps Closed),334.9,32.9
LAMBO-ALA-2919,327.5,-0.57,Aero-Vectoring Left,361.3,41.2
LAMBO-ALA-2920,235.8,0.44,High Downforce (Flaps Closed),260.6,51.7
LAMBO-ALA-2921,197.5,0.96,High Downforce (Flaps Closed),182.7,63.3
LAMBO-ALA-2922,210.3,0.51,Aero-Vectoring Left,135.4,55.5
LAMBO-ALA-2923,250.7,-0.35,Aero-Vectoring Right,202.2,46.2
LAMBO-ALA-2924,252.4,-1.32,Low Drag (Flaps Open),89.4,32.7
LAMBO-ALA-2925,252.0,1.38,Aero-Vectoring Left,197.0,69.2
LAMBO-ALA-2926,192.7,0.24,Aero-Vectoring Left,118.2,53.9
LAMBO-ALA-2927,227.2,1.48,High Downforce (Flaps Closed),234.3,69.4
LAMBO-ALA-2928,167.2,1.13,High Downforce (Flaps Closed),122.5,67.3
LAMBO-ALA-2929,269.3,-1.48,Low Drag (Flaps Open),104.2,28.4
LAMBO-ALA-2930,249.5,-1.13,High Downforce (Flaps Closed),280.6,32.8
LAMBO-ALA-2931,301.7,-1.43,Aero-Vectoring Left,288.5,28.7
LAMBO-ALA-2932,188.5,-1.36,Aero-Vectoring Left,109.9,31.3
LAMBO-ALA-2933,155.5,-0.55,High Downforce (Flaps Closed),88.0,40.7
LAMBO-ALA-2934,128.7,-0.46,Low Drag (Flaps Open),25.9,44.5
LAMBO-ALA-2935,239.0,0.12,Low Drag (Flaps Open),86.5,50.1
LAMBO-ALA-2936,186.3,-1.0,Aero-Vectoring Right,114.8,35.7
LAMBO-ALA-2937,146.3,0.46,High Downforce (Flaps Closed),95.4,56.8
LAMBO-ALA-2938,154.8,-1.28,Aero-Vectoring Right,86.9,31.2
LAMBO-ALA-2939,270.5,1.06,Aero-Vectoring Left,234.9,63.8
LAMBO-ALA-2940,206.5,-0.03,Low Drag (Flaps Open),63.8,47.8
LAMBO-ALA-2941,234.3,-1.12,High Downforce (Flaps Closed),244.0,31.7
LAMBO-ALA-2942,287.0,-0.38,Low Drag (Flaps Open),105.5,49.5
LAMBO-ALA-2943,152.6,0.73,High Downforce (Flaps Closed),89.6,60.3
LAMBO-ALA-2944,263.2,-0.39,Low Drag (Flaps Open),101.3,40.4
LAMBO-ALA-2945,195.5,1.43,High Downforce (Flaps Closed),163.0,70.6
LAMBO-ALA-2946,151.5,1.47,Aero-Vectoring Right,88.2,67.5
LAMBO-ALA-2947,322.1,1.47,Aero-Vectoring Left,340.7,70.3
LAMBO-ALA-2948,293.3,0.02,High Downforce (Flaps Closed),393.1,47.8
LAMBO-ALA-2949,241.0,0.36,Aero-Vectoring Right,186.4,54.4
LAMBO-ALA-2950,314.0,-1.36,Aero-Vectoring Left,312.1,29.6
LAMBO-ALA-2951,334.6,1.09,High Downforce (Flaps Closed),502.1,61.3
LAMBO-ALA-2952,227.1,1.29,Aero-Vectoring Right,155.9,67.8
LAMBO-ALA-2953,203.4,-0.65,High Downforce (Flaps Closed),185.1,42.5
LAMBO-ALA-2954,152.6,1.45,Aero-Vectoring Left,66.8,68.0
LAMBO-ALA-2955,162.4,-0.88,High Downforce (Flaps Closed),125.2,39.7
LAMBO-ALA-2956,278.8,1.07,High Downforce (Flaps Closed),369.1,63.6
LAMBO-ALA-2957,194.5,1.07,Aero-Vectoring Left,116.6,67.0
LAMBO-ALA-2958,229.3,0.62,High Downforce (Flaps Closed),234.0,60.1
LAMBO-ALA-2959,146.3,-0.38,Low Drag (Flaps Open),27.2,43.6
LAMBO-ALA-2960,163.1,1.46,Aero-Vectoring Left,91.5,68.4
LAMBO-ALA-2961,256.0,0.94,Low Drag (Flaps Open),84.4,60.7
