Combustion_Cycle_ID,Engine_Speed_RPM,Twin_Turbo_Boost_Bar,Pre_Chamber_Temp_C,Turbulent_Jet_Velocity_m_s,Knock_Sensor_Volts,Combustion_State
MASERATI-MC20-1985,4941,2.64,839.9,92.9,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1986,4327,2.12,805.7,88.6,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1987,2246,1.56,784.7,73.6,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1988,4039,2.0,811.3,73.6,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1989,5456,2.62,848.1,86.2,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1990,3824,2.21,815.7,82.4,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1991,3583,2.15,866.1,83.2,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1992,6339,2.63,881.5,87.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1993,5732,2.61,841.5,89.3,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1994,3255,1.68,783.4,75.3,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1995,6100,2.68,835.5,85.8,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1996,2648,1.68,778.6,79.0,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-1997,7337,3.12,874.1,98.0,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1998,6553,2.73,848.8,98.7,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-1999,2872,1.7,778.0,73.3,0.57,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2000,6491,2.79,883.3,98.3,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2001,3267,2.19,789.2,87.5,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2002,4580,2.45,817.4,95.1,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2003,7173,2.96,855.3,101.1,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2004,7030,2.87,851.9,90.7,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2005,6811,2.87,876.2,97.7,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2006,5324,2.65,866.1,91.0,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2007,2887,1.94,798.6,79.9,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2008,3036,1.83,793.3,86.9,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2009,2942,1.79,757.8,77.8,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2010,6804,2.61,821.4,90.2,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2011,7021,2.7,838.1,81.3,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2012,2563,1.68,790.4,76.7,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2013,3441,1.98,787.2,80.5,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2014,2733,1.72,763.3,76.8,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2015,6593,2.6,821.1,91.8,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2016,2532,2.13,825.2,78.8,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2017,4992,2.08,814.0,80.6,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2018,4079,2.27,804.0,84.0,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2019,2068,1.42,760.6,80.7,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2020,5056,2.26,817.7,89.6,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2021,2234,1.81,731.8,77.7,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2022,4710,2.56,815.4,92.0,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2023,2200,1.54,762.2,70.6,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2024,3926,2.08,778.1,85.9,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2025,4868,2.3,807.1,91.5,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2026,2688,1.98,765.6,71.1,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2027,7028,3.16,868.7,97.1,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2028,3012,1.94,816.0,74.2,0.85,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2029,7551,3.06,878.8,105.1,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2030,3579,2.06,808.7,81.6,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2031,2777,1.82,779.5,79.5,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2032,7464,2.93,877.9,99.3,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2033,3546,2.05,832.0,81.6,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2034,2770,1.82,772.4,77.8,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2035,3082,1.87,768.6,75.6,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2036,3982,2.43,829.4,79.5,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2037,6616,2.81,842.7,88.3,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2038,4914,2.4,787.1,86.2,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2039,6650,2.74,829.4,98.7,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2040,3725,1.83,804.4,77.8,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2041,5279,2.29,812.3,87.6,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2042,2016,1.62,799.7,80.6,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2043,2293,1.61,754.2,71.5,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2044,5473,2.52,876.8,88.5,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2045,3059,1.86,765.6,80.1,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2046,3914,2.09,804.7,83.8,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2047,7774,2.9,849.9,103.3,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2048,5659,2.38,839.4,88.8,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2049,5601,2.48,840.3,83.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2050,4934,2.45,795.9,87.1,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2051,2148,1.88,791.2,77.2,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2052,4032,1.98,825.3,74.1,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2053,3963,2.09,801.7,83.0,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2054,6724,2.79,828.3,96.3,1.02,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2055,7707,3.16,910.9,98.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2056,6899,2.82,884.1,92.6,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2057,7479,3.07,866.7,101.6,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2058,7500,2.94,876.2,98.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2059,3071,1.79,796.7,70.1,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2060,4363,2.04,740.9,81.7,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2061,5925,2.31,824.8,85.2,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2062,2984,1.93,769.3,78.8,0.6,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2063,3512,2.04,795.3,82.5,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2064,4762,2.37,851.7,87.5,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2065,7496,3.02,886.7,102.7,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2066,4388,2.29,796.1,87.2,0.99,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2067,3103,1.73,764.5,86.2,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2068,3521,2.02,798.7,81.5,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2069,4854,2.38,821.5,86.5,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2070,6369,2.66,863.5,88.7,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2071,3407,1.95,806.3,79.4,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2072,6803,2.75,867.5,95.7,0.98,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2073,6739,2.87,879.1,100.4,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2074,2899,1.63,776.5,79.1,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2075,4291,2.18,808.8,84.7,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2076,6326,2.54,837.2,87.7,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2077,2860,2.0,797.8,80.4,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2078,2233,1.88,788.5,80.9,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2079,2290,1.92,771.7,72.6,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2080,6496,2.72,865.8,92.3,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2081,6841,2.54,824.6,97.1,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2082,6322,2.83,828.3,101.7,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2083,4419,2.35,816.7,96.4,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2084,4540,2.38,858.4,80.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2085,6021,2.6,801.1,88.5,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2086,6211,2.75,844.9,91.5,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2087,7180,2.82,857.2,95.2,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2088,6710,2.8,865.0,92.5,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2089,7270,3.25,885.9,104.0,0.93,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2090,5833,2.61,852.3,89.9,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2091,7150,2.89,872.9,87.4,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2092,3395,1.8,755.2,80.3,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2093,4291,2.05,799.4,83.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2094,2820,1.64,750.0,75.4,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2095,6465,2.38,868.3,83.6,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2096,3631,1.83,772.2,78.4,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2097,5163,2.53,822.0,89.9,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2098,6713,2.61,842.2,91.7,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2099,5048,2.09,799.7,82.3,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2100,4307,2.21,839.1,89.5,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2101,7196,2.32,815.4,88.9,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2102,3705,2.27,798.7,79.3,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2103,5720,2.62,857.9,93.2,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2104,3517,1.82,808.5,73.1,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2105,3823,2.17,812.4,86.6,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2106,7410,2.97,888.0,91.9,1.03,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2107,4449,1.98,776.7,82.2,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2108,4316,2.03,805.8,85.5,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2109,7556,2.76,881.8,94.2,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2110,2231,1.82,766.1,84.3,0.62,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2111,5642,2.4,807.9,79.9,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2112,3368,1.83,779.3,78.1,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2113,7445,3.01,854.5,94.6,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2114,7470,3.08,887.1,104.2,1.01,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2115,3260,2.06,779.8,85.8,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2116,6841,2.74,880.7,93.6,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2117,5779,2.44,824.3,89.6,0.72,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2118,4016,2.11,757.8,87.1,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2119,3778,2.4,838.9,83.1,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2120,7169,2.52,833.1,92.8,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2121,7598,2.94,846.0,98.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2122,7029,2.88,886.9,91.6,0.98,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2123,5433,2.56,858.9,93.4,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2124,4334,2.41,831.6,88.0,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2125,5378,2.53,811.2,90.0,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2126,5864,2.35,807.8,89.4,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2127,3550,2.03,802.4,73.4,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2128,4263,2.11,790.5,83.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2129,5121,2.12,819.4,85.8,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2130,7084,2.65,812.7,88.1,1.0,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2131,5330,2.36,811.0,85.4,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2132,6750,2.75,844.2,97.7,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2133,4529,2.04,818.5,79.7,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2134,4288,2.09,795.2,81.7,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2135,2607,1.72,746.8,75.8,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2136,6165,2.71,855.6,96.8,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2137,6323,2.83,876.6,99.4,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2138,6674,2.86,874.8,99.6,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2139,5901,2.72,884.7,96.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2140,4428,2.3,800.6,85.5,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2141,2147,1.77,809.7,75.7,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2142,2442,1.76,787.5,77.7,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2143,7517,2.81,871.0,87.6,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2144,3344,1.75,807.2,78.3,0.71,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2145,5281,2.36,805.5,93.2,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2146,4280,2.0,750.0,77.0,0.8,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2147,4220,1.93,796.3,82.8,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2148,4491,2.14,802.9,79.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2149,7561,3.08,874.1,104.3,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2150,7420,3.22,901.9,98.3,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2151,5411,2.25,813.3,81.4,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2152,5237,2.6,833.2,94.7,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2153,6186,2.97,847.5,98.7,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2154,2497,1.98,790.4,84.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2155,3147,1.86,773.1,82.0,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2156,2749,1.89,779.0,85.9,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2157,4428,2.51,833.7,85.8,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2158,3909,2.1,784.4,87.5,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2159,4964,2.52,819.4,95.0,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2160,2754,1.63,804.4,76.1,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2161,3330,1.96,764.6,81.4,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2162,5535,2.27,856.4,86.1,0.97,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2163,2463,1.78,775.0,85.2,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2164,6881,2.41,836.5,86.2,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2165,5614,2.48,866.7,87.5,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2166,7530,2.95,885.9,91.4,0.98,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2167,4054,2.12,810.1,83.3,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2168,5495,2.37,811.9,87.1,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2169,2975,1.69,759.4,79.3,0.61,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2170,6420,2.57,827.0,86.8,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2171,5838,2.45,813.5,95.4,0.85,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2172,4838,2.02,785.2,85.3,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2173,5949,2.68,853.0,94.9,1.01,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2174,3217,2.08,819.5,83.2,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2175,7715,2.72,870.8,95.7,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2176,6459,2.48,875.7,87.7,0.88,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2177,2328,1.83,744.2,77.2,0.47,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2178,6652,2.72,849.1,96.9,0.9,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2179,3910,2.02,773.6,81.4,0.66,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2180,6474,2.7,862.5,96.0,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2181,6436,2.76,834.1,92.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2182,5463,2.57,883.3,90.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2183,2295,1.79,806.2,83.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2184,7222,2.62,820.0,91.7,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2185,6835,2.8,834.6,91.2,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2186,7377,3.08,843.1,109.6,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2187,2964,1.78,787.6,69.0,0.89,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2188,6741,2.62,841.4,89.0,0.87,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2189,2910,1.75,764.6,80.1,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2190,6699,2.74,868.5,99.7,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2191,6111,2.46,820.6,94.6,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2192,6672,2.78,846.2,97.8,0.81,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2193,4039,2.22,819.1,92.0,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2194,7669,3.06,921.7,102.9,1.0,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2195,2588,1.85,773.7,80.9,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2196,4941,2.48,872.2,89.0,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2197,3983,2.07,775.5,82.1,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2198,3931,1.97,790.9,80.2,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2199,3436,1.88,807.5,73.0,0.67,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2200,3583,1.86,761.9,78.5,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2201,2059,1.51,750.9,68.9,0.69,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2202,4076,2.27,833.9,83.1,0.95,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2203,7025,2.56,839.1,90.3,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2204,2403,1.66,760.6,74.0,0.64,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2205,4856,2.08,780.3,89.3,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2206,7630,2.96,869.9,98.9,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2207,7661,2.86,859.4,94.4,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2208,2389,1.59,715.1,75.3,0.63,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2209,2102,1.84,778.6,73.8,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2210,7793,3.09,822.6,101.7,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2211,4872,2.06,820.7,84.8,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2212,4263,2.26,828.2,86.2,0.74,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2213,5225,2.86,876.7,103.1,0.86,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2214,5120,2.17,818.0,86.8,0.7,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2215,7308,2.9,858.6,98.3,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2216,3564,2.05,771.1,75.8,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2217,3179,1.8,785.5,81.1,0.65,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2218,5723,2.51,825.1,84.9,0.78,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2219,7738,2.94,864.0,99.0,0.91,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2220,5244,2.37,784.8,90.1,0.84,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2221,6773,2.81,880.4,97.6,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2222,7476,2.91,889.8,91.8,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2223,2934,2.09,788.1,83.6,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2224,6327,2.45,815.0,90.2,0.83,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2225,2856,1.71,766.3,77.3,0.75,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2226,2224,1.56,729.9,68.3,0.73,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2227,5679,2.52,816.9,88.6,0.68,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2228,3900,2.06,805.9,86.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2229,4581,2.5,831.7,91.9,0.82,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2230,4520,2.18,829.9,88.2,0.76,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2231,5584,2.31,798.8,83.4,0.79,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2232,6814,2.71,855.1,97.4,0.92,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2233,3026,1.91,812.6,76.3,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2234,5515,2.25,791.1,94.4,0.77,Stable Pre-Chamber Turbulent Jet Ignition
MASERATI-MC20-2235,7508,3.08,866.5,94.0,0.96,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2236,6419,2.62,855.4,101.9,0.94,Micro-Knock Ingestion / Spark Retard
MASERATI-MC20-2237,3532,2.08,811.7,72.0,0.8,Stable Pre-Chamber Turbulent Jet Ignition
