Claim_ID,Dealership_ID,Replaced_Component,Claim_Amount_USD,Labor_Hours_Billed,Parts_Quantity,Vehicle_Age_Months,True_Fraud_Flag,Anomaly_Flag,Audit_Status
CLAIM-80990,Dealership-D027,Inverter ECU,1430.91,11.4,2,7,0,1,Approved Standard Claim
CLAIM-80991,Dealership-D017,Infotainment Head Unit,3659.77,28.4,4,23,0,1,Approved Standard Claim
CLAIM-80992,Dealership-D029,Inverter ECU,2962.09,26.0,5,29,0,1,Approved Standard Claim
CLAIM-80993,Dealership-D031,Infotainment Head Unit,3750.22,31.0,4,10,0,1,Approved Standard Claim
CLAIM-80994,Dealership-D007,Turbocharger Assembly,3258.35,26.8,7,10,1,-1,High-Risk (Flagged for Audit)
CLAIM-80995,Dealership-D003,Battery Module,451.03,4.4,2,16,0,1,Approved Standard Claim
CLAIM-80996,Dealership-D015,Turbocharger Assembly,2100.4,16.7,4,25,0,1,Approved Standard Claim
CLAIM-80997,Dealership-D041,Transmission Valve Body,7124.84,54.7,1,25,0,-1,High-Risk (Flagged for Audit)
CLAIM-80998,Dealership-D042,Battery Module,1119.78,11.1,1,33,0,1,Approved Standard Claim
CLAIM-80999,Dealership-D034,Turbocharger Assembly,1333.94,12.1,1,46,0,1,Approved Standard Claim
CLAIM-81000,Dealership-D006,Infotainment Head Unit,799.66,5.7,3,23,0,1,Approved Standard Claim
CLAIM-81001,Dealership-D017,Turbocharger Assembly,530.16,3.9,1,11,0,1,Approved Standard Claim
CLAIM-81002,Dealership-D022,Infotainment Head Unit,582.95,4.9,5,17,0,1,Approved Standard Claim
CLAIM-81003,Dealership-D025,Transmission Valve Body,783.82,7.2,2,8,0,1,Approved Standard Claim
CLAIM-81004,Dealership-D003,Transmission Valve Body,451.23,4.9,3,38,0,1,Approved Standard Claim
CLAIM-81005,Dealership-D003,Inverter ECU,662.37,6.7,2,41,0,1,Approved Standard Claim
CLAIM-81006,Dealership-D040,Inverter ECU,1474.94,12.5,1,8,0,1,Approved Standard Claim
CLAIM-81007,Dealership-D020,Brake Caliper Kit,4796.42,43.1,4,33,0,1,Approved Standard Claim
CLAIM-81008,Dealership-D001,Brake Caliper Kit,1425.38,11.1,2,9,0,1,Approved Standard Claim
CLAIM-81009,Dealership-D038,Turbocharger Assembly,2564.81,28.2,4,41,0,1,Approved Standard Claim
CLAIM-81010,Dealership-D037,Turbocharger Assembly,414.13,3.0,2,7,0,1,Approved Standard Claim
CLAIM-81011,Dealership-D026,Brake Caliper Kit,1991.22,19.8,3,41,0,1,Approved Standard Claim
CLAIM-81012,Dealership-D023,Turbocharger Assembly,1915.6,14.6,3,37,0,1,Approved Standard Claim
CLAIM-81013,Dealership-D032,Transmission Valve Body,774.26,5.9,2,14,0,1,Approved Standard Claim
CLAIM-81014,Dealership-D031,Brake Caliper Kit,831.03,7.4,5,12,0,1,Approved Standard Claim
CLAIM-81015,Dealership-D040,Transmission Valve Body,2069.63,21.1,1,16,0,1,Approved Standard Claim
CLAIM-81016,Dealership-D007,Battery Module,998.52,7.3,3,13,0,1,Approved Standard Claim
CLAIM-81017,Dealership-D019,Turbocharger Assembly,2774.84,27.0,2,22,0,1,Approved Standard Claim
CLAIM-81018,Dealership-D012,Brake Caliper Kit,2391.93,18.3,2,15,0,1,Approved Standard Claim
CLAIM-81019,Dealership-D013,Brake Caliper Kit,912.68,8.0,3,16,0,1,Approved Standard Claim
CLAIM-81020,Dealership-D002,Turbocharger Assembly,955.73,8.0,4,9,0,1,Approved Standard Claim
CLAIM-81021,Dealership-D009,Battery Module,2919.95,22.7,3,25,0,1,Approved Standard Claim
CLAIM-81022,Dealership-D032,Inverter ECU,547.01,5.4,3,17,0,1,Approved Standard Claim
CLAIM-81023,Dealership-D005,Brake Caliper Kit,1617.9,14.7,3,26,0,1,Approved Standard Claim
CLAIM-81024,Dealership-D035,Battery Module,1539.24,13.5,3,38,0,1,Approved Standard Claim
CLAIM-81025,Dealership-D012,Infotainment Head Unit,2165.87,17.2,4,35,0,1,Approved Standard Claim
CLAIM-81026,Dealership-D024,Infotainment Head Unit,855.91,7.0,7,23,0,1,Approved Standard Claim
CLAIM-81027,Dealership-D029,Turbocharger Assembly,509.2,4.2,2,6,0,1,Approved Standard Claim
CLAIM-81028,Dealership-D013,Battery Module,3350.86,34.4,2,15,0,1,Approved Standard Claim
CLAIM-81029,Dealership-D006,Battery Module,1366.84,14.3,1,10,0,1,Approved Standard Claim
CLAIM-81030,Dealership-D004,Transmission Valve Body,512.22,3.7,3,32,0,1,Approved Standard Claim
CLAIM-81031,Dealership-D007,Turbocharger Assembly,1634.57,16.1,4,37,0,1,Approved Standard Claim
CLAIM-81032,Dealership-D009,Infotainment Head Unit,2346.01,25.1,2,23,0,1,Approved Standard Claim
CLAIM-81033,Dealership-D002,Inverter ECU,466.41,3.3,1,32,0,1,Approved Standard Claim
CLAIM-81034,Dealership-D009,Battery Module,1808.18,14.6,3,44,0,1,Approved Standard Claim
CLAIM-81035,Dealership-D020,Brake Caliper Kit,726.0,6.0,2,39,0,1,Approved Standard Claim
CLAIM-81036,Dealership-D013,Infotainment Head Unit,2301.39,16.5,4,41,0,1,Approved Standard Claim
CLAIM-81037,Dealership-D015,Inverter ECU,3680.77,39.9,2,25,0,1,Approved Standard Claim
CLAIM-81038,Dealership-D004,Inverter ECU,1134.61,8.2,1,31,0,1,Approved Standard Claim
CLAIM-81039,Dealership-D036,Inverter ECU,886.3,9.3,5,13,0,1,Approved Standard Claim
CLAIM-81040,Dealership-D008,Brake Caliper Kit,6360.35,46.4,2,22,0,-1,High-Risk (Flagged for Audit)
CLAIM-81041,Dealership-D038,Infotainment Head Unit,4030.78,37.3,2,29,0,1,Approved Standard Claim
CLAIM-81042,Dealership-D033,Transmission Valve Body,2184.77,15.9,1,30,0,1,Approved Standard Claim
CLAIM-81043,Dealership-D026,Transmission Valve Body,1682.35,15.6,3,37,0,1,Approved Standard Claim
CLAIM-81044,Dealership-D035,Transmission Valve Body,1193.27,9.5,3,44,0,1,Approved Standard Claim
CLAIM-81045,Dealership-D018,Inverter ECU,708.97,6.4,2,27,0,1,Approved Standard Claim
CLAIM-81046,Dealership-D041,Transmission Valve Body,1286.01,13.9,4,16,0,1,Approved Standard Claim
CLAIM-81047,Dealership-D004,Battery Module,5218.58,38.3,2,45,0,-1,High-Risk (Flagged for Audit)
CLAIM-81048,Dealership-D023,Transmission Valve Body,1899.71,16.0,4,8,0,1,Approved Standard Claim
CLAIM-81049,Dealership-D043,Inverter ECU,909.18,10.0,2,12,0,1,Approved Standard Claim
CLAIM-81050,Dealership-D042,Battery Module,400.3,3.1,2,12,0,1,Approved Standard Claim
CLAIM-81051,Dealership-D008,Transmission Valve Body,974.11,7.0,4,19,0,1,Approved Standard Claim
CLAIM-81052,Dealership-D028,Infotainment Head Unit,730.38,7.5,2,32,0,1,Approved Standard Claim
CLAIM-81053,Dealership-D019,Infotainment Head Unit,4861.12,26.3,6,25,1,-1,High-Risk (Flagged for Audit)
CLAIM-81054,Dealership-D025,Battery Module,1333.72,14.2,3,16,0,1,Approved Standard Claim
CLAIM-81055,Dealership-D021,Turbocharger Assembly,918.58,7.0,2,25,0,1,Approved Standard Claim
CLAIM-81056,Dealership-D029,Transmission Valve Body,1056.69,10.1,4,18,0,1,Approved Standard Claim
CLAIM-81057,Dealership-D040,Transmission Valve Body,1287.79,12.6,2,23,0,1,Approved Standard Claim
CLAIM-81058,Dealership-D001,Inverter ECU,12827.1,94.5,6,39,0,-1,High-Risk (Flagged for Audit)
CLAIM-81059,Dealership-D001,Turbocharger Assembly,1279.11,10.4,3,36,0,1,Approved Standard Claim
CLAIM-81060,Dealership-D037,Brake Caliper Kit,557.61,5.6,1,13,0,1,Approved Standard Claim
CLAIM-81061,Dealership-D012,Infotainment Head Unit,445.38,3.5,2,11,0,1,Approved Standard Claim
CLAIM-81062,Dealership-D039,Infotainment Head Unit,1633.29,14.7,1,14,0,1,Approved Standard Claim
CLAIM-81063,Dealership-D007,Battery Module,2048.79,12.9,8,28,1,-1,High-Risk (Flagged for Audit)
CLAIM-81064,Dealership-D025,Infotainment Head Unit,426.66,3.5,1,38,0,1,Approved Standard Claim
CLAIM-81065,Dealership-D022,Infotainment Head Unit,1149.82,11.1,2,35,0,1,Approved Standard Claim
CLAIM-81066,Dealership-D033,Brake Caliper Kit,733.39,5.8,5,24,0,1,Approved Standard Claim
CLAIM-81067,Dealership-D038,Turbocharger Assembly,638.11,5.9,3,26,0,1,Approved Standard Claim
CLAIM-81068,Dealership-D007,Transmission Valve Body,11205.12,57.2,5,32,1,-1,High-Risk (Flagged for Audit)
CLAIM-81069,Dealership-D023,Battery Module,1258.12,9.0,4,9,0,1,Approved Standard Claim
CLAIM-81070,Dealership-D030,Turbocharger Assembly,1345.78,10.1,1,27,0,1,Approved Standard Claim
CLAIM-81071,Dealership-D042,Brake Caliper Kit,1608.02,16.0,2,9,0,1,Approved Standard Claim
CLAIM-81072,Dealership-D037,Turbocharger Assembly,2256.48,21.7,2,41,0,1,Approved Standard Claim
CLAIM-81073,Dealership-D035,Battery Module,882.49,7.1,2,13,0,1,Approved Standard Claim
CLAIM-81074,Dealership-D026,Brake Caliper Kit,615.7,6.2,6,21,0,1,Approved Standard Claim
CLAIM-81075,Dealership-D042,Transmission Valve Body,1684.25,12.8,4,13,0,1,Approved Standard Claim
CLAIM-81076,Dealership-D017,Transmission Valve Body,1116.79,11.4,4,6,0,1,Approved Standard Claim
CLAIM-81077,Dealership-D041,Battery Module,1903.57,16.5,3,28,0,1,Approved Standard Claim
CLAIM-81078,Dealership-D033,Infotainment Head Unit,1497.86,13.7,2,29,0,1,Approved Standard Claim
CLAIM-81079,Dealership-D034,Infotainment Head Unit,730.97,5.2,1,24,0,1,Approved Standard Claim
CLAIM-81080,Dealership-D038,Turbocharger Assembly,2570.58,21.1,4,37,0,1,Approved Standard Claim
CLAIM-81081,Dealership-D014,Infotainment Head Unit,985.78,8.3,4,12,0,1,Approved Standard Claim
CLAIM-81082,Dealership-D041,Brake Caliper Kit,537.89,4.5,3,20,0,1,Approved Standard Claim
CLAIM-81083,Dealership-D035,Inverter ECU,588.18,6.4,4,35,0,1,Approved Standard Claim
CLAIM-81084,Dealership-D036,Inverter ECU,2093.09,20.9,4,41,0,1,Approved Standard Claim
CLAIM-81085,Dealership-D031,Brake Caliper Kit,2028.16,18.4,5,39,0,1,Approved Standard Claim
CLAIM-81086,Dealership-D023,Infotainment Head Unit,647.79,5.5,2,39,0,1,Approved Standard Claim
CLAIM-81087,Dealership-D015,Infotainment Head Unit,601.26,4.3,5,14,0,1,Approved Standard Claim
CLAIM-81088,Dealership-D036,Transmission Valve Body,517.44,4.8,3,19,0,1,Approved Standard Claim
CLAIM-81089,Dealership-D039,Brake Caliper Kit,562.47,5.1,3,7,0,1,Approved Standard Claim
CLAIM-81090,Dealership-D007,Transmission Valve Body,673.05,5.2,6,32,0,1,Approved Standard Claim
CLAIM-81091,Dealership-D020,Brake Caliper Kit,1067.3,10.6,6,13,0,1,Approved Standard Claim
CLAIM-81092,Dealership-D001,Battery Module,1289.63,9.3,4,13,0,1,Approved Standard Claim
CLAIM-81093,Dealership-D018,Transmission Valve Body,1671.89,15.1,4,8,0,1,Approved Standard Claim
CLAIM-81094,Dealership-D014,Battery Module,2502.01,26.7,4,15,0,1,Approved Standard Claim
CLAIM-81095,Dealership-D037,Transmission Valve Body,1263.62,14.0,4,28,0,1,Approved Standard Claim
CLAIM-81096,Dealership-D008,Infotainment Head Unit,814.22,7.7,3,14,0,1,Approved Standard Claim
CLAIM-81097,Dealership-D015,Transmission Valve Body,5122.01,49.6,5,34,0,-1,High-Risk (Flagged for Audit)
CLAIM-81098,Dealership-D026,Brake Caliper Kit,806.03,8.7,5,33,0,1,Approved Standard Claim
CLAIM-81099,Dealership-D018,Transmission Valve Body,4726.54,48.9,1,41,0,-1,High-Risk (Flagged for Audit)
CLAIM-81100,Dealership-D032,Turbocharger Assembly,3086.48,22.2,6,10,0,1,Approved Standard Claim
CLAIM-81101,Dealership-D037,Infotainment Head Unit,440.01,3.9,4,23,0,1,Approved Standard Claim
CLAIM-81102,Dealership-D042,Transmission Valve Body,3421.26,26.8,4,6,0,1,Approved Standard Claim
CLAIM-81103,Dealership-D021,Infotainment Head Unit,655.29,5.3,3,20,0,1,Approved Standard Claim
CLAIM-81104,Dealership-D037,Infotainment Head Unit,2140.89,16.0,6,6,0,1,Approved Standard Claim
CLAIM-81105,Dealership-D011,Infotainment Head Unit,2556.72,22.0,3,9,0,1,Approved Standard Claim
CLAIM-81106,Dealership-D019,Infotainment Head Unit,7855.15,78.4,6,31,1,-1,High-Risk (Flagged for Audit)
CLAIM-81107,Dealership-D030,Transmission Valve Body,3280.11,29.2,2,28,0,1,Approved Standard Claim
CLAIM-81108,Dealership-D019,Transmission Valve Body,1444.2,13.9,1,18,0,1,Approved Standard Claim
CLAIM-81109,Dealership-D013,Battery Module,3785.82,30.4,4,11,0,1,Approved Standard Claim
CLAIM-81110,Dealership-D018,Infotainment Head Unit,2116.52,22.0,4,8,0,1,Approved Standard Claim
CLAIM-81111,Dealership-D031,Inverter ECU,525.79,5.3,3,23,0,1,Approved Standard Claim
CLAIM-81112,Dealership-D002,Transmission Valve Body,3325.39,26.0,4,6,0,1,Approved Standard Claim
CLAIM-81113,Dealership-D013,Battery Module,2820.31,27.0,2,26,0,1,Approved Standard Claim
CLAIM-81114,Dealership-D001,Inverter ECU,5029.94,45.5,4,41,0,-1,High-Risk (Flagged for Audit)
CLAIM-81115,Dealership-D001,Infotainment Head Unit,1085.56,9.7,5,20,0,1,Approved Standard Claim
CLAIM-81116,Dealership-D001,Infotainment Head Unit,915.83,8.2,3,12,0,1,Approved Standard Claim
CLAIM-81117,Dealership-D027,Transmission Valve Body,1403.87,11.0,2,24,0,1,Approved Standard Claim
CLAIM-81118,Dealership-D040,Transmission Valve Body,2368.51,18.1,3,40,0,1,Approved Standard Claim
CLAIM-81119,Dealership-D006,Brake Caliper Kit,1481.01,12.7,5,15,0,1,Approved Standard Claim
CLAIM-81120,Dealership-D009,Brake Caliper Kit,2423.46,18.3,3,46,0,1,Approved Standard Claim
CLAIM-81121,Dealership-D042,Brake Caliper Kit,936.99,7.0,2,40,0,1,Approved Standard Claim
CLAIM-81122,Dealership-D002,Battery Module,817.4,7.4,2,25,0,1,Approved Standard Claim
CLAIM-81123,Dealership-D012,Battery Module,1625.98,14.9,2,19,0,1,Approved Standard Claim
CLAIM-81124,Dealership-D015,Battery Module,5045.61,38.8,5,27,0,-1,High-Risk (Flagged for Audit)
CLAIM-81125,Dealership-D043,Battery Module,1262.69,11.9,7,18,0,1,Approved Standard Claim
CLAIM-81126,Dealership-D034,Inverter ECU,1798.08,13.8,2,14,0,1,Approved Standard Claim
CLAIM-81127,Dealership-D026,Transmission Valve Body,554.47,4.9,4,35,0,1,Approved Standard Claim
CLAIM-81128,Dealership-D043,Infotainment Head Unit,1808.38,19.6,3,44,0,1,Approved Standard Claim
CLAIM-81129,Dealership-D002,Brake Caliper Kit,822.66,9.0,3,37,0,1,Approved Standard Claim
CLAIM-81130,Dealership-D034,Battery Module,7951.31,50.9,6,26,1,-1,High-Risk (Flagged for Audit)
CLAIM-81131,Dealership-D015,Battery Module,517.09,5.7,2,47,0,1,Approved Standard Claim
CLAIM-81132,Dealership-D023,Inverter ECU,1867.57,13.4,6,34,0,1,Approved Standard Claim
CLAIM-81133,Dealership-D005,Infotainment Head Unit,573.73,5.8,2,7,0,1,Approved Standard Claim
CLAIM-81134,Dealership-D033,Turbocharger Assembly,1865.67,14.7,7,6,0,-1,High-Risk (Flagged for Audit)
CLAIM-81135,Dealership-D022,Battery Module,1355.04,10.6,3,25,0,1,Approved Standard Claim
CLAIM-81136,Dealership-D008,Battery Module,1203.25,12.1,6,22,0,1,Approved Standard Claim
CLAIM-81137,Dealership-D040,Brake Caliper Kit,1198.48,11.1,1,44,0,1,Approved Standard Claim
CLAIM-81138,Dealership-D019,Battery Module,1040.15,8.3,3,18,0,1,Approved Standard Claim
CLAIM-81139,Dealership-D012,Inverter ECU,1098.84,9.4,5,37,0,1,Approved Standard Claim
CLAIM-81140,Dealership-D021,Brake Caliper Kit,1355.53,14.2,3,25,0,1,Approved Standard Claim
CLAIM-81141,Dealership-D024,Inverter ECU,2864.48,29.2,4,37,0,1,Approved Standard Claim
CLAIM-81142,Dealership-D008,Infotainment Head Unit,972.22,7.1,5,29,0,1,Approved Standard Claim
CLAIM-81143,Dealership-D016,Brake Caliper Kit,403.21,4.4,1,31,0,1,Approved Standard Claim
CLAIM-81144,Dealership-D024,Battery Module,1050.55,10.0,1,13,0,1,Approved Standard Claim
CLAIM-81145,Dealership-D032,Infotainment Head Unit,1399.96,12.3,3,21,0,1,Approved Standard Claim
CLAIM-81146,Dealership-D029,Brake Caliper Kit,736.26,5.5,3,11,0,1,Approved Standard Claim
CLAIM-81147,Dealership-D038,Brake Caliper Kit,989.0,9.4,5,8,0,1,Approved Standard Claim
CLAIM-81148,Dealership-D041,Battery Module,433.32,4.7,1,6,0,1,Approved Standard Claim
CLAIM-81149,Dealership-D024,Inverter ECU,565.98,5.5,2,33,0,1,Approved Standard Claim
CLAIM-81150,Dealership-D026,Brake Caliper Kit,511.25,5.6,3,42,0,1,Approved Standard Claim
CLAIM-81151,Dealership-D015,Infotainment Head Unit,1195.48,11.1,2,8,0,1,Approved Standard Claim
CLAIM-81152,Dealership-D020,Turbocharger Assembly,1343.09,14.6,5,25,0,1,Approved Standard Claim
CLAIM-81153,Dealership-D040,Transmission Valve Body,1527.79,11.6,2,20,0,1,Approved Standard Claim
CLAIM-81154,Dealership-D025,Turbocharger Assembly,1253.41,9.1,4,30,0,1,Approved Standard Claim
CLAIM-81155,Dealership-D033,Turbocharger Assembly,1553.46,11.2,6,40,0,1,Approved Standard Claim
CLAIM-81156,Dealership-D036,Battery Module,704.69,7.7,1,10,0,1,Approved Standard Claim
CLAIM-81157,Dealership-D018,Infotainment Head Unit,1302.29,10.5,2,37,0,1,Approved Standard Claim
CLAIM-81158,Dealership-D033,Infotainment Head Unit,3194.01,33.9,8,15,0,-1,High-Risk (Flagged for Audit)
CLAIM-81159,Dealership-D013,Infotainment Head Unit,839.93,6.5,3,12,0,1,Approved Standard Claim
CLAIM-81160,Dealership-D033,Inverter ECU,789.51,7.6,2,19,0,1,Approved Standard Claim
CLAIM-81161,Dealership-D025,Battery Module,1236.44,9.4,3,27,0,1,Approved Standard Claim
CLAIM-81162,Dealership-D009,Transmission Valve Body,696.3,5.8,3,11,0,1,Approved Standard Claim
CLAIM-81163,Dealership-D013,Turbocharger Assembly,1905.48,17.6,2,37,0,1,Approved Standard Claim
CLAIM-81164,Dealership-D014,Inverter ECU,3215.99,24.5,3,31,0,1,Approved Standard Claim
CLAIM-81165,Dealership-D037,Inverter ECU,629.06,4.6,5,46,0,1,Approved Standard Claim
CLAIM-81166,Dealership-D008,Infotainment Head Unit,2326.96,18.2,2,15,0,1,Approved Standard Claim
CLAIM-81167,Dealership-D027,Battery Module,2334.41,20.9,2,41,0,1,Approved Standard Claim
CLAIM-81168,Dealership-D003,Turbocharger Assembly,586.75,5.8,3,13,0,1,Approved Standard Claim
CLAIM-81169,Dealership-D014,Transmission Valve Body,546.29,4.0,2,29,0,1,Approved Standard Claim
CLAIM-81170,Dealership-D006,Battery Module,3246.1,30.2,9,20,0,-1,High-Risk (Flagged for Audit)
CLAIM-81171,Dealership-D021,Infotainment Head Unit,973.71,8.3,1,41,0,1,Approved Standard Claim
CLAIM-81172,Dealership-D041,Transmission Valve Body,1117.49,8.5,3,46,0,1,Approved Standard Claim
CLAIM-81173,Dealership-D029,Infotainment Head Unit,1959.69,19.2,6,8,0,1,Approved Standard Claim
CLAIM-81174,Dealership-D012,Transmission Valve Body,1087.54,11.0,4,35,0,1,Approved Standard Claim
CLAIM-81175,Dealership-D017,Transmission Valve Body,654.59,6.6,4,7,0,1,Approved Standard Claim
CLAIM-81176,Dealership-D029,Battery Module,791.36,6.6,8,24,0,-1,High-Risk (Flagged for Audit)
CLAIM-81177,Dealership-D017,Turbocharger Assembly,437.17,3.9,2,20,0,1,Approved Standard Claim
CLAIM-81178,Dealership-D015,Infotainment Head Unit,3104.51,27.1,2,36,0,1,Approved Standard Claim
CLAIM-81179,Dealership-D002,Infotainment Head Unit,1181.5,10.8,3,6,0,1,Approved Standard Claim
CLAIM-81180,Dealership-D022,Battery Module,1071.48,9.6,4,25,0,1,Approved Standard Claim
CLAIM-81181,Dealership-D006,Brake Caliper Kit,810.92,7.4,3,39,0,1,Approved Standard Claim
CLAIM-81182,Dealership-D027,Turbocharger Assembly,958.99,7.8,7,27,0,1,Approved Standard Claim
CLAIM-81183,Dealership-D034,Inverter ECU,2415.93,18.7,2,40,0,1,Approved Standard Claim
CLAIM-81184,Dealership-D003,Brake Caliper Kit,937.77,8.0,5,37,0,1,Approved Standard Claim
CLAIM-81185,Dealership-D029,Brake Caliper Kit,1210.2,8.7,1,39,0,1,Approved Standard Claim
CLAIM-81186,Dealership-D004,Transmission Valve Body,525.21,4.6,3,20,0,1,Approved Standard Claim
CLAIM-81187,Dealership-D013,Brake Caliper Kit,1044.96,10.5,3,21,0,1,Approved Standard Claim
CLAIM-81188,Dealership-D040,Infotainment Head Unit,696.58,6.6,3,42,0,1,Approved Standard Claim
CLAIM-81189,Dealership-D040,Inverter ECU,2743.07,26.4,2,26,0,1,Approved Standard Claim
CLAIM-81190,Dealership-D036,Inverter ECU,1955.75,17.1,3,19,0,1,Approved Standard Claim
CLAIM-81191,Dealership-D008,Infotainment Head Unit,879.78,7.0,3,32,0,1,Approved Standard Claim
CLAIM-81192,Dealership-D015,Battery Module,1606.89,13.9,3,38,0,1,Approved Standard Claim
CLAIM-81193,Dealership-D002,Brake Caliper Kit,2908.62,21.7,1,8,0,1,Approved Standard Claim
CLAIM-81194,Dealership-D005,Brake Caliper Kit,1466.52,14.5,2,32,0,1,Approved Standard Claim
CLAIM-81195,Dealership-D032,Brake Caliper Kit,3345.32,24.3,5,43,0,1,Approved Standard Claim
CLAIM-81196,Dealership-D035,Brake Caliper Kit,722.79,6.2,3,30,0,1,Approved Standard Claim
CLAIM-81197,Dealership-D038,Infotainment Head Unit,1274.01,9.2,2,33,0,1,Approved Standard Claim
CLAIM-81198,Dealership-D030,Battery Module,706.58,5.4,3,46,0,1,Approved Standard Claim
CLAIM-81199,Dealership-D010,Brake Caliper Kit,696.58,6.7,2,35,0,1,Approved Standard Claim
CLAIM-81200,Dealership-D009,Battery Module,3624.18,34.8,1,7,0,-1,High-Risk (Flagged for Audit)
CLAIM-81201,Dealership-D016,Battery Module,1740.43,18.8,4,25,0,1,Approved Standard Claim
CLAIM-81202,Dealership-D021,Battery Module,734.56,6.8,2,11,0,1,Approved Standard Claim
CLAIM-81203,Dealership-D021,Transmission Valve Body,3425.75,34.2,3,34,0,1,Approved Standard Claim
CLAIM-81204,Dealership-D026,Turbocharger Assembly,2382.48,24.8,3,43,0,1,Approved Standard Claim
CLAIM-81205,Dealership-D040,Battery Module,2095.91,15.7,4,32,0,1,Approved Standard Claim
CLAIM-81206,Dealership-D008,Brake Caliper Kit,1471.09,13.6,4,39,0,1,Approved Standard Claim
CLAIM-81207,Dealership-D014,Turbocharger Assembly,3319.56,29.7,3,14,0,1,Approved Standard Claim
CLAIM-81208,Dealership-D008,Brake Caliper Kit,2272.47,16.6,2,46,0,1,Approved Standard Claim
CLAIM-81209,Dealership-D028,Infotainment Head Unit,1060.59,8.9,3,36,0,1,Approved Standard Claim
CLAIM-81210,Dealership-D008,Inverter ECU,1156.33,12.3,2,6,0,1,Approved Standard Claim
CLAIM-81211,Dealership-D023,Turbocharger Assembly,1741.82,12.9,2,21,0,1,Approved Standard Claim
CLAIM-81212,Dealership-D022,Inverter ECU,980.6,8.3,4,11,0,1,Approved Standard Claim
CLAIM-81213,Dealership-D028,Infotainment Head Unit,534.05,4.1,5,21,0,1,Approved Standard Claim
CLAIM-81214,Dealership-D014,Turbocharger Assembly,1120.93,10.0,4,33,0,1,Approved Standard Claim
CLAIM-81215,Dealership-D034,Battery Module,5211.44,25.6,9,45,1,-1,High-Risk (Flagged for Audit)
CLAIM-81216,Dealership-D002,Inverter ECU,1572.47,12.9,2,20,0,1,Approved Standard Claim
CLAIM-81217,Dealership-D001,Infotainment Head Unit,1256.51,10.3,4,40,0,1,Approved Standard Claim
