Nevera_Run_ID,Vehicle_Speed_kmh,Lateral_Acceleration_G,Vehicle_Yaw_Rate_deg_s,Left_Right_Torque_Delta_Nm,Inverter_Response_Latency_us,Vectoring_Status
RIMAC-RAWTV-1998,145.7,-1.44,-19.8,-1195.9,171,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-1999,298.9,0.74,9.1,582.8,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2000,225.2,-0.07,-1.2,-109.9,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2001,204.0,1.53,22.2,1214.4,174,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2002,284.8,-0.62,-7.5,-525.5,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2003,193.3,-1.12,-14.9,-980.3,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2004,279.1,1.15,15.6,925.6,168,Balanced All-Wheel Traction
RIMAC-RAWTV-2005,108.0,-0.37,-6.0,-333.5,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2006,187.1,-0.37,-8.3,-350.3,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2007,157.9,0.94,11.4,830.4,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2008,79.6,-0.58,-7.5,-561.4,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2009,118.9,-0.62,-8.1,-550.3,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2010,162.6,-0.73,-9.2,-765.7,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2011,257.7,-0.21,-1.6,-259.8,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2012,146.1,1.27,16.3,1010.8,164,Balanced All-Wheel Traction
RIMAC-RAWTV-2013,296.4,0.89,12.4,728.4,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2014,111.2,0.21,4.2,195.7,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2015,75.0,-0.36,-4.4,-308.6,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2016,271.5,-0.83,-13.3,-695.1,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2017,81.7,0.04,-0.2,-56.2,122,Balanced All-Wheel Traction
RIMAC-RAWTV-2018,282.1,-0.17,-3.3,-78.6,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2019,122.9,-0.44,-6.2,-424.6,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2020,64.4,-0.17,-2.7,-80.2,117,Balanced All-Wheel Traction
RIMAC-RAWTV-2021,170.3,0.74,11.0,661.6,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2022,183.5,0.21,3.7,152.0,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2023,205.0,0.65,6.2,614.0,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2024,135.5,0.81,10.9,634.4,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2025,189.8,-0.44,-6.6,-368.7,155,Balanced All-Wheel Traction
RIMAC-RAWTV-2026,114.0,-0.37,-5.5,-384.1,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2027,117.4,-1.41,-20.2,-1160.5,177,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2028,86.8,0.45,7.1,406.4,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2029,251.5,-0.04,-1.6,59.2,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2030,119.0,0.12,2.6,164.1,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2031,297.7,-1.16,-18.6,-977.0,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2032,74.3,-1.16,-16.7,-1012.5,165,Balanced All-Wheel Traction
RIMAC-RAWTV-2033,249.2,0.45,6.1,405.9,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2034,142.4,0.79,9.3,731.2,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2035,314.8,-1.35,-19.9,-1154.1,164,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2036,297.2,-0.77,-11.2,-680.6,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2037,239.0,1.55,23.4,1311.1,173,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2038,76.8,-0.02,-0.7,-10.2,115,Balanced All-Wheel Traction
RIMAC-RAWTV-2039,297.1,-1.42,-21.6,-1227.9,160,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2040,191.0,-0.45,-5.8,-327.8,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2041,284.7,-1.47,-22.1,-1355.2,182,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2042,92.6,-0.25,-3.1,-179.2,121,Balanced All-Wheel Traction
RIMAC-RAWTV-2043,183.4,0.03,1.0,-47.0,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2044,219.0,-1.42,-20.7,-1217.1,152,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2045,182.4,-1.11,-14.8,-999.2,166,Balanced All-Wheel Traction
RIMAC-RAWTV-2046,139.6,-1.06,-13.9,-890.8,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2047,194.9,-1.22,-18.2,-1021.0,179,Balanced All-Wheel Traction
RIMAC-RAWTV-2048,238.1,-0.07,-2.7,-89.6,123,Balanced All-Wheel Traction
RIMAC-RAWTV-2049,185.7,-1.0,-13.4,-859.6,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2050,162.8,0.4,4.9,370.4,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2051,188.3,1.19,17.0,1024.7,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2052,300.4,0.85,13.3,692.6,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2053,263.6,1.1,16.7,885.0,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2054,244.3,1.15,18.1,1001.1,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2055,280.6,-0.34,-3.9,-278.0,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2056,300.2,0.53,7.0,423.4,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2057,97.4,0.28,2.9,279.8,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2058,282.0,0.25,5.4,279.2,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2059,195.7,-0.21,-2.4,-208.1,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2060,229.0,0.22,4.2,157.4,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2061,149.3,-1.01,-17.4,-835.9,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2062,190.2,0.74,9.9,627.3,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2063,115.0,1.4,16.9,1175.5,161,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2064,259.4,-0.63,-8.9,-483.0,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2065,308.6,0.32,3.6,305.4,123,Balanced All-Wheel Traction
RIMAC-RAWTV-2066,266.3,-0.9,-13.7,-792.0,123,Balanced All-Wheel Traction
RIMAC-RAWTV-2067,172.0,1.02,15.3,836.7,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2068,155.1,0.97,15.7,873.5,174,Balanced All-Wheel Traction
RIMAC-RAWTV-2069,113.5,0.9,11.4,759.8,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2070,206.1,1.11,15.6,1006.3,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2071,295.2,0.04,-0.2,13.5,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2072,319.2,1.6,23.6,1330.0,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2073,118.9,0.78,10.7,667.4,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2074,184.1,-1.17,-19.2,-1019.1,145,Balanced All-Wheel Traction
RIMAC-RAWTV-2075,293.6,1.02,16.0,794.9,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2076,103.4,-1.12,-16.5,-1020.9,157,Balanced All-Wheel Traction
RIMAC-RAWTV-2077,128.7,-1.2,-17.0,-995.8,167,Balanced All-Wheel Traction
RIMAC-RAWTV-2078,258.2,-0.83,-10.4,-716.1,166,Balanced All-Wheel Traction
RIMAC-RAWTV-2079,292.7,0.72,11.5,524.4,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2080,241.2,-1.59,-23.7,-1400.0,184,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2081,268.1,1.12,17.7,947.5,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2082,171.2,1.28,18.1,1118.0,173,Balanced All-Wheel Traction
RIMAC-RAWTV-2083,62.8,0.83,10.9,724.5,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2084,257.8,-1.3,-20.4,-1014.8,173,Balanced All-Wheel Traction
RIMAC-RAWTV-2085,272.2,-0.98,-12.7,-837.7,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2086,242.7,0.24,1.7,193.5,113,Balanced All-Wheel Traction
RIMAC-RAWTV-2087,300.9,1.16,17.0,906.5,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2088,129.9,-1.33,-19.1,-1073.8,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2089,243.4,0.15,1.4,115.2,115,Balanced All-Wheel Traction
RIMAC-RAWTV-2090,136.7,-0.95,-15.7,-789.5,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2091,310.3,-0.2,-1.8,-188.4,108,Balanced All-Wheel Traction
RIMAC-RAWTV-2092,284.6,0.93,11.9,776.8,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2093,180.6,0.73,10.8,570.4,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2094,90.8,0.16,3.3,160.6,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2095,231.9,-0.67,-12.4,-564.7,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2096,108.7,0.64,7.6,564.8,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2097,256.2,-0.05,-0.8,-13.8,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2098,199.8,1.05,15.7,900.2,177,Balanced All-Wheel Traction
RIMAC-RAWTV-2099,284.2,1.5,20.0,1311.1,189,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2100,270.5,-0.86,-13.8,-756.1,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2101,161.5,-1.14,-13.5,-923.0,168,Balanced All-Wheel Traction
RIMAC-RAWTV-2102,128.1,-0.1,-3.3,-62.1,124,Balanced All-Wheel Traction
RIMAC-RAWTV-2103,300.3,-0.62,-10.6,-564.6,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2104,317.6,-1.34,-19.2,-1110.5,159,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2105,188.5,0.73,10.7,611.2,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2106,83.5,1.05,14.0,831.7,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2107,125.6,0.07,2.9,65.3,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2108,76.1,-1.59,-25.1,-1287.3,173,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2109,144.9,0.96,14.0,770.5,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2110,296.6,1.47,20.2,1248.0,156,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2111,94.5,0.98,15.3,836.6,154,Balanced All-Wheel Traction
RIMAC-RAWTV-2112,86.5,-0.13,-3.4,-79.9,108,Balanced All-Wheel Traction
RIMAC-RAWTV-2113,209.2,1.44,21.3,1212.9,184,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2114,226.6,1.04,13.2,915.4,157,Balanced All-Wheel Traction
RIMAC-RAWTV-2115,120.7,0.86,11.6,778.5,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2116,254.0,0.41,7.3,376.2,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2117,161.3,-0.89,-13.7,-750.6,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2118,261.0,-1.01,-14.6,-880.4,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2119,78.2,1.16,15.0,971.4,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2120,208.2,0.91,13.4,818.2,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2121,150.9,0.35,6.3,310.3,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2122,149.4,-0.62,-9.7,-488.8,131,Balanced All-Wheel Traction
RIMAC-RAWTV-2123,307.7,1.41,21.1,1215.8,183,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2124,119.2,0.62,10.0,492.7,133,Balanced All-Wheel Traction
RIMAC-RAWTV-2125,236.8,0.59,8.1,467.3,155,Balanced All-Wheel Traction
RIMAC-RAWTV-2126,122.2,0.97,15.8,819.4,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2127,295.5,1.21,16.9,1023.9,169,Balanced All-Wheel Traction
RIMAC-RAWTV-2128,115.0,-1.14,-15.4,-951.2,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2129,95.9,-0.85,-14.0,-717.1,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2130,310.8,-0.62,-8.2,-546.1,149,Balanced All-Wheel Traction
RIMAC-RAWTV-2131,108.7,-1.58,-22.9,-1355.8,190,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2132,305.9,0.76,11.1,573.3,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2133,314.9,1.48,21.4,1328.3,183,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2134,123.8,-1.24,-17.9,-956.9,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2135,98.8,0.98,15.0,797.7,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2136,193.6,-0.66,-9.9,-503.6,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2137,266.7,1.34,19.3,1182.8,180,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2138,256.1,0.31,5.6,210.3,134,Balanced All-Wheel Traction
RIMAC-RAWTV-2139,268.7,1.23,16.6,990.8,165,Balanced All-Wheel Traction
RIMAC-RAWTV-2140,61.3,0.53,6.5,458.3,115,Balanced All-Wheel Traction
RIMAC-RAWTV-2141,131.0,-1.05,-15.3,-859.4,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2142,72.3,-0.59,-7.9,-499.5,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2143,287.6,0.01,-1.4,15.7,116,Balanced All-Wheel Traction
RIMAC-RAWTV-2144,206.4,-1.04,-14.8,-839.2,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2145,307.4,-0.85,-11.0,-742.5,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2146,204.8,-0.12,-1.1,-8.7,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2147,174.1,1.12,16.2,986.1,165,Balanced All-Wheel Traction
RIMAC-RAWTV-2148,74.5,-0.63,-9.8,-528.1,138,Balanced All-Wheel Traction
RIMAC-RAWTV-2149,174.0,0.1,-0.1,14.3,127,Balanced All-Wheel Traction
RIMAC-RAWTV-2150,183.0,0.73,11.9,591.7,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2151,316.7,-0.18,-1.4,-124.3,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2152,306.4,-0.16,-1.2,-42.7,121,Balanced All-Wheel Traction
RIMAC-RAWTV-2153,120.5,0.89,13.3,745.7,159,Balanced All-Wheel Traction
RIMAC-RAWTV-2154,185.3,1.49,22.4,1203.0,192,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2155,278.7,-1.58,-22.7,-1313.1,163,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2156,115.5,0.57,7.7,462.5,112,Balanced All-Wheel Traction
RIMAC-RAWTV-2157,137.6,0.99,13.8,800.3,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2158,268.2,-1.53,-20.8,-1294.8,169,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2159,306.9,1.57,23.7,1387.3,159,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2160,110.1,-0.41,-3.3,-349.3,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2161,193.0,1.36,19.5,1200.9,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2162,301.7,0.06,2.3,57.6,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2163,76.9,1.03,17.4,914.9,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2164,184.2,1.06,14.6,890.0,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2165,139.8,-1.44,-21.4,-1280.4,179,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2166,103.7,0.16,2.8,138.4,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2167,199.3,1.29,18.2,1103.7,151,Balanced All-Wheel Traction
RIMAC-RAWTV-2168,276.4,-0.75,-11.4,-665.2,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2169,253.7,1.41,19.7,1096.6,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2170,170.9,-1.24,-17.5,-1066.9,177,Balanced All-Wheel Traction
RIMAC-RAWTV-2171,207.9,0.08,1.4,102.6,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2172,79.4,-0.12,-2.3,0.5,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2173,302.5,-0.12,-2.2,-96.3,125,Balanced All-Wheel Traction
RIMAC-RAWTV-2174,72.4,-1.13,-14.8,-960.1,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2175,85.5,-0.64,-10.4,-401.7,147,Balanced All-Wheel Traction
RIMAC-RAWTV-2176,302.1,-1.39,-22.1,-1155.9,160,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2177,61.9,-0.24,-3.6,-167.8,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2178,171.7,1.56,23.4,1359.3,166,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2179,64.2,0.94,13.8,765.2,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2180,232.5,0.09,0.5,29.6,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2181,279.8,0.51,7.1,445.4,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2182,164.4,-0.06,-1.2,-34.2,140,Balanced All-Wheel Traction
RIMAC-RAWTV-2183,104.7,1.55,22.3,1306.7,181,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2184,299.2,0.73,9.9,617.4,137,Balanced All-Wheel Traction
RIMAC-RAWTV-2185,70.6,-0.62,-9.6,-465.0,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2186,281.6,1.29,21.1,1039.8,156,Balanced All-Wheel Traction
RIMAC-RAWTV-2187,285.2,1.06,15.9,869.4,173,Balanced All-Wheel Traction
RIMAC-RAWTV-2188,199.7,-0.96,-15.0,-808.7,174,Balanced All-Wheel Traction
RIMAC-RAWTV-2189,233.7,-0.04,0.0,-44.1,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2190,106.3,1.39,19.7,1191.7,185,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2191,249.5,-0.07,-1.7,-19.2,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2192,202.8,0.78,10.9,660.9,157,Balanced All-Wheel Traction
RIMAC-RAWTV-2193,240.9,-1.5,-21.0,-1337.6,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2194,144.9,-1.18,-16.6,-994.0,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2195,311.5,-1.3,-19.1,-1141.9,157,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2196,117.1,0.96,14.5,826.7,160,Balanced All-Wheel Traction
RIMAC-RAWTV-2197,239.1,-0.14,-2.5,-149.2,155,Balanced All-Wheel Traction
RIMAC-RAWTV-2198,313.8,-0.16,-2.8,-128.4,111,Balanced All-Wheel Traction
RIMAC-RAWTV-2199,199.8,0.83,12.5,640.9,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2200,115.7,1.53,23.1,1341.2,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2201,281.4,-0.93,-13.9,-785.0,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2202,313.3,0.62,9.0,538.9,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2203,198.5,-0.37,-6.5,-342.9,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2204,287.2,1.33,19.2,1124.8,151,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2205,315.0,-0.13,-1.9,-132.5,132,Balanced All-Wheel Traction
RIMAC-RAWTV-2206,139.3,1.23,19.9,1102.7,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2207,224.3,0.17,5.3,206.2,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2208,111.7,0.22,3.6,93.2,121,Balanced All-Wheel Traction
RIMAC-RAWTV-2209,231.4,-0.96,-15.2,-773.1,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2210,210.5,1.6,23.2,1390.3,190,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2211,129.7,-0.06,-1.4,-0.9,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2212,185.7,1.03,11.6,858.5,171,Balanced All-Wheel Traction
RIMAC-RAWTV-2213,123.7,-0.25,-1.5,-244.4,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2214,286.7,-1.19,-16.1,-1004.7,153,Balanced All-Wheel Traction
RIMAC-RAWTV-2215,157.4,1.42,20.0,1172.0,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2216,252.5,-0.28,-4.8,-214.2,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2217,167.8,0.97,12.4,768.8,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2218,176.4,0.06,0.2,31.8,103,Balanced All-Wheel Traction
RIMAC-RAWTV-2219,99.9,1.51,20.2,1224.0,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2220,217.5,0.39,6.8,341.5,113,Balanced All-Wheel Traction
RIMAC-RAWTV-2221,76.0,0.96,12.5,785.3,161,Balanced All-Wheel Traction
RIMAC-RAWTV-2222,229.6,-1.52,-22.4,-1388.9,199,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2223,159.9,-0.3,-5.3,-223.7,129,Balanced All-Wheel Traction
RIMAC-RAWTV-2224,307.9,1.17,19.9,983.4,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2225,186.6,-0.67,-8.9,-593.0,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2226,295.7,-0.97,-15.7,-824.1,162,Balanced All-Wheel Traction
RIMAC-RAWTV-2227,257.1,-0.78,-11.3,-614.2,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2228,95.1,-1.37,-19.7,-1149.1,154,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2229,277.9,1.14,16.3,952.4,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2230,131.4,1.52,22.1,1322.3,178,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2231,293.6,1.31,17.0,1084.9,159,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2232,132.8,0.8,13.2,685.5,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2233,109.2,1.11,17.0,1064.0,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2234,108.5,1.56,22.8,1313.8,176,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2235,127.5,0.27,4.7,336.1,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2236,163.9,0.66,8.6,632.5,152,Balanced All-Wheel Traction
RIMAC-RAWTV-2237,316.7,-0.31,-2.9,-288.9,109,Balanced All-Wheel Traction
RIMAC-RAWTV-2238,111.5,-0.93,-12.7,-784.0,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2239,92.5,-1.49,-20.4,-1306.4,167,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2240,136.4,-1.07,-16.5,-904.4,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2241,148.2,-1.44,-21.2,-1266.9,183,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2242,164.6,-1.46,-22.0,-1248.0,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2243,172.6,0.6,7.6,494.3,146,Balanced All-Wheel Traction
RIMAC-RAWTV-2244,106.8,-0.43,-7.2,-359.2,141,Balanced All-Wheel Traction
RIMAC-RAWTV-2245,105.6,-0.29,-3.7,-252.7,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2246,315.8,0.7,12.1,607.9,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2247,112.4,1.34,19.2,1140.2,164,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2248,236.6,1.47,20.8,1249.4,158,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2249,66.9,-1.33,-21.0,-1164.4,143,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2250,253.8,-0.5,-8.5,-395.9,142,Balanced All-Wheel Traction
RIMAC-RAWTV-2251,104.1,-0.51,-6.7,-456.3,143,Balanced All-Wheel Traction
RIMAC-RAWTV-2252,160.3,-0.16,-2.8,-59.4,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2253,212.3,0.44,6.7,396.5,144,Balanced All-Wheel Traction
RIMAC-RAWTV-2254,88.5,-0.07,1.7,-69.7,119,Balanced All-Wheel Traction
RIMAC-RAWTV-2255,184.8,-0.64,-9.1,-475.7,128,Balanced All-Wheel Traction
RIMAC-RAWTV-2256,271.3,-0.57,-4.9,-432.1,135,Balanced All-Wheel Traction
RIMAC-RAWTV-2257,174.8,1.28,17.4,1165.4,158,Balanced All-Wheel Traction
RIMAC-RAWTV-2258,211.0,-0.7,-10.4,-584.9,140,Balanced All-Wheel Traction
RIMAC-RAWTV-2259,96.9,-0.06,-0.2,-77.0,120,Balanced All-Wheel Traction
RIMAC-RAWTV-2260,197.2,1.57,23.5,1322.5,186,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2261,194.9,0.01,0.2,-18.3,117,Balanced All-Wheel Traction
RIMAC-RAWTV-2262,251.4,-0.88,-12.0,-835.6,139,Balanced All-Wheel Traction
RIMAC-RAWTV-2263,287.8,0.71,10.0,660.7,148,Balanced All-Wheel Traction
RIMAC-RAWTV-2264,222.0,1.0,12.7,901.7,174,Balanced All-Wheel Traction
RIMAC-RAWTV-2265,214.0,-0.08,-2.7,-88.5,126,Balanced All-Wheel Traction
RIMAC-RAWTV-2266,266.8,1.23,16.6,1090.6,171,Balanced All-Wheel Traction
RIMAC-RAWTV-2267,129.2,0.15,0.8,106.5,118,Balanced All-Wheel Traction
RIMAC-RAWTV-2268,236.0,0.16,3.7,176.1,130,Balanced All-Wheel Traction
RIMAC-RAWTV-2269,172.6,0.8,10.4,694.8,157,Balanced All-Wheel Traction
RIMAC-RAWTV-2270,272.4,-0.48,-7.1,-415.0,136,Balanced All-Wheel Traction
RIMAC-RAWTV-2271,256.3,1.22,17.8,963.1,163,Balanced All-Wheel Traction
RIMAC-RAWTV-2272,180.7,-1.34,-20.2,-1143.9,170,Active R-AWTV High-G Yaw Vectoring
RIMAC-RAWTV-2273,65.7,-0.73,-8.6,-666.2,150,Balanced All-Wheel Traction
RIMAC-RAWTV-2274,210.7,-0.31,-2.5,-242.3,142,Balanced All-Wheel Traction
